study_id,site_id,core_id,core_date,core_latitude,core_longitude,core_position_method,core_elevation,core_elevation_datum,core_elevation_method,salinity_class,vegetation_class
Kemp_et_al_2020,Barnegat_Bay,BB1B,2009,40.02988,-74.07995,other high resolution,0.1,NAVD88,other high resolution,saline,emergent
