study_id,site_id,impact_class
Kusumaningtyas_et_al_2018,Berau,natural
Kusumaningtyas_et_al_2018,Kongsi_Island,natural
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon,sediment added
