study_id,method_id,coring_method,roots_flag,sediment_sieved_flag,compaction_flag,dry_bulk_density_temperature,dry_bulk_density_flag,loss_on_ignition_flag,carbon_measured_or_modeled,carbonates_removed,carbonate_removal_method,fraction_carbon_method,fraction_carbon_type,carbon_profile_notes,cs137_counting_method,pb210_counting_method,excess_pb210_rate,excess_pb210_model
Kusumaningtyas_et_al_2018,single set of methods,gouge auger,roots and rhizomes separated,sediment not sieved,not specified,60,time approximate,not specified,measured,TRUE,direct acid treatment,EA,organic carbon,dry bulk density time from 48-72 hours,gamma,gamma,cumulative mass,CFCS
