study_id,coring_method,roots_flag,sediment_sieved_flag,compaction_flag,dry_bulk_density_temperature,dry_bulk_density_time,dry_bulk_density_flag,loss_on_ignition_temperature,loss_on_ignition_time,loss_on_ignition_sample_mass,carbonates_removed,cs137_counting_method,pb210_counting_method,ra226_assumption,age_depth_model_reference
Nolte_2020,pvc and hammer,roots and rhizomes included,sediment not sieved,compaction quantified,105,52,to constant mass,550,4,5,FALSE,gamma,gamma,each sample,core collection date
