study_id,site_id,core_id,year,core_notes,latitude,longitude,position_method,habitat
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 1 Zone b-surface sample 1,2005,"surface sample, 0-5 cm",-34.142967,24.5,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 1 Zone b-surface sample 2,2005,"surface sample, 0-5 cm",-34.142967,24.5,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 1 Zone b-surface sample 3,2005,"surface sample, 0-5 cm",-34.142967,24.5,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 2 Zone b-surface sample 1,2005,"surface sample, 0-5 cm",-34.142967,24.5,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 2 Zone b-surface sample 2,2005,"surface sample, 0-5 cm",-34.142967,24.5,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 2 Zone b-surface sample 3,2005,"surface sample, 0-5 cm",-34.142967,24.5,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Summer-Transect 1 Zone c-surface sample 1,2005,"surface sample, 0-5 cm",-34.142967,24.5,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Summer-Transect 1 Zone c-surface sample 2,2005,"surface sample, 0-5 cm",-34.142967,24.5,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Summer-Transect 1 Zone c-surface sample 3,2005,"surface sample, 0-5 cm",-34.142967,24.5,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Summer-Transect 2 Zone c-surface sample 1,2005,"surface sample, 0-5 cm",-34.142967,24.5,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Summer-Transect 2 Zone c-surface sample 2,2005,"surface sample, 0-5 cm",-34.142967,24.5,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Summer-Transect 2 Zone c-surface sample 3,2005,"surface sample, 0-5 cm",-34.142967,24.5,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Winter-Transect 1 Zone c-surface sample 1,2005,"surface sample, 0-5 cm",-34.142967,24.5,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Winter-Transect 1 Zone c-surface sample 2,2005,"surface sample, 0-5 cm",-34.142967,24.5,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Winter-Transect 1 Zone c-surface sample 3,2005,"surface sample, 0-5 cm",-34.142967,24.5,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Winter-Transect 2 Zone c-surface sample 1,2005,"surface sample, 0-5 cm",-34.142967,24.5,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Winter-Transect 2 Zone c-surface sample 2,2005,"surface sample, 0-5 cm",-34.142967,24.5,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Winter-Transect 2 Zone c-surface sample 3,2005,"surface sample, 0-5 cm",-34.142967,24.5,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 1 Zone b-surface sample 4,2005,"surface sample, 0-5 cm",-34.142967,24.842728,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 1 Zone b-surface sample 5,2005,"surface sample, 0-5 cm",-34.142967,24.842728,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 1 Zone b-surface sample 6,2005,"surface sample, 0-5 cm",-34.142967,24.842728,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 2 Zone b-surface sample 4,2005,"surface sample, 0-5 cm",-34.142967,24.842728,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 2 Zone b-surface sample 5,2005,"surface sample, 0-5 cm",-34.142967,24.842728,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 2 Zone b-surface sample 6,2005,"surface sample, 0-5 cm",-34.142967,24.842728,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 1 Zone b-surface sample 4,2005,"surface sample, 0-5 cm",-34.142967,24.842728,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 1 Zone b-surface sample 5,2005,"surface sample, 0-5 cm",-34.142967,24.842728,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 1 Zone b-surface sample 6,2005,"surface sample, 0-5 cm",-34.142967,24.842728,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 2 Zone b-surface sample 4,2005,"surface sample, 0-5 cm",-34.142967,24.842728,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 2 Zone b-surface sample 5,2005,"surface sample, 0-5 cm",-34.142967,24.842728,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 2 Zone b-surface sample 6,2005,"surface sample, 0-5 cm",-34.142967,24.842728,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Summer-Transect 1 Zone c-surface sample 4,2005,"surface sample, 0-5 cm",-34.142967,24.842728,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Summer-Transect 1 Zone c-surface sample 5,2005,"surface sample, 0-5 cm",-34.142967,24.842728,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Summer-Transect 1 Zone c-surface sample 6,2005,"surface sample, 0-5 cm",-34.142967,24.842728,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Summer-Transect 2 Zone c-surface sample 4,2005,"surface sample, 0-5 cm",-34.142967,24.842728,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Summer-Transect 2 Zone c-surface sample 5,2005,"surface sample, 0-5 cm",-34.142967,24.842728,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Summer-Transect 2 Zone c-surface sample 6,2005,"surface sample, 0-5 cm",-34.142967,24.842728,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Winter-Transect 1 Zone c-surface sample 4,2005,"surface sample, 0-5 cm",-34.142967,24.842728,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Winter-Transect 1 Zone c-surface sample 5,2005,"surface sample, 0-5 cm",-34.142967,24.842728,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Winter-Transect 1 Zone c-surface sample 6,2005,"surface sample, 0-5 cm",-34.142967,24.842728,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Winter-Transect 2 Zone c-surface sample 4,2005,"surface sample, 0-5 cm",-34.142967,24.842728,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Winter-Transect 2 Zone c-surface sample 5,2005,"surface sample, 0-5 cm",-34.142967,24.842728,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Trig_sp-Winter-Transect 2 Zone c-surface sample 6,2005,"surface sample, 0-5 cm",-34.142967,24.842728,other low resolution,marsh
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Juncus kraussii-Summer-Transect 2-core 1,2004,NA,-31.677183,29.463133,other low resolution,marsh
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Juncus kraussii-Summer-Transect 2-core 2,2004,NA,-31.677183,29.463133,other low resolution,marsh
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Juncus kraussii-Summer-Transect 2-core 3,2004,NA,-31.677183,29.463133,other low resolution,marsh
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Juncus kraussii-Winter-Transect 2-core 1,2004,NA,-31.677183,29.463133,other low resolution,marsh
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Juncus kraussii-Winter-Transect 2-core 2,2004,NA,-31.677183,29.463133,other low resolution,marsh
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Juncus kraussii-Winter-Transect 2-core 3,2004,NA,-31.677183,29.463133,other low resolution,marsh
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Summer-Transect 1-core 1,2004,NA,-31.677183,29.463133,other low resolution,marsh
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Summer-Transect 1-core 2,2004,NA,-31.677183,29.463133,other low resolution,marsh
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Summer-Transect 1-core 3,2004,NA,-31.677183,29.463133,other low resolution,marsh
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Summer-Transect 3-core 1,2004,NA,-31.677183,29.463133,other low resolution,marsh
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Summer-Transect 3-core 2,2004,NA,-31.677183,29.463133,other low resolution,marsh
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Summer-Transect 3-core 3,2004,NA,-31.677183,29.463133,other low resolution,marsh
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Winter-Transect 1-core 1,2004,NA,-31.677183,29.463133,other low resolution,marsh
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Winter-Transect 1-core 2,2004,NA,-31.677183,29.463133,other low resolution,marsh
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Winter-Transect 1-core 3,2004,NA,-31.677183,29.463133,other low resolution,marsh
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Winter-Transect 3-core 1,2004,NA,-31.677183,29.463133,other low resolution,marsh
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Winter-Transect 3-core 2,2004,NA,-31.677183,29.463133,other low resolution,marsh
Bezuidenhout_et_al_2011,Mngazi,Mngazi-Stenotaphrum secundatum-Winter-Transect 3-core 3,2004,NA,-31.677183,29.463133,other low resolution,marsh
Bezuidenhout_et_al_2011,Seekoei,Seekoei-Sporobolus virginicus-Winter-Transect 1-core 1,2004,NA,-34.08667,24.91074,other low resolution,marsh
Bezuidenhout_et_al_2011,Seekoei,Seekoei-Sporobolus virginicus-Winter-Transect 2-core 1,2004,NA,-34.08667,24.91074,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Zostera capensis-Summer-Transect 1 Zone a-core 1,2005,NA,-34.142967,24.5,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Zostera capensis-Summer-Transect 2 Zone a-core 1,2005,NA,-34.142967,24.5,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Zostera capensis-Winter-Transect 1 Zone a-core 1,2005,NA,-34.142967,24.5,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Zostera capensis-Winter-Transect 2 Zone a-core 1,2005,NA,-34.142967,24.842728,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Zostera capensis-Summer-Transect 1 Zone a-core 2,2005,NA,-34.142967,24.842728,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Zostera capensis-Summer-Transect 2 Zone a-core 2,2005,NA,-34.142967,24.842728,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Zostera capensis-Winter-Transect 1 Zone a-core 2,2005,NA,-34.142967,24.842728,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Zostera capensis-Winter-Transect 2 Zone a-core 2,2005,NA,-34.142967,24.842728,other low resolution,marsh
Brown_and_Rajkaran_2020,Berg,Berg-summer-surface sample-1,2016,"surface sample, 0-5 cm",-32.769749,18.143885,other low resolution,marsh
Brown_and_Rajkaran_2020,Berg,Berg-summer-surface sample-2,2016,"surface sample, 0-5 cm",-32.769749,18.143885,other low resolution,marsh
Brown_and_Rajkaran_2020,Berg,Berg-summer-surface sample-3,2016,"surface sample, 0-5 cm",-32.769749,18.143885,other low resolution,marsh
Brown_and_Rajkaran_2020,Berg,Berg-summer-surface sample-4,2016,"surface sample, 0-5 cm",-32.769749,18.143885,other low resolution,marsh
Brown_and_Rajkaran_2020,Berg,Berg-summer-surface sample-5,2016,"surface sample, 0-5 cm",-32.769749,18.143885,other low resolution,marsh
Brown_and_Rajkaran_2020,Berg,Berg-summer-surface sample-6,2016,"surface sample, 0-5 cm",-32.769749,18.143885,other low resolution,marsh
Brown_and_Rajkaran_2020,Berg,Berg-summer-surface sample-7,2016,"surface sample, 0-5 cm",-32.769749,18.143885,other low resolution,marsh
Brown_and_Rajkaran_2020,Berg,Berg-summer-surface sample-8,2016,"surface sample, 0-5 cm",-32.769749,18.143885,other low resolution,marsh
Brown_and_Rajkaran_2020,Berg,Berg-summer-surface sample-9,2016,"surface sample, 0-5 cm",-32.769749,18.143885,other low resolution,marsh
Brown_and_Rajkaran_2020,Berg,Berg-winter-surface sample-1,2016,"surface sample, 0-5 cm",-32.769749,18.143885,other low resolution,marsh
Brown_and_Rajkaran_2020,Berg,Berg-winter-surface sample-2,2016,"surface sample, 0-5 cm",-32.769749,18.143885,other low resolution,marsh
Brown_and_Rajkaran_2020,Berg,Berg-winter-surface sample-3,2016,"surface sample, 0-5 cm",-32.769749,18.143885,other low resolution,marsh
Brown_and_Rajkaran_2020,Berg,Berg-winter-surface sample-4,2016,"surface sample, 0-5 cm",-32.769749,18.143885,other low resolution,marsh
Brown_and_Rajkaran_2020,Berg,Berg-winter-surface sample-5,2016,"surface sample, 0-5 cm",-32.769749,18.143885,other low resolution,marsh
Brown_and_Rajkaran_2020,Berg,Berg-winter-surface sample-6,2016,"surface sample, 0-5 cm",-32.769749,18.143885,other low resolution,marsh
Brown_and_Rajkaran_2020,Berg,Berg-winter-surface sample-7,2016,"surface sample, 0-5 cm",-32.769749,18.143885,other low resolution,marsh
Brown_and_Rajkaran_2020,Berg,Berg-winter-surface sample-8,2016,"surface sample, 0-5 cm",-32.769749,18.143885,other low resolution,marsh
Brown_and_Rajkaran_2020,Berg,Berg-winter-surface sample-9,2016,"surface sample, 0-5 cm",-32.769749,18.143885,other low resolution,marsh
Brown_and_Rajkaran_2020,Heuningnes,Heuningnes-summer-surface sample-1,2016,"surface sample, 0-5 cm",-34.71479,20.119246,other low resolution,marsh
Brown_and_Rajkaran_2020,Heuningnes,Heuningnes-summer-surface sample-2,2016,"surface sample, 0-5 cm",-34.71479,20.119246,other low resolution,marsh
Brown_and_Rajkaran_2020,Heuningnes,Heuningnes-summer-surface sample-3,2016,"surface sample, 0-5 cm",-34.71479,20.119246,other low resolution,marsh
Brown_and_Rajkaran_2020,Heuningnes,Heuningnes-summer-surface sample-4,2016,"surface sample, 0-5 cm",-34.71479,20.119246,other low resolution,marsh
Brown_and_Rajkaran_2020,Heuningnes,Heuningnes-summer-surface sample-5,2016,"surface sample, 0-5 cm",-34.71479,20.119246,other low resolution,marsh
Brown_and_Rajkaran_2020,Heuningnes,Heuningnes-summer-surface sample-6,2016,"surface sample, 0-5 cm",-34.71479,20.119246,other low resolution,marsh
Brown_and_Rajkaran_2020,Heuningnes,Heuningnes-summer-surface sample-7,2016,"surface sample, 0-5 cm",-34.71479,20.119246,other low resolution,marsh
Brown_and_Rajkaran_2020,Heuningnes,Heuningnes-summer-surface sample-8,2016,"surface sample, 0-5 cm",-34.71479,20.119246,other low resolution,marsh
Brown_and_Rajkaran_2020,Heuningnes,Heuningnes-summer-surface sample-9,2016,"surface sample, 0-5 cm",-34.71479,20.119246,other low resolution,marsh
Brown_and_Rajkaran_2020,Heuningnes,Heuningnes-winter-surface sample-1,2016,"surface sample, 0-5 cm",-34.71479,20.119246,other low resolution,marsh
Brown_and_Rajkaran_2020,Heuningnes,Heuningnes-winter-surface sample-2,2016,"surface sample, 0-5 cm",-34.71479,20.119246,other low resolution,marsh
Brown_and_Rajkaran_2020,Heuningnes,Heuningnes-winter-surface sample-3,2016,"surface sample, 0-5 cm",-34.71479,20.119246,other low resolution,marsh
Brown_and_Rajkaran_2020,Heuningnes,Heuningnes-winter-surface sample-4,2016,"surface sample, 0-5 cm",-34.71479,20.119246,other low resolution,marsh
Brown_and_Rajkaran_2020,Heuningnes,Heuningnes-winter-surface sample-5,2016,"surface sample, 0-5 cm",-34.71479,20.119246,other low resolution,marsh
Brown_and_Rajkaran_2020,Heuningnes,Heuningnes-winter-surface sample-6,2016,"surface sample, 0-5 cm",-34.71479,20.119246,other low resolution,marsh
Brown_and_Rajkaran_2020,Heuningnes,Heuningnes-winter-surface sample-7,2016,"surface sample, 0-5 cm",-34.71479,20.119246,other low resolution,marsh
Brown_and_Rajkaran_2020,Heuningnes,Heuningnes-winter-surface sample-8,2016,"surface sample, 0-5 cm",-34.71479,20.119246,other low resolution,marsh
Brown_and_Rajkaran_2020,Heuningnes,Heuningnes-winter-surface sample-9,2016,"surface sample, 0-5 cm",-34.71479,20.119246,other low resolution,marsh
Brown_and_Rajkaran_2020,Kwelera,Kwelera-summer-surface sample-1,2016,"surface sample, 0-5 cm",-32.90736,28.077002,other low resolution,marsh
Brown_and_Rajkaran_2020,Kwelera,Kwelera-summer-surface sample-2,2016,"surface sample, 0-5 cm",-32.90736,28.077002,other low resolution,marsh
Brown_and_Rajkaran_2020,Kwelera,Kwelera-summer-surface sample-3,2016,"surface sample, 0-5 cm",-32.90736,28.077002,other low resolution,marsh
Brown_and_Rajkaran_2020,Kwelera,Kwelera-summer-surface sample-4,2016,"surface sample, 0-5 cm",-32.90736,28.077002,other low resolution,marsh
Brown_and_Rajkaran_2020,Kwelera,Kwelera-summer-surface sample-5,2016,"surface sample, 0-5 cm",-32.90736,28.077002,other low resolution,marsh
Brown_and_Rajkaran_2020,Kwelera,Kwelera-summer-surface sample-6,2016,"surface sample, 0-5 cm",-32.90736,28.077002,other low resolution,marsh
Brown_and_Rajkaran_2020,Kwelera,Kwelera-summer-surface sample-7,2016,"surface sample, 0-5 cm",-32.90736,28.077002,other low resolution,marsh
