study_id,site_id,core_id,year,core_notes,latitude,longitude,position_method,habitat
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Black pipe-1-core-1,2014,NA,-28.383,32.2529,other low resolution,mangrove
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Black pipe-2-core-1,2014,NA,-28.383,32.2529,other low resolution,mangrove
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Black pipe-3-core-1,2014,NA,-28.383,32.2529,other low resolution,mangrove
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Black pipe-4-core-1,2014,NA,-28.383,32.2529,other low resolution,mangrove
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Croc center-1-core-1,2014,NA,-28.383,32.2529,other low resolution,mangrove
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Croc center-2-core-1,2014,NA,-28.383,32.2529,other low resolution,mangrove
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Croc center-3-core-1,2014,NA,-28.383,32.2529,other low resolution,mangrove
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Croc center-4-core-1,2014,NA,-28.383,32.2529,other low resolution,mangrove
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Back channel-1-core-1,2014,NA,-28.383,32.2529,other low resolution,mangrove
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Back channel-2-core-1,2014,NA,-28.383,32.2529,other low resolution,mangrove
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Back channel-3-core-1,2014,NA,-28.383,32.2529,other low resolution,mangrove
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Back channel-4-core-1,2014,NA,-28.383,32.2529,other low resolution,mangrove
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Croc memorial-1-core-1,2014,NA,-28.383,32.2529,other low resolution,mangrove
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Croc memorial-2-core-1,2014,NA,-28.383,32.2529,other low resolution,mangrove
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Croc memorial-3-core-1,2014,NA,-28.383,32.2529,other low resolution,mangrove
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Croc memorial-4-core-1,2014,NA,-28.383,32.2529,other low resolution,mangrove
Bekker_2015,Knysna,Knysna-Bassia diffusa-Intertidal-surface sample-1,2015,"surface sample, 0-5 cm",-34.0827,23.06145,other low resolution,marsh
Bekker_2015,Knysna,Knysna-Bassia diffusa-Intertidal-surface sample-2,2015,"surface sample, 0-5 cm",-34.0827,23.06145,other low resolution,marsh
Bekker_2015,Knysna,Knysna-Bassia diffusa-Intertidal-surface sample-3,2015,"surface sample, 0-5 cm",-34.0827,23.06145,other low resolution,marsh
Bekker_2015,Knysna,Knysna-Bassia diffusa-Intertidal-surface sample-4,2015,"surface sample, 0-5 cm",-34.0827,23.06145,other low resolution,marsh
Bekker_2015,Knysna,Knysna-Disphyma crassifolium-Supratidal-surface sample-1,2015,"surface sample, 0-5 cm",-34.0827,23.06145,other low resolution,marsh
Bekker_2015,Knysna,Knysna-Disphyma crassifolium-Supratidal-surface sample-2,2015,"surface sample, 0-5 cm",-34.0827,23.06145,other low resolution,marsh
Bekker_2015,Knysna,Knysna-Disphyma crassifolium-Supratidal-surface sample-3,2015,"surface sample, 0-5 cm",-34.0827,23.06145,other low resolution,marsh
Bekker_2015,Knysna,Knysna-Disphyma crassifolium-Supratidal-surface sample-4,2015,"surface sample, 0-5 cm",-34.0827,23.06145,other low resolution,marsh
Bekker_2015,Knysna,Knysna-Disphyma crassifolium-Supratidal-surface sample-5,2015,"surface sample, 0-5 cm",-34.0827,23.06145,other low resolution,marsh
Bekker_2015,Knysna,Knysna-Salicornia tegetaria-Intertidal-surface sample-1,2015,"surface sample, 0-5 cm",-34.0827,23.06145,other low resolution,marsh
Bekker_2015,Knysna,Knysna-Salicornia tegetaria-Intertidal-surface sample-2,2015,"surface sample, 0-5 cm",-34.0827,23.06145,other low resolution,marsh
Bekker_2015,Knysna,Knysna-Salicornia tegetaria-Intertidal-surface sample-3,2015,"surface sample, 0-5 cm",-34.0827,23.06145,other low resolution,marsh
Bekker_2015,Knysna,Knysna-Spartina maritima-Intertidal-surface sample-1,2015,"surface sample, 0-5 cm",-34.0827,23.06145,other low resolution,marsh
Bekker_2015,Knysna,Knysna-Spartina maritima-Intertidal-surface sample-2,2015,"surface sample, 0-5 cm",-34.0827,23.06145,other low resolution,marsh
Bekker_2015,Knysna,Knysna-Spartina maritima-Intertidal-surface sample-3,2015,"surface sample, 0-5 cm",-34.0827,23.06145,other low resolution,marsh
Bekker_2015,Knysna,Knysna-Spartina maritima-Intertidal-surface sample-4,2015,"surface sample, 0-5 cm",-34.0827,23.06145,other low resolution,marsh
Bekker_2015,Knysna,Knysna-Tri_bul-Intertidal-surface sample-1,2015,"surface sample, 0-5 cm",-34.0827,23.06145,other low resolution,marsh
Bekker_2015,Knysna,Knysna-Tri_bul-Intertidal-surface sample-2,2015,"surface sample, 0-5 cm",-34.0827,23.06145,other low resolution,marsh
Bekker_2015,Knysna,Knysna-Tri_bul-Intertidal-surface sample-3,2015,"surface sample, 0-5 cm",-34.0827,23.06145,other low resolution,marsh
Bekker_2015,Knysna,Knysna-Tri_bul-Intertidal-surface sample-4,2015,"surface sample, 0-5 cm",-34.0827,23.06145,other low resolution,marsh
Bekker_2015,Knysna,Knysna-Spartina maritima-Intertidal-surface sample-5,2015,"surface sample, 0-5 cm",-34.0827,23.06145,other low resolution,marsh
Bekker_2015,Knysna,Knysna-Zostera capensis-Submerged-surface sample-1,2015,"surface sample, 0-5 cm",-34.0827,23.06145,other low resolution,seagrass
Bekker_2015,Knysna,Knysna-Zostera capensis-Submerged-surface sample-2,2015,"surface sample, 0-5 cm",-34.0827,23.06145,other low resolution,seagrass
Bekker_2015,Knysna,Knysna-Zostera capensis-Submerged-surface sample-3,2015,"surface sample, 0-5 cm",-34.0827,23.06145,other low resolution,seagrass
Bekker_2015,Knysna,Knysna-Zostera capensis-Submerged-surface sample-4,2015,"surface sample, 0-5 cm",-34.0827,23.06145,other low resolution,seagrass
Bezuidenhout_et_al_2011,Seekoei,Seekoei-Sporobolus virginicus-Winter-Transect 1-surface sample 1,2004,"surface sample, 0-5 cm",-34.08667,24.91074,other low resolution,marsh
Bezuidenhout_et_al_2011,Seekoei,Seekoei-Sporobolus virginicus-Winter-Transect 1-surface sample 2,2004,"surface sample, 0-5 cm",-34.08667,24.91074,other low resolution,marsh
Bezuidenhout_et_al_2011,Seekoei,Seekoei-Sporobolus virginicus-Winter-Transect 1-surface sample 3,2004,"surface sample, 0-5 cm",-34.08667,24.91074,other low resolution,marsh
Bezuidenhout_et_al_2011,Seekoei,Seekoei-Sporobolus virginicus-Winter-Transect 1-surface sample 4,2004,"surface sample, 0-5 cm",-34.08667,24.91074,other low resolution,marsh
Bezuidenhout_et_al_2011,Seekoei,Seekoei-Sporobolus virginicus-Winter-Transect 2-surface sample 1,2004,"surface sample, 0-5 cm",-34.08667,24.91074,other low resolution,marsh
Bezuidenhout_et_al_2011,Seekoei,Seekoei-Sporobolus virginicus-Winter-Transect 2-surface sample 2,2004,"surface sample, 0-5 cm",-34.08667,24.91074,other low resolution,marsh
Bezuidenhout_et_al_2011,Seekoei,Seekoei-Sporobolus virginicus-Winter-Transect 2-surface sample 3,2004,"surface sample, 0-5 cm",-34.08667,24.91074,other low resolution,marsh
Bezuidenhout_et_al_2011,Seekoei,Seekoei-Sporobolus virginicus-Winter-Transect 2-surface sample 4,2004,"surface sample, 0-5 cm",-34.08667,24.91074,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 1 Zone b-surface sample 1,2005,"surface sample, 0-5 cm",-34.142967,24.5,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 1 Zone b-surface sample 2,2005,"surface sample, 0-5 cm",-34.142967,24.5,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 1 Zone b-surface sample 3,2005,"surface sample, 0-5 cm",-34.142967,24.5,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 2 Zone b-surface sample 1,2005,"surface sample, 0-5 cm",-34.142967,24.5,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 2 Zone b-surface sample 2,2005,"surface sample, 0-5 cm",-34.142967,24.5,other low resolution,marsh
Bezuidenhout_et_al_2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 2 Zone b-surface sample 3,2005,"surface sample, 0-5 cm",-34.142967,24.5,other low resolution,marsh
