study_id,site_id,core_id,method_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_carbon,cs137_activity,cs137_activity_se,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,ra226_activity,ra226_activity_se,delta_c13,age,age_se
Vaughn_et_al_2020,St_Augustine,St_Augustine_Mangrove,single set of methods,30,32,Aug_Mangrove_32,0.21031336595384464,0.0321,NA,NA,NA,NA,NA,NA,NA,NA,-24.08,NA,NA
Vaughn_et_al_2020,St_Augustine,St_Augustine_Mangrove,single set of methods,32,34,Aug_Mangrove_34,0.24596540254444146,0.0311,NA,NA,NA,NA,NA,NA,NA,NA,-23.82,NA,NA
Vaughn_et_al_2020,St_Augustine,St_Augustine_Mangrove,single set of methods,34,36,Aug_Mangrove_36,0.21049265902077013,0.031400000000000004,NA,NA,NA,NA,NA,NA,NA,NA,-23.41,NA,NA
Vaughn_et_al_2020,St_Augustine,St_Augustine_Mangrove,single set of methods,36,38,Aug_Mangrove_38,0.26543039333196095,0.035699999999999996,NA,NA,NA,NA,NA,NA,NA,NA,-23.4,NA,NA
Vaughn_et_al_2020,St_Augustine,St_Augustine_Mangrove,single set of methods,38,40,Aug_Mangrove_40,0.2235914467073121,0.0332,NA,NA,NA,NA,NA,NA,NA,NA,-23.52,NA,NA
Vaughn_et_al_2020,St_Augustine,St_Augustine_Transition,single set of methods,0,2,Aug_Transition_2,0.09874110932128415,0.1336,0.2389417140723881,0.026908045324743786,2.7310559178139804,0.21954814671849932,3.5257503413628672,0.17132859640718215,0.8241315289532416,0.13347062843143787,-27.66,6.670104278017562,2.0424877236825725
Vaughn_et_al_2020,St_Augustine,St_Augustine_Transition,single set of methods,2,4,Aug_Transition_4,0.10068994700525688,0.1393,0.28012423438476863,0.02044581045222987,3.3401689666179126,0.13429434997271453,4.053129177369586,0.12910108913024582,0.7492446737478152,0.031275859781580144,-25.34,15.471988420348007,2.5049906037109952
Vaughn_et_al_2020,St_Augustine,St_Augustine_Transition,single set of methods,4,6,Aug_Transition_6,0.07470544455228735,0.1558,0.570075850919875,0.03724256271304569,4.149955958362549,0.24829476358822958,4.666065237503685,0.18002858521383364,0.5618910031019738,0.1669948101955683,-23.57,24.18221446721807,3.189498018575971
Vaughn_et_al_2020,St_Augustine,St_Augustine_Transition,single set of methods,6,8,Aug_Transition_8,0.1112136704987095,0.12359999999999999,1.1406518280216653,0.047050981831227995,2.324138319706154,0.17381127243688,3.2417477376031205,0.13342815314962728,0.9436412188409465,0.10832509687506374,-24.08,36.04745175243614,4.565911963373093
Vaughn_et_al_2020,St_Augustine,St_Augustine_Transition,single set of methods,8,10,Aug_Transition_10,0.09211506119577692,0.11359999999999999,0.9791192843283237,0.016907645768550944,0.9844530797270594,0.16423624336251907,1.772940114169354,0.038449913499108056,0.8002608168172256,0.15765092428952238,-24.76,41.494823051084694,5.391850136236334
Vaughn_et_al_2020,St_Augustine,St_Augustine_Transition,single set of methods,10,12,Aug_Transition_12,0.12407599921292944,0.095,0.4136507551117741,0.026448982654009537,0.16085742277249307,0.21383256430067243,0.9569154999325696,0.06715574597765665,0.798063238674653,0.200203960961175,-24.6,43.18785013946998,5.342524466825667
Vaughn_et_al_2020,St_Augustine,St_Augustine_Transition,single set of methods,12,14,Aug_Transition_14,0.09068591356086361,0.1338,0.17666997224119713,0.019155217581991242,0.28110132864163706,0.1682880746885455,1.0332093657328443,0.0777535083658164,0.7558015327892557,0.14675121879263264,-24.6,44.98057364105207,5.580707320879069
Vaughn_et_al_2020,St_Augustine,St_Augustine_Transition,single set of methods,14,16,Aug_Transition_16,0.09250482873257149,0.09570000000000001,0.08591596364344452,0.009249560018346982,0.40853975687051375,0.11216540557075597,1.405220421304799,0.06136000319814043,1.0021174224385765,0.09210539503894331,-24.84,48.4949461752476,6.190208577952015
Vaughn_et_al_2020,St_Augustine,St_Augustine_Transition,single set of methods,16,18,Aug_Transition_18,0.11991847882045431,0.09269999999999999,0.07066269371835122,0.009948037061335676,0.6573527662703583,0.2047267530254518,1.5643170748190507,0.07574039414410591,0.8740830452668565,0.2011823734948097,-23.66,59.09170406310347,7.9734468362187805
Vaughn_et_al_2020,St_Augustine,St_Augustine_Transition,single set of methods,18,20,Aug_Transition_20,0.16409213299050246,0.0704,0.04997392229730838,0.007379091858518127,0.6065294243291022,0.1848945605689994,1.604242556878065,0.06669957067755414,1.0059889294449127,0.16973693731408573,-23.25,86.21341872141734,14.405822682482846
Vaughn_et_al_2020,St_Augustine,St_Augustine_Transition,single set of methods,20,22,Aug_Transition_22,0.15603693723008194,0.0928,0.05841846205360862,0.005925109843066619,0.4565486918773985,0.20500199633390556,1.4566069506247186,0.04768004036092027,1.0064029072020835,0.19644969976778703,-23.28,120.00915523271895,32.45728944068985
Vaughn_et_al_2020,St_Augustine,St_Augustine_Transition,single set of methods,22,24,Aug_Transition_24,0.1472022063960723,0.09230000000000001,0.09059879167159138,0.011817133376088597,-0.025489353181294222,0.3061405089471966,1.001527674959212,0.06472590450578117,1.0266563694172508,0.29478655687536737,-22.72,NA,NA
Vaughn_et_al_2020,St_Augustine,St_Augustine_Transition,single set of methods,24,26,Aug_Transition_26,0.20475787932939973,0.0639,0.07267983373305383,0.0073995142777397785,-0.2719140665392268,0.12878446477372923,0.7114273058789753,0.0374790469522362,0.9794024720129038,0.12125894633454033,-23.77,NA,NA
Vaughn_et_al_2020,St_Augustine,St_Augustine_Transition,single set of methods,26,28,Aug_Transition_28,0.22528563626724568,0.050300000000000004,NA,NA,NA,NA,NA,NA,NA,NA,-24.15,NA,NA
Vaughn_et_al_2020,St_Augustine,St_Augustine_Transition,single set of methods,28,30,Aug_Transition_30,0.32181806288002746,0.0254,NA,NA,NA,NA,NA,NA,NA,NA,-24.34,NA,NA
Vaughn_et_al_2020,St_Augustine,St_Augustine_Transition,single set of methods,30,32,Aug_Transition_32,0.3578065987773902,0.029900000000000003,NA,NA,NA,NA,NA,NA,NA,NA,-24.76,NA,NA
Vaughn_et_al_2020,St_Augustine,St_Augustine_Transition,single set of methods,32,34,Aug_Transition_34,0.39808257757949295,0.0174,NA,NA,NA,NA,NA,NA,NA,NA,-24.65,NA,NA
Vaughn_et_al_2020,St_Augustine,St_Augustine_Transition,single set of methods,34,36,Aug_Transition_36,0.4416066191882168,0.0176,NA,NA,NA,NA,NA,NA,NA,NA,-24.54,NA,NA
Vaughn_et_al_2020,St_Augustine,St_Augustine_Transition,single set of methods,36,38,Aug_Transition_38,0.39106676191719114,0.011399999999999999,NA,NA,NA,NA,NA,NA,NA,NA,-24.68,NA,NA
Vaughn_et_al_2020,St_Augustine,St_Augustine_Transition,single set of methods,38,40,Aug_Transition_40,0.4927960890205668,0.011899999999999999,NA,NA,NA,NA,NA,NA,NA,NA,-24.86,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,single set of methods,0,2,Wac_Marsh_2,0.06106358076447835,0.17803999999999998,0.5524620502491545,0.046742716473283034,4.5242699611756905,0.4791885968531622,7.679542927009194,0.29412544976948124,3.228413723484239,0.36843950719229307,-21.924751455273704,26.174504398010686,13.03730177720903
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,single set of methods,2,4,Wac_Marsh_4,0.09471351144107389,0.16054,0.2684851073080144,0.030291266505892353,2.656578761791413,0.7485428345831673,6.187441318685664,0.24338726048887344,3.574924531004827,0.6947275432851832,-21.963552336848885,119.30018309163559,147.87236740972415
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,single set of methods,4,6,Wac_Marsh_6,0.07301645189284432,0.11323,0.3242711821596319,0.030969450053802867,0.2564149467507156,0.7109361801890053,5.051865958505566,0.20375058520448303,4.799725422656085,0.6687342237231135,-22.238221735367922,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,single set of methods,6,8,Wac_Marsh_8,0.09237490622030661,0.10253,0.22664982489318458,0.016026258332698513,-0.9352429721508757,0.8054945179913774,4.171272427559793,0.11470114733974214,5.090846522704402,0.7836496218415554,-22.187167943821635,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,single set of methods,8,10,Wac_Marsh_10,0.07834327489570307,0.0592,0.16066905489603206,0.01367684510188501,-2.3690920701533646,0.7278794710029813,3.8880721367606546,0.1102731746052265,6.2186658437504825,0.7075091556324754,-23.286225184480134,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,single set of methods,10,12,Wac_Marsh_12,0.13693832792714933,0.05364,0.13322829904556616,0.014078620699021145,-2.062456816357178,0.6160376311741326,3.819822709532163,0.1236432789900962,5.8473794691273,0.5928573181195349,-23.36905294493788,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,single set of methods,12,14,Wac_Marsh_14,0.11732002857515737,0.05422,0.1283005708909095,0.011234362396197153,-2.3205459717854136,0.7122908852339871,4.011097413383699,0.10301950498177197,6.291986749602604,0.6924973687162671,-23.60544227297756,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,single set of methods,14,16,Wac_Marsh_16,0.13304065255920391,0.05634,NA,NA,NA,NA,NA,NA,NA,NA,-23.572543368778515,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,single set of methods,16,18,Wac_Marsh_18,0.1149814233543901,0.05333,0.0778320317897534,0.00925544347166518,-2.143733838122905,0.9748132511528248,4.438131772177947,0.11367250120246347,6.546669494911239,0.9520465108503239,-23.543911550348678,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,single set of methods,18,20,Wac_Marsh_20,0.13018235728937727,0.048,NA,NA,NA,NA,NA,NA,NA,NA,-23.813868695544294,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,single set of methods,20,22,Wac_Marsh_22,0.18306081978117023,0.045110000000000004,NA,NA,NA,NA,NA,NA,NA,NA,-27.30490541409671,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,single set of methods,22,24,Wac_Marsh_24,0.16721027328485882,0.04902,0.040078843025364394,0.006901312625838904,-2.5326609238156355,1.1164474731839729,4.985264284822284,0.12363381802711178,7.4842211092983915,1.0946302029773185,-23.968945268787145,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,single set of methods,24,26,Wac_Marsh_26,0.12797367458087486,0.05023,NA,NA,NA,NA,NA,NA,NA,NA,-23.238164632115762,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,single set of methods,26,28,Wac_Marsh_28,0.1444738336385105,0.057969999999999994,NA,NA,NA,NA,NA,NA,NA,NA,-23.31076674313428,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,single set of methods,28,30,Wac_Marsh_30,0.11680033852609797,0.06157,NA,NA,NA,NA,NA,NA,NA,NA,-23.359849860442576,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,single set of methods,30,32,Wac_Marsh_32,0.12875320965446393,0.0528,NA,NA,NA,NA,NA,NA,NA,NA,-22.98763622085468,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,single set of methods,32,34,Wac_Marsh_34,0.15187941683760683,0.048479999999999995,NA,NA,NA,NA,NA,NA,NA,NA,-22.379210079220616,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,single set of methods,34,36,Wac_Marsh_36,0.1561668597423468,0.04153,NA,NA,NA,NA,NA,NA,NA,NA,-23.850681033525515,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,single set of methods,36,38,Wac_Marsh_38,0.17279694131224724,0.04453,NA,NA,NA,NA,NA,NA,NA,NA,-24.91926139992483,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh,single set of methods,38,40,Wac_Marsh_40,0.14863135403098562,0.05334,NA,NA,NA,NA,NA,NA,NA,NA,-25.26182065613897,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,single set of methods,0,2,Wac_Mangrove_2,0.04417365417004818,0.11406000000000001,0.46225368283641494,0.042442931033552685,6.664711145929627,0.8852339905389166,11.218459702635247,0.35110710222333447,4.640196117030149,0.8001036130980271,-24.212982392378407,2.840718597374998,1.711097002748038
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,single set of methods,2,4,Wac_Mangrove_4,0.03533892333603854,0.12262,0.6173382633562848,0.04657655996537011,6.186187672032503,0.4911768032542104,10.87076746494635,0.3276924044344851,4.766383352503573,0.35711906327066323,-23.99569972654792,4.942438573351735,1.777639581065852
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,single set of methods,4,6,Wac_Mangrove_6,0.06613055874280742,0.14666,0.22983850603968226,0.030024749667398983,6.9413739297359625,0.7811264745268158,11.200283756440655,0.35000944563603054,4.3542056883111515,0.6863043211530484,-25.100322765709628,9.767640606678865,1.9480881513866855
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,single set of methods,6,8,Wac_Mangrove_8,0.04937055466064209,0.11410999999999999,0.6469997629474059,0.04578036892261045,4.482730189641382,0.8608966858874789,8.879826303490333,0.28359030524644374,4.459015309162743,0.8002415130993178,-23.269833755342763,12.330087827383114,2.0470193157922942
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,single set of methods,8,10,Wac_Mangrove_10,0.07626451469946553,0.11002,0.8353145649204424,0.0407963760748666,4.752573530818652,0.7054067099479134,8.957737129056046,0.22305616574551038,4.271210021860825,0.658870575614399,-22.324472448259822,16.90088117529002,2.24620971511232
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,single set of methods,10,12,Wac_Mangrove_12,0.06716993884092619,0.11585000000000001,0.786110219137069,0.04934876335006594,5.417568330235039,0.41992611070784114,8.402483338096749,0.2704044989043721,3.061570278916802,0.31347169204358877,-23.07177749878327,22.26695182961954,2.573356003901421
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,single set of methods,12,14,Wac_Mangrove_14,0.05053985727102571,0.11329,0.8059507570876495,0.05151337240377771,3.9950034609533134,0.5436423282985058,8.36681049540281,0.2783181467019557,4.428669948344148,0.45796563773320087,-23.105467480569164,25.7222346229835,2.8168615271842325
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,single set of methods,14,16,Wac_Mangrove_16,0.07080776918434194,0.1167,0.8593303673910287,0.05667107942494337,5.217000263391041,0.5181705887109089,8.037752444035144,0.29099180875978836,2.895447217767266,0.41975109610291456,-22.69404133936568,32.181093810598234,3.3749053219956915
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,single set of methods,16,18,Wac_Mangrove_18,0.06963846657395831,0.10635,1.039267439746964,0.0673288373606807,2.774394649493966,0.4880349774097238,7.481966916292272,0.30259948933779207,4.748228261150465,0.37374096252123645,-22.340806984883283,37.13952213139816,3.8627049584805553
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,single set of methods,18,20,Wac_Mangrove_20,0.0636620310097753,0.09202,1.1308199866227866,0.059095962083370576,2.155072103525868,0.644899582204926,7.0879576556195945,0.24698423926167398,4.964647184533308,0.5854276979292778,-21.942652654686363,40.9293885022976,4.234394348325613
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,single set of methods,20,22,Wac_Mangrove_22,0.051059547320085094,0.09396,1.3489520457269641,0.06281618929702779,2.624754827135653,0.5354477338950236,5.961756934917141,0.22060952448576723,3.3712687029555575,0.4802068699276297,-21.683341885788884,45.88743614408701,4.867751882044863
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,single set of methods,22,24,Wac_Mangrove_24,0.12459568926198882,0.06588,NA,NA,NA,NA,NA,NA,NA,NA,-20.220379949449946,NA,NA
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,single set of methods,24,26,Wac_Mangrove_26,0.09081583607312844,0.07364,0.9142647612776021,0.06003038103046752,4.015090936823836,0.5291050115147915,6.154260192543134,0.2638740746016469,2.2148502141722375,0.4470663756484842,-20.71245786523178,62.87830865701931,7.9757236483857525
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,single set of methods,26,28,Wac_Mangrove_28,0.12511537931104819,0.0894,1.1843150597289394,0.029825225922239837,1.7706743017502138,0.5765343320388405,5.970930118765865,0.11050589151145697,4.225756587643848,0.5573824461685352,-21.363797513092383,82.22665904461965,12.337173174741059
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,single set of methods,28,30,Wac_Mangrove_30,0.07821335238343823,0.08871000000000001,1.13731463458559,0.05378222844269925,-0.3293095804682226,0.5612022365202235,4.74986913320654,0.18307029026129215,5.074297636292327,0.521695311282376,-20.68999787737452,82.23504855796101,11.496573269658068
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,single set of methods,30,32,Wac_Mangrove_32,0.08561893558253454,0.09196,1.0041486837059832,0.04933853480314827,0.7794934254219391,0.6768288210945494,5.635162476195709,0.1949289967560421,4.870427080427069,0.6347582021530227,-20.958496823122697,90.30497605348786,12.69103131824575
Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove,single set of methods,32,34,Wac_Mangrove_34,0.100560024492992,0.09571999999999999,0.7472476424157009,0.04374250363098961,1.1530803100229632,0.493782678489465,6.296048233994337,0.21104723981037954,5.158118678274651,0.4392210952213072,-21.474055635300758,112.8083520543472,21.854288370034563
