study_id,site_id,core_id,method_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_carbon,cs137_peak_age,cs137_activity,cs137_unit,total_pb210_activity,pb210_unit
Loomis_and_Craft_2024,Alt,Alt_Fresh_L1,single set of methods,22,24,L1,0.24838362915316856,0.07713,1964,0,picocuriesPerGram,4.691149290898253,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L1,single set of methods,24,26,L1,0.414398397721303,0.0654,1964,0.02706113549136321,picocuriesPerGram,4.408919433317771,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L1,single set of methods,26,28,L1,0.4407666682867426,0.06608,1964,0.02790979005271337,picocuriesPerGram,5.5384031492215495,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L1,single set of methods,28,30,L1,0.4403538257896534,0.06483,1964,0,picocuriesPerGram,4.772863254464284,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_P1,single set of methods,0,2,P1,0.2490150555714719,0.17917000000000002,1964,0.995268794438578,picocuriesPerGram,11.211160665772027,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_P1,single set of methods,2,4,P1,0.12492531020673228,0.19151,1964,1.1202308180880296,picocuriesPerGram,9.525378570726753,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_P1,single set of methods,4,6,P1,0.13393047969671493,0.18289,1964,1.4189706786413707,picocuriesPerGram,9.814455651774786,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_P1,single set of methods,6,8,P1,0.2352103237245623,0.19112,1964,1.5591160537734947,picocuriesPerGram,10.16697376542322,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_P1,single set of methods,8,10,P1,0.15935180293758827,0.18789,1964,1.6637471935275543,picocuriesPerGram,8.950260216944125,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_P1,single set of methods,10,12,P1,0.17456133740770066,0.20993,1964,1.5399973697295002,picocuriesPerGram,8.678073541434173,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_P1,single set of methods,12,14,P1,0.23288150208855193,0.16549,1964,2.710669295852038,picocuriesPerGram,7.732764609302905,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_P1,single set of methods,14,16,P1,0.1821558763744422,0.15803,1964,1.986634053317325,picocuriesPerGram,6.275525645144078,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_P1,single set of methods,16,18,P1,0.2219273892546844,0.12306,1964,0.4656669079097867,picocuriesPerGram,5.654537684339524,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_P1,single set of methods,18,20,P1,0.2165980435520422,0.12631,1964,0.08672124463367667,picocuriesPerGram,5.9197205224882445,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_P1,single set of methods,20,22,P1,0.1894040382292556,0.10649,1964,0.06116076304075591,picocuriesPerGram,4.909065180972981,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_P1,single set of methods,22,24,P1,0.30936636968828624,0.11706,1964,0,picocuriesPerGram,5.574506953534515,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_P1,single set of methods,24,26,P1,0.3160897416299291,0.09742,1964,0.03147904188932547,picocuriesPerGram,3.9893676929368582,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_P1,single set of methods,26,28,P1,0.2458365626403642,0.08414999999999999,1964,0,picocuriesPerGram,4.513479926883938,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_P1,single set of methods,28,30,P1,0.28470430052570617,0.08404,1964,0.02936966242427846,picocuriesPerGram,4.86015634496247,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L2,single set of methods,0,2,L2,0.20473687072001592,0.07847,1964,0.6252273177120938,picocuriesPerGram,9.31407129280736,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L2,single set of methods,2,4,L2,0.2800150237039594,0.07493,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L2,single set of methods,4,6,L2,0.25300885672142115,0.07605,1964,0.6114882923333333,picocuriesPerGram,9.488814318360433,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L2,single set of methods,6,8,L2,0.32279259322965637,0.06412,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L2,single set of methods,8,10,L2,0.29296026115969304,0.06269,1964,0.5402689125802825,picocuriesPerGram,9.226922540743416,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L2,single set of methods,10,12,L2,0.3086258532419779,0.05701,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L2,single set of methods,12,14,L2,0.26114668633999594,0.05532,1964,0.6084947633470695,picocuriesPerGram,8.677933189935064,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L2,single set of methods,14,16,L2,0.22852701423322103,0.06649,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L2,single set of methods,16,18,L2,0.2443511709502235,0.06491,1964,0.7583622093992718,picocuriesPerGram,8.721931340951995,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L2,single set of methods,18,20,L2,0.16165542249145665,0.06331,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L2,single set of methods,20,22,L2,0.17528209551129476,0.06751,1964,0.8734165526021633,picocuriesPerGram,7.567231911992521,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L2,single set of methods,22,24,L2,0.19617937675136765,0.0674,1964,0.8196912029388298,picocuriesPerGram,7.716693096283983,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L2,single set of methods,24,26,L2,0.235502112157633,0.07351,1964,0.8941731770791832,picocuriesPerGram,8.947798088825255,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L2,single set of methods,26,28,L2,0.196207918352533,0.07119,1964,0.9702407115196078,picocuriesPerGram,7.352988619236483,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L2,single set of methods,28,30,L2,0.3775725644571733,0.06837,1964,0.9199085995728112,picocuriesPerGram,8.249393279320987,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L2,single set of methods,30,35,L2,0.3463380775577558,0.0515,1964,0.949970295750988,picocuriesPerGram,6.925577598924021,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L2,single set of methods,35,40,L2,0.341925,0.05624,1964,0.7972439788533834,picocuriesPerGram,7.93926571242922,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L2,single set of methods,40,45,L2,0.3923377659574469,0.0484,1964,0.6191391371129054,picocuriesPerGram,6.571885076588251,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L2,single set of methods,45,50,L2,0.3980392156862745,0.05714,1964,0.7763649032674658,picocuriesPerGram,7.846447781663212,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_L2,single set of methods,50,55,L2,0.37522009714632665,0.05438,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_P2,single set of methods,0,2,P2,0.05880240677525689,0.15981,1964,0.8734405554855966,picocuriesPerGram,12.665410255555557,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_P2,single set of methods,2,4,P2,0.076202125135151,0.18013,1964,0.7010022842750144,picocuriesPerGram,10.04336088109608,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_P2,single set of methods,4,6,P2,0.11049075845466348,0.18182,1964,0.782610522871173,picocuriesPerGram,10.646021626177475,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_P2,single set of methods,6,8,P2,0.160212654323569,0.18046,1964,0.9286483029004968,picocuriesPerGram,9.018509381554631,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_P2,single set of methods,8,10,P2,0.13143817542657688,0.21135,1964,0.9998868954441824,picocuriesPerGram,11.35107522903564,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_P2,single set of methods,10,12,P2,0.1403860648293318,0.19251,1964,1.2206506940046689,picocuriesPerGram,9.501745597068949,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_P2,single set of methods,12,14,P2,0.08541719133461254,0.18073,1964,1.2281168633380413,picocuriesPerGram,14.168086048587568,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_P2,single set of methods,14,16,P2,0.17192795335529837,0.18536,1964,1.8562336569585136,picocuriesPerGram,9.187462938635631,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_P2,single set of methods,16,18,P2,0.12689260834561333,0.17415,1964,1.9217687599452555,picocuriesPerGram,8.643911378791566,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_P2,single set of methods,18,20,P2,0.16163364260977756,0.1594,1964,1.240583888166169,picocuriesPerGram,9.230897539676077,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_P2,single set of methods,20,22,P2,0.15682123211568333,0.17751,1964,0.4465452851157808,picocuriesPerGram,7.147615622990084,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_P2,single set of methods,22,24,P2,0.2369721922781488,0.1616,1964,0.1171659910711247,picocuriesPerGram,6.70364842201591,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_P2,single set of methods,24,26,P2,0.1571789885411337,0.11639,1964,0.08864724582912457,picocuriesPerGram,4.874263946835017,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_P2,single set of methods,26,28,P2,0.11887821172447639,0.09507,1964,0,picocuriesPerGram,4.289303182477391,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_P2,single set of methods,30,35,P2,0.21312286793372323,0.11593,1964,0,picocuriesPerGram,5.883997411504753,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Alt,Alt_Fresh_P2,single set of methods,35,40,P2,0.2629798566235864,0.08645,1964,0,picocuriesPerGram,5.099802740571529,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L1,single set of methods,0,2,L1,0.3360449235425645,0.04874,1964,0.08522314607593459,picocuriesPerGram,7.6326162117082035,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L1,single set of methods,2,4,L1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L1,single set of methods,4,6,L1,0.3130953820471105,0.06427,1964,0.11443592986456338,picocuriesPerGram,5.067935106397386,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L1,single set of methods,6,8,L1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L1,single set of methods,8,10,L1,0.3459830484596884,0.07965,1964,0.20143883703452797,picocuriesPerGram,2.2065684820561384,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L1,single set of methods,10,12,L1,NA,NA,1964,0.3911003612768633,picocuriesPerGram,4.053405586629325,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L1,single set of methods,12,14,L1,0.3745618191610378,0.05697,1964,0.35833116468894005,picocuriesPerGram,5.876267125120008,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L1,single set of methods,14,16,L1,NA,NA,1964,0.3162518333254568,picocuriesPerGram,4.119238628984194,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L1,single set of methods,16,18,L1,0.2876196213999015,0.06392,1964,0.15825887938432834,picocuriesPerGram,3.9417676628909017,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L1,single set of methods,18,20,L1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L1,single set of methods,20,22,L1,0.3111330010071646,0.07991,1964,0.09194459985595944,picocuriesPerGram,3.10637390844461,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L1,single set of methods,22,24,L1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L1,single set of methods,24,26,L1,0.25951396444307506,0.06817999999999999,1964,0.09733562268627204,picocuriesPerGram,2.1583577421120546,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L1,single set of methods,26,28,L1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L1,single set of methods,28,30,L1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L1,single set of methods,30,35,L1,NA,NA,1964,0.07098429454211429,picocuriesPerGram,3.0708126459638914,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L1,single set of methods,35,40,L1,0.4234809027777778,0.0673,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L1,single set of methods,40,45,L1,NA,NA,1964,0,picocuriesPerGram,1.8915806245576787,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L1,single set of methods,45,50,L1,0.4902935606060607,0.03496,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L1,single set of methods,50,55,L1,NA,NA,1964,0,picocuriesPerGram,1.1478378316267004,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L1,single set of methods,55,60,L1,0.3330951633165829,0.0319,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P1,single set of methods,0,2,P1,0.5873652145504544,0.02126999999999999,1964,0,picocuriesPerGram,3.653955638125834,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P1,single set of methods,2,4,P1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P1,single set of methods,4,6,P1,0.8806840735546084,0.0191,1964,0,picocuriesPerGram,2.2709267294494424,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P1,single set of methods,6,8,P1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P1,single set of methods,8,10,P1,0.8941253219557147,0.01617,1964,0,picocuriesPerGram,1.706553876867166,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P1,single set of methods,10,12,P1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P1,single set of methods,12,14,P1,1.0842684026865683,0.01000999999999999,1964,0,picocuriesPerGram,2.6826870062070785,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P1,single set of methods,14,16,P1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P1,single set of methods,16,18,P1,1.13625782077204,0.00667,1964,0,picocuriesPerGram,2.0836555422556327,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P1,single set of methods,18,20,P1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P1,single set of methods,20,22,P1,1.1107300879834685,0.00607999999999999,1964,0,picocuriesPerGram,2.5917097557246818,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P1,single set of methods,22,24,P1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P1,single set of methods,24,26,P1,1.035921340431708,0.00458,1964,0,picocuriesPerGram,3.2423248268723626,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P1,single set of methods,26,28,P1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P1,single set of methods,28,30,P1,1.0260642757335816,0.004,1964,0,picocuriesPerGram,2.589392890453532,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P1,single set of methods,30,35,P1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P1,single set of methods,35,40,P1,1.203016707920792,0.00319,1964,0,picocuriesPerGram,3.0062206183537827,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P1,single set of methods,40,45,P1,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P1,single set of methods,45,50,P1,1.1093321078431375,0.00361,1964,0,picocuriesPerGram,2.0163253889035087,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L2,single set of methods,0,2,L2,0.37803418067596545,NA,1964,0.12043835321567135,picocuriesPerGram,8.64182393127249,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L2,single set of methods,2,4,L2,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L2,single set of methods,4,6,L2,0.3964377386247384,0.05692999999999999,1964,0.14685616211776378,picocuriesPerGram,4.460911407767274,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L2,single set of methods,6,8,L2,NA,NA,1964,0.305928306434162,picocuriesPerGram,3.3943290855106656,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L2,single set of methods,8,10,L2,0.36827346619782086,0.06848,1964,0.4404584817374727,picocuriesPerGram,2.979486749119462,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L2,single set of methods,10,12,L2,NA,NA,1964,0.5628593506898997,picocuriesPerGram,1.4965522362747237,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L2,single set of methods,12,14,L2,0.3317856855428153,0.05476,1964,0.3711170721562499,picocuriesPerGram,4.482514073151041,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L2,single set of methods,14,16,L2,NA,NA,1964,0.18005412550892497,picocuriesPerGram,3.439728966648281,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L2,single set of methods,16,18,L2,0.4904440095589961,0.05071,1964,0.07846026895480972,picocuriesPerGram,1.758010237961005,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L2,single set of methods,18,20,L2,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L2,single set of methods,20,22,L2,0.4347401903539733,0.04847,1964,0.02985806383315733,picocuriesPerGram,2.80671015268978,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L2,single set of methods,22,24,L2,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L2,single set of methods,24,26,L2,0.3737555011061318,0.06146,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L2,single set of methods,26,28,L2,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L2,single set of methods,28,30,L2,0.4555955572468876,0.04761999999999999,1964,0,picocuriesPerGram,1.845666319998176,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L2,single set of methods,30,35,L2,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L2,single set of methods,35,40,L2,0.4414000789889416,0.06018,1964,0,picocuriesPerGram,1.7128287731686878,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L2,single set of methods,40,45,L2,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L2,single set of methods,45,50,L2,0.4488040865384615,0.04121,1964,0,picocuriesPerGram,1.5457054301526354,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L2,single set of methods,50,55,L2,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_L2,single set of methods,55,60,L2,0.5449665178571428,0.03653,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P2,single set of methods,0,2,P2,0.35717228558766295,0.04928,1964,0.11440083611475076,picocuriesPerGram,7.276968549608374,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P2,single set of methods,2,4,P2,NA,NA,1964,0.1723877831129351,picocuriesPerGram,4.039156998394513,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P2,single set of methods,4,6,P2,0.36451929084787743,0.06463,1964,0.4342329932411024,picocuriesPerGram,4.786634539941406,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P2,single set of methods,6,8,P2,NA,NA,1964,0.1591734927242256,picocuriesPerGram,2.7557368014428265,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P2,single set of methods,8,10,P2,0.33335927509731006,0.05914,1964,0.18631006387810836,picocuriesPerGram,0.7065922603762397,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P2,single set of methods,10,12,P2,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P2,single set of methods,12,14,P2,0.3372599514949521,0.05077,1964,0,picocuriesPerGram,0.06913433545608928,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P2,single set of methods,14,16,P2,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P2,single set of methods,16,18,P2,0.3472191322254585,0.09626,1964,0,picocuriesPerGram,2.7925157746957483,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P2,single set of methods,18,20,P2,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P2,single set of methods,20,22,P2,0.3933888507750467,0.06874,1964,0.04002467621047431,picocuriesPerGram,0.35459811321548823,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P2,single set of methods,22,24,P2,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P2,single set of methods,24,26,P2,0.5098708742299982,0.05171,1964,0.0103646295611566,picocuriesPerGram,2.082273820162345,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P2,single set of methods,26,28,P2,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P2,single set of methods,28,30,P2,0.4825655133917301,0.05184999999999999,1964,0,picocuriesPerGram,1.0968222190317023,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P2,single set of methods,30,35,P2,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P2,single set of methods,35,40,P2,0.4578530649038461,0.03553,1964,0,picocuriesPerGram,2.2131110910487575,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P2,single set of methods,40,45,P2,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P2,single set of methods,45,50,P2,0.521162267394822,0.03011,1964,0,picocuriesPerGram,2.3809756637786976,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P2,single set of methods,50,55,P2,NA,NA,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Salt_P2,single set of methods,55,60,P2,0.4120265151515152,0.04081999999999999,1964,0,picocuriesPerGram,0,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L1,single set of methods,0,2,L1,0.26863703381606213,0.06089999999999999,1964,0.18315336201237264,picocuriesPerGram,9.013092569808345,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L1,single set of methods,2,4,L1,NA,NA,1964,0.1619257517871248,picocuriesPerGram,7.6003888791469185,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L1,single set of methods,4,6,L1,0.3223456977450239,0.05578,1964,0.1900570641695577,picocuriesPerGram,6.246071407499759,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L1,single set of methods,6,8,L1,NA,NA,1964,0.20622719753393995,picocuriesPerGram,5.018261769569612,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L1,single set of methods,8,10,L1,0.4236765763302595,0.05892999999999999,1964,0.22853385859720993,picocuriesPerGram,4.984708675954631,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L1,single set of methods,10,12,L1,NA,NA,1964,0.23300448444173633,picocuriesPerGram,4.894486820321366,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L1,single set of methods,12,14,L1,0.40155530318716864,0.05753999999999999,1964,0.2145877839927792,picocuriesPerGram,3.433235558422978,disintegrationsPerMinutePerGram
Loomis_and_Craft_2024,Oge,Oge_Brack_L1,single set of methods,14,16,L1,NA,NA,1964,0.13688043233056707,picocuriesPerGram,3.5427892299158597,disintegrationsPerMinutePerGram
