BlueCarbonID,CMA,Location,Park,NearbyPark,North,East,Site,Habitat,Replicate,Depth_cm,Dry_weight_g,Height_cm,Volume_cm3,DBD_g_cm3,TC_mg_g,OC_mg_g,IC_mg_g,TN_mg_g,Percent_C,mg_Corg_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1780,C,SBS,Port Phillip Heads MNP,,-38.266633,144.634817,4,SM,1,14_16,20.52,2,39.27,0.52,62.12,2.93,48.72,0.42,0.29,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1781,C,SBS,Port Phillip Heads MNP,,-38.266633,144.634817,4,SM,1,28_30,42.73,2,39.27,1.09,59.47,34.35,27.79,4.08,3.43,37.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1788,C,SBS,Port Phillip Heads MNP,,-38.265900,144.633800,6,SM,3,0_2,7.00,2,39.27,0.18,284.94,290.30,,19.89,29.03,51.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1789,C,SBS,Port Phillip Heads MNP,,-38.265900,144.633800,6,SM,3,28_30,,2,39.27,,,,,,,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1789,C,SBS,Port Phillip Heads MNP,,-38.265900,144.633800,6,SM,3,14_16,63.68,2,39.27,1.62,31.07,4.41,21.98,0.49,0.44,7.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1924,C,SBS,Port Phillip Heads MNP,,-38.266783,144.634800,3,SG,3,0_2,16.09,2,39.27,0.41,102.38,37.21,44.75,4.06,3.72,15.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1925,C,SBS,Port Phillip Heads MNP,,-38.266783,144.634800,3,SG,3,14_16,39.28,2,39.27,1.00,56.97,10.77,30.14,0.95,1.08,10.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1926,C,SBS,Port Phillip Heads MNP,,-38.266783,144.634800,3,SG,3,28_30,28.17,2,39.27,0.72,106.28,8.40,72.21,1.02,0.84,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1130,WG,SP,Shallow Inlet Marine and Coastal Park,,-38.837050,146.152700,1,SG,1,0_2,45.37,2,39.27,1.16,33.79,3.75,28.54,0.37,0.38,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1131,WG,SP,Shallow Inlet Marine and Coastal Park,,-38.837050,146.152700,1,SG,1,14_16,63.95,2,39.27,1.63,31.96,2.63,30.60,0.21,0.26,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1132,WG,SP,Shallow Inlet Marine and Coastal Park,,-38.837050,146.152700,1,SG,1,28_30,58.26,2,39.27,1.48,33.03,3.26,31.02,0.22,0.33,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1133,WG,SP,Shallow Inlet Marine and Coastal Park,,-38.835917,146.153200,3,SG,3,0_2,57.44,2,39.27,1.46,30.54,3.31,25.62,0.22,0.33,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1134,WG,SP,Shallow Inlet Marine and Coastal Park,,-38.835917,146.153200,3,SG,3,14_16,52.89,2,39.27,1.35,33.63,3.44,29.41,0.28,0.34,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1135,WG,SP,Shallow Inlet Marine and Coastal Park,,-38.835917,146.153200,3,SG,3,28_30,59.13,2,39.27,1.51,36.72,3.81,32.84,0.31,0.38,5.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1136,WG,SP,Shallow Inlet Marine and Coastal Park,,-38.836383,146.151417,4,SM,1,0_2,37.00,2,39.27,0.94,47.55,22.94,21.78,1.79,2.29,21.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1137,WG,SP,Shallow Inlet Marine and Coastal Park,,-38.836383,146.151417,4,SM,1,14_16,59.17,2,39.27,1.51,36.99,3.64,34.56,0.26,0.36,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1138,WG,SP,Shallow Inlet Marine and Coastal Park,,-38.836383,146.151417,4,SM,1,28_30,65.19,2,39.27,1.66,28.64,2.93,23.85,0.21,0.29,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1139,WG,SP,Shallow Inlet Marine and Coastal Park,,-38.835867,146.150850,6,SM,3,0_2,49.79,2,39.27,1.27,37.71,10.67,24.33,0.92,1.07,13.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1140,WG,SP,Shallow Inlet Marine and Coastal Park,,-38.835867,146.150850,6,SM,3,14_16,55.75,2,39.27,1.42,28.05,6.97,21.14,0.53,0.70,9.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1141,WG,SP,Shallow Inlet Marine and Coastal Park,,-38.835867,146.150850,6,SM,3,28_30,63.26,2,39.27,1.61,14.84,11.92,,0.64,1.19,19.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1261,WG,SP,Shallow Inlet Marine and Coastal Park,,-38.836900,146.151300,5,SM,2,28_30,,2,39.27,,,,,,,9.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1261,WG,SP,Shallow Inlet Marine and Coastal Park,,-38.836900,146.151300,5,SM,2,0_2,51.93,2,39.27,1.32,15.91,6.16,9.85,0.45,0.62,8.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1261,WG,SP,Shallow Inlet Marine and Coastal Park,,-38.836900,146.151300,5,SM,2,14_16,,2,39.27,,,,,,,11.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1554,WG,SP,Shallow Inlet Marine and Coastal Park,,-38.836467,146.152883,2,SG,2,0_2,64.75,2,39.27,1.65,34.46,2.94,31.98,0.28,0.29,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1555,WG,SP,Shallow Inlet Marine and Coastal Park,,-38.836467,146.152883,2,SG,2,14_16,60.82,2,39.27,1.55,34.48,3.00,29.78,0.23,0.30,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1556,WG,SP,Shallow Inlet Marine and Coastal Park,,-38.836467,146.152883,2,SG,2,28_30,64.33,2,39.27,1.64,39.45,2.92,34.69,0.28,0.29,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1888,WG,SUNDAY,Nooramunga Marine and Coastal Park,,-38.736654,146.626879,6,SG,1,0_2,64.71,2,39.27,1.65,9.07,3.84,3.99,0.31,0.38,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1889,WG,SUNDAY,Nooramunga Marine and Coastal Park,,-38.736654,146.626879,6,SG,1,14_16,62.66,2,39.27,1.60,10.84,3.42,4.83,0.24,0.34,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1890,WG,SUNDAY,Nooramunga Marine and Coastal Park,,-38.736654,146.626879,6,SG,1,28_30,54.22,2,39.27,1.38,9.41,3.01,4.22,0.20,0.30,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1891,WG,SUNDAY,Nooramunga Marine and Coastal Park,,-38.736741,146.627345,7,SG,2,0_2,42.72,2,39.27,1.09,13.85,4.81,6.98,0.35,0.48,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1892,WG,SUNDAY,Nooramunga Marine and Coastal Park,,-38.736741,146.627345,7,SG,2,14_16,62.15,2,39.27,1.58,9.48,3.47,3.43,0.23,0.35,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1893,WG,SUNDAY,Nooramunga Marine and Coastal Park,,-38.736741,146.627345,7,SG,2,28_30,63.22,2,39.27,1.61,11.80,4.96,4.40,0.32,0.50,7.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1894,WG,SUNDAY,Nooramunga Marine and Coastal Park,,-38.736749,146.627466,8,SG,3,0_2,69.18,2,39.27,1.76,11.09,3.98,5.10,0.27,0.40,7.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1895,WG,SUNDAY,Nooramunga Marine and Coastal Park,,-38.736749,146.627466,8,SG,3,14_16,62.71,2,39.27,1.60,11.55,4.19,4.71,0.28,0.42,6.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1896,WG,SUNDAY,Nooramunga Marine and Coastal Park,,-38.736749,146.627466,8,SG,3,28_30,75.32,2,39.27,1.92,9.57,3.15,4.23,0.21,0.32,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1897,WG,SUNDAY,Nooramunga Marine and Coastal Park,,-38.737174,146.627947,9,SG,4,0_2,61.44,2,39.27,1.56,8.26,3.24,3.93,0.21,0.32,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1898,WG,SUNDAY,Nooramunga Marine and Coastal Park,,-38.737174,146.627947,9,SG,4,14_16,53.81,2,39.27,1.37,12.65,5.50,5.23,0.37,0.55,7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1899,WG,SUNDAY,Nooramunga Marine and Coastal Park,,-38.737174,146.627947,9,SG,4,28_30,56.61,2,39.27,1.44,9.16,2.96,4.54,0.18,0.30,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1900,WG,SUNDAY,Nooramunga Marine and Coastal Park,,-38.736910,146.627744,10,SG,5,0_2,66.06,2,39.27,1.68,15.07,6.26,6.30,0.53,0.63,10.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1901,WG,SUNDAY,Nooramunga Marine and Coastal Park,,-38.736910,146.627744,10,SG,5,14_16,64.29,2,39.27,1.64,8.44,3.62,3.01,0.22,0.36,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1902,WG,SUNDAY,Nooramunga Marine and Coastal Park,,-38.736910,146.627744,10,SG,5,28_30,75.42,2,39.27,1.92,19.05,2.97,13.01,0.22,0.30,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1142,PPW,TOO,North Western Port Nature Conservation Reserve,,-38.213267,145.376883,2,SM,2,0_2,26.84,2,39.27,0.68,51.99,57.85,,4.95,5.78,39.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1143,PPW,TOO,North Western Port Nature Conservation Reserve,,-38.213267,145.376883,2,SM,2,14_16,45.39,2,39.27,1.16,5.73,7.92,,1.16,0.79,9.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1144,PPW,TOO,North Western Port Nature Conservation Reserve,,-38.213267,145.376883,2,SM,2,28_30,26.57,2,39.27,0.68,43.91,48.16,,4.84,4.82,32.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1145,PPW,TOO,North Western Port Nature Conservation Reserve,,-38.213317,145.376883,3,MG,1,0_2,49.71,2,39.27,1.27,9.34,10.19,,0.76,1.02,12.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1147,PPW,TOO,North Western Port Nature Conservation Reserve,,-38.213317,145.376883,3,MG,1,14_16,49.32,2,39.27,1.26,15.52,18.27,,1.24,1.83,22.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1149,PPW,TOO,North Western Port Nature Conservation Reserve,,-38.213317,145.376883,3,MG,1,28_30,39.96,2,39.27,1.02,23.99,23.89,,1.34,2.39,24.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1151,PPW,TOO,North Western Port Nature Conservation Reserve,,-38.212733,145.376867,5,MG,3,0_2,14.19,2,39.27,0.36,56.08,61.66,,4.76,6.17,22.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1152,PPW,TOO,North Western Port Nature Conservation Reserve,,-38.212733,145.376867,5,MG,3,14_16,18.55,2,39.27,0.47,56.89,58.53,,4.61,5.85,27.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1153,PPW,TOO,North Western Port Nature Conservation Reserve,,-38.212733,145.376867,5,MG,3,28_30,36.05,2,39.27,0.92,17.70,19.95,,1.79,1.99,18.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1157,PPW,TOO,North Western Port Nature Conservation Reserve,,-38.216783,145.380117,6,SM,2,0_2,8.82,2,39.27,0.22,137.75,140.48,,10.10,14.05,31.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1158,PPW,TOO,North Western Port Nature Conservation Reserve,,-38.216783,145.380117,6,SM,2,14_16,22.47,2,39.27,0.57,48.29,53.04,,3.81,5.30,30.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1159,PPW,TOO,North Western Port Nature Conservation Reserve,,-38.216783,145.380117,6,SM,2,28_30,39.86,2,39.27,1.02,8.29,10.50,,1.34,1.05,10.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1267,PPW,TOO,North Western Port Nature Conservation Reserve,,-38.213233,145.377533,4,MG,2,0_2,35.14,2,39.27,0.89,15.42,18.39,,1.93,1.84,16.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1268,PPW,TOO,North Western Port Nature Conservation Reserve,,-38.213233,145.377533,4,MG,2,14_16,43.32,2,39.27,1.10,4.91,6.94,,0.90,0.69,7.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1269,PPW,TOO,North Western Port Nature Conservation Reserve,,-38.213233,145.377533,4,MG,2,28_30,28.62,2,39.27,0.73,21.87,24.80,,2.18,2.48,18.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1318,PPW,TOO,North Western Port Nature Conservation Reserve,,-38.213067,145.377133,1,SM,1,0_2,6.88,2,39.27,0.18,199.49,202.41,,14.21,20.24,35.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1319,PPW,TOO,North Western Port Nature Conservation Reserve,,-38.213067,145.377133,1,SM,1,14_16,10.05,2,39.27,0.26,181.45,186.13,,13.15,18.61,47.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1320,PPW,TOO,North Western Port Nature Conservation Reserve,,-38.213067,145.377133,1,SM,1,28_30,52.60,2,39.27,1.34,8.44,10.97,,1.24,1.10,14.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1146,WG,TOORA,Corner Inlet Marine and Coastal Park,,-38.688950,146.335517,3,MG,3,0_2,33.87,2,39.27,0.86,25.83,26.38,,1.60,2.64,22.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1148,WG,TOORA,Corner Inlet Marine and Coastal Park,,-38.688950,146.335517,3,MG,3,14_16,30.54,2,39.27,0.78,23.85,24.15,,1.31,2.41,18.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1150,WG,TOORA,Corner Inlet Marine and Coastal Park,,-38.688950,146.335517,3,MG,3,28_30,48.78,2,39.27,1.24,18.58,17.68,,0.85,1.77,21.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1154,WG,TOORA,Corner Inlet Marine and Coastal Park,,-38.689367,146.335150,6,SM,3,0_2,64.02,2,39.27,1.63,4.24,4.71,,0.30,0.47,7.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1155,WG,TOORA,Corner Inlet Marine and Coastal Park,,-38.689367,146.335150,6,SM,3,14_16,67.91,2,39.27,1.73,3.67,4.01,,0.29,0.40,6.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1156,WG,TOORA,Corner Inlet Marine and Coastal Park,,-38.689367,146.335150,6,SM,3,28_30,56.10,2,39.27,1.43,2.27,2.92,,0.31,0.29,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1264,WG,TOORA,Corner Inlet Marine and Coastal Park,,-38.689117,146.335867,1,MG,1,0_2,36.27,2,39.27,0.92,29.28,30.29,,1.97,3.03,27.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1265,WG,TOORA,Corner Inlet Marine and Coastal Park,,-38.689117,146.335867,1,MG,1,14_16,51.12,2,39.27,1.30,16.30,16.32,,0.88,1.63,21.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1266,WG,TOORA,Corner Inlet Marine and Coastal Park,,-38.689117,146.335867,1,MG,1,28_30,53.14,2,39.27,1.35,20.11,18.94,,0.93,1.89,25.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1270,WG,TOORA,Corner Inlet Marine and Coastal Park,,-38.689400,146.334617,5,SM,2,0_2,59.41,2,39.27,1.51,5.86,6.78,,0.54,0.68,10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1271,WG,TOORA,Corner Inlet Marine and Coastal Park,,-38.689400,146.334617,5,SM,2,14_16,56.88,2,39.27,1.45,2.88,3.37,,0.31,0.34,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1272,WG,TOORA,Corner Inlet Marine and Coastal Park,,-38.689400,146.334617,5,SM,2,28_30,53.94,2,39.27,1.37,6.47,6.63,,0.47,0.66,9.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1386,WG,TOORA,Corner Inlet Marine and Coastal Park,,-38.689367,146.333717,4,SM,1,0_2,36.39,2,39.27,0.93,15.76,17.44,,1.58,1.74,16.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1387,WG,TOORA,Corner Inlet Marine and Coastal Park,,-38.689367,146.333717,4,SM,1,14_16,57.98,2,39.27,1.48,3.40,4.33,,0.57,0.43,6.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1388,WG,TOORA,Corner Inlet Marine and Coastal Park,,-38.689367,146.333717,4,SM,1,28_30,54.30,2,39.27,1.38,6.76,7.53,,0.80,0.75,10.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1743,WG,TOORA,Corner Inlet Marine and Coastal Park,,-38.688933,146.336000,2,MG,2,0_2,22.00,2,39.27,0.56,62.80,63.32,,3.77,6.33,35.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1744,WG,TOORA,Corner Inlet Marine and Coastal Park,,-38.688933,146.336000,2,MG,2,14_16,19.62,2,39.27,0.50,61.51,61.43,,3.17,6.14,30.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1745,WG,TOORA,Corner Inlet Marine and Coastal Park,,-38.688933,146.336000,2,MG,2,28_30,30.39,2,39.27,0.77,56.74,55.32,,2.92,5.53,42.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1623,GH,TYR,,,-38.259950,141.847150,4,SG,4,0_2,32.22,2,39.27,0.82,95.14,7.48,91.98,1.00,0.75,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1624,GH,TYR,,,-38.259950,141.847150,4,SG,4,14_16,55.13,2,39.27,1.40,80.14,4.25,88.54,0.42,0.42,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1625,GH,TYR,,,-38.259950,141.847150,4,SG,4,28_30,47.04,2,39.27,1.20,85.69,8.41,97.32,0.72,0.84,10.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1664,GH,TYR,,,-38.259617,141.847017,3,SG,3,0_2,54.31,2,39.27,1.38,94.91,5.31,102.76,0.77,0.53,7.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1665,GH,TYR,,,-38.259617,141.847017,3,SG,3,28_30,,2,39.27,,,,,,,13.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1665,GH,TYR,,,-38.259617,141.847017,3,SG,3,14_16,59.49,2,39.27,1.52,85.81,2.72,103.73,0.35,0.27,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1799,GH,TYR,,,-38.259817,141.847483,2,SG,2,0_2,40.44,2,39.27,1.03,95.14,5.20,104.62,0.76,0.52,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1800,GH,TYR,,,-38.259817,141.847483,2,SG,2,14_16,54.22,2,39.27,1.38,87.82,3.87,103.97,0.47,0.39,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1801,GH,TYR,,,-38.259817,141.847483,2,SG,2,28_30,65.77,2,39.27,1.67,83.22,7.88,87.53,0.52,0.79,13.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1817,GH,TYR,,,-38.260233,141.847750,1,SG,1,0_2,30.80,2,39.27,0.78,98.98,7.81,99.52,1.22,0.78,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1818,GH,TYR,,,-38.260233,141.847750,1,SG,1,14_16,50.64,2,39.27,1.29,95.25,3.62,102.81,0.52,0.36,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1819,GH,TYR,,,-38.260233,141.847750,1,SG,1,28_30,45.87,2,39.27,1.17,89.47,3.71,104.60,0.45,0.37,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1160,WG,VB,,Cape Liptrap Coastal Park,-38.659550,145.788567,4,MG,1,0_2,43.69,2,39.27,1.11,15.72,15.64,,1.06,1.56,17.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1161,WG,VB,,Cape Liptrap Coastal Park,-38.659550,145.788567,4,MG,1,14_16,19.07,2,39.27,0.49,51.06,51.82,,2.89,5.18,25.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1162,WG,VB,,Cape Liptrap Coastal Park,-38.659550,145.788567,4,MG,1,28_30,51.52,2,39.27,1.31,7.08,6.27,,0.40,0.63,8.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1163,WG,VB,,Cape Liptrap Coastal Park,-38.659833,145.788733,5,MG,2,0_2,25.11,2,39.27,0.64,51.19,55.88,,4.21,5.59,35.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1164,WG,VB,,Cape Liptrap Coastal Park,-38.659833,145.788733,5,MG,2,14_16,19.97,2,39.27,0.51,60.11,68.14,,4.12,6.81,34.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1165,WG,VB,,Cape Liptrap Coastal Park,-38.659833,145.788733,5,MG,2,28_30,36.76,2,39.27,0.94,33.85,34.37,,1.78,3.44,32.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1166,WG,VB,,Cape Liptrap Coastal Park,-38.660283,145.789600,7,SM,1,0_2,43.68,2,39.27,1.11,22.09,23.27,,2.09,2.33,25.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1167,WG,VB,,Cape Liptrap Coastal Park,-38.660283,145.789600,7,SM,1,14_16,28.50,2,39.27,0.73,30.35,30.18,,2.77,3.02,21.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1168,WG,VB,,Cape Liptrap Coastal Park,-38.660283,145.789600,7,SM,1,28_30,49.81,2,39.27,1.27,6.49,7.50,,0.92,0.75,9.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1273,WG,VB,,Cape Liptrap Coastal Park,-38.660033,145.789217,6,MG,3,0_2,26.40,2,39.27,0.67,22.40,25.85,,2.15,2.58,17.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1274,WG,VB,,Cape Liptrap Coastal Park,-38.660033,145.789217,6,MG,3,14_16,36.94,2,39.27,0.94,21.67,23.98,,1.99,2.40,22.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1275,WG,VB,,Cape Liptrap Coastal Park,-38.660033,145.789217,6,MG,3,28_30,36.78,2,39.27,0.94,25.69,26.86,,1.70,2.69,25.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1276,WG,VB,,Cape Liptrap Coastal Park,-38.660533,145.790100,8,SM,2,0_2,50.57,2,39.27,1.29,14.55,15.76,,1.45,1.58,20.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1277,WG,VB,,Cape Liptrap Coastal Park,-38.660533,145.790100,8,SM,2,14_16,39.11,2,39.27,1.00,21.39,21.78,,2.30,2.18,21.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1278,WG,VB,,Cape Liptrap Coastal Park,-38.660533,145.790100,8,SM,2,28_30,40.99,2,39.27,1.04,18.33,19.09,,2.06,1.91,19.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1548,WG,VB,,Cape Liptrap Coastal Park,-38.661017,145.790433,9,SM,3,0_2,20.30,2,39.27,0.52,86.50,89.17,,7.24,8.92,46.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1549,WG,VB,,Cape Liptrap Coastal Park,-38.661017,145.790433,9,SM,3,14_16,26.97,2,39.27,0.69,28.10,24.83,,2.63,2.48,17.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1550,WG,VB,,Cape Liptrap Coastal Park,-38.661017,145.790433,9,SM,3,28_30,33.26,2,39.27,0.85,14.96,14.46,,1.88,1.45,12.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1551,WG,VB,,Cape Liptrap Coastal Park,-38.659467,145.783767,3,SG,3,0_2,65.10,2,39.27,1.66,35.92,4.25,32.43,0.40,0.42,7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1552,WG,VB,,Cape Liptrap Coastal Park,-38.659467,145.783767,3,SG,3,14_16,67.68,2,39.27,1.72,22.59,3.15,20.08,0.24,0.31,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1553,WG,VB,,Cape Liptrap Coastal Park,-38.659467,145.783767,3,SG,3,28_30,68.55,2,39.27,1.75,14.55,3.02,10.35,0.17,0.30,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1557,WG,VB,,Cape Liptrap Coastal Park,-38.659450,145.784950,1,SG,1,0_2,69.95,2,39.27,1.78,7.26,3.02,2.43,0.14,0.30,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1558,WG,VB,,Cape Liptrap Coastal Park,-38.659450,145.784950,1,SG,1,14_16,36.30,2,39.27,0.92,57.31,54.79,,2.04,5.48,50.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1559,WG,VB,,Cape Liptrap Coastal Park,-38.659450,145.784950,1,SG,1,28_30,68.37,2,39.27,1.74,2.03,2.24,,0.15,0.22,3.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1563,WG,VB,,Cape Liptrap Coastal Park,-38.659450,145.784317,2,SG,2,0_2,73.10,2,39.27,1.86,18.89,2.66,15.07,0.17,0.27,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1564,WG,VB,,Cape Liptrap Coastal Park,-38.659450,145.784317,2,SG,2,14_16,61.25,2,39.27,1.56,18.31,3.56,13.07,0.28,0.36,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1565,WG,VB,,Cape Liptrap Coastal Park,-38.659450,145.784317,2,SG,2,28_30,64.75,2,39.27,1.65,10.73,2.73,7.38,0.20,0.27,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1303,C,WAL,Lake Connewarre Wildlife Reserve,,-38.247600,144.499017,6,SM,3,0_2,10.42,2,39.27,0.27,144.60,147.80,,11.05,14.78,39.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
