X,Y,Name,description
9.55198209165036,53.6499515909381,1a,
9.55268539639718,53.6501581978589,1b,
9.55410839315753,53.6498849054369,1c,
9.45095533059769,53.7050750373789,2a,
9.45037880087231,53.7044158542504,2b,
9.4487377482885,53.7028510021249,2c,
9.44799986820989,53.7021825166506,2d,
9.20970184215181,53.8642530883606,3a,
9.20956642309561,53.8640975049816,3b,
9.20962152549155,53.8638758765474,3c,
9.03338216918107,53.8982285221914,4a,
9.03324791733341,53.8988816172873,4b,
9.03319220150781,53.8992030613075,4c,
9.03338453643778,53.9000582894316,4d,
9.033192864916,53.9004778427768,4e,
8.87265086909591,53.971110902912,5a,
8.87259236853923,53.972034688639,5b,
8.87870279391589,53.9739189888915,5c,
8.88377043401758,53.9718797966746,5f,
8.88228735036056,53.9740167544808,5d,
8.89780729531603,53.9752156899983,5g,
8.89552719347991,53.9773701485272,5e,
