study_id,bibliography_id,publication_type,bibtype,title,author,doi,url,year,publisher,volume,pages,journal,copyright
Morgan_et_al_2024,Morgan_et_al_2024_article,associated source,article,"The Functions and Values of Fringing Salt Marshes in Northern New England, USA","Morgan, P.A., Burdick, D.M. & Short, F.T",10.1007/s12237-009-9145-0,https://doi.org/10.1007/s12237-009-9145-0,2009,Springer Science and Business Media,32,483–495,Estuaries and Coasts,NA
