study_id,bibliography_id,publication_type,bibtype,title,author,doi,url,year,journal
Kemp_et_al_2024,Kemp_et_al_2024,primary dataset,Misc,"Dataset: Timing and magnitude of recent accelerated sea-level rise (North Carolina, United States)","Andrew C. Kemp, Benjamin P. Horton, Stephen J. Culver, D. Reide Corbett, Orson van de Plassche, W. Roland Gehrels, Bruce C. Douglas, Andrew C. Parnell",10.25573/serc.24910587,https://doi.org/10.25573/serc.24910587,2024,NA
Kemp_et_al_2024,Kemp_et_al_2009,article,Article,"Timing and magnitude of recent accelerated sea-level rise (North Carolina, United States)","Andrew C. Kemp, Benjamin P. Horton, Stephen J. Culver, D. Reide Corbett, Orson van de Plassche, W. Roland Gehrels, Bruce C. Douglas, Andrew C. Parnell",https://doi.org/10.1130/G30352A.1,https://doi.org/10.1130/G30352A.1,2009,Geology
