"[Abbreviations: ID, identification; cm, centimeter; ppm, parts per million]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core ID,"Depth
(cm)",Mode,"Phosphorus
(ppm)","Phosphorus
Standard Deviation
(ppm)","Sulfur
(ppm)","Sulfur
Standard Deviation
(ppm)","Chlorine
(ppm)","Chlorine
Standard Deviation
(ppm)","Potassium
(ppm)","Potassium
Standard Deviation
(ppm)","Calcium
(ppm)","Calcium
Standard Deviation
(ppm)","Titanium
(ppm)","Titanium
Standard Deviation
(ppm)","Vanadium
(ppm)","Vanadium
Standard Deviation
(ppm)","Chromium
(ppm)","Chromium
Standard Deviation
(ppm)","Manganese
(ppm)","Manganese
Standard Deviation
(ppm)","Iron
(ppm)","Iron
Standard Deviation
(ppm)","Cobalt
(ppm)","Cobalt
Standard Deviation
(ppm)","Nickel
(ppm)","Nickel
Standard Deviation
(ppm)","Copper
(ppm)","Copper
Standard Deviation
(ppm)","Zinc
(ppm)","Zinc
Standard Deviation
(ppm)","Arsenic
(ppm)","Arsenic
Standard Deviation
(ppm)","Selenium
(ppm)","Selenium
Standard Deviation
(ppm)","Bromine
(ppm)","Bromine
Standard Deviation
(ppm)","Rubidium
(ppm)","Rubidium
Standard Deviation
(ppm)","Strontium
(ppm)","Strontium
Standard Deviation
(ppm)","Zirconium
(ppm)","Zirconium
Standard Deviation
(ppm)","Molybdenum
(ppm)","Molybdenum
Standard Deviation
(ppm)","Rhodium
(ppm)","Rhodium
Standard Deviation
(ppm)","Palladium
(ppm)","Palladium
Standard Deviation
(ppm)","Silver
(ppm)","Silver
Standard Deviation
(ppm)","Cadmium
(ppm)","Cadmium
Standard Deviation
(ppm)","Tin
(ppm)","Tin
Standard Deviation
(ppm)","Antimony
(ppm)","Antimony
Standard Deviation
(ppm)","Barium
(ppm)","Barium
Standard Deviation
(ppm)","Platinum
(ppm)","Platinum
Standard Deviation
(ppm)","Gold
(ppm)","Gold
Standard Deviation
(ppm)","Mercury
(ppm)","Mercury
Standard Deviation
(ppm)","Lead
(ppm)","Lead
Standard Deviation
(ppm)"
GB60D,13,Soil,0,2534,2166,223,6569,159,998,40,0,66,495,13,92,15,0,6,0,7,1872,28,0,29,0,13,0,6,7.1,1.3,0,3.2,0,2.8,1331,24,7.1,1,10.8,0.7,58.4,1.4,0,2.8,0,9,0,12,0,13,0,14,0,23,0,26,0,211,0,6,0,5.9,0,3.9,5.4,1.7
GB60D,15,Soil,0,2807,1527,222,7758,186,1119,46,0,73,650,16,110,17,0,7,11,3,2102,31,32,11,0,14,0,7,10.4,1.5,0,3.3,0,2.8,821,19,10.2,1,14.3,0.8,140,2,0,3.2,0,9,0,12,0,13,0,15,0,25,0,28,0,233,0,7,0,5.7,0,4.5,0,5.1
GB60D,17,Soil,0,2503,1943,222,7140,170,769,37,0,68,305,10,57,13,0,5.9,0,7,1394,24,31,9,0,13,0,6,4.4,1.3,0,3.2,0,2.7,988,21,6.6,1,12.1,0.7,73.1,1.6,0,2.9,0,9,0,12,0,13,0,15,0,24,0,27,0,220,0,6,0,5.6,0,4,0,4.9
GB60D,19,Soil,0,2480,1831,205,6119,147,862,36,0,71,311,10,60,12,0,5.4,0,7,1633,26,0,27,0,13,0,6,6.5,1.3,0,3.2,0,2.7,1168,22,4.3,1,11.5,0.7,20.1,0.9,3.1,0.9,0,9,0,12,0,12,0,14,0,23,0,25,0,213,0,6,0,5.8,0,4.2,0,5
GB60D,21,Soil,0,2882,1950,238,6368,170,1050,46,0,81,476,14,70,16,0,7,16,3,2217,31,38,11,0,14,0,6,8.7,1.4,0,3.1,0,2.8,926,20,6.9,1,12,0.7,89.3,1.8,0,2.9,0,9,0,12,0,13,0,14,0,23,0,26,0,231,0,7,0,5.7,0,4,0,5
GB60D,23,Soil,0,2474,1895,219,5917,153,843,38,0,63,313,10,0,38,0,6,0,7,1869,28,35,10,0,13,0,6,7.2,1.3,0,3,0,2.6,898,19,6.4,0.9,9.8,0.7,29.2,1,0,2.7,0,9,0,12,0,12,0,14,0,23,0,25,0,201,0,5.9,0,5.6,0,4,0,4.9
GB60D,25,Soil,0,2755,2193,234,5483,150,998,42,0,72,458,13,66,15,0,7,0,8,2657,35,0,34,0,14,0,6,7.6,1.4,0,3,0,2.8,989,20,8.1,1,12.4,0.7,54.6,1.4,0,2.8,0,9,0,12,0,13,0,14,0,23,0,26,0,221,0,6,0,5.8,0,3.8,0,5
GB60D,27,Soil,0,2984,1775,233,5931,166,1116,48,0,74,779,18,93,18,10,2,9,3,1717,28,0,29,0,13,0,7,9.3,1.5,0,3.2,0,2.9,676,17,6,1,12.5,0.8,206,3,0,3.5,0,9,0,13,0,14,0,15,0,26,0,29,0,246,0,7,0,5.8,0,3.9,0,5.1
GB60D,29,Soil,0,3036,1619,235,5771,169,1453,55,0,76,1033,21,100,21,12,3,15,3,2078,32,0,32,0,15,0,7,6.2,1.5,0,3.3,0,3,616,18,9.2,1,12.3,0.8,263,4,0,3.7,0,9,0,13,0,14,0,16,0,26,0,29,0,262,0,7,0,6,0,4.8,0,5.2
GB60D,31,Soil,0,2787,1079,216,7168,189,801,43,0,72,556,15,70,17,0,7,12,3,1523,26,0,28,0,14,0,7,6.4,1.5,0,3.3,0,3,604,17,10.2,1,12.2,0.8,222,3,0,3.5,0,9,0,13,0,13,0,15,0,25,0,28,0,235,0,7,0,6,0,4.3,0,5.1
GB60D,33,Soil,0,2719,1498,203,5125,142,736,36,0,62,361,11,44,13,0,5.6,0,7,1438,25,0,26,0,13,0,6,5.5,1.3,0,3.2,0,2.7,725,18,5.9,0.9,10.6,0.7,116,2,0,3.1,0,9,0,12,0,13,0,15,0,24,0,27,0,231,0,6,0,5.7,0,4,0,5
GB60D,35,Soil,0,3354,1148,235,5975,184,1335,58,0,81,939,22,118,22,0,8,12,3,2460,35,0,35,0,15,0,7,8.4,1.6,0,3.5,0,3.2,602,17,12.1,1.1,14,0.8,280,4,0,3.8,0,9,0,13,0,14,0,16,0,27,0,30,0,269,0,7,0,6,0,4.2,7.5,1.9
GB60D,37,Soil,0,3093,1694,232,6151,170,1358,52,0,77,1056,21,104,20,9,2,16,3,2362,34,0,34,0,15,0,7,10,1.6,0,3.6,0,3,696,18,10.2,1,15.3,0.8,279,4,0,3.8,0,9,0,13,0,14,0,16,0,26,0,30,0,276,0,7,0,6,0,4.3,0,5.3
GB60D,39,Soil,0,2433,2217,214,4622,127,1052,39,0,67,658,14,96,15,0,5.9,0,7,1534,26,0,27,0,13,0,6,5.3,1.3,0,3.1,0,2.9,1834,29,3.4,1.1,13.1,0.8,126,2,0,3.2,0,9,0,13,0,13,0,15,0,25,0,27,0,244,0,7,0,7,0,4.2,0,4.8
GB60D,40,Soil,0,2710,1169,205,5175,150,1358,50,0,68,905,19,100,19,10,2,13,3,1933,30,34,10,0,14,0,6,10.2,1.5,0,3.3,0,3,662,17,7.7,1,12.3,0.7,167,3,0,3.2,0,9,0,12,0,13,0,14,0,24,0,26,0,248,0,7,0,5.6,0,4.4,5.4,1.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB64D,0,Soil,0,3450,1901,273,7041,202,1954,70,0,93,1359,27,210,27,13,3,33,4,4231,44,67,13,0,14,0,7,10.8,1.5,0,3.3,0,2.9,852,18,14,1,14.6,0.8,153,3,0,3.4,0,10,0,13,0,14,0,16,0,26,0,29,0,258,0,7,0,5.4,0,4.2,9.3,1.7
GB64D,1,Soil,0,2930,2054,257,7523,194,1622,59,0,81,1030,21,111,21,15,3,20,3,4506,51,77,15,0,15,0,7,14.9,1.7,0,3.7,0,3.2,906,21,15.9,1.1,18.3,0.9,192,3,0,3.5,0,9,0,13,0,14,0,16,0,27,0,30,0,278,0,8,0,6,0,4.7,6.8,1.8
GB64D,3,Soil,0,3130,1980,255,6781,183,2163,67,0,83,1173,23,215,24,20,3,25,3,4764,52,117,16,0,16,0,7,17.7,1.8,0,3.7,0,3.1,866,20,21.1,1.2,17.5,0.9,176,3,0,3.4,0,9,0,13,0,14,0,15,0,26,0,29,0,276,0,7,0,6,0,4.5,9,1.9
GB64D,5,Soil,0,3238,1755,260,6721,191,2032,69,0,86,1121,24,206,25,21,3,26,3,4268,49,68,15,0,15,0,7,15.7,1.8,0,3.5,0,3,856,20,17.2,1.1,16,0.9,154,3,0,3.3,0,9,0,13,0,14,0,16,0,26,0,29,0,269,0,7,0,5.6,0,4.7,6.3,1.8
GB64D,7,Soil,0,2932,3423,297,7164,188,1542,57,0,78,819,19,127,21,0,8,12,3,4856,51,88,15,0,14,0,7,9.2,1.5,3.5,1.1,0,2.8,857,19,6.4,1,9.2,0.7,79.9,1.7,0,2.9,0,9,0,12,0,13,0,14,0,24,0,26,0,239,0,6,0,5.6,0,4.3,0,5.1
GB64D,9,Soil,0,2452,2197,232,7294,171,999,41,0,65,434,12,65,15,0,6,0,8,2989,38,66,13,0,15,0,6,6.6,1.4,0,3.5,0,2.8,1328,24,7.5,1,11.7,0.7,88.8,1.8,0,3,0,9,0,12,0,13,0,14,0,24,0,26,0,223,0,6,0,6,0,4,8.6,1.8
GB64D,11,Soil,0,3021,2312,265,5998,173,2240,68,0,86,1235,24,172,24,21,3,23,3,4065,47,76,15,0,15,0,7,12.4,1.6,0,3.4,0,3,762,19,18.7,1.1,18.5,0.9,164,3,0,3.4,0,9,0,13,0,13,0,15,0,26,0,29,0,267,0,7,0,6,0,4.5,6.4,1.8
GB64D,13,Soil,0,3044,1677,242,7043,186,1824,61,0,80,1023,21,135,22,15,3,20,3,3657,44,77,14,0,15,0,7,12.1,1.6,0,3.4,0,3,708,18,14,1.1,14.6,0.8,139,2,0,3.2,0,9,0,13,0,13,0,15,0,25,0,28,0,248,0,7,0,5.9,0,4.4,5.3,1.7
GB64D,15,Soil,0,2707,1573,223,7270,177,974,43,0,72,489,14,92,16,0,7,14,3,3194,39,69,13,0,14,0,6,10.1,1.5,3.4,1.1,0,2.8,1026,21,10.1,1,13.9,0.8,50,1.4,0,2.8,0,9,0,12,0,13,0,15,0,24,0,27,0,229,0,6,0,6,0,4.3,0,4.9
GB64D,17,Soil,0,3087,3030,290,6084,175,1772,62,0,82,821,19,127,21,15,3,23,3,5321,54,78,16,0,15,0,7,9.8,1.5,0,3.3,0,2.9,1176,22,10.4,1.1,15.3,0.8,67.1,1.6,0,2.9,0,9,0,12,0,13,0,15,0,24,0,27,0,241,0,7,0,6,0,3.7,0,5
GB64D,19,Soil,0,2976,2271,263,7249,190,1655,59,0,82,1073,22,77,21,14,3,25,3,3835,45,80,14,0,15,0,7,11,1.6,0,3.4,0,3,969,21,16,1.1,15.7,0.9,200,3,0,3.5,0,9,0,13,0,14,0,16,0,26,0,29,0,266,0,7,0,5.6,0,4.5,6.5,1.8
GB64D,21,Soil,0,3310,3393,310,6516,188,1797,64,0,91,1189,24,145,24,14,3,22,3,4172,48,76,15,0,15,0,7,11.7,1.6,0,3.5,0,3,985,22,10.5,1.1,17.3,0.9,202,3,0,3.6,0,9,0,13,0,14,0,16,0,27,0,30,0,269,0,7,0,5.9,0,4.4,0,5.2
GB64D,23,Soil,0,3305,3601,318,6394,188,1542,61,0,83,1036,23,133,23,0,8,18,3,3956,47,64,14,0,15,0,7,10.8,1.6,0,3.5,0,3.1,807,20,9.4,1,12.4,0.8,162,3,0,3.3,0,9,0,13,0,13,0,15,0,25,0,28,0,261,0,7,0,6,0,4.9,0,5.3
GB64D,25,Soil,0,3178,4612,331,6285,177,1628,59,0,85,1007,21,151,22,11,3,21,3,4587,51,85,16,0,15,0,7,9.6,1.6,5,1.2,0,3.1,805,20,12.9,1.1,14.1,0.8,196,3,0,3.4,0,9,0,13,0,13,0,15,0,26,0,29,0,269,0,7,0,6,0,4.8,0,5.2
GB64D,27,Soil,0,3152,2912,289,6792,185,1757,61,0,84,946,21,214,23,11,3,23,3,6271,63,160,18,0,15,0,7,14.1,1.7,0,3.8,0,3.2,775,19,17,1.1,17,0.9,127,2,0,3.2,0,9,0,13,0,14,0,15,0,26,0,29,0,264,0,8,0,6,0,4.3,11.1,1.9
GB64D,29,Soil,0,3156,3169,286,5649,163,2169,65,0,83,1191,23,191,24,22,3,36,3,6012,62,114,18,0,17,0,7,20.2,1.9,0,3.7,0,3.1,724,19,18.1,1.1,17.3,0.9,137,3,0,3.3,0,9,0,13,0,14,0,16,0,27,0,30,0,278,0,7,0,6,0,4.9,8.7,1.9
GB64D,31,Soil,0,3064,2142,271,5358,172,1883,66,0,84,1067,23,196,24,14,3,25,3,3950,46,95,15,0,15,0,7,11.3,1.6,0,3.6,0,3,621,17,16.1,1.1,16.7,0.9,131,2,0,3.2,0,9,0,13,0,13,0,15,0,26,0,28,0,267,0,7,0,5.6,0,4.6,9.1,1.8
GB64D,33,Soil,0,3032,3465,295,6399,174,2180,65,0,82,1193,23,181,23,15,3,41,4,6496,65,110,18,0,16,0,7,38,2,0,3.8,0,3.4,714,19,19.4,1.2,19.6,0.9,148,3,0,3.3,0,9,0,13,0,14,0,16,0,26,0,29,0,284,0,8,0,6,0,4.6,9,1.9
GB64D,35,Soil,0,3239,3686,317,5887,176,2048,67,0,87,1296,25,218,26,17,3,37,4,6441,65,129,19,0,17,0,7,18.4,1.9,0,4,0,3.4,688,19,17.5,1.1,17.5,0.9,190,3,0,3.5,0,10,0,13,0,14,0,16,0,27,0,30,0,285,0,8,0,6,0,4.8,9.8,1.9
GB64D,36,Soil,0,3190,1862,254,5268,166,1507,58,0,80,1008,22,134,22,12,3,27,3,4313,49,56,15,0,15,0,7,6.6,1.5,0,3.4,0,3.1,819,20,15.2,1.1,13.5,0.8,166,3,0,3.3,0,9,0,13,0,13,0,15,0,25,0,28,0,269,0,7,0,6,0,4.5,0,5.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB30S,,Soil,0,2617,754,180,3486,118,807,38,202,27,490,13,85,15,0,7,46,3,2500,33,45,11,0,13,0,6,13.3,1.5,0,3.2,0,2.7,1056,21,8,1,14.3,0.8,54.2,1.4,0,2.7,0,9,0,12,0,12,0,14,0,23,0,25,0,225,0,6,0,5.5,0,4,5.3,1.7
GB33S,,Soil,0,5638,0,1037,1038,146,465,82,0,109,138,13,0,61,21,5,54,6,561,18,0,21,0,17,0,8,0,5.3,0,3.6,0,3.2,0,26,3.4,0.9,0,1.6,45,1.5,0,3.4,0,11,0,15,0,16,0,18,0,30,0,34,0,264,0,8,0,6,0,5.7,0,5.9
GB36S,,Soil,0,2818,679,195,4018,139,817,42,0,68,710,17,94,18,21,3,52,4,2913,38,73,13,0,14,0,7,11.3,1.6,0,3.4,0,3.1,859,20,12.5,1.1,15.9,0.8,156,3,0,3.2,0,9,0,13,0,13,0,15,0,25,0,27,0,250,0,7,0,5.9,0,4.4,7.1,1.8
GB38S,,Soil,0,3737,1118,254,9135,246,1025,57,0,89,1854,34,188,30,25,3,42,4,1686,31,0,33,0,17,0,8,12.5,2,0,3.9,0,3.7,402,16,7.5,1.1,15.4,0.9,1023,13,0,6,0,10,0,14,0,15,0,17,0,30,0,34,0,338,0,9,0,7,0,5.8,9,2
GB39S,,Soil,0,2646,0,496,3703,123,844,39,0,62,417,12,83,15,11,2,25,3,2859,36,55,12,0,13,0,6,12.1,1.5,0,3.2,0,2.8,969,20,10.2,1,10.6,0.7,54.5,1.4,0,2.7,0,9,0,12,0,12,0,14,0,23,0,26,0,212,0,7,0,6,0,3.9,5.8,1.7
GB42S,,Soil,0,2866,0,537,3346,126,733,40,0,58,607,16,60,17,14,3,27,3,2468,34,40,12,0,15,0,7,13,1.7,0,3.4,0,3,498,16,8.7,1,10,0.7,211,3,0,3.5,0,9,0,13,0,13,0,15,0,25,0,28,0,242,0,7,0,5.9,0,4.5,6.6,1.8
GB49S,,Soil,0,2633,619,173,4243,128,612,33,0,59,88,7,0,32,0,6,34,3,3178,37,56,12,0,13,0,5.6,6.6,1.3,0,3.1,0,2.6,1299,23,3.9,0.9,8,0.6,12,0.7,2.7,0.8,0,8,0,11,0,12,0,13,0,21,0,23,0,196,0,6,0,5.9,0,4,8.5,1.7
GB50S,,Soil,0,2481,778,180,2730,106,781,37,0,59,482,13,68,15,12,2,38,3,2509,34,42,11,0,14,0,6,11.1,1.5,0,3.2,0,2.8,1041,21,9.4,1,11.1,0.7,61,1.5,0,2.7,0,9,0,12,0,12,0,14,0,23,0,25,0,224,0,6,0,5.5,0,4.4,6.7,1.7
GB53S,,Soil,0,2890,576,187,3896,135,709,40,0,66,572,15,135,18,10,2,47,3,1992,30,51,11,0,14,0,7,11.4,1.6,0,3.1,0,2.9,1046,22,5.5,1,13.1,0.8,173,3,0,3.3,0,9,0,13,0,13,0,15,0,25,0,28,0,252,0,7,0,6,0,4.4,0,4.9
GB54S,,Soil,0,2717,0,513,2836,113,810,40,0,65,651,16,107,18,11,3,64,4,3516,41,59,13,0,14,0,6,16.2,1.7,0,3.3,0,2.8,1102,22,8.2,1,14.5,0.8,104,2,0,2.9,0,9,0,12,0,13,0,14,0,24,0,26,0,232,0,7,0,5.6,0,4.2,8.1,1.8
GB55S,,Soil,0,2705,542,179,3676,124,656,35,0,62,380,12,60,15,8,2,42,3,4038,45,82,14,0,14,0,6,9.4,1.4,0,3.2,0,2.8,1239,23,5.3,1,13.6,0.8,63.5,1.5,0,2.8,0,9,0,12,0,12,0,14,0,23,0,25,0,225,0,6,0,5.9,0,4.1,0,5
GB56S,,Soil,0,2769,0,509,3740,131,694,39,0,64,479,14,109,17,10,2,30,3,2596,35,52,12,0,13,0,6,4.9,1.3,0,3.2,0,2.9,914,20,7.9,1,11,0.7,137,2,0,3.1,0,9,0,12,0,13,0,14,0,24,0,26,0,232,0,6,0,5.9,0,4.1,0,5
GB57S,,Soil,0,3286,0,621,3004,131,1524,60,0,78,1343,26,186,26,21,3,71,4,4627,52,103,16,0,15,0,7,18,1.9,4.4,1.2,0,3.1,459,16,14.3,1,15.6,0.9,301,4,0,3.8,0,9,0,13,0,14,0,16,0,26,0,29,0,284,0,7,0,5.6,0,4.9,0,5.1
GB60S,,Soil,0,2427,606,170,3428,116,716,35,0,62,422,12,64,14,0,6,22,3,1848,28,42,10,0,13,0,5.9,8.5,1.4,0,3.1,0,2.7,1254,23,9.3,1,11.2,0.7,65.5,1.5,0,2.8,0,9,0,12,0,12,0,14,0,22,0,24,0,217,0,6,0,5.8,0,4.1,0,5
GB64S,,Soil,0,2879,0,568,3494,126,1002,44,0,69,653,16,122,19,14,3,40,3,4660,50,68,15,0,14,0,6,13.9,1.6,0,3.3,0,2.9,1046,21,12.5,1.1,15,0.8,76.1,1.7,0,2.9,0,9,0,12,0,13,0,14,0,24,0,26,0,239,0,7,0,5.9,0,4.2,6.2,1.7
GB66S,,Soil,0,2677,735,182,3337,118,698,36,0,61,433,13,71,15,0,7,28,3,2197,31,0,31,0,13,0,5.6,8.2,1.4,0,3.3,0,2.7,1056,21,8,1,13.1,0.7,60.6,1.4,0,2.7,0,8,0,12,0,12,0,14,0,22,0,25,0,218,0,6,0,5.8,0,3.8,8.8,1.8
GB68S,,Soil,0,3060,942,216,2863,124,987,48,0,72,846,20,119,21,17,3,55,4,3679,43,62,14,0,14,0,7,14.1,1.7,0,3.4,0,2.9,784,19,10.5,1,13.2,0.8,185,3,0,3.3,0,9,0,12,0,13,0,14,0,24,0,26,0,248,0,7,0,5.8,0,4.6,0,5.2
GB96S,,Soil,0,3646,0,627,1289,108,231,42,0,58,131,9,54,15,11,3,18,4,379,13,0,16,0,15,0,7,6.1,1.6,0,3,0,3,0,23,0,2.2,0,1.4,42.1,1.3,0,2.8,0,9,0,13,0,14,0,15,0,27,0,30,0,236,0,7,0,5.6,0,4.8,0,4.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB32G,,Soil,0,3380,954,238,3702,148,1329,59,0,79,1379,27,211,27,26,4,162,6,6200,65,109,19,0,17,0,8,18,2,0,3.8,0,3.3,452,16,14.6,1.1,17.1,0.9,335,5,0,4,0,10,0,13,0,14,0,16,0,27,0,31,0,307,0,8,0,6,0,5.5,7.7,1.9
GB35G,,Soil,0,3256,0,653,2689,134,685,48,0,68,1299,27,138,26,16,3,77,4,1722,31,54,11,0,17,0,8,14.6,2,0,3.9,0,3.6,168,12,5.3,1,14.6,0.9,868,12,0,5.9,0,10,0,14,0,16,0,18,0,31,0,35,0,315,0,8,0,6,0,5.3,9,2
GB37G,,Soil,0,3344,0,679,3626,154,846,52,0,73,1231,27,155,26,21,3,95,5,3917,47,0,43,0,14,0,7,10.1,1.9,0,4,0,3.4,515,16,17.3,1.1,14.7,0.9,533,7,0,4.5,0,10,0,14,0,14,0,15,0,24,0,26,0,284,0,8,0,7,0,5,21,2
GB40G,,Soil,0,3521,879,230,3320,141,925,51,0,74,1262,26,126,25,23,3,115,5,4516,53,78,16,0,16,0,8,17.6,2,0,3.6,0,3.5,419,16,9.2,1,15.6,0.9,415,6,0,4.4,0,10,0,14,0,15,0,17,0,28,0,32,0,296,0,8,0,6,0,5.2,0,5.5
GB41G,,Soil,0,3070,0,598,3747,150,557,43,0,77,490,16,74,18,13,3,99,5,1380,27,0,29,0,16,0,8,8.7,1.7,0,3.6,0,3.3,156,11,0,2.6,6.8,0.7,256,4,0,4.1,0,10,0,14,0,15,0,18,0,30,0,34,0,290,0,8,0,6,0,5.1,5.7,1.9
GB43G,,Soil,0,3535,921,243,3202,146,1303,62,0,85,1484,30,227,29,23,4,183,6,4272,52,93,16,0,17,0,8,17,2,0,3.8,0,3.5,256,14,8.6,1,14.7,0.9,716,10,0,5.4,0,10,0,14,0,15,0,17,0,30,0,34,0,315,0,8,0,7,0,5.5,0,5.6
GB44G,,Soil,0,3361,1165,234,3776,144,943,49,0,79,1000,22,130,23,20,3,50,4,4721,53,99,16,0,15,0,8,14.7,1.8,0,3.6,0,3.4,543,17,8,1,15.9,0.9,202,3,0,3.6,0,10,0,13,0,14,0,16,0,27,0,30,0,270,0,8,0,6,0,4.8,7.1,1.8
GB45G,,Soil,0,4354,1554,295,5349,196,1387,68,2787,74,1085,26,209,28,27,4,100,5,7173,71,118,19,0,16,9,3,18,2,0,3.9,0,3.5,583,18,12.1,1.1,311,5,131,3,0,3.4,0,10,0,14,0,14,0,16,0,27,0,30,0,308,0,8,0,7,0,5.3,18,2
GB46G,,Soil,0,3426,769,225,3422,141,1002,51,0,82,1275,26,204,26,19,3,64,4,5854,61,124,18,0,16,0,8,20.1,2,0,3.8,0,3.2,549,17,11.8,1,28.9,1.1,297,4,0,3.9,0,10,0,13,0,14,0,16,0,28,0,31,0,296,0,8,0,6,0,4.8,11.9,2
GB47G,,Soil,0,3483,1029,250,3494,148,1378,61,0,90,1469,29,207,29,24,4,108,5,7846,77,157,21,0,18,0,8,21,2,0,3.8,0,3.4,455,16,13.8,1.1,22.7,1,297,5,0,4.1,0,10,0,14,0,15,0,17,0,29,0,32,0,312,0,8,0,6,0,5.2,7.1,1.9
GB48G,,Soil,0,3921,1108,256,3577,153,1292,61,107,33,1489,30,224,29,29,4,83,5,6766,67,115,19,0,16,0,7,19.6,2,0,3.8,0,3.3,487,16,14.3,1.1,43.2,1.2,313,4,0,3.5,0,8,0,12,0,12,0,14,0,23,0,26,0,289,0,8,0,5.8,0,5,11.8,1.9
GB51G,,Soil,0,2909,702,202,3520,133,768,42,0,70,696,17,112,19,15,3,43,4,3877,46,79,14,0,16,0,7,11.4,1.6,0,3.5,0,3.1,510,16,8.4,1,10.9,0.8,168,3,0,3.4,0,9,0,13,0,14,0,16,0,27,0,30,0,268,0,7,0,5.8,0,4.5,8.9,1.9
GB52G,,Soil,0,3453,1025,249,3666,151,1454,62,0,89,1422,28,251,29,35,4,133,5,6865,69,143,20,0,17,10,3,23,2,0,3.8,0,3.3,472,16,12.2,1.1,21.1,1,314,5,0,3.9,0,10,0,13,0,14,0,16,0,28,0,31,0,294,0,8,0,5.9,0,5,7.7,1.9
GB58G,,Soil,0,3253,975,237,3145,138,1447,61,0,79,1334,27,199,27,23,3,84,5,6079,64,131,19,0,17,0,8,19.5,2,0,3.8,0,3.3,448,16,13.5,1.1,17.9,0.9,376,5,0,4.2,0,10,0,13,0,14,0,16,0,28,0,31,0,283,0,8,0,6,0,5.1,8.5,1.9
GB59G,,Soil,0,3167,0,567,3344,141,729,46,0,65,1442,28,186,26,19,3,66,4,1772,30,0,31,0,16,0,8,12.4,1.8,0,3.6,0,3.2,256,13,6.9,1,11.6,0.8,537,7,0,4.8,0,10,0,14,0,15,0,17,0,29,0,32,0,309,0,7,0,5.9,0,5.1,5.7,1.9
GB61G,,Soil,0,2831,790,206,3014,125,750,42,0,64,1031,22,129,22,18,3,82,4,3683,45,83,14,0,15,0,7,13.4,1.7,0,3.4,0,3.1,488,16,11.3,1,13.4,0.8,292,4,0,3.8,0,9,0,13,0,14,0,16,0,26,0,29,0,270,0,7,0,5.9,0,4.6,0,5.4
GB62G,,Soil,0,2894,0,548,3396,138,854,47,0,66,1309,25,111,24,21,3,90,4,2640,37,51,12,0,16,0,7,11.3,1.7,0,3.5,0,3.2,340,14,5.3,0.9,10.5,0.8,405,6,0,4.2,0,10,0,13,0,14,0,16,0,27,0,30,0,291,0,8,0,5.9,0,4.7,0,5.4
GB63G,,Soil,0,3092,1020,225,3713,144,890,48,0,72,1213,25,174,24,18,3,100,5,2903,40,0,38,0,16,0,8,17.1,1.9,0,3.5,0,3.2,357,14,8.7,1,13.9,0.9,582,8,0,4.8,0,10,0,14,0,14,0,17,0,28,0,31,0,277,0,8,0,6,0,4.9,0,5.4
GB65G,,Soil,0,3025,704,213,3166,138,821,49,0,63,876,21,80,21,10,3,92,5,1208,25,0,27,0,16,0,8,7.2,1.7,0,3.5,0,3.4,159,12,0,2.6,7.4,0.7,358,6,0,4.4,0,10,0,14,0,16,0,18,0,31,0,35,0,301,0,8,0,6,0,5.2,0,5.6
GB67G,,Soil,0,3043,0,561,2626,130,757,48,0,66,1688,31,138,28,28,3,67,4,2314,36,44,12,0,16,0,8,13.3,1.9,0,3.8,0,3.6,161,12,8.4,1,13,0.9,728,10,0,5.5,0,10,0,14,0,15,0,18,0,30,0,34,0,327,0,8,0,7,0,5.5,7.6,2
GB70G,,Soil,0,3319,0,652,3099,141,1045,55,0,78,1426,28,122,26,27,3,143,5,3345,45,63,14,0,16,0,8,14.8,1.9,0,3.8,0,3.5,263,13,8.2,1,12.4,0.8,669,9,0,5.2,0,10,0,14,0,15,0,17,0,29,0,33,0,309,0,8,0,6,0,4.9,8.2,2
