"","site_id","core_id","depth_min","depth_max","mid_point","dry_bulk_density","fraction_organic_matter","fraction_nitrogen","fraction_carbon","carbon_density","TC instead of TOC?","core_date","DBD_measured_or_modeled","OC_measured_or_modeled","CD_measured_or_modeled"
"347","DAM16 SC Dwarf","M0346",6,8,"7.0000000000000007E-2",0.568529963486871,NA,NA,0.07708,"4.3822289585567983E-2","N","2013","modeled","measured","modeled"
"348","DAM16 SC Dwarf","M0346",8,10,"0.09",0.580061430830807,NA,NA,0.07406,"4.2959349567329566E-2","N","2013","modeled","measured","modeled"
"349","DAM16 SC Dwarf","M0346",14,16,"0.15000000000000002",0.711861940897057,NA,NA,0.04467,"3.179887289987153E-2","N","2013","modeled","measured","modeled"
"350","DAM16 SC Dwarf","M0346",16,18,"0.16999999999999998",0.682305047523148,NA,NA,0.05043,"3.4408643546592364E-2","N","2013","modeled","measured","modeled"
"351","JLB16 SH3-1","M0647",0,1,"5.0000000000000001E-3",0.565186412132241,NA,NA,0.07797,"4.4067584553950816E-2","N",NA,"modeled","measured","modeled"
"352","C1512W04","M1710",0,41,"0.20499999999999999",0.15,NA,NA,0.3486,"5.0999999999999997E-2",NA,NA,"modeled","measured","modeled"
"353","C1512W04","M1710",0,5,"2.5000000000000001E-2",0.15,NA,NA,0.3526,"5.0999999999999997E-2",NA,NA,"modeled","measured","modeled"
"354","C1512W04","M1710",0,5,"2.5000000000000001E-2",0.14,NA,NA,0.363,"5.0999999999999997E-2",NA,NA,"modeled","measured","modeled"
"355","C1512W04","M1710",5,50,"0.27500000000000002",0.15,NA,NA,0.335,"5.0999999999999997E-2",NA,NA,"modeled","measured","modeled"
"356","C1512W04","M1710",5,41,"0.23",0.15,NA,NA,0.3374,"5.0999999999999997E-2",NA,NA,"modeled","measured","modeled"
"357","C1512W04","M1710",5,41,"0.23",0.14,NA,NA,0.3705,"5.0999999999999997E-2",NA,NA,"modeled","measured","modeled"
"358","C1512W04","M1710",41,100,"0.70499999999999996",0.19,NA,NA,0.2802,"5.2999999999999999E-2",NA,NA,"modeled","measured","modeled"
"359","C1512W04","M1710",41,100,"0.70499999999999996",0.16,NA,NA,0.3205,"5.1999999999999998E-2",NA,NA,"modeled","measured","modeled"
"360","C1512W04","M1710",41,100,"0.70499999999999996",0.16,NA,NA,0.3303,"5.0999999999999997E-2",NA,NA,"modeled","measured","modeled"
"361","C1512W04","M1710",46,100,"0.73",0.2,NA,NA,0.2621,"5.2999999999999999E-2",NA,NA,"modeled","measured","modeled"
"362","C1512W04","M1710",50,100,"0.75",0.23,NA,NA,0.2301,"5.3999999999999999E-2",NA,NA,"modeled","measured","modeled"
"363","S1977-FL071-S36_005","M1735",0,10,"0.05",0.58,NA,NA,0.0746,"4.2999999999999997E-2",NA,NA,"modeled","measured","modeled"
"364","S1977-FL071-S36_005","M1735",10,15,"0.125",0.92,NA,NA,0.0194,"1.7999999999999999E-2",NA,NA,"modeled","measured","modeled"
"365","S1977-FL071-S36_005","M1735",15,23,"0.19",0.81,NA,NA,0.0293,"2.4E-2",NA,NA,"modeled","measured","modeled"
"366","S1977-FL071-S36_005","M1735",23,31,"0.27",1.23,NA,NA,0.0069,"8.0000000000000002E-3",NA,NA,"modeled","measured","modeled"
"367","S1977-FL071-S36_005","M1735",31,64,"0.47499999999999998",1.35,NA,NA,0.0042,"6.0000000000000001E-3",NA,NA,"modeled","measured","modeled"
"368","S1977-FL071-S36_005","M1735",64,89,"0.76500000000000001",1.42,NA,NA,0.0029,"4.0000000000000001E-3",NA,NA,"modeled","measured","modeled"
"369","S1977-FL071-S36_005","M1735",89,109,"0.99",1.35,NA,NA,0.0042,"6.0000000000000001E-3",NA,NA,"modeled","measured","modeled"
"370","S1977-FL071-S36_005","M1735",109,122,"1.155",1.4,NA,NA,0.0033,"5.0000000000000001E-3",NA,NA,"modeled","measured","modeled"
"371","S1977-FL071-S36_005","M1735",122,155,"1.385",1.46,NA,NA,0.0023,"3.0000000000000001E-3",NA,NA,"modeled","measured","modeled"
"372","S1977-FL071-S36_006","M1736",0,5,"2.5000000000000001E-2",0.21,NA,NA,0.2521,"5.2999999999999999E-2",NA,NA,"modeled","measured","modeled"
"373","S1977-FL071-S36_006","M1736",5,30,"0.17499999999999999",0.21,NA,NA,0.2539,"5.2999999999999999E-2",NA,NA,"modeled","measured","modeled"
"374","S1977-FL071-S36_006","M1736",30,91,"0.60499999999999998",0.32,NA,NA,0.1689,"5.5E-2",NA,NA,"modeled","measured","modeled"
"375","S1977-FL071-S36_006","M1736",91,152,"1.2150000000000001",0.86,NA,NA,0.0244,"2.1000000000000001E-2",NA,NA,"modeled","measured","modeled"
"376","S1978-FL015-S08_005","M1737",0,10,"0.05",0.33,NA,NA,0.1666,"5.3999999999999999E-2",NA,NA,"modeled","measured","modeled"
"377","S1978-FL015-S08_005","M1737",10,25,"0.17499999999999999",0.58,NA,NA,0.074,"4.2999999999999997E-2",NA,NA,"modeled","measured","modeled"
"378","S1978-FL015-S08_005","M1737",25,96,"0.60499999999999998",0.97,NA,NA,0.0163,"1.6E-2",NA,NA,"modeled","measured","modeled"
"379","S1978-FL015-S08_005","M1737",96,117,"1.0649999999999999",1.11,NA,NA,0.0101,"1.0999999999999999E-2",NA,NA,"modeled","measured","modeled"
"380","S1982-FL061-S31_001","M1738",0,15,"7.4999999999999997E-2",0.65,NA,NA,0.0568,"3.6999999999999998E-2",NA,NA,"modeled","measured","modeled"
"381","S1982-FL061-S31_001","M1738",15,51,"0.33",0.87,NA,NA,0.0232,"0.02",NA,NA,"modeled","measured","modeled"
"382","S1982-FL061-S31_001","M1738",51,61,"0.56000000000000005",1.12,NA,NA,0.01,"1.0999999999999999E-2",NA,NA,"modeled","measured","modeled"
"383","S1988-FL087-S44_003","M1739",0,8,"0.04",0.13,NA,NA,0.3829,"5.0999999999999997E-2",NA,NA,"modeled","measured","modeled"
"384","S1988-FL087-S44_003","M1739",8,20,"0.14000000000000001",0.72,NA,NA,0.0438,"3.1E-2",NA,NA,"modeled","measured","modeled"
"385","S1988-FL087-S44_004","M1740",0,15,"7.4999999999999997E-2",0.18,NA,NA,0.2953,"5.1999999999999998E-2",NA,NA,"modeled","measured","modeled"
"386","S1988-FL087-S44_004","M1740",15,178,"0.96499999999999997",0.17,NA,NA,0.2987,"5.1999999999999998E-2",NA,NA,"modeled","measured","modeled"
"387","CU0040","M1713",0,20,"0.1",0.88,NA,NA,0.0223,"0.02",NA,NA,"modeled","measured","modeled"
"388","CU0040","M1713",85,120,"1.0249999999999999",1.39,NA,NA,0.0034,"5.0000000000000001E-3",NA,NA,"modeled","measured","modeled"
"389","CU0040","M1713",120,150,"1.35",1.43,NA,NA,0.0028,"4.0000000000000001E-3",NA,NA,"modeled","measured","modeled"
"390","CU0040","M1713",150,180,"1.65",1.49,NA,NA,0.0018,"3.0000000000000001E-3",NA,NA,"modeled","measured","modeled"
"391","RC99 S1","M0018",2,4,"0.03",0.385,0.64874,0.007,0.32437,"0.12488245000000001","N","1997","measured","modeled","modeled"
"392","RC99 S1","M0018",4,6,"0.05",0.332,0.65338,0.007,0.32669,"0.10846108","N","1997","measured","modeled","modeled"
"393","RC99 S1","M0018",6,8,"7.0000000000000007E-2",0.334,0.63343,0.007,0.316715,"0.10578281000000002","N","1997","measured","modeled","modeled"
"394","RC99 S1","M0018",8,10,"0.09",0.367,0.66154,0.007,0.33077,"0.12139258999999999","N","1997","measured","modeled","modeled"
"395","RC99 S1","M0018",48,50,"0.49",0.325,0.63235,NA,0.316175,"0.102756875","N","1997","measured","modeled","modeled"
"396","RC99 S1","M0018",50,52,"0.51",0.33,0.67129,NA,0.335645,"0.11076285000000001","N","1997","measured","modeled","modeled"
"397","RC99 S1","M0018",52,54,"0.53",0.41,0.65271,NA,0.326355,"0.13380555","N","1997","measured","modeled","modeled"
"398","RC99 S1","M0018",54,56,"0.55000000000000004",0.336,0.60584,NA,0.30292,"0.10178112000000002","N","1997","measured","modeled","modeled"
"399","RC99 S1","M0018",56,58,"0.57000000000000006",0.347,0.56716,NA,0.28358,"9.8402259999999991E-2","N","1997","measured","modeled","modeled"
"400","RC99 S3","M0019",0,2,"0.01",0.223,0.59913,0.0115,0.299565,"6.680299499999999E-2","N","1997","measured","modeled","modeled"
"401","RC99 S3","M0019",2,4,"0.03",0.171,0.50967,0.0115,0.254835,"4.3576785E-2","N","1997","measured","modeled","modeled"
"402","RC99 S3","M0019",4,6,"0.05",0.17,0.47339,0.0115,0.236695,"4.023815E-2","N","1997","measured","modeled","modeled"
"403","RC99 S3","M0019",6,8,"7.0000000000000007E-2",0.197,0.47706,0.0115,0.23853,"4.6990410000000003E-2","N","1997","measured","modeled","modeled"
"404","RC99 S3","M0019",8,10,"0.09",0.178,0.4802,0.0115,0.2401,"4.2737799999999999E-2","N","1997","measured","modeled","modeled"
"405","RC99 S3","M0019",10,12,"0.11",0.223,0.50972,0.0115,0.25486,"5.6833780000000007E-2","N","1997","measured","modeled","modeled"
"406","RC99 S3","M0019",12,14,"0.13",0.179,0.52139,0.0115,0.260695,"4.6664404999999999E-2","N","1997","measured","modeled","modeled"
"407","RC99 S3","M0019",14,16,"0.15000000000000002",0.213,0.53233,0.0115,0.266165,"5.6693144999999993E-2","N","1997","measured","modeled","modeled"
"408","RC99 S3","M0019",16,18,"0.16999999999999998",0.165,0.52806,0.0115,0.26403,"4.3564949999999998E-2","N","1997","measured","modeled","modeled"
"409","RC99 S3","M0019",18,20,"0.19",0.246,0.54101,0.0115,0.270505,"6.6544229999999996E-2","N","1997","measured","modeled","modeled"
"410","RC99 S3","M0019",20,22,"0.21000000000000002",0.177,0.55934,0.0115,0.27967,"4.9501589999999991E-2","N","1997","measured","modeled","modeled"
"411","RC99 S3","M0019",22,24,"0.22999999999999998",0.211,0.52813,0.0115,0.264065,"5.5717714999999994E-2","N","1997","measured","modeled","modeled"
"412","RC99 S3","M0019",24,26,"0.25",0.249,0.53705,0.0115,0.268525,"6.6862724999999998E-2","N","1997","measured","modeled","modeled"
"413","RC99 S3","M0019",26,28,"0.27",0.231,0.5418,0.0115,0.2709,"6.2577899999999992E-2","N","1997","measured","modeled","modeled"
"414","RC99 S3","M0019",28,30,"0.29000000000000004",0.227,0.55982,0.0115,0.27991,"6.3539570000000004E-2","N","1997","measured","modeled","modeled"
"415","RC99 S3","M0019",30,32,"0.31",0.227,0.53794,0.0115,0.26897,"6.1056189999999996E-2","N","1997","measured","modeled","modeled"
"416","RC99 S3","M0019",32,34,"0.33",0.232,0.55853,0.0115,0.279265,"6.4789479999999997E-2","N","1997","measured","modeled","modeled"
"417","RC99 S3","M0019",34,36,"0.35",0.236,0.57511,0.0115,0.287555,"6.7862980000000003E-2","N","1997","measured","modeled","modeled"
"418","RC99 S3","M0019",36,38,"0.37",0.237,0.56988,0.0115,0.28494,"6.7530779999999985E-2","N","1997","measured","modeled","modeled"
"419","RC99 S3","M0019",38,40,"0.39",0.228,0.57374,0.0115,0.28687,"6.5406360000000011E-2","N","1997","measured","modeled","modeled"
"420","RC99 S3","M0019",40,42,"0.41000000000000003",0.254,0.57559,NA,0.287795,"7.3099929999999994E-2","N","1997","measured","modeled","modeled"
"421","RC99 S3","M0019",42,44,"0.43",0.234,0.57245,NA,0.286225,"6.6976649999999999E-2","N","1997","measured","modeled","modeled"
"422","RC99 S3","M0019",44,46,"0.45",0.225,0.57624,NA,0.28812,"6.4826999999999996E-2","N","1997","measured","modeled","modeled"
"423","RC99 S3","M0019",46,48,"0.47",0.239,0.57423,NA,0.287115,"6.8620484999999995E-2","N","1997","measured","modeled","modeled"
"424","RC99 S3","M0019",48,50,"0.49",0.273,0.55709,NA,0.278545,"7.6042785000000016E-2","N","1997","measured","modeled","modeled"
"425","RC99 S3","M0019",50,52,"0.51",0.238,0.5826,NA,0.2913,"6.9329399999999999E-2","N","1997","measured","modeled","modeled"
"426","RC99 S3","M0019",52,54,"0.53",0.25,0.5826,NA,0.2913,"7.2825000000000001E-2","N","1997","measured","modeled","modeled"
"427","RC99 S3","M0019",54,56,"0.55000000000000004",0.247,0.59032,NA,0.29516,"7.290452E-2","N","1997","measured","modeled","modeled"
"428","RC99 S3","M0019",56,58,"0.57000000000000006",0.222,0.55121,NA,0.275605,"6.1184309999999999E-2","N","1997","measured","modeled","modeled"
"429","RC99 S3","M0019",58,60,"0.59",0.181,0.56892,NA,0.28446,"5.148726E-2","N","1997","measured","modeled","modeled"
"430","RC99 S4","M0020",0,2,"0.01",0.125,0.36458,0.0155,0.18229,"2.2786249999999997E-2","N","1997","measured","modeled","modeled"
"431","RC99 S4","M0020",2,4,"0.03",0.153,0.34901,0.0155,0.174505,"2.6699265000000003E-2","N","1997","measured","modeled","modeled"
"432","RC99 S4","M0020",4,6,"0.05",0.156,0.36386,0.0155,0.18193,"2.8381080000000003E-2","N","1997","measured","modeled","modeled"
"433","RC99 S4","M0020",6,8,"7.0000000000000007E-2",0.143,0.39067,0.0155,0.195335,"2.7932904999999997E-2","N","1997","measured","modeled","modeled"
"434","RC99 S4","M0020",8,10,"0.09",0.143,0.39644,0.0155,0.19822,"2.8345459999999996E-2","N","1997","measured","modeled","modeled"
"435","RC99 S4","M0020",10,12,"0.11",0.159,0.38682,0.0155,0.19341,"3.0752189999999999E-2","N","1997","measured","modeled","modeled"
"436","RC99 S4","M0020",12,14,"0.13",0.182,0.3832,0.0155,0.1916,"3.4871199999999998E-2","N","1997","measured","modeled","modeled"
"437","RC99 S4","M0020",14,16,"0.15000000000000002",0.182,0.38433,0.0155,0.192165,"3.4974029999999996E-2","N","1997","measured","modeled","modeled"
"438","RC99 S4","M0020",16,18,"0.16999999999999998",0.182,0.38946,0.0155,0.19473,"3.5440859999999998E-2","N","1997","measured","modeled","modeled"
"439","RC99 S4","M0020",18,20,"0.19",0.211,0.38682,0.0155,0.19341,"4.080951E-2","N","1997","measured","modeled","modeled"
"440","RC99 S4","M0020",20,22,"0.21000000000000002",0.202,0.38995,0.0155,0.194975,"3.9384950000000002E-2","N","1997","measured","modeled","modeled"
"441","RC99 S4","M0020",22,24,"0.22999999999999998",0.188,0.39798,0.0155,0.19899,"3.7410119999999998E-2","N","1997","measured","modeled","modeled"
"442","RC99 S4","M0020",24,26,"0.25",0.216,0.39998,0.0155,0.19999,"4.3197840000000001E-2","N","1997","measured","modeled","modeled"
"443","RC99 S4","M0020",26,28,"0.27",0.182,0.40568,0.0155,0.20284,"3.6916879999999999E-2","N","1997","measured","modeled","modeled"
"444","RC99 S4","M0020",28,30,"0.29000000000000004",0.201,0.41354,0.0155,0.20677,"4.1560770000000004E-2","N","1997","measured","modeled","modeled"
"445","RC99 S4","M0020",30,32,"0.31",0.214,0.40769,0.0155,0.203845,"4.3622830000000001E-2","N","1997","measured","modeled","modeled"
"446","RC99 S4","M0020",32,34,"0.33",0.2,0.39613,0.0155,0.198065,"3.9613000000000002E-2","N","1997","measured","modeled","modeled"
"447","RC99 S4","M0020",34,36,"0.35",0.214,0.38939,0.0155,0.194695,"4.1664730000000004E-2","N","1997","measured","modeled","modeled"
"448","RC99 S4","M0020",36,38,"0.37",0.224,0.39195,0.0155,0.195975,"4.3898400000000004E-2","N","1997","measured","modeled","modeled"
"449","RC99 S4","M0020",38,40,"0.39",0.217,0.41804,0.0155,0.20902,"4.5357340000000003E-2","N","1997","measured","modeled","modeled"
"450","RC99 S4","M0020",40,42,"0.41000000000000003",0.218,0.393,NA,0.1965,"4.2836999999999993E-2","N","1997","measured","modeled","modeled"
"451","RC99 S4","M0020",42,44,"0.43",0.204,0.37022,NA,0.18511,"3.7762439999999994E-2","N","1997","measured","modeled","modeled"
"452","RC99 S4","M0020",44,46,"0.45",0.195,0.35062,NA,0.17531,"3.4185449999999999E-2","N","1997","measured","modeled","modeled"
"453","RC99 S4","M0020",46,48,"0.47",0.197,0.32325,NA,0.161625,"3.1840125000000004E-2","N","1997","measured","modeled","modeled"
"454","RC99 S4","M0020",48,50,"0.49",0.212,0.33272,NA,0.16636,"3.5268319999999992E-2","N","1997","measured","modeled","modeled"
"455","RC99 S4","M0020",50,52,"0.51",0.184,0.33521,NA,0.167605,"3.083932E-2","N","1997","measured","modeled","modeled"
"456","RC99 S4","M0020",52,54,"0.53",0.217,0.34228,NA,0.17114,"3.7137380000000005E-2","N","1997","measured","modeled","modeled"
"457","RC99 S4","M0020",54,56,"0.55000000000000004",0.238,0.34821,NA,0.174105,"4.1436989999999993E-2","N","1997","measured","modeled","modeled"
"458","RC99 S4","M0020",56,58,"0.57000000000000006",0.204,0.3141,NA,0.15705,"3.2038199999999996E-2","N","1997","measured","modeled","modeled"
"459","RC99 S4","M0020",58,60,"0.59",0.122,0.31281,NA,0.156405,"1.9081409999999997E-2","N","1997","measured","modeled","modeled"
"460","JCC97 Black mangroves","M0972",0,0.7,"3.5000000000000001E-3",0.104,0.66853,NA,0.334265,"3.4763559999999999E-2","N/A",NA,"measured","modeled","modeled"
"461","JCC97 Black mangroves","M0972",0.7,2.8,"1.7500000000000002E-2",0.123,0.73149,NA,0.365745,"4.4986634999999997E-2","N/A",NA,"measured","modeled","modeled"
"462","JCC97 Black mangroves","M0972",2.8,4.8,"3.7999999999999999E-2",0.173,0.71028,NA,0.35514,"6.1439219999999996E-2","N/A",NA,"measured","modeled","modeled"
"463","JCC97 Black mangroves","M0972",6.8,8.7,"7.7499999999999999E-2",0.153,0.60784,NA,0.30392,"4.6499759999999994E-2","N/A",NA,"measured","modeled","modeled"
"464","JCC97 Black mangroves","M0972",10.8,12.8,"0.11799999999999999",0.142,0.62242,NA,0.31121,"4.4191819999999993E-2","N/A",NA,"measured","modeled","modeled"
"465","JCC97 Black mangroves","M0972",14.7,16.7,"0.157",0.198,0.68339,NA,0.341695,"6.7655609999999991E-2","N/A",NA,"measured","modeled","modeled"
"466","JCC97 Black mangroves","M0972",18.7,20.8,"0.19750000000000001",0.177,0.59612,NA,0.29806,"5.2756619999999997E-2","N/A",NA,"measured","modeled","modeled"
"467","JCC97 Black mangroves","M0972",22.9,24.7,"0.23799999999999999",0.185,0.64228,NA,0.32114,"5.9410899999999996E-2","N/A",NA,"measured","modeled","modeled"
"468","JCC97 Black mangroves","M0972",26.8,28.5,"0.27649999999999997",0.216,0.6138,NA,0.3069,"6.6290399999999999E-2","N/A",NA,"measured","modeled","modeled"
"469","DRC97 Fringe","M1302",0,0.78,"3.8999999999999998E-3",0.51,0.12,NA,0.06,"3.0599999999999999E-2","N/A",NA,"measured","modeled","modeled"
"470","DRC97 Basin","M1303",0,1.475,"7.3749999999999996E-3",0.19,0.6,NA,0.3,"5.6999999999999995E-2","N/A",NA,"measured","modeled","modeled"
"471","DRC97 Exposed island","M1304",0,1.3,"6.4999999999999997E-3",0.23,0.39,NA,0.195,"4.4850000000000001E-2","N/A",NA,"measured","modeled","modeled"
"472","DRC97 Sheltered island","M1305",0,0.92,"4.5999999999999999E-3",0.21,0.4,NA,0.2,"4.2000000000000003E-2","N/A",NA,"measured","modeled","modeled"
"473","RC99 S1","M0018",10,12,"0.11",0.153697084656851,0.6693,0.007,0.33465,"5.1434729380415281E-2","N","1997","modeled","modeled","modeled"
"474","RC99 S1","M0018",12,14,"0.13",0.13745858641672,0.74501,0.007,0.372505,"5.1204010733160159E-2","N","1997","modeled","modeled","modeled"
"475","RC99 S1","M0018",14,16,"0.15000000000000002",0.13534045681859,0.75678,0.007,0.37839,"5.1211475455586179E-2","N","1997","modeled","modeled","modeled"
"476","RC99 S1","M0018",16,18,"0.16999999999999998",0.122645044913406,0.8417,0.007,0.42085,"5.1615167151806848E-2","N","1997","modeled","modeled","modeled"
"477","RC99 S1","M0018",18,20,"0.19",0.138941923547432,0.73708,0.007,0.36854,"5.1205656504170693E-2","N","1997","modeled","modeled","modeled"
"478","RC99 S1","M0018",20,22,"0.21000000000000002",0.14017518799482,0.73067,0.007,0.365335,"5.1210902306087713E-2","N","1997","modeled","modeled","modeled"
"479","RC99 S1","M0018",22,24,"0.22999999999999998",0.15036856575788,0.68309,0.007,0.341545,"5.1357631791775174E-2","N","1997","modeled","modeled","modeled"
"480","RC99 S1","M0018",24,26,"0.25",0.148205408826334,0.69247,0.007,0.346235,"5.1313899724985776E-2","N","1997","modeled","modeled","modeled"
"481","RC99 S1","M0018",26,28,"0.27",0.147342600859355,0.69631,0.007,0.348155,"5.1298063202188812E-2","N","1997","modeled","modeled","modeled"
"482","RC99 S1","M0018",28,30,"0.29000000000000004",0.150859140266229,0.68101,0.007,0.340505,"5.1368291556352377E-2","N","1997","modeled","modeled","modeled"
"483","RC99 S1","M0018",30,32,"0.31",0.146052941852014,0.70216,0.007,0.35108,"5.1276266825405224E-2","N","1997","modeled","modeled","modeled"
"484","RC99 S1","M0018",32,34,"0.33",0.145258878717806,0.70583,0.007,0.352915,"5.1264037182694344E-2","N","1997","modeled","modeled","modeled"
"485","RC99 S1","M0018",34,36,"0.35",0.139586427332576,0.73371,0.007,0.366855,"5.1207978799092037E-2","N","1997","modeled","modeled","modeled"
"486","RC99 S1","M0018",36,38,"0.37",0.141441912647297,0.72425,0.007,0.362125,"5.1219652617402404E-2","N","1997","modeled","modeled","modeled"
"487","RC99 S1","M0018",38,40,"0.39",0.13688935247617,0.74812,0.007,0.37406,"5.1204831187235997E-2","N","1997","modeled","modeled","modeled"
"488","RC99 S1","M0018",40,42,"0.41000000000000003",0.142054996256141,0.7212,NA,0.3606,"5.1225031649964337E-2","N","1997","modeled","modeled","modeled"
"489","RC99 S1","M0018",42,44,"0.43",0.147794850409564,0.69429,NA,0.347145,"5.1306243345428063E-2","N","1997","modeled","modeled","modeled"
"490","RC99 S1","M0018",44,46,"0.45",0.140759195951853,0.72769,NA,0.363845,"5.1214529651101813E-2","N","1997","modeled","modeled","modeled"
"491","RC99 S1","M0018",46,48,"0.47",0.137713409653866,0.74363,NA,0.371815,"5.1203911410452142E-2","N","1997","modeled","modeled","modeled"
"492","RC99 S6","M0021",0,2,"0.01",0.513946521274612,0.18496,0.0233,0.09248,"4.7529774287476151E-2","N","1997","modeled","modeled","modeled"
"493","RC99 S6","M0021",2,4,"0.03",0.510860935630556,0.18682,0.0233,0.09341,"4.7719519997250243E-2","N","1997","modeled","modeled","modeled"
"494","RC99 S6","M0021",4,6,"0.05",0.505425929798619,0.19013,0.0233,0.095065,"4.8048316016305763E-2","N","1997","modeled","modeled","modeled"
"495","RC99 S6","M0021",6,8,"7.0000000000000007E-2",0.477677237328431,0.20774,0.0233,0.10387,"4.9616334641304105E-2","N","1997","modeled","modeled","modeled"
"496","RC99 S6","M0021",8,10,"0.09",0.460278893164265,0.21944,0.0233,0.10972,"5.0501800157983133E-2","N","1997","modeled","modeled","modeled"
"497","RC99 S6","M0021",10,12,"0.11",0.463211079940559,0.21743,0.0233,0.108715,"5.035799255573787E-2","N","1997","modeled","modeled","modeled"
"498","RC99 S6","M0021",12,14,"0.13",0.468818343406094,0.21363,0.0233,0.106815,"5.0076831350921891E-2","N","1997","modeled","modeled","modeled"
"499","RC99 S6","M0021",14,16,"0.15000000000000002",0.482392303491573,0.20466,0.0233,0.10233,"4.9363204416292682E-2","N","1997","modeled","modeled","modeled"
"500","RC99 S6","M0021",16,18,"0.16999999999999998",0.500835287520506,0.19296,0.0233,0.09648,"4.8320588539978393E-2","N","1997","modeled","modeled","modeled"
"501","RC99 S6","M0021",18,20,"0.19",0.486510774050457,0.202,0.0233,0.101,"4.9137588179096178E-2","N","1997","modeled","modeled","modeled"
"502","RC99 S6","M0021",20,22,"0.21000000000000002",0.497222007033285,0.19521,0.0233,0.097605,"4.8531353996483735E-2","N","1997","modeled","modeled","modeled"
"503","RC99 S6","M0021",22,24,"0.22999999999999998",0.494386197754676,0.19699,0.0233,0.098495,"4.8694568547846866E-2","N","1997","modeled","modeled","modeled"
"504","RC99 S6","M0021",24,26,"0.25",0.503343222344334,0.19141,0.0233,0.095705,"4.8172463094464504E-2","N","1997","modeled","modeled","modeled"
"505","RC99 S6","M0021",26,28,"0.27",0.519106403952395,0.18188,0.0233,0.09094,"4.720753637543082E-2","N","1997","modeled","modeled","modeled"
"506","RC99 S6","M0021",28,30,"0.29000000000000004",0.541615306730487,0.16887,0.0233,0.084435,"4.57312884237887E-2","N","1997","modeled","modeled","modeled"
"507","RC99 S6","M0021",30,32,"0.31",0.556915381951313,0.1604,0.0233,0.0802,"4.4664613632495284E-2","N","1997","modeled","modeled","modeled"
"508","RC99 S6","M0021",32,34,"0.33",0.567738819850859,0.15458,0.0233,0.07729,"4.3880533386272895E-2","N","1997","modeled","modeled","modeled"
"509","RC99 S6","M0021",34,36,"0.35",0.56666731771185,0.15515,0.0233,0.077575,"4.3959217171496749E-2","N","1997","modeled","modeled","modeled"
"510","RC99 S6","M0021",36,38,"0.37",0.563803597470751,0.15668,0.0233,0.07834,"4.416837382585867E-2","N","1997","modeled","modeled","modeled"
"511","RC99 S6","M0021",38,40,"0.39",0.568812847862677,0.15401,0.0233,0.077005,"4.3801433349665415E-2","N","1997","modeled","modeled","modeled"
"512","RC99 S6","M0021",40,42,"0.41000000000000003",0.562890262338299,0.15717,NA,0.078585,"4.4234731265855191E-2","N","1997","modeled","modeled","modeled"
"513","RC99 S6","M0021",42,44,"0.43",0.572487370088436,0.15207,NA,0.076035,"4.3529077184674192E-2","N","1997","modeled","modeled","modeled"
"514","RC99 S6","M0021",44,46,"0.45",0.57836318369217,0.149,NA,0.0745,"4.3088057185066635E-2","N","1997","modeled","modeled","modeled"
"515","RC99 S6","M0021",46,48,"0.47",0.571252920131398,0.15272,NA,0.07636,"4.3620872981233544E-2","N","1997","modeled","modeled","modeled"
"516","RC99 S6","M0021",48,50,"0.49",0.566066876178979,0.15547,NA,0.077735,"4.4003208619772964E-2","N","1997","modeled","modeled","modeled"
"517","RC99 S6","M0021",50,52,"0.51",0.556327726292613,0.16072,NA,0.08036,"4.4706496084874398E-2","N","1997","modeled","modeled","modeled"
"518","RC99 S6","M0021",52,54,"0.53",0.552799622891689,0.16265,NA,0.081325,"4.495642933166661E-2","N","1997","modeled","modeled","modeled"
"519","RC99 S6","M0021",54,56,"0.55000000000000004",0.559754237333515,0.15886,NA,0.07943,"4.4461279071401079E-2","N","1997","modeled","modeled","modeled"
"520","RC99 S6","M0021",56,58,"0.57000000000000006",0.57665200513581,0.14989,NA,0.074945,"4.3217184524903307E-2","N","1997","modeled","modeled","modeled"
"521","RC99 S6","M0021",58,60,"0.59",0.559329116654629,0.15909,NA,0.079545,"4.4491834584292442E-2","N","1997","modeled","modeled","modeled"
"522","DAM16 SC Basin","M0340",30,32,"0.31",1.6191,NA,NA,0,"0","N","2013","modeled","modeled","modeled"
