"","study_id","site_id","core_id","species_code"
"777","Cifuentes_Unpublished","Gulf of Chiriquí","M0789","Rhizophora mangle"
"778","Cifuentes_Unpublished","Bahía de Jiquilisco","M0790","Rhizophora mangle"
"779","Cifuentes_Unpublished","Bahía de Jiquilisco","M0791","Rhizophora mangle"
"780","Cifuentes_Unpublished","Bahía de Jiquilisco","M0792","Rhizophora racemosa"
"781","Cifuentes_Unpublished","Bahía de Jiquilisco","M0793","Rhizophora racemosa"
"782","Cifuentes_Unpublished","Bahía de Jiquilisco","M0794","Rhizophora racemosa"
"783","Cifuentes_Unpublished","Bahía de Jiquilisco","M0795","Rhizophora mangle"
"784","Cifuentes_Unpublished","Bahía de Jiquilisco","M0796","Rhizophora mangle"
"785","Cifuentes_Unpublished","Bahía de Jiquilisco","M0797","Rhizophora mangle"
"786","Cifuentes_Unpublished","Bahía de Jiquilisco","M0798","Rhizophora mangle"
"787","Cifuentes_Unpublished","Bahía de Jiquilisco","M0799","Rhizophora mangle"
"788","Cifuentes_Unpublished","Bahía de Jiquilisco","M0800","Rhizophora mangle"
"789","Cifuentes_Unpublished","Bahía de Jiquilisco","M0801","Rhizophora mangle"
"790","Cifuentes_Unpublished","Bahía de Jiquilisco","M0802","Rhizophora mangle"
"791","Cifuentes_Unpublished","Bahía de Jiquilisco","M0803","Rhizophora mangle"
"792","Cifuentes_Unpublished","Bahía de Jiquilisco","M0804","Rhizophora mangle"
"793","Cifuentes_Unpublished","Estero de Jaltepeque","M0805","Avicennia germinans"
"794","Cifuentes_Unpublished","Estero de Jaltepeque","M0806","Avicennia germinans"
"795","Cifuentes_Unpublished","Estero de Jaltepeque","M0807","Rhizophora racemosa"
"796","Cifuentes_Unpublished","Estero de Jaltepeque","M0808","Rhizophora racemosa"
"797","Cifuentes_Unpublished","Estero de Jaltepeque","M0809","Avicennia germinans"
"798","Cifuentes_Unpublished","Estero de Jaltepeque","M0810","Laguncularia racemosa"
"799","Cifuentes_Unpublished","Estero de Jaltepeque","M0811","Laguncularia racemosa"
"800","Cifuentes_Unpublished","Estero de Jaltepeque","M0812","Laguncularia racemosa"
"801","Cifuentes_Unpublished","Estero de Jaltepeque","M0813","Laguncularia racemosa"
"802","Cifuentes_Unpublished","Estero de Jaltepeque","M0814","Rhizophora mangle"
"803","Cifuentes_Unpublished","Estero de Jaltepeque","M0815","Rhizophora mangle"
"804","Cifuentes_Unpublished","Estero de Jaltepeque","M0816","Laguncularia racemosa"
"805","Cifuentes_Unpublished","Estero de Jaltepeque","M0817","Laguncularia racemosa"
"806","Loi_and_Ni_2015","Ong Trang sand bar, Ngoc Hien district, Ca Mau province","M0958","Avicennia alba"
"807","Loi_and_Ni_2015","Ong Trang sand bar, Ngoc Hien district, Ca Mau province","M0959","Rhizophora apiculata"
"808","Loi_and_Ni_2015","Ong Trang sand bar, Ngoc Hien district, Ca Mau province","M0960","Bruguiera parviflora"
"809","Brunskill_et_al_2004","Iriana Jaya, West Papua","M0961","Bruguiera"
"810","Brunskill_et_al_2004","Iriana Jaya, West Papua","M0962","Rhizophora"
"811","Brunskill_et_al_2004","Iriana Jaya, West Papua","M0963","Bruguiera"
"812","Brunskill_et_al_2004","Iriana Jaya, West Papua","M0964","Bruguiera, Avicennia"
"813","Kao_et_al_2002","Tamsui River","M0965","Kandelia candel"
"814","Kao_et_al_2002","Tamsui River","M0966","Kandelia candel"
"815","Yando_et_al_2016","Port Aransas, Texas","M0967","Avicennia germinans"
"816","Yando_et_al_2016","Port Fourchon, Louisiana","M0968","Avicennia germinans"
"817","Yando_et_al_2016","Cedar Key, Florida","M0969","Avicennia germinans"
"818","Keuskamp_et_al_2013","Thuwal, Jeddah","M0970","Avicennia marina"
"819","Keuskamp_et_al_2013","Farazan Islands","M0971","Rhizophora mucronata"
"820","Callaway_et_al_1997","North Key Largo, Florida","M0972","Avicennia germinans"
"821","Chmura_et_al_2003","Rookery Bay, Florida","M0973",NA
"822","Chmura_et_al_2003","Rookery Bay, Florida","M0974",NA
"823","Chmura_et_al_2003","Kosrae","M0975",NA
"824","Chmura_et_al_2003","Kosrae","M0976",NA
"825","Chmura_et_al_2003","Kosrae","M0977",NA
"826","Jones_et_al_2016","Ambaro-Ambanja","M0978","Rhizophora mucronata"
"827","Jones_et_al_2016","Ambaro-Ambanja","M0979","Rhizophora mucronata"
"828","Jones_et_al_2016","Ambaro-Ambanja","M0980","Ceriops tagal"
"829","Jones_et_al_2016","Ambaro-Ambanja","M0981","Ceriops tagal"
"830","Jones_et_al_2016","Ambaro-Ambanja","M0982","Ceriops tagal"
"831","Jones_et_al_2016","Ambaro-Ambanja","M0983","Ceriops tagal"
"832","Jones_et_al_2016","Ambaro-Ambanja","M0984","Mixed"
"833","Jones_et_al_2016","Ambaro-Ambanja","M0985","Rhizophora mucronata"
"834","Jones_et_al_2016","Ambaro-Ambanja","M0986","Rhizophora mucronata"
"835","Jones_et_al_2016","Ambaro-Ambanja","M0987","Rhizophora mucronata"
"836","Jones_et_al_2016","Ambaro-Ambanja","M0988","Avicennia marina"
"837","Jones_et_al_2016","Ambaro-Ambanja","M0989","Avicennia marina"
"838","Jones_et_al_2016","Ambaro-Ambanja","M0990","Avicennia marina"
"839","Jones_et_al_2016","Ambaro-Ambanja","M0991","Ceriops tagal"
"840","Jones_et_al_2016","Ambaro-Ambanja","M0992","Ceriops tagal"
"841","Jones_et_al_2016","Ambaro-Ambanja","M0993","Ceriops tagal"
"842","Jones_et_al_2016","Ambaro-Ambanja","M0994","Sonneratia alba"
"843","Jones_et_al_2016","Ambaro-Ambanja","M0995","Rhizophora mucronata"
"844","Jones_et_al_2016","Ambaro-Ambanja","M0996","Ceriops tagal"
"845","Jones_et_al_2016","Ambaro-Ambanja","M0997","Mixed"
"846","Jones_et_al_2016","Ambaro-Ambanja","M0998","Rhizophora mucronata"
"847","Jones_et_al_2016","Ambaro-Ambanja","M0999","Rhizophora mucronata"
"848","Jones_et_al_2016","Ambaro-Ambanja","M1000","Ceriops tagal"
"849","Jones_et_al_2016","Ambaro-Ambanja","M1001","Mixed"
"850","Jones_et_al_2016","Ambaro-Ambanja","M1002","Rhizophora mucronata"
"851","Jones_et_al_2016","Ambaro-Ambanja","M1003","Rhizophora mucronata"
"852","Jones_et_al_2016","Ambaro-Ambanja","M1004","Ceriops tagal"
"853","Jones_et_al_2016","Ambaro-Ambanja","M1005","Ceriops tagal"
"854","Jones_et_al_2016","Ambaro-Ambanja","M1006","Ceriops tagal"
"855","Jones_et_al_2016","Ambaro-Ambanja","M1007","Rhizophora mucronata"
"856","Jones_et_al_2016","Ambaro-Ambanja","M1008","Rhizophora mucronata"
"857","Jones_et_al_2016","Ambaro-Ambanja","M1009","Ceriops tagal"
"858","Jones_et_al_2016","Ambaro-Ambanja","M1010","Mixed"
"859","Jones_et_al_2016","Ambaro-Ambanja","M1011","Ceriops tagal"
"860","Jones_et_al_2016","Ambaro-Ambanja","M1012","Ceriops tagal"
"861","Jones_et_al_2016","Ambaro-Ambanja","M1013","Rhizophora mucronata"
"862","Jones_et_al_2016","Ambaro-Ambanja","M1014","Rhizophora mucronata"
"863","Jones_et_al_2016","Ambaro-Ambanja","M1015","Rhizophora mucronata"
"864","Jones_et_al_2016","Ambaro-Ambanja","M1016","Ceriops tagal"
"865","Jones_et_al_2016","Ambaro-Ambanja","M1017","Rhizophora mucronata"
"866","Jones_et_al_2016","Ambaro-Ambanja","M1018","Rhizophora mucronata"
"867","Jones_et_al_2016","Ambaro-Ambanja","M1019","Rhizophora mucronata"
"868","Jones_et_al_2016","Ambaro-Ambanja","M1020","Mixed"
"869","Jones_et_al_2016","Ambaro-Ambanja","M1021","Avicennia marina"
"870","Jones_et_al_2016","Ambaro-Ambanja","M1022","Avicennia marina"
"871","Jones_et_al_2016","Ambaro-Ambanja","M1023","Avicennia marina"
"872","Jones_et_al_2016","Ambaro-Ambanja","M1024","Avicennia marina"
"873","Blue_Ventures_Unpublished","Mahajamba","M1025","Avicennia marina"
"874","Blue_Ventures_Unpublished","Mahajamba","M1026","Avicennia marina"
"875","Blue_Ventures_Unpublished","Mahajamba","M1027","Avicennia marina"
"876","Blue_Ventures_Unpublished","Mahajamba","M1028","Avicennia marina"
"877","Blue_Ventures_Unpublished","Mahajamba","M1029","Avicennia marina"
"878","Blue_Ventures_Unpublished","Mahajamba","M1030","Avicennia marina"
"879","Blue_Ventures_Unpublished","Mahajamba","M1031","Avicennia marina"
"880","Blue_Ventures_Unpublished","Mahajamba","M1032","Avicennia marina"
"881","Blue_Ventures_Unpublished","Mahajamba","M1033","Avicennia marina"
"882","Blue_Ventures_Unpublished","Mahajamba","M1034","Mixed"
"883","Blue_Ventures_Unpublished","Mahajamba","M1035","Mixed"
"884","Blue_Ventures_Unpublished","Mahajamba","M1036","Avicennia marina"
"885","Blue_Ventures_Unpublished","Mahajamba","M1037","Avicennia marina"
"886","Blue_Ventures_Unpublished","Mahajamba","M1038","Avicennia marina"
"887","Blue_Ventures_Unpublished","Mahajamba","M1039","Avicennia marina"
"888","Blue_Ventures_Unpublished","Mahajamba","M1040","Avicennia marina"
"889","Blue_Ventures_Unpublished","Mahajamba","M1041","Avicennia marina"
"890","Blue_Ventures_Unpublished","Mahajamba","M1042","Avicennia marina"
"891","Blue_Ventures_Unpublished","Mahajamba","M1043","Avicennia marina"
"892","Blue_Ventures_Unpublished","Mahajamba","M1044","Avicennia marina"
"893","Blue_Ventures_Unpublished","Mahajamba","M1045","Avicennia marina"
"894","Blue_Ventures_Unpublished","Mahajamba","M1046","Avicennia marina"
"895","Blue_Ventures_Unpublished","Mahajamba","M1047","Sonneratia alba"
"896","Blue_Ventures_Unpublished","Mahajamba","M1048","Avicennia marina"
"897","Blue_Ventures_Unpublished","Mahajamba","M1049","Avicennia marina"
"898","Blue_Ventures_Unpublished","Mahajamba","M1050","Avicennia marina"
"899","Blue_Ventures_Unpublished","Mahajamba","M1051","Ceriops tagal"
"900","Blue_Ventures_Unpublished","Mahajamba","M1052","Rhizophora mucronata"
"901","Blue_Ventures_Unpublished","Mahajamba","M1053","Rhizophora mucronata"
"902","Blue_Ventures_Unpublished","Mahajamba","M1054","Mixed"
"903","Blue_Ventures_Unpublished","Mahajamba","M1055","Mixed"
"904","Blue_Ventures_Unpublished","Mahajamba","M1056","Mixed"
"905","Blue_Ventures_Unpublished","Mahajamba","M1057","Xylocarpus granatum"
"906","Blue_Ventures_Unpublished","Mahajamba","M1058","Mixed"
"907","Blue_Ventures_Unpublished","Mahajamba","M1059","Rhizophora mucronata"
"908","Blue_Ventures_Unpublished","Mahajamba","M1060","Mixed"
"909","Blue_Ventures_Unpublished","Mahajamba","M1061","Avicennia marina"
"910","Blue_Ventures_Unpublished","Mahajamba","M1062","Avicennia marina"
"911","Blue_Ventures_Unpublished","Mahajamba","M1063","Avicennia marina"
"912","Blue_Ventures_Unpublished","Mahajamba","M1064","Avicennia marina"
"913","Blue_Ventures_Unpublished","Mahajamba","M1065","Avicennia marina"
"914","Blue_Ventures_Unpublished","Mahajamba","M1066","Avicennia marina"
"915","Blue_Ventures_Unpublished","Mahajamba","M1067","Mixed"
"916","Blue_Ventures_Unpublished","Mahajamba","M1068","Avicennia marina"
"917","Blue_Ventures_Unpublished","Mahajamba","M1069","Mixed"
"918","Blue_Ventures_Unpublished","Mahajamba","M1070","Rhizophora mucronata"
"919","Blue_Ventures_Unpublished","Mahajamba","M1071","Rhizophora mucronata"
"920","Blue_Ventures_Unpublished","Mahajamba","M1072","Rhizophora mucronata"
"921","Blue_Ventures_Unpublished","Mahajamba","M1073","Rhizophora mucronata"
"922","Blue_Ventures_Unpublished","Mahajamba","M1074","Ceriops tagal"
"923","C._Sanders_Unpublished","Evans Head, NSW","M1075","Avicennia marina"
"924","C._Sanders_Unpublished","Ballina, NSW","M1076","Avicennia marina"
"925","C._Sanders_Unpublished","Wallis Lake, NSW","M1077","Avicennia marina"
"926","C._Sanders_Unpublished","Botany Bay, NSW","M1078","Avicennia marina"
"927","C._Sanders_Unpublished","Botany Bay, NSW","M1079","Avicennia marina"
"928","C._Sanders_Unpublished","Botany Bay, NSW","M1080","Avicennia marina"
"929","Sanders_et_al_2016_JGR_Biogeoscience","Darwin","M1081","Avicennia marina, Aegiceras corniculatum, Rhizophora stylosa, Ceriops australis"
"930","Sanders_et_al_2016_JGR_Biogeoscience","Darwin","M1082","Avicennia marina, Aegiceras corniculatum, Rhizophora stylosa, Ceriops australis"
"931","Sanders_et_al_2016_JGR_Biogeoscience","Darwin","M1083","Avicennia marina, Aegiceras corniculatum, Rhizophora stylosa, Ceriops australis"
"932","Sanders_et_al_2016_JGR_Biogeoscience","Darwin","M1084","Avicennia marina, Aegiceras corniculatum, Rhizophora stylosa, Ceriops australis"
"933","Sanders_et_al_2016_JGR_Biogeoscience","Darwin","M1085","Avicennia marina, Aegiceras corniculatum, Rhizophora stylosa, Ceriops australis"
"934","Sanders_et_al_2016_JGR_Biogeoscience","Darwin","M1086","Avicennia marina, Aegiceras corniculatum, Rhizophora stylosa, Ceriops australis"
"935","Sanders_et_al_2016_JGR_Biogeoscience","Hinchinbrook Island, QLD","M1087","Rhizophora stylosa"
"936","Sanders_et_al_2016_JGR_Biogeoscience","Hinchinbrook Island, QLD","M1088","Rhizophora stylosa"
"937","Sanders_et_al_2016_JGR_Biogeoscience","Hinchinbrook Island, QLD","M1089","Rhizophora stylosa"
"938","Sanders_et_al_2016_JGR_Biogeoscience","Hinchinbrook Island, QLD","M1090","Rhizophora stylosa"
"939","Sanders_et_al_2016_JGR_Biogeoscience","Hinchinbrook Island, QLD","M1091","Rhizophora stylosa"
"940","Sanders_et_al_2016_JGR_Biogeoscience","Hinchinbrook Island, QLD","M1092","Rhizophora stylosa"
"941","Sanders_et_al_2016_JGR_Biogeoscience","Seventeen Seventy, QLD","M1093","Rhizophora stylosa"
"942","Sanders_et_al_2016_JGR_Biogeoscience","Seventeen Seventy, QLD","M1094","Rhizophora stylosa"
"943","Sanders_et_al_2016_JGR_Biogeoscience","Seventeen Seventy, QLD","M1095","Rhizophora stylosa"
"944","Sanders_et_al_2016_JGR_Biogeoscience","Seventeen Seventy, QLD","M1096","Rhizophora stylosa"
"945","Sanders_et_al_2016_JGR_Biogeoscience","Seventeen Seventy, QLD","M1097","Rhizophora stylosa"
"946","Sanders_et_al_2016_JGR_Biogeoscience","Seventeen Seventy, QLD","M1098","Rhizophora stylosa"
"947","Sanders_et_al_2016_JGR_Biogeoscience","Barwon Heads, Victoria","M1099","Avicennia marina"
"948","Sanders_et_al_2016_JGR_Biogeoscience","Barwon Heads, Victoria","M1100","Avicennia marina"
"949","Sanders_et_al_2016_JGR_Biogeoscience","Barwon Heads, Victoria","M1101","Avicennia marina"
"950","Sanders_et_al_2016_JGR_Biogeoscience","Barwon Heads, Victoria","M1102","Avicennia marina"
"951","Sanders_et_al_2016_JGR_Biogeoscience","New Castle, NSW","M1103","Avicennia marina"
"952","Sanders_et_al_2016_JGR_Biogeoscience","New Castle, NSW","M1104","Avicennia marina"
"953","Sanders_et_al_2016_JGR_Biogeoscience","New Castle, NSW","M1105","Avicennia marina"
"954","Sanders_et_al_2016_JGR_Biogeoscience","New Castle, NSW","M1106","Avicennia marina"
"955","Sanders_et_al_2016_JGR_Biogeoscience","New Castle, NSW","M1107","Avicennia marina"
"956","Sanders_et_al_2016_JGR_Biogeoscience","New Castle, NSW","M1108","Avicennia marina"
"957","C._Sanders_Unpublished","Moreton Bay, QLD","M1109","Avicennia marina, Aegiceras corniculatum, Bruguiera gymnorrhiza, Rhizophora stylosa"
"958","C._Sanders_Unpublished","Moreton Bay, QLD","M1110","Avicennia marina, Aegiceras corniculatum, Bruguiera gymnorrhiza, Rhizophora stylosa"
"959","C._Sanders_Unpublished","Moreton Bay, QLD","M1111","Avicennia marina, Aegiceras corniculatum, Bruguiera gymnorrhiza, Rhizophora stylosa"
"960","C._Sanders_Unpublished","Moreton Bay, QLD","M1112","Avicennia marina, Aegiceras corniculatum, Bruguiera gymnorrhiza, Rhizophora stylosa"
"961","C._Sanders_Unpublished","Moreton Bay, QLD","M1113","Avicennia marina, Aegiceras corniculatum, Bruguiera gymnorrhiza, Rhizophora stylosa"
"962","C._Sanders_Unpublished","Moreton Bay, QLD","M1114","Avicennia marina, Aegiceras corniculatum, Bruguiera gymnorrhiza, Rhizophora stylosa"
"963","C._Sanders_Unpublished","Moreton Bay, QLD","M1115","Avicennia marina, Aegiceras corniculatum, Bruguiera gymnorrhiza, Rhizophora stylosa"
"964","C._Sanders_Unpublished","Moreton Bay, QLD","M1116","Avicennia marina, Aegiceras corniculatum, Bruguiera gymnorrhiza, Rhizophora stylosa"
"965","C._Sanders_Unpublished","Moreton Bay, QLD","M1117","Avicennia marina, Aegiceras corniculatum, Bruguiera gymnorrhiza, Rhizophora stylosa"
"966","C._Sanders_Unpublished","Moreton Bay, QLD","M1118","Avicennia marina, Aegiceras corniculatum, Bruguiera gymnorrhiza, Rhizophora stylosa"
"967","C._Sanders_Unpublished","Moreton Bay, QLD","M1119","Avicennia marina, Aegiceras corniculatum, Bruguiera gymnorrhiza, Rhizophora stylosa"
"968","C._Sanders_Unpublished","Moreton Bay, QLD","M1120","Avicennia marina, Aegiceras corniculatum, Bruguiera gymnorrhiza, Rhizophora stylosa"
"969","C._Sanders_Unpublished","Coffs Harbour, NSW","M1121","Avicennia marina"
"970","C._Sanders_Unpublished","Coffs Harbour, NSW","M1122","Avicennia marina"
"971","C._Sanders_Unpublished","Coffs Harbour, NSW","M1123","Avicennia marina"
"972","C._Sanders_Unpublished","Coffs Harbour, NSW","M1124","Avicennia marina"
"973","C._Sanders_Unpublished","Coffs Harbour, NSW","M1125","Avicennia marina"
"974","C._Sanders_Unpublished","Coffs Harbour, NSW","M1126","Avicennia marina"
"975","C._Sanders_Submitted_to_ECSS","Whangamata Harbor","M1127","Avicennia marina"
"976","C._Sanders_Submitted_to_ECSS","Whangamata Harbor","M1128","Avicennia marina"
"977","S._Gress_Unpublished,_Gress_et_al_2016","Vanga","M1129","Rhizophora mucronata"
"978","S._Gress_Unpublished,_Gress_et_al_2016","Vanga","M1130","Avicennia marina"
"979","S._Gress_Unpublished,_Gress_et_al_2016","Vanga","M1131","Avicennia marina mix"
"980","S._Gress_Unpublished,_Gress_et_al_2016","Vanga","M1132","Avicennia marina"
"981","S._Gress_Unpublished,_Gress_et_al_2016","Vanga","M1133","Avicennia marina"
"982","S._Gress_Unpublished,_Gress_et_al_2016","Vanga","M1134","Avicennia marina"
"983","S._Gress_Unpublished,_Gress_et_al_2016","Vanga","M1135","Avicennia marina"
"984","S._Gress_Unpublished,_Gress_et_al_2016","Vanga","M1136","Rhizophora mucronata"
"985","S._Gress_Unpublished,_Gress_et_al_2016","Vanga","M1137","Ceriops tagal"
"986","S._Gress_Unpublished,_Gress_et_al_2016","Vanga","M1138","Avicennia marina mix"
"987","S._Gress_Unpublished,_Gress_et_al_2016","Vanga","M1139","Rhizophora mucronata"
"988","S._Gress_Unpublished,_Gress_et_al_2016","Vanga","M1140","Avicennia marina mix"
"989","S._Gress_Unpublished,_Gress_et_al_2016","Vanga","M1141","Ceriops tagal"
"990","S._Gress_Unpublished,_Gress_et_al_2016","Vanga","M1142","Avicennia marina mix"
"991","S._Gress_Unpublished,_Gress_et_al_2016","Vanga","M1143","Ceriops tagal"
"992","S._Gress_Unpublished,_Gress_et_al_2016","Vanga","M1144","Rhizophora mucronata"
"993","S._Gress_Unpublished,_Gress_et_al_2016","Vanga","M1145","Rhizophora mucronata"
"994","S._Gress_Unpublished,_Gress_et_al_2016","Vanga","M1146","Ceriops tagal"
"995","S._Gress_Unpublished,_Gress_et_al_2016","Vanga","M1147","Avicennia marina"
"996","S._Gress_Unpublished,_Gress_et_al_2016","Vanga","M1148","Avicennia marina mix"
"997","S._Gress_Unpublished,_Gress_et_al_2016","Vanga","M1149","Avicennia marina mix"
"998","S._Gress_Unpublished,_Gress_et_al_2016","Vanga","M1150","Avicennia marina mix"
"999","S._Gress_Unpublished,_Gress_et_al_2016","Vanga","M1151","Avicennia marina"
"1000","S._Gress_Unpublished,_Gress_et_al_2016","Vanga","M1152","Rhizophora mucronata"
"1001","S._Gress_Unpublished,_Gress_et_al_2016","Vanga","M1153","Avicennia marina mix"
"1002","S._Gress_Unpublished,_Gress_et_al_2016","Vanga","M1154","Avicennia marina mix"
"1003","S._Gress_Unpublished,_Gress_et_al_2016","Vanga","M1155","Avicennia marina mix"
"1004","S._Gress_Unpublished,_Gress_et_al_2016","Vanga","M1156","Avicennia marina"
"1005","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1157","Avicennia marina mix"
"1006","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1158","Ceriops tagal"
"1007","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1159","Avicennia marina mix"
"1008","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1160","Avicennia marina"
"1009","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1161","Avicennia marina"
"1010","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1162","Avicennia marina mix"
"1011","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1163","Ceriops tagal"
"1012","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1164","Ceriops tagal"
"1013","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1165","Ceriops tagal"
"1014","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1166","Avicennia marina"
"1015","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1167","Ceriops tagal"
"1016","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1168","Ceriops tagal"
"1017","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1169","Avicennia marina mix"
"1018","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1170","Avicennia marina mix"
"1019","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1171","Rhizophora mucronata"
"1020","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1172","Avicennia marina mix"
"1021","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1173","Avicennia marina"
"1022","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1174","Ceriops tagal"
"1023","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1175","Avicennia marina"
"1024","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1176","Avicennia marina"
"1025","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1177","Avicennia marina mix"
"1026","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1178","Avicennia marina mix"
"1027","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1179","Avicennia marina mix"
"1028","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1180","Avicennia marina"
"1029","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1181","Avicennia marina"
"1030","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1182","Avicennia marina mix"
"1031","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1183","Rhizophora mucronata"
"1032","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1184","Rhizophora mucronata"
"1033","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1185","Avicennia marina mix"
"1034","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1186","Avicennia marina"
"1035","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1187","Avicennia marina"
"1036","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1188","Ceriops tagal"
"1037","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1189","Avicennia marina mix"
"1038","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1190","Avicennia marina"
"1039","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1191","Avicennia marina"
"1040","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1192","Avicennia marina"
"1041","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1193","Avicennia marina"
"1042","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1194","Rhizophora mucronata"
"1043","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1195","Rhizophora mucronata"
"1044","S._Gress_Unpublished,_Gress_et_al_2016","Gazi","M1196","Rhizophora mucronata"
"1045","Sanders_et_al_2012_MER","Guaratuba Bay","M1197","Rhizophora"
"1046","Sanders_et_al_2012_MER","Laranjeiras Bay","M1198","Rhizophora"
"1047","Frith_et_al_1976","Phuket","M1287",NA
"1048","Frith_et_al_1976","Phuket","M1288",NA
"1049","Frith_et_al_1976","Phuket","M1289","Rhizophora apiculata"
"1050","Frith_et_al_1976","Phuket","M1290","Rhizophora apiculata"
"1051","Frith_et_al_1976","Phuket","M1291","Rhizophora apiculata"
"1052","Naidoo_1980","Durban","M1292","Avicennia marina"
"1053","Naidoo_1980","Durban","M1293","Avicennia marina"
"1054","Naidoo_1980","Durban","M1294","Avicennia marina"
"1055","Naidoo_1980","Durban","M1295","Bruguiera gymnorrhiza"
"1056","Naidoo_1980","Durban","M1296","Bruguiera gymnorrhiza"
"1057","Naidoo_1980","Durban","M1297","Bruguiera gymnorrhiza"
"1058","Naidoo_and_Raiman_1982","Sipingo River","M1298",NA
"1059","Naidoo_and_Raiman_1982","Sipingo River","M1299",NA
"1060","Naidoo_and_Raiman_1982","Mdloti River","M1300",NA
"1061","Cardona_and_Botero_1998","Cienaga Grande de Santa Marta","M1301","Rhizophora mangle, Avicennia germinans, Laguncularia racemosa"
"1062","Cahoon_and_Lynch_1997","Rookery Bay, Florida","M1302","Rhizophora mangle"
"1063","Cahoon_and_Lynch_1997","Rookery Bay, Florida","M1303","Rhizophora mangle, Avicennia germinans, Laguncularia racemosa"
"1064","Cahoon_and_Lynch_1997","Rookery Bay, Florida","M1304","Rhizophora mangle"
"1065","Cahoon_and_Lynch_1997","Rookery Bay, Florida","M1305","Rhizophora mangle"
"1066","Brunskill_et_al_2002","Hinchinbrook Island, QLD","M1306",NA
"1067","Brunskill_et_al_2002","Hinchinbrook Island, QLD","M1307",NA
"1068","Brunskill_et_al_2002","Hinchinbrook Island, QLD","M1308",NA
"1069","DelVecchia_et_al_2014","Esmeraldas","M1309",NA
"1070","DelVecchia_et_al_2014","Esmeraldas","M1310",NA
"1071","DelVecchia_et_al_2014","Esmeraldas","M1311",NA
"1072","DelVecchia_et_al_2014","Esmeraldas","M1312",NA
"1073","DelVecchia_et_al_2014","Esmeraldas","M1313",NA
"1074","DelVecchia_et_al_2014","Esmeraldas","M1314",NA
"1075","DelVecchia_et_al_2014","Esmeraldas","M1315",NA
"1076","DelVecchia_et_al_2014","Esmeraldas","M1316",NA
"1077","Zhang_et_al_2012","Yingluo Harbor","M1317",NA
"1078","Owers_et_al_2016","Currambene Creek, NSW","M1318",NA
"1079","Owers_et_al_2016","Currambene Creek, NSW","M1319",NA
"1080","Owers_et_al_2016","Currambene Creek, NSW","M1320",NA
"1081","Thimdee_et_al_2003","Khung Krabaen Bay","M1321",NA
"1082","Kristensen_et_al_1992","Indus Delta","M1322","Avicennia marina"
"1083","Kristensen_et_al_2000","Phuket Island","M1323","Rhizophora mucronata"
"1084","Dissanayake_and_Chandrasekara_2014","Negombo Estuary","M1324","Avicennia marina"
"1085","Dissanayake_and_Chandrasekara_2014","Negombo Estuary","M1325","Rhizophora apiculata, Rhizophora mucronata"
"1086","Dissanayake_and_Chandrasekara_2014","Negombo Estuary","M1326","Lumnitzera racemosa"
"1087","Frusher_et_al_1994","Murray River, QLD","M1327",NA
"1088","Frusher_et_al_1994","Murray River, QLD","M1328",NA
"1089","Frusher_et_al_1994","Murray River, QLD","M1329",NA
