study_id,core_id,site_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,CD_reported,Ocstock_reported,carbon_density,fraction_carbon_type,DBD_measured_or_modeled,OC_measured_or_modeled,CD_measured_or_modeled,carbon_profile_notes
Ezcurra_et_al_2016,M0429,PE16 San Jose Mudflat Core 1,150,193,0.7546626003309626,NA,0.0373,NA,NA,0.028148914992344905,total carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Thompson_et_al_2014,M0444,BST14 Pedada Seaward,0,50,0.9510652698888195,NA,0.0174,NA,NA,0.01654853569606546,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Thompson_et_al_2014,M0444,BST14 Pedada Seaward,50,150,1.1735195661062294,NA,0.0083,NA,NA,0.009740212398681702,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Thompson_et_al_2014,M0445,BST14 Pedada Interior,50,150,1.3342436651098408,NA,0.0045000000000000005,NA,NA,0.006004096492994285,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Thompson_et_al_2014,M0446,BST14 Pedada Landward,0,50,1.015489232763044,NA,0.013999999999999999,NA,NA,0.014216849258682615,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Thompson_et_al_2014,M0446,BST14 Pedada Landward,50,150,1.028756606059647,NA,0.0134,NA,NA,0.013785338521199269,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Thompson_et_al_2014,M0449,BST14 Bugtong-ato Landward,50,150,1.1770617288672205,NA,0.008199999999999999,NA,NA,0.009651906176711206,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Mao_et_al_2012,M0483,LZM12 Futian 2,0,10,0.689903709891793,NA,0.048900000000000006,NA,NA,0.03373629141370868,unknown,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Mao_et_al_2012,M0483,LZM12 Futian 2,10,20,0.6952172563163064,NA,0.047850000000000004,NA,NA,0.03326614571473526,unknown,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Mao_et_al_2012,M0484,LZM12 Futian 3,10,20,0.5043344453460461,NA,0.09539999999999998,NA,NA,0.04811350608601279,unknown,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Mao_et_al_2012,M0484,LZM12 Futian 3,20,30,0.5221173749878288,NA,0.09004999999999999,NA,NA,0.04701666961765398,unknown,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Mao_et_al_2012,M0484,LZM12 Futian 3,30,40,0.5559975067770373,NA,0.08045,NA,NA,0.04472999942021265,unknown,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Mao_et_al_2012,M0484,LZM12 Futian 3,40,50,0.5785558502993076,NA,0.07445,NA,NA,0.04307348305478345,unknown,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gomes_et_al_2016,M0525,FHG16 M1,0,10,0.7226511976554445,NA,0.042699999999999995,NA,NA,0.030857206139887475,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gomes_et_al_2016,M0525,FHG16 M1,10,20,0.5888844933860087,NA,0.0718,NA,NA,0.042281906625115426,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gomes_et_al_2016,M0525,FHG16 M1,20,30,0.6090275704243865,NA,0.0668,NA,NA,0.04068304170434902,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gomes_et_al_2016,M0525,FHG16 M1,30,40,0.5043344453460461,NA,0.09539999999999998,NA,NA,0.04811350608601279,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gomes_et_al_2016,M0526,FHG16 M2,0,10,0.7441398665985972,NA,0.039,NA,NA,0.029021454797345293,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gomes_et_al_2016,M0526,FHG16 M2,10,20,0.6586515590058175,NA,0.0554,NA,NA,0.036489296368922286,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gomes_et_al_2016,M0526,FHG16 M2,20,30,0.5888844933860087,NA,0.0718,NA,NA,0.042281906625115426,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gomes_et_al_2016,M0527,FHG16 M3,0,10,0.5737632999628254,NA,0.0757,NA,NA,0.04343388180718588,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gomes_et_al_2016,M0527,FHG16 M3,10,20,0.5066184627860659,NA,0.0947,NA,NA,0.04797676842584045,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gomes_et_al_2016,M0528,FHG16 M4,0,10,0.616920534298169,NA,0.0649,NA,NA,0.04003814267595116,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gomes_et_al_2016,M0528,FHG16 M4,10,20,0.5539847510622231,NA,0.081,NA,NA,0.04487276483604007,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gomes_et_al_2016,M0528,FHG16 M4,20,30,0.6262354133577761,NA,0.06269999999999999,NA,NA,0.03926496041753256,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gomes_et_al_2016,M0529,FHG16 M5,0,10,0.5976388768200843,NA,0.0696,NA,NA,0.04159566582667787,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gomes_et_al_2016,M0529,FHG16 M5,10,20,0.6454763814880714,NA,0.0583,NA,NA,0.03763127304075456,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Alongi_et_al_2008,M0627,DMA08 HBA,0,50,0.750273603890052,NA,0.038,NA,NA,0.028510396947821978,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Alongi_et_al_2008,M0628,DMA08 HBR,0,80,0.3475454125283633,NA,0.156,NA,NA,0.054217084354424676,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Alongi_et_al_2008,M0629,DMA08 HBS,0,12,0.9578100457743548,NA,0.017,NA,NA,0.01628277077816403,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Alongi_et_al_2008,M0630,DMA08 AWM,0,50,0.32258752329279805,NA,0.16899999999999998,NA,NA,0.054517291436482866,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Dung_et_al_2016,M0634,LVD16 Disturbed*,100,250,0.9445144361386965,NA,0.0178,NA,NA,0.016812356963268795,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Dung_et_al_2016,M0634,LVD16 Disturbed*,250,400,0.9510652698888195,NA,0.0174,NA,NA,0.01654853569606546,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Andreetta_et_al_2016,M0636,AA16 Cacheu,0,10,0.7913600380192536,NA,0.031957,NA,NA,0.02528949273498129,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Andreetta_et_al_2016,M0636,AA16 Cacheu,10,20,0.7945356847875108,NA,0.031536999999999996,NA,NA,0.025057271891143724,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Andreetta_et_al_2016,M0636,AA16 Cacheu,40,80,0.7957050929356214,NA,0.031383999999999995,NA,NA,0.024972408636691538,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Andreetta_et_al_2016,M0637,AA16 Oio,10,20,1.119069523674527,NA,0.009963,NA,NA,0.011149289664369311,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Andreetta_et_al_2016,M0637,AA16 Oio,20,40,1.1300849160635846,NA,0.009606,NA,NA,0.010855595703706793,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Andreetta_et_al_2016,M0637,AA16 Oio,40,80,1.051098319152909,NA,0.012452000000000001,NA,NA,0.013088276270092025,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Breithaupt_et_al_2014,M0647,JLB16 SH3-1,0,1,0.5651864121322409,NA,0.07797,NA,NA,0.044067584553950816,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2008,M0652,CJS08 Ilha Grande,12,14.000000000000002,0.6313994285860068,NA,0.061500000000000006,NA,NA,0.03883106485803942,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2008,M0652,CJS08 Ilha Grande,32,34,0.8969004646651753,NA,0.021099999999999997,NA,NA,0.018924599804435196,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0655,CJS14 Ilow,24,26,0.34553373552270356,NA,0.157,NA,NA,0.05424879647706446,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0655,CJS14 Ilow,34,36,0.3819787718539542,NA,0.14,NA,NA,0.05347702805955359,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0655,CJS14 Ilow,36,38,0.372960290975038,NA,0.14400000000000002,NA,NA,0.05370628190040548,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0655,CJS14 Ilow,38,40,0.4033376802181763,NA,0.131,NA,NA,0.0528372361085811,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0655,CJS14 Ilow,40,42,0.355752122011298,NA,0.152,NA,NA,0.0540743225457173,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0655,CJS14 Ilow,44,46,0.42102707860531663,NA,0.124,NA,NA,0.052207357747059265,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0655,CJS14 Ilow,46,48,0.295172732292357,NA,0.185,NA,NA,0.05460695547408605,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0655,CJS14 Ilow,48,50,0.39365804607628607,NA,0.135,NA,NA,0.053143836220298626,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0655,CJS14 Ilow,50,52,0.295172732292357,NA,0.185,NA,NA,0.05460695547408605,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0656,CJS14 Iup,4,5,0.3984598162592689,NA,0.133,NA,NA,0.05299515556248277,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0656,CJS14 Iup,5,6,0.42102707860531663,NA,0.124,NA,NA,0.052207357747059265,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0656,CJS14 Iup,6,7.000000000000001,0.3819787718539542,NA,0.14,NA,NA,0.05347702805955359,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0656,CJS14 Iup,9,10,0.41587323349105704,NA,0.126,NA,NA,0.05240002741987319,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0656,CJS14 Iup,10,12,0.37074962974438597,NA,0.145,NA,NA,0.053758696312935964,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0656,CJS14 Iup,12,14.000000000000002,0.3960494942391678,NA,0.134,NA,NA,0.05307063222804849,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0656,CJS14 Iup,14.000000000000002,16,0.32258752329279805,NA,0.16899999999999998,NA,NA,0.054517291436482866,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0656,CJS14 Iup,16,18,0.372960290975038,NA,0.14400000000000002,NA,NA,0.05370628190040548,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0656,CJS14 Iup,18,20,0.3475454125283633,NA,0.156,NA,NA,0.054217084354424676,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0656,CJS14 Iup,20,22,0.3751883974733531,NA,0.14300000000000002,NA,NA,0.053651940838689495,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0656,CJS14 Iup,22,24,0.313647238623154,NA,0.174,NA,NA,0.054574619520428795,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0656,CJS14 Iup,24,26,0.37969749848003825,NA,0.141,NA,NA,0.05353734728568539,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0656,CJS14 Iup,26,28.000000000000004,0.37743408701592174,NA,0.142,NA,NA,0.05359564035626088,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0656,CJS14 Iup,28.000000000000004,30,0.3415575083044409,NA,0.159,NA,NA,0.05430764382040611,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0656,CJS14 Iup,30,32,0.37074962974438597,NA,0.145,NA,NA,0.053758696312935964,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0656,CJS14 Iup,32,34,0.36207871993672563,NA,0.149,NA,NA,0.053949729270572115,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0656,CJS14 Iup,34,36,0.368556277095499,NA,0.146,NA,NA,0.053809216455942846,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0656,CJS14 Iup,36,38,0.4107998020449116,NA,0.128,NA,NA,0.05258237466174869,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0656,CJS14 Iup,38,40,0.38427804824739387,NA,0.139,NA,NA,0.05341464870638775,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0656,CJS14 Iup,40,42,0.35784443370314045,NA,0.151,NA,NA,0.05403450948917421,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0656,CJS14 Iup,42,44,0.36207871993672563,NA,0.149,NA,NA,0.053949729270572115,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0656,CJS14 Iup,44,46,0.355752122011298,NA,0.152,NA,NA,0.0540743225457173,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0656,CJS14 Iup,48,50,0.42891143064538256,NA,0.121,NA,NA,0.05189828310809129,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0656,CJS14 Iup,50,52,0.39365804607628607,NA,0.135,NA,NA,0.053143836220298626,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Pazi_et_al_2016,M0658,AMMP16 Seaward,20,40,0.9652865838109942,NA,0.01657,NA,NA,0.015994798693748175,total carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Pazi_et_al_2016,M0659,AMMP16 Middleward,0,20,0.7527716004400067,NA,0.037599999999999995,NA,NA,0.028304212176544247,total carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Pazi_et_al_2016,M0659,AMMP16 Middleward,20,40,0.7747003449009475,NA,0.03427,NA,NA,0.02654898081975547,total carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Pazi_et_al_2016,M0660,AMMP16 Landward,0,20,0.87183438800406,NA,0.023170000000000003,NA,NA,0.020200402770054072,total carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Pazi_et_al_2016,M0660,AMMP16 Landward,20,40,0.8753916094610336,NA,0.022860000000000002,NA,NA,0.02001145219227923,total carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0662,JY13 Core 2,0,9.9,1.0207187196567244,NA,0.01376,NA,NA,0.014045089582476527,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0662,JY13 Core 2,9.9,30,1.0082517663118462,NA,0.014339999999999999,NA,NA,0.014458330328911874,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0662,JY13 Core 2,49.7,64.8,1.0036725132464992,NA,0.01456,NA,NA,0.014613471792869029,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0662,JY13 Core 2,64.8,72.39999999999999,1.1089854405288166,NA,0.0103,NA,NA,0.011422550037446811,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0662,JY13 Core 2,72.39999999999999,77.5,1.2008934143333951,NA,0.00755,NA,NA,0.009066745278217134,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0662,JY13 Core 2,77.5,82.69999999999999,1.194894483507806,NA,0.00771,NA,NA,0.009212636467845184,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0662,JY13 Core 2,82.69999999999999,87.7,1.0951274549681613,NA,0.010780000000000001,NA,NA,0.01180547396455678,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0662,JY13 Core 2,87.7,92.60000000000001,1.0859304766776747,NA,0.01111,NA,NA,0.012064687595888966,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0662,JY13 Core 2,92.60000000000001,97.6,1.0611191396925048,NA,0.01205,NA,NA,0.012786485633294683,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0662,JY13 Core 2,97.6,102.60000000000001,1.0826506676642667,NA,0.01123,NA,NA,0.012158166997869715,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0662,JY13 Core 2,102.60000000000001,107.2,1.0840131309785102,NA,0.01118,NA,NA,0.012119266804339744,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0663,JY13 Core 3,0,7.5,0.7401738303729134,NA,0.03966,NA,NA,0.029355294112589747,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0663,JY13 Core 3,7.5,22.3,0.8869574115350074,NA,0.02189,NA,NA,0.019415497738501312,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0663,JY13 Core 3,22.3,37.5,0.9633511295249702,NA,0.01668,NA,NA,0.0160686968404765,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0663,JY13 Core 3,37.5,49.8,0.9947501614151659,NA,0.015,NA,NA,0.014921252421227488,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0663,JY13 Core 3,49.8,57.599999999999994,0.9927650949207231,NA,0.0151,NA,NA,0.014990752933302919,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0663,JY13 Core 3,57.599999999999994,62.5,1.0326353026032036,NA,0.013229999999999999,NA,NA,0.013661765053440382,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0663,JY13 Core 3,67.60000000000001,72.6,1.0126986081890943,NA,0.01413,NA,NA,0.014309431333711903,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0663,JY13 Core 3,72.6,77.60000000000001,1.0523755472901541,NA,0.0124,NA,NA,0.013049456786397911,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0663,JY13 Core 3,77.60000000000001,82.6,1.0141976227157607,NA,0.01406,NA,NA,0.014259618575383595,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0663,JY13 Core 3,82.6,87.6,1.0159211595092925,NA,0.01398,NA,NA,0.01420257780993991,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0663,JY13 Core 3,87.6,92.7,1.0330951907859798,NA,0.01321,NA,NA,0.013647187470282792,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0663,JY13 Core 3,92.7,100.29999999999998,0.9464598068692088,NA,0.01768,NA,NA,0.016733409385447612,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0664,JY13 Core 4,0,6.9,0.7335242080059715,NA,0.04079,NA,NA,0.029920452444563577,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0664,JY13 Core 4,6.9,16.900000000000002,0.9050611697124374,NA,0.02048,NA,NA,0.01853565275571072,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0664,JY13 Core 4,16.900000000000002,22.6,0.9815517112501779,NA,0.01568,NA,NA,0.015390730832402789,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0664,JY13 Core 4,27.500000000000004,34,0.9209626298592146,NA,0.01934,NA,NA,0.01781141726147721,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0664,JY13 Core 4,34,41.4,0.9535713906934622,NA,0.01725,NA,NA,0.016449106489462226,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0664,JY13 Core 4,41.4,47.5,1.0714341100087277,NA,0.01165,NA,NA,0.012482207381601678,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0664,JY13 Core 4,47.5,52.5,1.2290152459230486,NA,0.00683,NA,NA,0.008394174129654422,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0664,JY13 Core 4,52.5,57.599999999999994,1.2202221666876643,NA,0.00705,NA,NA,0.008602566275148034,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0664,JY13 Core 4,57.599999999999994,62.5,1.3860161465266965,NA,0.0035199999999999997,NA,NA,0.004878776835773971,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0664,JY13 Core 4,62.5,67.5,1.2375786667191921,NA,0.00662,NA,NA,0.008192770773681052,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0664,JY13 Core 4,67.5,72.7,1.265617048831207,NA,0.00596,NA,NA,0.007543077611033994,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0664,JY13 Core 4,72.7,77.60000000000001,1.3600439077591204,NA,0.004,NA,NA,0.005440175631036482,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0664,JY13 Core 4,77.60000000000001,82.5,1.3139955026642236,NA,0.00491,NA,NA,0.006451717918081338,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0664,JY13 Core 4,82.5,87.7,1.3943844255600029,NA,0.00337,NA,NA,0.00469907551413721,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0664,JY13 Core 4,87.7,91.7,1.3728786181498256,NA,0.00376,NA,NA,0.005162023604243344,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Mfilinge_et_al_2002,M0674,PLM02 St 1,0,4,0.8489143930370626,NA,0.025310000000000003,NA,NA,0.021486023287768056,total carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Mfilinge_et_al_2002,M0675,PLM02 St 2,0,4,0.9013352394485495,NA,0.02076,NA,NA,0.018711719570951888,total carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Middelburg_et_al_1996,M0678,JJM96 RM,0,5,0.5453062441374446,NA,0.0834,NA,NA,0.04547854076106288,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Middelburg_et_al_1996,M0678,JJM96 RM,5,20,0.7630405791800703,NA,0.036000000000000004,NA,NA,0.027469460850482533,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Middelburg_et_al_1996,M0678,JJM96 RM,20,40,0.6586515590058175,NA,0.0554,NA,NA,0.036489296368922286,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Middelburg_et_al_1996,M0679,JJM96 RK,0,5,0.7232098762664723,NA,0.0426,NA,NA,0.030808740728951716,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Middelburg_et_al_1996,M0679,JJM96 RK,5,20,0.630102760981902,NA,0.061799999999999994,NA,NA,0.038940350628681536,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Middelburg_et_al_1996,M0679,JJM96 RK,20,40,0.4656060250735514,NA,0.1079,NA,NA,0.050238890105436196,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Middelburg_et_al_1996,M0680,JJM96 RJ,0,5,0.8868346620330309,NA,0.0219,NA,NA,0.019421679098523374,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Middelburg_et_al_1996,M0680,JJM96 RJ,5,20,0.8470057223973215,NA,0.0255,NA,NA,0.0215986459211317,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Middelburg_et_al_1996,M0680,JJM96 RJ,20,40,0.6661082773775877,NA,0.0538,NA,NA,0.03583662532291422,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Middelburg_et_al_1996,M0681,JJM96 RL,0,5,0.3473435325406977,NA,0.1561,NA,NA,0.05422032542960291,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
