study_id,site_id,plot_id,core_id,year,month,day,latitude,longitude,position_method,habitat,salinity_class,salinity_method,vegetation_class
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_5,Drowned Caye_2_5_mangrove,2021,9,3,17.491837,-88.063657,handheld,mangrove,polyhaline,measurement,forested
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_6,Drowned Caye_2_6_mangrove,2021,9,3,17.49182,-88.063859,handheld,mangrove,polyhaline,measurement,forested
Morrissette_et_al_2023,Shipstern Lagoon,Shipstern Lagoon_1_1,Shipstern Lagoon_1_1_mangrove,2021,9,6,18.325519,-88.118299,handheld,mangrove,polyhaline,measurement,forested
Morrissette_et_al_2023,Shipstern Lagoon,Shipstern Lagoon_1_2,Shipstern Lagoon_1_2_mangrove,2021,9,6,18.325277,-88.118274,handheld,mangrove,polyhaline,measurement,forested
Morrissette_et_al_2023,Shipstern Lagoon,Shipstern Lagoon_1_3,Shipstern Lagoon_1_3_mangrove,2021,9,6,18.325055,-88.118284,handheld,mangrove,polyhaline,measurement,forested
Morrissette_et_al_2023,Shipstern Lagoon,Shipstern Lagoon_1_4,Shipstern Lagoon_1_4_mangrove,2021,9,6,18.324835,-88.118279,handheld,mangrove,polyhaline,measurement,forested
Morrissette_et_al_2023,Shipstern Lagoon,Shipstern Lagoon_1_5,Shipstern Lagoon_1_5_mangrove,2021,9,6,18.324621,-88.118217,handheld,mangrove,polyhaline,measurement,forested
Morrissette_et_al_2023,Shipstern Lagoon,Shipstern Lagoon_1_6,Shipstern Lagoon_1_6_mangrove,2021,9,6,18.324404,-88.118227,handheld,mangrove,NA,NA,forested
Morrissette_et_al_2023,Shipstern Lagoon,Shipstern Lagoon_2_1,Shipstern Lagoon_2_1_mangrove,2021,9,6,18.339157,-88.106667,handheld,mangrove,polyhaline,measurement,forested
Morrissette_et_al_2023,Shipstern Lagoon,Shipstern Lagoon_2_2,Shipstern Lagoon_2_2_mangrove,2021,9,6,18.339243,-88.106869,handheld,mangrove,polyhaline,measurement,forested
Morrissette_et_al_2023,Shipstern Lagoon,Shipstern Lagoon_2_3,Shipstern Lagoon_2_3_mangrove,2021,9,6,18.339325,-88.107092,handheld,mangrove,polyhaline,measurement,forested
Morrissette_et_al_2023,Shipstern Lagoon,Shipstern Lagoon_2_4,Shipstern Lagoon_2_4_mangrove,2021,9,6,18.339418,-88.107297,handheld,mangrove,polyhaline,measurement,forested
Morrissette_et_al_2023,Shipstern Lagoon,Shipstern Lagoon_2_5,Shipstern Lagoon_2_5_mangrove,2021,9,6,18.339505,-88.107522,handheld,mangrove,polyhaline,measurement,forested
Morrissette_et_al_2023,Shipstern Lagoon,Shipstern Lagoon_2_6,Shipstern Lagoon_2_6_mangrove,2021,9,6,18.339577,-88.107774,handheld,mangrove,polyhaline,measurement,forested
Morrissette_et_al_2023,New River,New River_1_1,New River_1_1_mangrove,2021,9,7,18.341585,-88.38512,handheld,mangrove,mesohaline,measurement,forested
Morrissette_et_al_2023,New River,New River_1_2,New River_1_2_mangrove,2021,9,7,18.341424,-88.384933,handheld,mangrove,mesohaline,measurement,forested
Morrissette_et_al_2023,New River,New River_1_3,New River_1_3_mangrove,2021,9,7,18.341285,-88.384764,handheld,mangrove,mesohaline,measurement,forested
Morrissette_et_al_2023,New River,New River_1_4,New River_1_4_mangrove,2021,9,7,18.341197,-88.384567,handheld,mangrove,mesohaline,measurement,forested
Morrissette_et_al_2023,New River,New River_1_5,New River_1_5_mangrove,2021,9,7,18.340982,-88.384435,handheld,mangrove,mesohaline,measurement,forested
Morrissette_et_al_2023,New River,New River_1_6,New River_1_6_mangrove,2021,9,7,18.340789,-88.384322,handheld,mangrove,mesohaline,measurement,forested
Morrissette_et_al_2023,New River,New River_2_1,New River_2_1_mangrove,2021,9,7,18.337675,-88.392519,handheld,mangrove,oligohaline,measurement,forested
Morrissette_et_al_2023,New River,New River_2_2,New River_2_2_mangrove,2021,9,7,18.341508,-88.387317,handheld,mangrove,oligohaline,measurement,forested
Morrissette_et_al_2023,New River,New River_2_3,New River_2_3_mangrove,2021,9,7,18.34228,-88.385284,handheld,mangrove,oligohaline,measurement,forested
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_1,Gra Gra Lagoon_1_1_mangrove,2021,9,9,16.936095,-88.244356,handheld,mangrove,mixoeuhaline,measurement,forested
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_2,Gra Gra Lagoon_1_2_mangrove,2021,9,9,16.936059,-88.244569,handheld,mangrove,mixoeuhaline,measurement,forested
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_3,Gra Gra Lagoon_1_3_mangrove,2021,9,9,16.935988,-88.244787,handheld,mangrove,polyhaline,measurement,forested
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_4,Gra Gra Lagoon_1_4_mangrove,2021,9,9,16.935951,-88.245024,handheld,mangrove,mixoeuhaline,measurement,forested
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5,Gra Gra Lagoon_1_5_mangrove,2021,9,9,16.935931,-88.245217,handheld,mangrove,mixoeuhaline,measurement,forested
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6,Gra Gra Lagoon_1_6_mangrove,2021,9,9,16.935956,-88.245422,handheld,mangrove,mixoeuhaline,measurement,forested
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_2_1,Gra Gra Lagoon_2_1_mangrove,2021,9,9,16.938988,-88.242735,handheld,mangrove,mixoeuhaline,measurement,forested
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_2_2,Gra Gra Lagoon_2_2_mangrove,2021,9,9,16.93908,-88.242891,handheld,mangrove,mixoeuhaline,measurement,forested
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_2_3,Gra Gra Lagoon_2_3_mangrove,2021,9,9,16.939103,-88.243067,handheld,mangrove,polyhaline,measurement,forested
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_2_4,Gra Gra Lagoon_2_4_mangrove,2021,9,9,16.939055,-88.243254,handheld,mangrove,polyhaline,measurement,forested
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_2_5,Gra Gra Lagoon_2_5_mangrove,2021,9,9,16.939034,-88.243414,handheld,mangrove,mixoeuhaline,measurement,forested
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_2_6,Gra Gra Lagoon_2_6_mangrove,2021,9,9,16.939019,-88.243595,handheld,mangrove,mixoeuhaline,measurement,forested
Morrissette_et_al_2023,Channel Caye,Channel Caye_1_1,Channel Caye_1_1_mangrove,2021,9,10,16.643723,-88.164621,handheld,mangrove,mixoeuhaline,measurement,forested
Morrissette_et_al_2023,Channel Caye,Channel Caye_1_2,Channel Caye_1_2_mangrove,2021,9,10,16.643679,-88.164457,handheld,mangrove,mixoeuhaline,measurement,forested
Morrissette_et_al_2023,Channel Caye,Channel Caye_1_3,Channel Caye_1_3_mangrove,2021,9,10,16.643613,-88.164178,handheld,mangrove,polyhaline,measurement,forested
Morrissette_et_al_2023,Channel Caye,Channel Caye_1_4,Channel Caye_1_4_mangrove,2021,9,10,16.643556,-88.164014,handheld,mangrove,polyhaline,measurement,forested
Morrissette_et_al_2023,Channel Caye,Channel Caye_1_5,Channel Caye_1_5_mangrove,2021,9,10,16.643416,-88.163693,handheld,mangrove,polyhaline,measurement,forested
Morrissette_et_al_2023,Channel Caye,Channel Caye_1_6,Channel Caye_1_6_mangrove,2021,9,10,16.643939,-88.164345,handheld,mangrove,polyhaline,measurement,forested
Morrissette_et_al_2023,Channel Caye,Channel Caye_2_1,Channel Caye_2_1_mangrove,2021,9,10,16.644835,-88.16455,handheld,mangrove,mixoeuhaline,measurement,forested
Morrissette_et_al_2023,Channel Caye,Channel Caye_2_2,Channel Caye_2_2_mangrove,2021,9,10,16.644791,-88.164332,handheld,mangrove,polyhaline,measurement,forested
Morrissette_et_al_2023,Channel Caye,Channel Caye_2_3,Channel Caye_2_3_mangrove,2021,9,10,16.644709,-88.164128,handheld,mangrove,polyhaline,measurement,forested
Morrissette_et_al_2023,Channel Caye,Channel Caye_2_4,Channel Caye_2_4_mangrove,2021,9,10,16.644587,-88.163938,handheld,mangrove,polyhaline,measurement,forested
Morrissette_et_al_2023,Channel Caye,Channel Caye_2_5,Channel Caye_2_5_mangrove,2021,9,10,16.644532,-88.163719,handheld,mangrove,polyhaline,measurement,forested
Morrissette_et_al_2023,Channel Caye,Channel Caye_2_6,Channel Caye_2_6_mangrove,2021,9,10,16.644742,-88.163687,handheld,mangrove,polyhaline,measurement,forested
Morrissette_et_al_2023,Big Creek,Big Creek_1_1,Big Creek_1_1_mangrove,2021,9,12,16.50698,-88.402406,handheld,mangrove,oligohaline,measurement,forested
Morrissette_et_al_2023,Big Creek,Big Creek_1_2,Big Creek_1_2_mangrove,2021,9,12,16.506978,-88.402658,handheld,mangrove,oligohaline,measurement,forested
Morrissette_et_al_2023,Big Creek,Big Creek_1_3,Big Creek_1_3_mangrove,2021,9,12,16.506934,-88.402866,handheld,mangrove,oligohaline,measurement,forested
Morrissette_et_al_2023,Big Creek,Big Creek_1_4,Big Creek_1_4_mangrove,2021,9,12,16.507177,-88.402589,handheld,mangrove,oligohaline,measurement,forested
Morrissette_et_al_2023,Big Creek,Big Creek_1_5,Big Creek_1_5_mangrove,2021,9,12,16.507134,-88.402815,handheld,mangrove,oligohaline,measurement,forested
Morrissette_et_al_2023,Big Creek,Big Creek_1_6,Big Creek_1_6_mangrove,2021,9,12,16.507176,-88.402977,handheld,mangrove,oligohaline,measurement,forested
Morrissette_et_al_2023,Big Creek,Big Creek_2_1,Big Creek_2_1_mangrove,2021,9,12,16.510383,-88.424776,handheld,mangrove,mesohaline,measurement,forested
Morrissette_et_al_2023,Big Creek,Big Creek_2_2,Big Creek_2_2_mangrove,2021,9,12,16.510577,-88.424687,handheld,mangrove,NA,NA,forested
Morrissette_et_al_2023,Big Creek,Big Creek_2_3,Big Creek_2_3_mangrove,2021,9,12,16.51077,-88.424582,handheld,mangrove,NA,NA,forested
Morrissette_et_al_2023,Big Creek,Big Creek_2_4,Big Creek_2_4_mangrove,2021,9,12,16.510987,-88.424456,handheld,mangrove,NA,NA,forested
Morrissette_et_al_2023,Big Creek,Big Creek_2_5,Big Creek_2_5_mangrove,2021,9,12,16.51119,-88.424355,handheld,mangrove,NA,NA,forested
Morrissette_et_al_2023,Big Creek,Big Creek_2_6,Big Creek_2_6_mangrove,2021,9,12,16.511387,-88.424259,handheld,mangrove,NA,NA,forested
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_1_1,Payne's Creek_1_1_mangrove,2021,9,14,16.281376,-88.593427,handheld,mangrove,oligohaline,measurement,forested
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_1_2,Payne's Creek_1_2_mangrove,2021,9,14,16.281201,-88.593547,handheld,mangrove,oligohaline,measurement,forested
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_1_3,Payne's Creek_1_3_mangrove,2021,9,14,16.280991,-88.593585,handheld,mangrove,oligohaline,measurement,forested
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_1_4,Payne's Creek_1_4_mangrove,2021,9,14,16.280767,-88.593632,handheld,mangrove,oligohaline,measurement,forested
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_1_5,Payne's Creek_1_5_mangrove,2021,9,14,16.280585,-88.593779,handheld,mangrove,oligohaline,measurement,forested
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_1_6,Payne's Creek_1_6_mangrove,2021,9,14,16.280234,-88.593796,handheld,mangrove,mesohaline,measurement,forested
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_2_1,Payne's Creek_2_1_mangrove,2021,9,14,16.288337,-88.591185,handheld,mangrove,oligohaline,measurement,forested
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_2_2,Payne's Creek_2_2_mangrove,2021,9,14,16.288585,-88.591221,handheld,mangrove,oligohaline,measurement,forested
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_2_3,Payne's Creek_2_3_mangrove,2021,9,14,16.28884,-88.5913,handheld,mangrove,oligohaline,measurement,forested
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_2_4,Payne's Creek_2_4_mangrove,2021,9,14,16.289035,-88.591352,handheld,mangrove,oligohaline,measurement,forested
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_2_5,Payne's Creek_2_5_mangrove,2021,9,14,16.28924,-88.591436,handheld,mangrove,fresh,measurement,forested
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_2_6,Payne's Creek_2_6_mangrove,2021,9,14,16.289436,-88.591477,handheld,mangrove,fresh,measurement,forested
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_1_1,Frenchman Caye_1_1_mangrove,2021,9,15,16.182486,-88.658633,handheld,mangrove,polyhaline,measurement,forested
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_1_2,Frenchman Caye_1_2_mangrove,2021,9,15,16.182618,-88.658878,handheld,mangrove,polyhaline,measurement,forested
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_1_3,Frenchman Caye_1_3_mangrove,2021,9,15,16.182674,-88.659092,handheld,mangrove,polyhaline,measurement,forested
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_1_4,Frenchman Caye_1_4_mangrove,2021,9,15,16.182715,-88.659314,handheld,mangrove,polyhaline,measurement,forested
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_1_5,Frenchman Caye_1_5_mangrove,2021,9,15,16.182778,-88.659524,handheld,mangrove,polyhaline,measurement,forested
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_1_6,Frenchman Caye_1_6_mangrove,2021,9,15,16.182853,-88.659754,handheld,mangrove,polyhaline,measurement,forested
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_2_1,Frenchman Caye_2_1_mangrove,2021,9,15,16.18206,-88.6565,handheld,mangrove,mixoeuhaline,measurement,forested
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_2_2,Frenchman Caye_2_2_mangrove,2021,9,15,16.182147,-88.656372,handheld,mangrove,mixoeuhaline,measurement,forested
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_2_3,Frenchman Caye_2_3_mangrove,2021,9,15,16.18223,-88.65619,handheld,mangrove,mixoeuhaline,measurement,forested
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_2_4,Frenchman Caye_2_4_mangrove,2021,9,15,16.182337,-88.65605,handheld,mangrove,mixoeuhaline,measurement,forested
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_2_5,Frenchman Caye_2_5_mangrove,2021,9,15,16.182404,-88.65589,handheld,mangrove,mixoeuhaline,measurement,forested
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_2_6,Frenchman Caye_2_6_mangrove,2021,9,15,16.18248,-88.6557,handheld,mangrove,polyhaline,measurement,forested
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_1_1,Turneffe Atoll_1_1_mangrove,2022,3,10,17.28784,-87.81606,handheld,mangrove,mixoeuhaline,measurement,forested
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_1_2,Turneffe Atoll_1_2_mangrove,2022,3,10,17.28762,-87.81593,handheld,mangrove,mixoeuhaline,measurement,forested
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_1_3,Turneffe Atoll_1_3_mangrove,2022,3,10,17.28742,-87.81583,handheld,mangrove,polyhaline,measurement,forested
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_1_4,Turneffe Atoll_1_4_mangrove,2022,3,10,17.28723,-87.8256,handheld,mangrove,mixoeuhaline,measurement,forested
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_1_5,Turneffe Atoll_1_5_mangrove,2022,3,10,17.28708,-87.81558,handheld,mangrove,mixoeuhaline,measurement,forested
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_1_6,Turneffe Atoll_1_6_mangrove,2022,3,10,17.28686,-87.81546,handheld,mangrove,saline,measurement,forested
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_2_1,Turneffe Atoll_2_1_mangrove,2022,3,11,17.28646,-87.81233,handheld,mangrove,mixoeuhaline,measurement,forested
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_2_2,Turneffe Atoll_2_2_mangrove,2022,3,11,17.28622,-87.81233,handheld,mangrove,mixoeuhaline,measurement,forested
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_2_3,Turneffe Atoll_2_3_mangrove,2022,3,11,17.286,-87.81233,handheld,mangrove,saline,measurement,forested
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_2_4,Turneffe Atoll_2_4_mangrove,2022,3,11,17.28576,-87.81232,handheld,mangrove,saline,measurement,forested
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_2_5,Turneffe Atoll_2_5_mangrove,2022,3,11,17.28556,-87.81233,handheld,mangrove,mixoeuhaline,measurement,forested
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_2_6,Turneffe Atoll_2_6_mangrove,2022,3,11,17.28534,-87.8123,handheld,mangrove,mixoeuhaline,measurement,forested
Morrissette_et_al_2023,Channel Caye,Channel Caye_S_1,Channel Caye_S_1_seagrass,2021,9,10,16.644835,-88.16455,handheld,seagrass,mixoeuhaline,measurement,seagrass
Morrissette_et_al_2023,Channel Caye,Channel Caye_S_2,Channel Caye_S_2_seagrass,2021,9,10,16.644791,-88.164332,handheld,seagrass,mixoeuhaline,measurement,seagrass
