study_id,site_id,method_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_1_mangrove,5,10,0.2491,0.20704899999999998,0.08965
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_1_mangrove,10,15,0.2731,0.223729,0.101328
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_1_mangrove,15,20,0.2484,0.220001,0.102782
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_1_mangrove,20,25,0.3949,0.12150999999999999,0.061846
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_1_mangrove,25,30,0.3861,0.141464,0.070256
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_1_mangrove,30,35,0.1864,0.41251800000000005,0.20075600000000002
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_1_mangrove,35,40,0.2338,0.403124,0.19369399999999998
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_1_mangrove,40,45,0.2262,0.400682,0.185762
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_1_mangrove,45,50,0.1782,0.49796999999999997,0.249696
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_1_mangrove,67,72,0.3194,0.292409,0.126387
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_2_mangrove,0,5,0.1618,0.343337,0.157737
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_2_mangrove,5,10,0.2725,0.232218,0.09209899999999999
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_2_mangrove,10,15,0.298,0.191632,0.077897
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_2_mangrove,15,20,0.1826,0.33142299999999997,0.15298299999999998
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_2_mangrove,20,25,0.1857,0.289926,0.129404
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_2_mangrove,25,30,0.2054,0.22828800000000002,0.110746
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_2_mangrove,30,35,0.3987,0.16361699999999998,0.07582799999999999
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_2_mangrove,35,40,0.3765,0.251369,0.119255
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_2_mangrove,40,45,0.2851,0.28571799999999997,0.13236
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_2_mangrove,45,50,0.2464,0.39522199999999996,0.181634
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_2_mangrove,71,76,0.2364,0.324251,0.16209700000000002
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_2_mangrove,104,109,0.2614,0.33069899999999997,0.154802
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_3_mangrove,0,5,0.2914,0.274843,0.11506999999999999
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_3_mangrove,5,10,0.1555,0.26972,0.1118
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_3_mangrove,10,15,0.2079,0.231659,0.10038399999999999
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_3_mangrove,15,20,0.2338,0.200623,0.086006
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_3_mangrove,20,25,0.331,0.25123999999999996,0.12483499999999999
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_3_mangrove,25,30,0.2691,0.19742300000000002,0.093724
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_3_mangrove,30,35,0.4716,0.246642,0.125002
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_3_mangrove,35,40,0.4346,0.261984,0.13034700000000002
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_3_mangrove,40,45,0.3623,0.255261,0.129401
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_3_mangrove,45,50,0.3224,0.317198,0.14963300000000002
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_3_mangrove,61,66,0.3635,0.28208500000000003,0.12542899999999998
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_4_mangrove,0,5,0.2468,0.475359,0.251566
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_4_mangrove,5,10,0.2047,0.40964500000000004,0.197268
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_4_mangrove,10,15,0.1878,0.442391,0.21016500000000002
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_4_mangrove,15,20,0.1674,0.419638,0.20620899999999998
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_4_mangrove,20,25,0.2009,0.377518,0.17894100000000002
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_4_mangrove,25,30,0.3476,0.260777,0.12304999999999999
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_4_mangrove,30,35,0.4346,0.21613700000000002,0.09906599999999999
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_4_mangrove,35,40,0.3284,0.256053,0.12357599999999999
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_4_mangrove,40,45,0.3889,0.362897,0.17066900000000002
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_4_mangrove,45,50,0.3203,0.30301,0.152274
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_4_mangrove,68,73,0.2716,0.347507,0.181294
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_4_mangrove,122,127,1.0836,0.090939999999999993,0.021709999999999997
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_4_mangrove,151,156,1.3417,0.077381,0.009248
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_5_mangrove,0,5,0.1991,0.467986,0.22328900000000002
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_5_mangrove,5,10,0.2809,0.37904000000000004,0.18357199999999999
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_5_mangrove,10,15,0.1675,0.46076700000000004,0.230939
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_5_mangrove,15,20,0.2219,0.35851900000000003,0.162633
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_5_mangrove,20,25,0.2578,0.35096299999999997,0.16845500000000002
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_5_mangrove,25,30,0.3374,0.311137,0.150069
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_5_mangrove,30,35,0.4011,0.333024,0.165579
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_5_mangrove,35,40,0.3458,0.356732,0.173117
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_5_mangrove,40,45,0.4114,0.285194,0.133878
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_5_mangrove,45,50,0.3221,0.313781,0.149435
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_5_mangrove,65,70,0.235,0.46033700000000005,0.237452
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_6_mangrove,0,5,0.1869,0.473724,0.22243400000000002
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_6_mangrove,5,10,0.2079,0.44270699999999996,0.22721699999999997
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_6_mangrove,10,15,0.2223,0.424278,0.202633
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_6_mangrove,15,20,0.2592,0.392757,0.196925
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_6_mangrove,20,25,0.2987,0.352665,0.178354
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_6_mangrove,25,30,0.2924,0.37052399999999996,0.17231000000000002
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_6_mangrove,30,35,0.3024,0.358116,0.17472000000000001
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_6_mangrove,35,40,0.3681,0.301928,0.15389799999999998
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_6_mangrove,40,45,0.3442,0.31671299999999997,0.152524
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_6_mangrove,45,50,0.3768,0.28505400000000003,0.13403700000000002
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_6_mangrove,72,77,0.5394,0.248544,0.12571300000000002
Morrissette_et_al_2023,Big Creek,single set of methods,Big Creek_2_6_mangrove,130,135,0.9477,0.151584,0.05224
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_1_mangrove,0,5,0.1564,0.827187,0.39571599999999996
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_1_mangrove,5,10,0.1691,0.7697280000000001,0.382712
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_1_mangrove,10,15,0.2184,0.743657,0.37008
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_1_mangrove,15,20,0.1697,0.724918,0.384079
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_1_mangrove,20,25,0.253,0.6658339999999999,0.328549
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_1_mangrove,25,30,0.2257,0.6402160000000001,0.313014
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_1_mangrove,30,35,0.1793,0.6234000000000001,0.300932
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_1_mangrove,35,40,0.1698,0.627799,0.300541
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_1_mangrove,40,45,0.1669,0.622179,0.285588
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_1_mangrove,45,50,0.1657,0.46699399999999996,0.212481
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_1_mangrove,72.5,77.5,0.1901,0.424332,0.19971
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_1_mangrove,122.5,127.5,0.212,0.199908,0.09603999999999999
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_1_mangrove,172.5,177.5,0.5782,0.105827,0.03871
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_1_mangrove,222.5,227.5,0.7408,0.082884,0.04
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_1_mangrove,272.5,277.5,1.0101,0.06799000000000001,0.047698
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_2_mangrove,0,5,0.1331,0.780569,0.39914
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_2_mangrove,5,10,0.2571,0.7004739999999999,0.353277
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_2_mangrove,10,15,0.1582,0.6757110000000001,0.33354
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_2_mangrove,15,20,0.1684,0.7132219999999999,0.34901699999999997
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_2_mangrove,20,25,0.177,0.6894939999999999,0.32943
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_2_mangrove,25,30,0.1632,0.6763790000000001,0.30719
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_2_mangrove,30,35,0.1916,0.580946,0.275664
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_2_mangrove,35,40,0.1769,0.487562,0.21611999999999998
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_2_mangrove,40,45,0.1738,0.4278,0.18953
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_2_mangrove,45,48,0.0957,0.389944,0.16684000000000002
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_2_mangrove,72.5,77.5,0.644,0.10976100000000001,0.04102
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_2_mangrove,119,124,0.7533,0.08869300000000001,0.03454
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_2_mangrove,172.5,177.5,0.7546,0.076037,0.0319
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_2_mangrove,222.5,227.5,0.8959,0.057422,0.02299
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_2_mangrove,272.5,277.5,1.2448,0.055735,0.018566
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_3_mangrove,0,5,0.1488,0.7969849999999999,0.42133000000000004
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_3_mangrove,5,10,0.1569,0.755229,0.39128799999999997
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_3_mangrove,10,15,0.1559,0.735464,0.35938499999999995
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_3_mangrove,15,20,0.1758,0.739139,0.374689
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_3_mangrove,20,25,0.1821,0.755107,0.376019
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_3_mangrove,25,30,0.1622,0.705505,0.347391
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_3_mangrove,30,35,0.2378,0.457735,0.23467400000000002
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_3_mangrove,35,40,0.1233,0.601518,0.291198
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_3_mangrove,40,45,0.1355,0.518924,0.233763
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_3_mangrove,45,50,0.1594,0.38852200000000003,0.168264
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_3_mangrove,72.5,77.5,0.5533,0.09871100000000001,0.03465
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_3_mangrove,119,124,0.6984,0.07971,0.031920000000000004
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_4_mangrove,0,5,0.1559,0.827702,0.428111
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_4_mangrove,5,10,0.1366,0.752754,0.39578800000000003
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_4_mangrove,10,15,0.158,0.733364,0.36620199999999997
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_4_mangrove,15,20,0.1584,0.714348,0.37571899999999997
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_4_mangrove,20,25,0.1697,0.682189,0.357092
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_4_mangrove,25,30,0.1562,0.623955,0.301909
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_4_mangrove,30,35,0.1361,0.62022,0.323415
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_4_mangrove,35,40,0.1104,0.554697,0.289567
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_4_mangrove,40,45,0.0941,0.514527,0.267225
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_4_mangrove,45,50,0.1098,0.436766,0.189584
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_4_mangrove,72.5,77.5,0.4786,0.124183,0.043230000000000005
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_4_mangrove,119,124,0.6855,0.082787,0.03396
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_4_mangrove,166,171,0.7306,0.08138400000000001,0.03614
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_4_mangrove,222.5,227.5,1.2395,0.055978,0.02628
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_4_mangrove,268,273,0.6175,0.061234000000000004,0.01778
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_5_mangrove,0,5,0.1336,0.794942,0.403636
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_5_mangrove,5,10,0.1573,0.722342,0.36623300000000003
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_5_mangrove,10,15,0.1767,0.706374,0.34043100000000004
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_5_mangrove,15,20,0.156,0.680106,0.33636499999999997
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_5_mangrove,20,25,0.1581,0.664085,0.323618
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_5_mangrove,25,30,0.1472,0.608346,0.29131599999999996
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_5_mangrove,30,35,0.1446,0.597722,0.284694
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_5_mangrove,35,40,0.1211,0.538353,0.252408
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_5_mangrove,40,45,0.1132,0.5904079999999999,0.27733599999999997
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_5_mangrove,45,50,0.1065,0.471446,0.21622599999999997
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_5_mangrove,72.5,77.5,0.453,0.13062300000000002,0.046
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_5_mangrove,122.5,127.5,0.5805,0.09479100000000001,0.03893
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_6_mangrove,0,5,0.124,0.7858660000000001,0.39327199999999995
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_6_mangrove,5,10,0.1467,0.7079479999999999,0.342586
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_6_mangrove,10,15,0.1553,0.6758240000000001,0.337494
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_6_mangrove,15,20,0.1663,0.663447,0.32454700000000003
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_6_mangrove,20,25,0.2024,0.623684,0.299007
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_6_mangrove,25,30,0.1794,0.634215,0.306035
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_6_mangrove,30,35,0.1613,0.615753,0.302487
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_6_mangrove,35,40,0.1545,0.5670620000000001,0.26466100000000004
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_6_mangrove,40,45,0.1358,0.473132,0.211219
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_1_6_mangrove,45,50,0.1467,0.459466,0.20741800000000002
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_1_mangrove,0,5,0.1473,0.736203,0.37833
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_1_mangrove,5,10,0.1915,0.7224710000000001,0.36382
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_1_mangrove,10,15,0.2127,0.6666200000000001,0.333715
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_1_mangrove,15,20,0.1893,0.6787350000000001,0.34964
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_1_mangrove,20,25,0.2428,0.7192740000000001,0.3627
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_1_mangrove,25,30,0.2328,0.7042870000000001,0.349056
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_1_mangrove,30,35,0.2416,0.712099,0.33934
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_1_mangrove,35,40,0.2599,0.6785469999999999,0.334146
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_1_mangrove,40,45,0.263,0.6561100000000001,0.320175
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_1_mangrove,45,50,0.2311,0.662613,0.31319800000000003
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_1_mangrove,62,67,0.3045,0.407366,0.19264
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_1_mangrove,75,80,0.2485,0.40078800000000003,0.17642
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_1_mangrove,102,107,0.4839,0.161968,0.0641
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_2_mangrove,0,5,0.1825,0.76063,0.39053400000000005
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_2_mangrove,5,10,0.1863,0.697115,0.33899999999999997
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_2_mangrove,10,15,0.196,0.6548900000000001,0.303747
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_2_mangrove,15,20,0.1927,0.674972,0.329025
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_2_mangrove,20,25,0.2407,0.7409600000000001,0.283954
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_2_mangrove,25,30,0.2215,0.629799,0.233125
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_2_mangrove,30,35,0.1885,0.61674,0.526402
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_2_mangrove,35,40,0.2031,0.6303690000000001,0.32748399999999994
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_2_mangrove,40,45,0.2033,0.597751,0.28789000000000003
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_2_mangrove,45,50,0.2398,0.620081,0.28718499999999997
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_2_mangrove,72,77,0.2117,0.6020949999999999,0.28158
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_2_mangrove,112,117,0.5743,0.14546699999999999,0.05509
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_3_mangrove,0,5,0.1595,0.751309,0.382194
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_3_mangrove,5,10,0.2211,0.696292,0.34850099999999995
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_3_mangrove,10,15,0.2151,0.668729,0.3332
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_3_mangrove,15,20,0.2097,0.682696,0.33859
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_3_mangrove,20,25,0.2292,0.698953,0.35245800000000005
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_3_mangrove,25,30,0.21560000000000001,0.592171,0.290259
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_3_mangrove,30,35,0.2391,0.6832309999999999,0.343964
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_3_mangrove,35,40,0.2302,0.621569,0.307221
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_3_mangrove,40,45,0.2326,0.584901,0.293671
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_3_mangrove,45,50,0.2301,0.598363,0.291913
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_3_mangrove,65,70,0.2314,0.5491940000000001,0.26585000000000003
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_4_mangrove,0,5,0.1493,0.7617659999999999,0.38039
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_4_mangrove,5,10,0.1573,0.689657,0.341325
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_4_mangrove,10,15,0.1842,0.64445,0.318193
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_4_mangrove,15,20,0.2225,0.700571,0.35184800000000005
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_4_mangrove,20,25,0.2265,0.685295,0.343515
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_4_mangrove,25,30,0.2368,0.62026,0.340529
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_4_mangrove,30,35,0.2421,0.44966700000000004,0.22994900000000001
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_4_mangrove,35,40,0.2301,0.468435,0.23494900000000002
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_4_mangrove,40,45,0.2463,0.49097900000000005,0.24550999999999998
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_4_mangrove,45,50,0.2481,0.506425,0.252235
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_4_mangrove,72,77,0.2726,0.572008,0.27035
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_5_mangrove,0,5,0.1144,0.759696,0.365512
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_5_mangrove,5,10,0.21560000000000001,0.720406,0.370223
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_5_mangrove,10,15,0.2488,0.660617,0.34240000000000004
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_5_mangrove,15,20,0.1965,0.6795699999999999,0.34153500000000003
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_5_mangrove,20,25,0.2297,0.6829139999999999,0.33939
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_5_mangrove,25,30,0.303,0.503608,0.268769
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_5_mangrove,30,35,0.217,0.514915,0.278138
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_5_mangrove,35,40,0.1509,0.6548430000000001,0.324939
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_5_mangrove,40,45,0.2206,0.42641599999999996,0.22027999999999998
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_5_mangrove,45,50,0.2146,0.395736,0.198339
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_5_mangrove,72,77,0.2534,0.42298499999999994,0.28495000000000004
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_5_mangrove,122,127,0.6977,0.108771,0.04101
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_5_mangrove,172,177,0.7764,0.10540100000000001,0.04255
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_5_mangrove,222,227,0.9293,0.08638,0.03852
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_5_mangrove,272,277,0.9347,0.101756,0.045250000000000005
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_6_mangrove,0,5,0.1964,0.710769,0.364454
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_6_mangrove,5,10,0.1647,0.6894840000000001,0.348253
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_6_mangrove,10,15,0.2332,0.64563,0.313678
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_6_mangrove,15,20,0.2516,0.670772,0.34115900000000005
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_6_mangrove,20,25,0.2479,0.605877,0.302993
