study_id,site_id,plot_id,plot_radius,species,alive_or_dead,decay_class,plot_density,height,canopy_width,basal_width,biomass_decay_corrected,plant_aboveground_mass,plant_aboveground_carbon,plant_belowground_mass,plant_organic_matter_total,plant_belowground_carbon,plot_area,diameter_flag,diameter,aboveground_carbon_conversion,belowground_carbon_conversion
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_1_6,7,Rhizophora mangle,alive,NA,64.9612,787,423,NA,NA,53.28438217,1.661480355,43.67805097,6.298796011,1.106577656,153.93804002589985,DBH,12,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,2,Rhizophora mangle,dead,1,795.7747,230,NA,1.3,1.109,1.137,0.4234568,NA,NA,NA,12.566370614359172,DBH,1.3,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,2,Rhizophora mangle,dead,3,795.7747,210,NA,5,3.157,6.314,1.2059251,NA,NA,NA,12.566370614359172,DBH,3.5,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,2,Rhizophora mangle,alive,NA,795.7747,791,111,NA,NA,7.956151468,3.039025943,3.811132652,9.36410699,1.182793148,12.566370614359172,DBH,4,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,7,Rhizophora mangle,alive,NA,64.9612,661,190,NA,NA,20.96051287,0.6535776328,13.20074778,2.219156485,0.3344392025,153.93804002589985,DBH,7,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,7,Rhizophora mangle,alive,NA,64.9612,189,NA,NA,NA,118.0482847,3.68090795,121.1473388,15.53843474,3.069251837,153.93804002589985,DBH,19,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,7,Rhizophora mangle,alive,NA,64.9612,800,203,NA,NA,87.67360967,2.733783788,82.72318477,11.06918024,2.095780967,153.93804002589985,DBH,16,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,7,Rhizophora mangle,alive,NA,64.9612,467,300,NA,NA,26.4110681,0.823533445,17.75581681,2.869133844,0.4498412751,153.93804002589985,DBH,8,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,7,Rhizophora mangle,alive,NA,64.9612,850,220,NA,NA,78.40633738,2.444817487,71.68090496,9.749847367,1.816026265,153.93804002589985,DBH,15,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,7,Rhizophora mangle,alive,NA,64.9612,618,220,NA,NA,20.96051287,0.6535776328,13.20074778,2.219156485,0.3344392025,153.93804002589985,DBH,7,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,7,Rhizophora mangle,alive,NA,64.9612,611,230,NA,NA,45.83401849,1.429167764,36.00581499,5.31641379,0.9122025699,153.93804002589985,DBH,11,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,2,Rhizophora mangle,alive,NA,795.7747,1100,102,NA,NA,11.70723336,4.471833654,6.254524444,14.29351242,1.941105002,12.566370614359172,DBH,5,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,7,Rhizophora mangle,alive,NA,64.9612,403,200,NA,NA,20.96051287,0.6535776328,13.20074778,2.219156485,0.3344392025,153.93804002589985,DBH,7,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,7,Rhizophora mangle,alive,NA,64.9612,420,203,NA,NA,26.4110681,0.823533445,17.75581681,2.869133844,0.4498412751,153.93804002589985,DBH,8,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,7,Rhizophora mangle,alive,NA,64.9612,410,140,NA,NA,16.05155133,0.5005094575,9.375116223,1.651746836,0.237517332,153.93804002589985,DBH,6,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,2,Rhizophora mangle,alive,NA,795.7747,330,241,NA,NA,7.956151468,3.039025943,3.811132652,9.36410699,1.182793148,12.566370614359172,DBH,4,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,7,Rhizophora mangle,alive,NA,64.9612,420,120,NA,NA,20.96051287,0.6535776328,13.20074778,2.219156485,0.3344392025,153.93804002589985,DBH,7,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,2,Rhizophora mangle,alive,NA,795.7747,310,80,NA,NA,7.956151468,3.039025943,3.811132652,9.36410699,1.182793148,12.566370614359172,DBH,4,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,7,Rhizophora mangle,alive,NA,64.9612,1000,165,NA,NA,61.20306058,1.908395644,52.17171662,7.364961576,1.321763554,153.93804002589985,DBH,13,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,7,Rhizophora mangle,alive,NA,64.9612,400,120,NA,NA,16.05155133,0.5005094575,9.375116223,1.651746836,0.237517332,153.93804002589985,DBH,6,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,7,Rhizophora mangle,alive,NA,64.9612,1100,76,NA,NA,32.38403658,1.009778821,23.06212148,3.601848963,0.5842758035,153.93804002589985,DBH,9,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,2,Rhizophora mangle,alive,NA,795.7747,340,130,NA,NA,7.956151468,3.039025943,3.811132652,9.36410699,1.182793148,12.566370614359172,DBH,4,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,2,Rhizophora mangle,alive,NA,795.7747,410,85,NA,NA,1.8090238,0.6909961782,0.5702660142,1.893378638,0.1769832739,12.566370614359172,DBH,1.7,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,7,Rhizophora mangle,alive,NA,64.9612,900,61,NA,NA,16.05155133,0.5005094575,9.375116223,1.651746836,0.237517332,153.93804002589985,DBH,6,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,2,Rhizophora mangle,alive,NA,795.7747,560,97,NA,NA,11.70723336,4.471833654,6.254524444,14.29351242,1.941105002,12.566370614359172,DBH,5,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,7,Rhizophora mangle,alive,NA,64.9612,430,95,NA,NA,26.4110681,0.823533445,17.75581681,2.869133844,0.4498412751,153.93804002589985,DBH,8,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,2,Rhizophora mangle,alive,NA,795.7747,420,46,NA,NA,5.406943234,2.065300142,2.322276013,6.150717128,0.7207233141,12.566370614359172,DBH,3.2,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,7,Rhizophora mangle,alive,NA,64.9612,1100,140,NA,NA,32.38403658,1.009778821,23.06212148,3.601848963,0.5842758035,153.93804002589985,DBH,9,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,2,Rhizophora mangle,alive,NA,795.7747,400,100,NA,NA,7.956151468,3.039025943,3.811132652,9.36410699,1.182793148,12.566370614359172,DBH,4,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,2,Rhizophora mangle,alive,NA,795.7747,300,160,NA,NA,11.70723336,4.471833654,6.254524444,14.29351242,1.941105002,12.566370614359172,DBH,5,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,2,Rhizophora mangle,alive,NA,795.7747,580,107,NA,NA,11.70723336,4.471833654,6.254524444,14.29351242,1.941105002,12.566370614359172,DBH,5,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,2,Rhizophora mangle,alive,NA,795.7747,310,170,NA,NA,11.70723336,4.471833654,6.254524444,14.29351242,1.941105002,12.566370614359172,DBH,5,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,2,Rhizophora mangle,alive,NA,795.7747,420,56,NA,NA,4.835418742,1.846993871,2.012287688,5.44923153,0.6245177762,12.566370614359172,DBH,3,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,2,Rhizophora mangle,alive,NA,795.7747,320,140,NA,NA,11.70723336,4.471833654,6.254524444,14.29351242,1.941105002,12.566370614359172,DBH,5,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,7,Rhizophora mangle,alive,NA,64.9612,1200,180,NA,NA,49.49999547,1.543477971,39.74020381,5.797150434,1.006812818,153.93804002589985,DBH,11.5,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1,7,Rhizophora mangle,alive,NA,64.9612,320,300,NA,NA,26.4110681,0.823533445,17.75581681,2.869133844,0.4498412751,153.93804002589985,DBH,8,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Avicennia germinans,dead,3,64.9612,320,NA,19,101.834,203.667,2.6333779,NA,NA,NA,153.93804002589985,DBH,25,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,dead,3,64.9612,210,NA,7.5,8.026,16.052,0.1623471,NA,NA,NA,153.93804002589985,DBH,6,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,dead,2,64.9612,480,NA,8,13.644,16.052,0.425433,NA,NA,NA,153.93804002589985,DBH,6,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,dead,2,64.9612,570,NA,18,15.671,18.437,0.4886573,NA,NA,NA,153.93804002589985,DBH,6.5,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,2,Rhizophora mangle,dead,3,795.7747,200,NA,14,5.854,11.707,4.0157999,NA,NA,NA,12.566370614359172,DBH,5,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,2,Rhizophora mangle,dead,3,795.7747,370,NA,8,4.878,9.755,3.0699823999999998,NA,NA,NA,12.566370614359172,DBH,4.5,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,2,Rhizophora mangle,dead,3,795.7747,270,NA,7,3.978,7.956,1.73259,NA,NA,NA,12.566370614359172,DBH,4,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,2,Rhizophora mangle,dead,3,795.7747,350,NA,8.7,4.878,9.755,3.2624234,NA,NA,NA,12.566370614359172,DBH,4.5,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,2,Rhizophora mangle,dead,3,795.7747,180,NA,6,3.978,7.956,0.94392,NA,NA,NA,12.566370614359172,DBH,4,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,dead,2,64.9612,400,NA,10,17.816,20.961,0.555541,NA,NA,NA,153.93804002589985,DBH,7,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,alive,NA,64.9612,650,89,NA,NA,20.96051287,0.6535776328,13.20074778,2.219156485,0.3344392025,153.93804002589985,DBH,7,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,2,Rhizophora mangle,alive,NA,795.7747,530,84,NA,NA,10.13376909,3.870814588,5.197604992,12.20031961,1.613087796,12.566370614359172,DBH,4.6,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,2,Rhizophora mangle,alive,NA,795.7747,360,51,NA,NA,4.835418742,1.846993871,2.012287688,5.44923153,0.6245177762,12.566370614359172,DBH,3,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,alive,NA,64.9612,540,200,NA,NA,26.4110681,0.823533445,17.75581681,2.869133844,0.4498412751,153.93804002589985,DBH,8,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,alive,NA,64.9612,600,130,NA,NA,32.38403658,1.009778821,23.06212148,3.601848963,0.5842758035,153.93804002589985,DBH,9,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,2,Rhizophora mangle,alive,NA,795.7747,380,51,NA,NA,7.956151468,3.039025943,3.811132652,9.36410699,1.182793148,12.566370614359172,DBH,4,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,alive,NA,64.9612,520,110,NA,NA,32.38403658,1.009778821,23.06212148,3.601848963,0.5842758035,153.93804002589985,DBH,9,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,alive,NA,64.9612,520,130,NA,NA,29.33332932,0.9146535708,20.31378725,3.225136269,0.5146471184,153.93804002589985,DBH,8.5,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,2,Rhizophora mangle,alive,NA,795.7747,580,140,NA,NA,11.70723336,4.471833654,6.254524444,14.29351242,1.941105002,12.566370614359172,DBH,5,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,2,Rhizophora mangle,alive,NA,795.7747,320,185,NA,NA,7.956151468,3.039025943,3.811132652,9.36410699,1.182793148,12.566370614359172,DBH,4,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,alive,NA,64.9612,620,300,NA,NA,87.67360967,2.733783788,82.72318477,11.06918024,2.095780967,153.93804002589985,DBH,16,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,alive,NA,64.9612,550,170,NA,NA,32.38403658,1.009778821,23.06212148,3.601848963,0.5842758035,153.93804002589985,DBH,9,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Laguncularia racemosa,alive,NA,64.9612,670,178,NA,NA,51.12334247,1.594096164,37.35642371,5.747751787,0.9464200635,153.93804002589985,DBH,13,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,alive,NA,64.9612,950,203,NA,NA,45.83401849,1.429167764,36.00581499,5.31641379,0.9122025699,153.93804002589985,DBH,11,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,alive,NA,64.9612,415,200,NA,NA,29.33332932,0.9146535708,20.31378725,3.225136269,0.5146471184,153.93804002589985,DBH,8.5,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,alive,NA,64.9612,410,250,NA,NA,38.8630783,1.211804257,29.13941875,4.417523811,0.7382433276,153.93804002589985,DBH,10,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,alive,NA,64.9612,800,94,NA,NA,27.27413704,0.8504451221,18.50336756,2.973761632,0.4687803747,153.93804002589985,DBH,8.15,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,alive,NA,64.9612,660,103,NA,NA,26.4110681,0.823533445,17.75581681,2.869133844,0.4498412751,153.93804002589985,DBH,8,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,alive,NA,64.9612,560,300,NA,NA,61.20306058,1.908395644,52.17171662,7.364961576,1.321763554,153.93804002589985,DBH,13,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,2,Rhizophora mangle,alive,NA,795.7747,540,110,NA,NA,7.956151468,3.039025943,3.811132652,9.36410699,1.182793148,12.566370614359172,DBH,4,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,alive,NA,64.9612,510,200,NA,NA,45.83401849,1.429167764,36.00581499,5.31641379,0.9122025699,153.93804002589985,DBH,11,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,2,Rhizophora mangle,alive,NA,795.7747,580,229,NA,NA,9.755466882,3.726313791,4.950085099,11.70230622,1.536269469,12.566370614359172,DBH,4.5,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,alive,NA,64.9612,540,100,NA,NA,16.05155133,0.5005094575,9.375116223,1.651746836,0.237517332,153.93804002589985,DBH,6,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,alive,NA,64.9612,680,100,NA,NA,20.96051287,0.6535776328,13.20074778,2.219156485,0.3344392025,153.93804002589985,DBH,7,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,alive,NA,64.9612,590,140,NA,NA,129.009033,4.022679166,135.7586388,17.19962568,3.439427194,153.93804002589985,DBH,20,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,2,Rhizophora mangle,alive,NA,795.7747,440,180,NA,NA,11.70723336,4.471833654,6.254524444,14.29351242,1.941105002,12.566370614359172,DBH,5,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,alive,NA,64.9612,520,100,NA,NA,18.4369984,0.5748909793,11.19820816,1.92513858,0.2837051256,153.93804002589985,DBH,6.5,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,alive,NA,64.9612,530,120,NA,NA,45.83401849,1.429167764,36.00581499,5.31641379,0.9122025699,153.93804002589985,DBH,11,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,2,Rhizophora mangle,alive,NA,795.7747,600,70,NA,NA,9.755466882,3.726313791,4.950085099,11.70230622,1.536269469,12.566370614359172,DBH,4.5,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,2,Rhizophora mangle,alive,NA,795.7747,300,170,NA,NA,11.70723336,4.471833654,6.254524444,14.29351242,1.941105002,12.566370614359172,DBH,5,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,2,Rhizophora mangle,alive,NA,795.7747,380,98,NA,NA,7.956151468,3.039025943,3.811132652,9.36410699,1.182793148,12.566370614359172,DBH,4,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,alive,NA,64.9612,590,140,NA,NA,38.8630783,1.211804257,29.13941875,4.417523811,0.7382433276,153.93804002589985,DBH,10,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,alive,NA,64.9612,680,200,NA,NA,53.28438217,1.661480355,43.67805097,6.298796011,1.106577656,153.93804002589985,DBH,12,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,alive,NA,64.9612,430,180,NA,NA,20.96051287,0.6535776328,13.20074778,2.219156485,0.3344392025,153.93804002589985,DBH,7,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,alive,NA,64.9612,850,197,NA,NA,32.38403658,1.009778821,23.06212148,3.601848963,0.5842758035,153.93804002589985,DBH,9,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,alive,NA,64.9612,720,180,NA,NA,78.40633738,2.444817487,71.68090496,9.749847367,1.816026265,153.93804002589985,DBH,15,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,alive,NA,64.9612,950,198,NA,NA,45.83401849,1.429167764,36.00581499,5.31641379,0.9122025699,153.93804002589985,DBH,11,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,2,Rhizophora mangle,alive,NA,795.7747,440,98,NA,NA,7.956151468,3.039025943,3.811132652,9.36410699,1.182793148,12.566370614359172,DBH,4,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,alive,NA,64.9612,600,110,NA,NA,16.05155133,0.5005094575,9.375116223,1.651746836,0.237517332,153.93804002589985,DBH,6,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,alive,NA,64.9612,630,100,NA,NA,13.80718084,0.4305268973,7.728337065,1.398973086,0.1957963994,153.93804002589985,DBH,5.5,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,alive,NA,64.9612,700,98,NA,NA,28.73853608,0.8961070993,19.78704309,3.152279854,0.5013021248,153.93804002589985,DBH,8.4,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,alive,NA,64.9612,1100,198,NA,NA,53.28438217,1.661480355,43.67805097,6.298796011,1.106577656,153.93804002589985,DBH,12,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2,7,Rhizophora mangle,alive,NA,64.9612,1100,200,NA,NA,49.49999547,1.543477971,39.74020381,5.797150434,1.006812818,153.93804002589985,DBH,11.5,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_3,7,Laguncularia racemosa,dead,3,64.9612,310,NA,30,15.406,30.811,2.2699591,NA,NA,NA,153.93804002589985,DBH,10,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_3,7,Rhizophora mangle,dead,3,64.9612,270,NA,10,8.026,16.052,0.29808,NA,NA,NA,153.93804002589985,DBH,6,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_3,7,Rhizophora mangle,dead,3,64.9612,370,NA,11,8.026,16.052,0.4647502,NA,NA,NA,153.93804002589985,DBH,6,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_3,7,Rhizophora mangle,dead,3,64.9612,200,NA,10,13.206,26.411,0.2748735,NA,NA,NA,153.93804002589985,DBH,8,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_3,2,Rhizophora mangle,dead,3,795.7747,300,NA,5,2.703,5.407,1.060668,NA,NA,NA,12.566370614359172,DBH,3.2,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_3,2,Rhizophora mangle,dead,3,795.7747,240,NA,13,5.854,11.707,4.2890399,NA,NA,NA,12.566370614359172,DBH,5,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_3,2,Rhizophora mangle,dead,3,795.7747,210,NA,2,5.854,11.707,0.56511,NA,NA,NA,12.566370614359172,DBH,5,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_3,7,Rhizophora mangle,dead,3,64.9612,490,NA,13,22.917,45.834,1.19508,NA,NA,NA,153.93804002589985,DBH,11,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_3,7,Avicennia germinans,dead,3,64.9612,170,NA,14,17.309,34.618,0.4174922,NA,NA,NA,153.93804002589985,DBH,10,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_3,2,Rhizophora mangle,dead,3,795.7747,240,NA,7,3.978,7.956,1.54008,NA,NA,NA,12.566370614359172,DBH,4,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_3,2,Rhizophora mangle,dead,3,795.7747,290,NA,8,3.978,7.956,2.24112,NA,NA,NA,12.566370614359172,DBH,4,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_3,7,Rhizophora mangle,dead,3,64.9612,200,NA,12,26.642,53.284,0.4866612,NA,NA,NA,153.93804002589985,DBH,12,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_3,7,Rhizophora mangle,alive,NA,64.9612,580,200,NA,NA,53.28438217,1.661480355,43.67805097,6.298796011,1.106577656,153.93804002589985,DBH,12,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_3,7,Laguncularia racemosa,alive,NA,64.9612,830,850,NA,NA,67.38522774,2.101164123,51.32555398,7.711594834,1.300326135,153.93804002589985,DBH,15,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_3,7,Rhizophora mangle,alive,NA,64.9612,630,140,NA,NA,32.38403658,1.009778821,23.06212148,3.601848963,0.5842758035,153.93804002589985,DBH,9,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_3,7,Rhizophora mangle,alive,NA,64.9612,800,140,NA,NA,29.33332932,0.9146535708,20.31378725,3.225136269,0.5146471184,153.93804002589985,DBH,8.5,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_3,7,Rhizophora mangle,alive,NA,64.9612,500,220,NA,NA,38.8630783,1.211804257,29.13941875,4.417523811,0.7382433276,153.93804002589985,DBH,10,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_3,7,Laguncularia racemosa,alive,NA,64.9612,850,50,NA,NA,20.02959857,0.6245504443,12.71366669,2.127041804,0.3220990675,153.93804002589985,DBH,8,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_3,7,Laguncularia racemosa,alive,NA,64.9612,1100,198,NA,NA,51.12334247,1.594096164,37.35642371,5.747751787,0.9464200635,153.93804002589985,DBH,13,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_3,7,Avicennia germinans,alive,NA,64.9612,840,200,NA,NA,173.3351661,5.404828989,156.1819305,21.40582602,3.956848593,153.93804002589985,DBH,23,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_3,7,Rhizophora mangle,alive,NA,64.9612,1100,200,NA,NA,109.5773442,3.416772369,110.1131954,14.27136108,2.789703271,153.93804002589985,DBH,18.2,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_3,7,Laguncularia racemosa,alive,NA,64.9612,570,120,NA,NA,85.79757021,2.675286297,67.76534535,9.97563127,1.716826079,153.93804002589985,DBH,17,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_3,7,Rhizophora mangle,alive,NA,64.9612,600,150,NA,NA,18.4369984,0.5748909793,11.19820816,1.92513858,0.2837051256,153.93804002589985,DBH,6.5,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_3,7,Laguncularia racemosa,alive,NA,64.9612,540,130,NA,NA,51.12334247,1.594096164,37.35642371,5.747751787,0.9464200635,153.93804002589985,DBH,13,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_3,7,Rhizophora mangle,alive,NA,64.9612,1100,150,NA,NA,45.83401849,1.429167764,36.00581499,5.31641379,0.9122025699,153.93804002589985,DBH,11,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_3,7,Rhizophora mangle,alive,NA,64.9612,500,200,NA,NA,61.20306058,1.908395644,52.17171662,7.364961576,1.321763554,153.93804002589985,DBH,13,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_3,7,Laguncularia racemosa,alive,NA,64.9612,770,140,NA,NA,141.1186277,4.400272991,120.1128306,16.96990901,3.04304271,153.93804002589985,DBH,22,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_3,7,Laguncularia racemosa,alive,NA,64.9612,790,159,NA,NA,67.38522774,2.101164123,51.32555398,7.711594834,1.300326135,153.93804002589985,DBH,15,0.48,0.39
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_3,7,Laguncularia racemosa,alive,NA,64.9612,1100,102,NA,NA,58.98419809,1.839208459,44.03675304,6.692364611,1.115665326,153.93804002589985,DBH,14,0.48,0.39
