study_id,title,author,bibtype,doi,url,journal,year
Cifuentes_et_al_2024_ElSalvador,Land cover dynamics and carbon stocks in El Salvador mangroves,"Miguel Cifuentes-Jara, Danilo Torres Gómez, Oscar Molina Lara, Sergio Velásquez Mazariegos, Carlos Giovanni Rivera, Javier Magaña Rivas",Article,,https://repositorio.catie.ac.cr/handle/11554/8718,CATIE,2018
