study_id,site_id,plot_id,transect,plant_id,family,genus,species,common_name,alive_or_dead,decay_class,diameter,diameter_crown,diameter_notes,height,height_canopy,plant_AGB_g,plant_AGB_Mg,plant_AGB_kg,plant_BGB_Mg,plant_BGB_kg,plant_aboveground_carbon_Mg,plant_belowground_carbon_Mg,plant_aboveground_carbon_MgHa,plant_belowground_carbon_MgHa,plant_total_carbon
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_6,9,El_Jobal_9_6_1,Rhizophoraceae,Rhizophora,mangle,Mangle colorado,alive,NA,26.3,NA,NA,12,NA,NA,NA,630.627595830778,NA,256.793957849422,0.296394970040466,0.100149643561275,19.2539281564548,6.50575831890831,25.7596864753631
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_6,9,El_Jobal_9_6_2,Rhizophoraceae,Rhizophora,mangle,Mangle colorado,alive,NA,28.6,NA,NA,14,NA,NA,NA,784.223245595666,NA,309.325435344513,0.368584925429963,0.12063691978436,23.9434146699989,7.83661944812006,31.780034118119
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_6,9,El_Jobal_9_6_3,Rhizophoraceae,Rhizophora,mangle,Mangle colorado,standing dead,3,19.2,NA,NA,4,NA,NA,NA,139.136547970616,NA,127.70613668715,0.0653941775461895,0.0498053933079883,4.24803024205467,3.23537698505836,7.48340722711302
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_6,9,El_Jobal_9_6_4,Rhizophoraceae,Rhizophora,mangle,Mangle colorado,alive,NA,6.2,NA,NA,8,NA,NA,NA,14.7267331652759,NA,10.3846673629006,0.00692156458767966,0.00405002027153125,0.449627425469641,0.263090832241864,0.712718257711505
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_6,9,El_Jobal_9_6_5,Rhizophoraceae,Rhizophora,mangle,Mangle colorado,alive,NA,5.2,NA,NA,5,NA,NA,NA,9.32173427161122,NA,7.02765547063025,0.00438121510765727,0.0027407856335458,0.284605372720363,0.178042460279706,0.46264783300007
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_6,9,El_Jobal_9_6_6,Rhizophoraceae,Rhizophora,mangle,Mangle colorado,alive,NA,16.5,NA,NA,10,NA,NA,NA,187.649011139721,NA,91.2215391002086,0.0881950352356691,0.0355764002490814,5.7291824890002,2.31105627186445,8.04023876086465
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_6,9,El_Jobal_9_6_7,Rhizophoraceae,Rhizophora,mangle,Mangle colorado,standing dead,3,8.8,NA,NA,2,NA,NA,NA,18.302607953307,NA,22.5961563684588,0.00860222573805431,0.00881250098369895,0.558803802653911,0.572463361290045,1.13126716394396
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_6,9,El_Jobal_9_6_8,Rhizophoraceae,Rhizophora,mangle,Mangle colorado,alive,NA,6.8,NA,NA,8,NA,NA,NA,18.7245417631847,NA,12.7483161596298,0.00880053462869682,0.00497184330225562,0.571686022391634,0.32297280123786,0.894658823629495
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_6,9,El_Jobal_9_6_9,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,18.2,NA,NA,10,NA,NA,NA,148.012831514135,NA,95.5499581793128,0.0695660308116433,0.037264483689932,4.5190353911682,2.42071480381525,6.93975019498345
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_6,9,El_Jobal_9_6_10,Rhizophoraceae,Rhizophora,mangle,Mangle colorado,alive,NA,5.9,NA,NA,5,NA,NA,NA,12.9450357887192,NA,9.30196080284441,0.00608416682069804,0.00362776471310932,0.395229753195923,0.235660953170672,0.630890706366595
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_6,9,El_Jobal_9_6_11,Rhizophoraceae,Rhizophora,mangle,Mangle colorado,alive,NA,5.8,NA,NA,5,NA,NA,NA,12.3822853593996,NA,8.955569013234,0.00581967411891781,0.00349267191516126,0.378048208322581,0.226885274468056,0.604933482790637
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_6,9,El_Jobal_9_6_12,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,5.7,NA,NA,5,NA,NA,NA,9.12489108260442,NA,7.2596252009066,0.00428869880882408,0.00283125382835357,0.278595479331173,0.183919308065063,0.462514787396235
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_6,9,El_Jobal_9_6_13,Rhizophoraceae,Rhizophora,mangle,Mangle colorado,alive,NA,5,NA,NA,3,NA,NA,NA,8.41802161311407,NA,6.44163998357183,0.00395647015816361,0.00251223959359301,0.257013781873692,0.1631960240089,0.420209805882592
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_6,9,El_Jobal_9_6_14,Rhizophoraceae,Rhizophora,mangle,Mangle colorado,standing dead,3,10,NA,NA,2,NA,NA,NA,25.5186696324792,NA,30.0111777632169,0.0119937747272652,0.0117043593276546,0.77912009401489,0.760319561365116,1.53943965538001
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_6,9,El_Jobal_9_6_15,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,23.2,NA,NA,9,NA,NA,NA,265.03254040813,NA,163.777918197309,0.124565293991821,0.0638733880969505,8.0918081065234,4.14923919039564,12.241047296919
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_6,9,El_Jobal_9_6_16,Rhizophoraceae,Rhizophora,mangle,Mangle colorado,alive,NA,5.8,NA,NA,5,NA,NA,NA,12.3822853593996,NA,8.955569013234,0.00581967411891781,0.00349267191516126,0.378048208322581,0.226885274468056,0.604933482790637
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_5,9,El_Jobal_9_5_1,Rhizophoraceae,Rhizophora,mangle,Mangle colorado,alive,NA,5.1,NA,NA,6,NA,NA,NA,8.86279049043498,NA,6.73114320422175,0.00416551153050444,0.00262514584964648,0.270593187638329,0.170530456648466,0.441123644286795
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_5,9,El_Jobal_9_5_2,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,17.9,NA,NA,9,NA,NA,NA,142.224792895314,NA,92.0885741746705,0.0668456526607976,0.0359145439281215,4.3423186086006,2.33302221177871,6.67534082037931
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_5,9,El_Jobal_9_5_3,Combretaceae,Laguncularia,racemosa,Sincaguite,alive,NA,6.2,NA,NA,5,NA,NA,NA,9.79162691558522,NA,7.32780913309151,0.00460206465032505,0.00285784556190569,0.298951841647723,0.185646717026484,0.484598558674207
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_5,9,El_Jobal_9_5_4,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,15.4,NA,NA,10,NA,NA,NA,99.1237595851825,NA,65.9428966368097,0.0465881670050358,0.0257177296883558,3.02638476062334,1.67063334340365,4.69701810402699
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_5,9,El_Jobal_9_5_5,Rhizophoraceae,Rhizophora,mangle,Mangle colorado,alive,NA,10.7,NA,NA,9,NA,NA,NA,60.8535399840106,NA,34.8750650016383,0.028601163792485,0.0136012753506389,1.85794230170748,0.883543935990576,2.74148623769806
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_5,9,El_Jobal_9_5_6,Rhizophoraceae,Rhizophora,mangle,Mangle colorado,alive,NA,5.9,NA,NA,5,NA,NA,NA,12.9450357887192,NA,9.30196080284441,0.00608416682069804,0.00362776471310932,0.395229753195923,0.235660953170672,0.630890706366595
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_5,9,El_Jobal_9_5_7,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,22.2,NA,NA,10,NA,NA,NA,238.437837498065,NA,148.516813706815,0.112065783624091,0.0579215573456578,7.27983523607189,3.76260603778471,11.0424412738566
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_5,9,El_Jobal_9_5_8,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,22.2,NA,NA,10,NA,NA,NA,238.437837498065,NA,148.516813706815,0.112065783624091,0.0579215573456578,7.27983523607189,3.76260603778471,11.0424412738566
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_5,9,El_Jobal_9_5_9,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,14,NA,NA,10,NA,NA,NA,78.856104905412,NA,53.3674263225581,0.0370623693055436,0.0208132962657976,2.40758537777989,1.35203951317381,3.7596248909537
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_5,9,El_Jobal_9_5_10,Rhizophoraceae,Rhizophora,mangle,Mangle colorado,alive,NA,5.4,NA,NA,3,NA,NA,NA,10.2828097512465,NA,7.6418267259466,0.00483292058308585,0.00298031242311917,0.313948329419635,0.193602210154552,0.507550539574187
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_5,9,El_Jobal_9_5_11,Rhizophoraceae,Rhizophora,mangle,Mangle colorado,alive,NA,5,NA,NA,5,NA,NA,NA,8.41802161311407,NA,6.44163998357183,0.00395647015816361,0.00251223959359301,0.257013781873692,0.1631960240089,0.420209805882592
