study_id,site_id,plot_id,transect,plant_id,family,genus,species,common_name,alive_or_dead,decay_class,diameter,diameter_crown,diameter_notes,height,height_canopy,plant_AGB_g,plant_AGB_Mg,plant_AGB_kg,plant_BGB_Mg,plant_BGB_kg,plant_aboveground_carbon_Mg,plant_belowground_carbon_Mg,plant_aboveground_carbon_MgHa,plant_belowground_carbon_MgHa,plant_total_carbon
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_5,9,El_Jobal_9_5_12,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,22.2,NA,NA,10,NA,NA,NA,238.437837498065,NA,148.516813706815,0.112065783624091,0.0579215573456578,7.27983523607189,3.76260603778471,11.0424412738566
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_5,9,El_Jobal_9_5_13,Rhizophoraceae,Rhizophora,mangle,Mangle colorado,alive,NA,7,NA,NA,5,NA,NA,NA,20.1903073087462,NA,13.5956722995114,0.00948944443511072,0.00530231219680943,0.616437861186873,0.344440184280202,0.960878045467075
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_5,9,El_Jobal_9_5_14,Rhizophoraceae,Rhizophora,mangle,Mangle colorado,alive,NA,5.7,NA,NA,5,NA,NA,NA,11.8348470587484,NA,8.61638743765566,0.00556237811761173,0.00336039110068571,0.361334163804842,0.21829226326398,0.579626427068822
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_5,9,El_Jobal_9_5_15,Rhizophoraceae,Rhizophora,mangle,Mangle colorado,alive,NA,12.9,NA,NA,10,NA,NA,NA,98.9512470758649,NA,52.8192458569817,0.0465070861256565,0.0205995058842228,3.02111771636069,1.33815160999239,4.35926932635308
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_5,9,El_Jobal_9_5_16,Rhizophoraceae,Rhizophora,mangle,Mangle colorado,alive,NA,8.7,NA,NA,3,NA,NA,NA,35.5335077725161,NA,22.0300650784685,0.0167007486530826,0.0085917253806027,1.08488688145268,0.558121695504918,1.6430085769576
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_5,9,El_Jobal_9_5_17,Combretaceae,Laguncularia,racemosa,Sincaguite,alive,NA,5.5,NA,NA,5,NA,NA,NA,7.2574216749778,NA,5.61655180178389,0.00341098818723956,0.00219045520269572,0.221579068938519,0.142292789573582,0.363871858512101
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_4,9,El_Jobal_9_4_1,Rhizophoraceae,Rhizophora,mangle,Mangle colorado,standing dead,3,8.3,NA,NA,2,NA,NA,NA,15.7203086877113,NA,19.8443283484911,0.00738854508322433,0.00773928805591155,0.479962653191135,0.50274704793501,0.982709701126145
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_4,9,El_Jobal_9_4_2,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,7,NA,NA,3,NA,NA,NA,14.9404380719519,NA,11.4548569180467,0.00702200589381738,0.00446739419803821,0.456152130298647,0.29020359867729,0.746355728975938
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_4,9,El_Jobal_9_4_3,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,19.7,NA,NA,12,NA,NA,NA,178.997505396748,NA,113.916607265324,0.0841288275364718,0.0444274768334765,5.46504011540027,2.88602551860962,8.35106563400989
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_4,9,El_Jobal_9_4_4,Rhizophoraceae,Rhizophora,mangle,Mangle colorado,alive,NA,5.1,NA,NA,2.5,NA,NA,NA,8.86279049043498,NA,6.73114320422175,0.00416551153050444,0.00262514584964648,0.270593187638329,0.170530456648466,0.441123644286795
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_4,9,El_Jobal_9_4_5,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,6.8,NA,NA,5,NA,NA,NA,13.9363622397271,NA,10.7409280201487,0.00655009025267172,0.00418896192785801,0.425496313672322,0.272116534224894,0.697612847897215
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_4,9,El_Jobal_9_4_6,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,6.9,NA,NA,5,NA,NA,NA,14.433307138799,NA,11.094736735563,0.00678365435523555,0.00432694732686959,0.440668725167959,0.281080117374924,0.721748842542883
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_4,9,El_Jobal_9_4_7,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,22.4,NA,NA,10,NA,NA,NA,243.625800812729,NA,151.503484215955,0.114504126381982,0.0590863588442225,7.43823089398353,3.83827197896729,11.2765028729508
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_4,9,El_Jobal_9_4_8,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,15,NA,NA,9,NA,NA,NA,93.0565735804775,NA,62.2006058832271,0.0437365895828244,0.0242582362944586,2.84114522429677,1.57582410643488,4.41696933073165
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_4,9,El_Jobal_9_4_9,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,8.7,NA,NA,8,NA,NA,NA,25.175276085866,NA,18.5611448856547,0.011832379760357,0.00723884650540535,0.768635816575096,0.470238177563034,1.23887399413813
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_4,9,El_Jobal_9_4_10,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,33.8,NA,NA,10,NA,NA,NA,653.925263936421,NA,377.630526943845,0.307344874050118,0.1472759055081,19.9652380180666,9.56709792829023,29.5323359463569
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_4,9,El_Jobal_9_4_11,Rhizophoraceae,Rhizophora,mangle,Mangle colorado,alive,NA,9,NA,NA,8,NA,NA,NA,38.8077576694664,NA,23.7520670318572,0.0182396461046492,0.00926330614242431,1.18485423571841,0.601747833079402,1.78660206879781
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_4,9,El_Jobal_9_4_12,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,6.1,NA,NA,7,NA,NA,NA,10.737907035706,NA,8.43925779834773,0.00504681630678181,0.00329131054135561,0.327843075664662,0.213804764281903,0.541647839946565
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_4,9,El_Jobal_9_4_13,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,8,NA,NA,7,NA,NA,NA,20.5846745215469,NA,15.4074863306824,0.00967479702512702,0.00600891966896615,0.628478434788036,0.390341670064061,1.0188201048521
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_4,9,El_Jobal_9_4_14,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,5.4,NA,NA,3,NA,NA,NA,8.01443773648832,NA,6.43852174499451,0.00376678573614951,0.00251102348054786,0.244691810845103,0.163117024850452,0.407808835695555
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_3,9,El_Jobal_9_3_1,Acanthaceae,Avicennia,germinans,Istatén,standing dead,2,12.4,NA,NA,3,NA,NA,NA,47.1443950232923,NA,40.7631897978147,0.0221578656609474,0.0158976440211477,1.43938324418263,1.03271690406312,2.47210014824575
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_3,9,El_Jobal_9_3_2,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,11.7,NA,NA,10,NA,NA,NA,51.259469103962,NA,35.8298205504109,0.0240919504788621,0.0139736300146603,1.56502211763428,0.90773223429,2.47275435192428
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_3,9,El_Jobal_9_3_3,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,7.3,NA,NA,6,NA,NA,NA,16.5235325370851,NA,12.5732852774433,0.00776606029242999,0.0049035812582029,0.504486182436663,0.318538473314467,0.82302465575113
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_3,9,El_Jobal_9_3_4,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,9.5,NA,NA,6,NA,NA,NA,31.0931475931565,NA,22.564121195346,0.0146137793687835,0.00880000726618495,0.949316575859656,0.571651764725539,1.5209683405852
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_3,9,El_Jobal_9_3_5,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,8.9,NA,NA,6,NA,NA,NA,26.5866765253533,NA,19.5217090022485,0.0124957379669161,0.00761346651087692,0.811727813883075,0.494573633290692,1.30630144717377
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_3,9,El_Jobal_9_3_6,Acanthaceae,Avicennia,germinans,Istatén,standing dead,2,6.2,NA,NA,4,NA,NA,NA,8.93219256936432,NA,8.74946645983893,0.00419813050760123,0.00341229191933718,0.272712128595637,0.2216637598634,0.494375888459037
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_3,9,El_Jobal_9_3_7,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,9,NA,NA,8,NA,NA,NA,27.309267931083,NA,20.0119952411295,0.012835355927609,0.00780467814404052,0.833789523685139,0.506994812526992,1.34078433621213
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_3,9,El_Jobal_9_3_8,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,14.8,NA,NA,10,NA,NA,NA,90.1065066137076,NA,60.3744278575441,0.0423500581084425,0.0235460268644422,2.75107562092,1.52955871537237,4.28063433629237
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_3,9,El_Jobal_9_3_9,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,5.7,NA,NA,5,NA,NA,NA,9.12489108260442,NA,7.2596252009066,0.00428869880882408,0.00283125382835357,0.278595479331173,0.183919308065063,0.462514787396235
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_3,9,El_Jobal_9_3_10,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,8.3,NA,NA,6,NA,NA,NA,22.4861683269073,NA,16.7195808238827,0.0105684991136464,0.00652063652131426,0.686533656856335,0.423582988262587,1.11011664511892
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_3,9,El_Jobal_9_3_11,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,8.8,NA,NA,5,NA,NA,NA,25.875362863288,NA,19.0380977414267,0.0121614205457454,0.00742485811915643,0.79001042911169,0.482321561592596,1.27233199070429
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_3,9,El_Jobal_9_3_12,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,6.4,NA,NA,5,NA,NA,NA,12.0492488332584,NA,9.38839951260236,0.00566314695163143,0.00366147580991492,0.367880144967613,0.237850838632904,0.605730983600517
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_3,9,El_Jobal_9_3_13,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,7.2,NA,NA,5,NA,NA,NA,15.9854927223311,NA,12.1941115075907,0.00751318157949563,0.00475570348796037,0.488059086624375,0.308932278027827,0.796991364652202
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_3,9,El_Jobal_9_3_14,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,13.1,NA,NA,9,NA,NA,NA,67.2324821534372,NA,46.0483736577126,0.0315992666121155,0.0179588657265079,2.05270018267608,1.16661463729426,3.21931481997034
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_3,9,El_Jobal_9_3_15,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,5.7,NA,NA,4,NA,NA,NA,9.12489108260442,NA,7.2596252009066,0.00428869880882408,0.00283125382835357,0.278595479331173,0.183919308065063,0.462514787396235
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_3,9,El_Jobal_9_3_16,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,12.5,NA,NA,8,NA,NA,NA,60.0775297120534,NA,41.4965746179259,0.0282364389646651,0.0161836641009911,1.83424964042257,1.05129687547038,2.88554651589296
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_3,9,El_Jobal_9_3_17,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,12.3,NA,NA,9,NA,NA,NA,57.7963354607419,NA,40.0369851884585,0.0271642776665487,0.0156144242234988,1.76460164132446,1.014318840035,2.77892048135946
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_3,9,El_Jobal_9_3_18,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,10.5,NA,NA,9,NA,NA,NA,39.535055558441,NA,28.1781361961707,0.0185814761124673,0.0109894731165066,1.20705964092941,0.713880285598711,1.92093992652812
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_3,9,El_Jobal_9_3_19,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,5,NA,NA,3,NA,NA,NA,6.66278878550557,NA,5.42732001065044,0.00313151072918762,0.00211665480415367,0.203424108690894,0.137498688070266,0.34092279676116
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_3,9,El_Jobal_9_3_20,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,6.8,NA,NA,3,NA,NA,NA,13.9363622397271,NA,10.7409280201487,0.00655009025267172,0.00418896192785801,0.425496313672322,0.272116534224894,0.697612847897215
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_2,9,El_Jobal_9_2_1,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,6.5,NA,NA,5,NA,NA,NA,12.5060480111999,NA,9.7171671144313,0.00587784256526397,0.0037896951746282,0.381826852362217,0.246180016540744,0.628006868902961
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_2,9,El_Jobal_9_2_2,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,5.2,NA,NA,5,NA,NA,NA,7.3204210370143,NA,5.92105973959749,0.00344059788739672,0.00230921329844302,0.223502526139842,0.150007359909252,0.373509886049093
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_2,9,El_Jobal_9_2_3,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,8.1,NA,NA,5,NA,NA,NA,21.2076272232316,NA,15.838307185368,0.00996758479491885,0.00617693980229354,0.647498037866627,0.401256320793396,1.04875435866002
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_2,9,El_Jobal_9_2_4,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,13.6,NA,NA,6,NA,NA,NA,73.5565608908661,NA,50.0412784596295,0.0345715836187071,0.0195160985992555,2.24578300758133,1.26777306738051,3.51355607496184
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_2,9,El_Jobal_9_2_5,Acanthaceae,Avicennia,germinans,Istatén,standing dead,3,22.2,NA,NA,2,NA,NA,NA,119.218918749033,NA,148.516813706815,0.0560328918120453,0.0579215573456578,3.63991761803594,3.76260603778471,7.40252365582065
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_2,9,El_Jobal_9_2_6,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,5,NA,NA,3,NA,NA,NA,6.66278878550557,NA,5.42732001065044,0.00313151072918762,0.00211665480415367,0.203424108690894,0.137498688070266,0.34092279676116
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_2,9,El_Jobal_9_2_7,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,19.7,NA,NA,10,NA,NA,NA,178.997505396748,NA,113.916607265324,0.0841288275364718,0.0444274768334765,5.46504011540027,2.88602551860962,8.35106563400989
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_2,9,El_Jobal_9_2_8,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,8.2,NA,NA,2.5,NA,NA,NA,21.8414406794125,NA,16.2756661253583,0.0102654771193239,0.00634750978888973,0.666849234722872,0.412336610945156,1.07918584566803
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_2,9,El_Jobal_9_2_9,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,6,NA,NA,4,NA,NA,NA,10.3202694558393,NA,8.13519178613816,0.00485052664424445,0.00317272479659388,0.315092025740188,0.206101389930745,0.521193415670932
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_2,9,El_Jobal_9_2_10,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,7.6,NA,NA,4,NA,NA,NA,18.2003884475807,NA,13.7492242333408,0.00855418257036294,0.00536219745100293,0.555682900504284,0.348330352799982,0.904013253304266
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_2,9,El_Jobal_9_2_11,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,5.5,NA,NA,3,NA,NA,NA,8.37526371019089,NA,6.70621064456188,0.00393637394378972,0.00261542215137913,0.255708324268528,0.169898801570686,0.425607125839214
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_2,9,El_Jobal_9_2_12,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,10.1,NA,NA,7,NA,NA,NA,36.0163197045058,NA,25.8502929887931,0.0169276702611177,0.0100816142656293,1.0996277940183,0.654905434950585,1.75453322896889
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_2,9,El_Jobal_9_2_13,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,8,NA,NA,4,NA,NA,NA,20.5846745215469,NA,15.4074863306824,0.00967479702512702,0.00600891966896615,0.628478434788036,0.390341670064061,1.0188201048521
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_2,9,El_Jobal_9_2_14,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,18,NA,NA,10,NA,NA,NA,144.139180289922,NA,93.2345719583618,0.0677454147362635,0.0363614830637611,4.40076748968842,2.36205554526186,6.76282303495028
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_2,9,El_Jobal_9_2_15,Acanthaceae,Avicennia,germinans,Istatén,alive,NA,10.3,NA,NA,4,NA,NA,NA,37.7517749145073,NA,27.0004286434512,0.017743334209818402,0.010530167170946,1.15261362932431,0.684043599515783,1.83665722884009
