study_id,site_id,plot_id,depth_min,depth_max,dry_bulk_density,percent_carbon,percent_nitrogen,carbon_stock,nitrogen_stock
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_1,30,50,1.04923076923077,0.3,0.04,6.29538461538461,0.839384615384615
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_1,50,100,0.900769230769231,0.23,0.01,10.3588461538462,0.450384615384615
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_2,0,15,0.830769230769231,0.4,0.04,4.98461538461539,0.498461538461538
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_2,15,30,0.744615384615385,0.08,0.02,0.893538461538461,0.223384615384615
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_2,30,50,0.764615384615385,0.11,0.04,1.68215384615385,0.611692307692308
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_2,50,100,0.933076923076923,0.14,0.02,6.53153846153846,0.933076923076923
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_3,0,15,0.964615384615385,0.53,0.07,7.66869230769231,1.01284615384615
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_3,15,30,1.02538461538462,0.3,0.02,4.61423076923077,0.307615384615385
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_3,30,50,0.852307692307692,0.19,0.01,3.23876923076923,0.170461538461538
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_3,50,100,0.956923076923077,0.25,0.02,11.9615384615385,0.956923076923077
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_4,0,15,0.890769230769231,0.6,0.07,8.01692307692308,0.935307692307692
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_4,15,30,0.93,0.15,0.01,2.0925,0.1395
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_4,30,50,1.08538461538462,0.21,0.01,4.55861538461538,0.217076923076923
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_4,50,100,0.93,0.19,0.04,8.835,1.86
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_5,0,15,0.839230769230769,0.38,0.06,4.78361538461539,0.755307692307692
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_5,15,30,0.94,0.2,0.03,2.82,0.423
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_5,30,50,0.729230769230769,0.19,0.03,2.77107692307692,0.437538461538461
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_5,50,100,1.01846153846154,0.1,0.04,5.09230769230769,2.03692307692308
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_6,0,15,1.00692307692308,0.41,0.05,6.19257692307692,0.755192307692308
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_6,15,30,1.06307692307692,0.1,0.03,1.59461538461538,0.478384615384615
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_6,30,50,0.776923076923077,0.18,0.01,2.79692307692308,0.155384615384615
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_6,50,100,1.08615384615385,0.08,0.02,4.34461538461538,1.08615384615385
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_1,0,15,0.878461538461538,0.67,0.09,8.82853846153846,1.18592307692308
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_1,15,30,0.943076923076923,0.08,0.02,1.13169230769231,0.282923076923077
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_1,30,50,0.911538461538462,0.03,0.03,0.546923076923077,0.546923076923077
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_1,50,100,1.07230769230769,0.03,0.01,1.60846153846154,0.536153846153846
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_2,0,15,0.874615384615385,1.17,0.11,15.3495,1.44311538461538
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_2,15,30,1.04153846153846,0.07,0.01,1.09361538461538,0.156230769230769
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_2,30,50,0.979230769230769,0.06,0.01,1.17507692307692,0.195846153846154
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_2,50,100,1.06307692307692,0.05,0.01,2.65769230769231,0.531538461538462
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_3,0,15,0.976153846153846,1.58,0.16,23.1348461538462,2.34276923076923
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_3,15,30,0.815384615384615,0.8,0.08,9.78461538461539,0.978461538461538
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_3,30,50,1.09230769230769,0.27,0.04,5.89846153846154,0.873846153846154
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_3,50,100,0.996153846153846,0.09,0.01,4.48269230769231,0.498076923076923
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_4,0,15,0.792307692307692,0.92,0.1,10.9338461538462,1.18846153846154
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_4,15,30,0.916923076923077,0.24,0.04,3.30092307692308,0.550153846153846
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_4,30,50,0.975384615384615,0.12,0.01,2.34092307692308,0.195076923076923
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_4,50,100,0.923846153846154,0.04,0.03,1.84769230769231,1.38576923076923
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_5,0,15,1.00846153846154,0.31,0.07,4.68934615384615,1.05888461538462
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_5,15,30,0.890769230769231,0.03,0.01,0.400846153846154,0.133615384615385
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_5,30,50,0.795384615384615,0.04,0.03,0.636307692307692,0.477230769230769
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_5,50,100,0.613846153846154,0.03,0.01,0.920769230769231,0.306923076923077
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_6,0,15,1.10230769230769,0.36,0.08,5.95246153846154,1.32276923076923
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_6,15,30,1.01230769230769,0.11,0.05,1.67030769230769,0.759230769230769
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_6,30,50,0.682307692307692,0.05,0.02,0.682307692307692,0.272923076923077
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_6,50,100,0.746923076923077,0.02,0.01,0.746923076923077,0.373461538461539
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_1,0,15,0.277835768963118,8.16,0.29,34.0070981210856,1.20858559498956
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_1,15,30,0.394572025052192,8.39,0.3,49.6568893528184,1.77557411273486
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_1,30,50,0.262178148921364,10.1,0.36,52.9599860821155,1.88768267223382
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_1,50,100,0.504871259568546,5.82,0.19,146.917536534447,4.79627696590118
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_1,100,200,1.32011134307585,1.39,0.06,183.495476687543,7.92066805845511
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_2,0,15,0.423103688239388,8.4,0.33,53.3110647181628,2.09436325678497
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_2,15,30,0.346207376478775,13.6,0.5,70.6263048016701,2.59655532359081
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_2,30,50,0.325504523312457,14.87,0.45,96.8050452331246,2.92954070981211
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_2,50,100,0.309672929714683,14.85,0.53,229.932150313152,8.20633263743911
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_2,100,200,0.340292275574113,9.89,0.24,336.549060542798,8.16701461377871
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_3,0,15,0.330201809324983,13.95,0.57,69.0947286012526,2.8232254697286
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_3,15,30,0.265483646485734,13.62,0.5,54.2383089770355,1.99112734864301
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_3,30,50,0.266179540709812,14.43,0.49,76.8194154488518,2.60855949895616
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_3,50,100,0.201809324982603,13.38,0.4,135.010438413361,4.03618649965205
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_3,100,200,0.324112734864301,11.24,0.3,364.302713987474,9.72338204592902
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_4,0,15,0.305149617258177,17.77,0.65,81.337630480167,2.97520876826722
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_4,15,30,0.259046624913013,15.69,0.44,60.9666231732777,1.70970772442589
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_4,30,50,0.343075852470424,11.56,0.32,79.3191370911621,2.19568545581072
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_4,50,100,0.366388308977036,13.85,0.37,253.723903966597,6.77818371607516
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_4,100,200,0.410751565762004,9.05,0.24,371.730167014614,9.8580375782881
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_5,0,15,0.209116214335421,12.17,0.48,38.1741649269311,1.50563674321503
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_5,15,30,0.279227557411274,12.83,0.47,53.7373434237996,1.96855427974948
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_5,30,50,0.229471120389701,11.7,0.39,53.69624217119,1.78987473903967
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_5,50,100,0.427974947807933,15,0.52,320.98121085595,11.1273486430063
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_5,100,200,0.359081419624217,9.31,0.25,334.304801670146,8.97703549060543
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_6,0,15,0.184585942936674,13.59,0.59,37.6278444676409,1.63358559498956
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_6,15,30,0.253827418232429,9.65,0.25,36.741518789144,0.951852818371608
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_6,30,50,0.383437717466945,10.69,0.3,81.9789839944328,2.30062630480167
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_6,50,100,0.254697286012526,7.49,0.21,95.384133611691,2.67432150313152
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_6,100,200,0.394398051496173,8.51,0.27,335.632741823243,10.6487473903967
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_1,0,15,0.235734168406402,6.95,0.27,24.5752870563674,0.954723382045929
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_1,15,30,0.445372303409882,8.23,0.28,54.9812108559499,1.8705636743215
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_1,30,50,0.34116214335421,10.27,0.31,70.0747042449548,2.1152052887961
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_1,50,100,0.465901183020181,9.33,0.31,217.342901878914,7.2214683368128
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_1,100,200,0.465031315240084,7.61,0.24,353.888830897704,11.160751565762
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_2,0,15,0.217466945024356,11.36,0.43,37.0563674321503,1.4026617954071
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_2,15,30,0.33437717466945,11.32,0.39,56.7772442588726,1.95610647181628
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_2,30,50,0.343423799582463,11.53,0.38,79.1935281837161,2.61002087682672
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_2,50,100,0.295755045233125,10.31,0.34,152.461725817676,5.02783576896312
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_2,100,200,0.576722338204593,3.93,0.14,226.651878914405,8.0741127348643
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_3,0,15,0.501043841336117,6.04,0.22,45.3945720250522,1.65344467640919
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_3,15,30,0.5339248434238,6.47,0.2,51.8174060542798,1.6017745302714
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_3,30,50,0.35125260960334,12.15,0.33,85.3543841336117,2.31826722338205
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_3,50,100,0.457376478775226,6.24,0.22,142.701461377871,5.03114126652749
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_3,100,200,0.427974947807933,5.85,0.2,250.365344467641,8.55949895615866
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_4,0,15,0.285142658315936,12.34,0.48,52.7799060542797,2.05302713987474
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_4,15,30,0.34794711203897,9.57,0.32,49.9478079331942,1.67014613778706
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_4,30,50,0.338030619345859,7.36,0.25,49.7581071677105,1.6901530967293
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_4,50,100,0.38865692414753,5.69,0.17,110.572894919972,3.303583855254
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_4,100,200,1.03496868475992,3.3,0.09,341.539665970772,9.31471816283925
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_5,0,15,0.30758524704245,14.71,0.53,67.8686847599165,2.44530271398747
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_5,15,30,0.300452331245651,10.18,0.32,45.8790709812109,1.44217118997912
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_5,30,50,0.279923451635351,10.7,0.34,59.9036186499652,1.90347947112039
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_5,50,100,0.33768267223382,9.66,0.33,163.100730688935,5.57176409185804
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_5,100,200,0.279575504523312,7.66,0.2,214.154836464857,5.59151009046625
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_6,0,15,0.335073068893528,8.87,0.33,44.5814718162839,1.65861169102296
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_6,15,30,0.385873347251218,8.29,0.27,47.9833507306889,1.56278705636743
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_6,30,50,0.816805845511482,2.98,0.1,48.6816283924843,1.63361169102296
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_6,50,100,0.850382741823243,4.25,0.14,180.706332637439,5.9526791927627
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_6,100,200,0.529749478079332,3.54,0.13,187.531315240084,6.88674321503132
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_1,0,15,0.27018093249826,12.82,0.46,51.9557933194154,1.864248434238
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_1,15,30,0.279923451635351,15.04,0.46,63.1507306889353,1.93147181628392
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_1,30,50,0.31419624217119,12.95,0.44,81.3768267223382,2.76492693110647
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_1,50,100,0.25661099512874,12.54,0.34,160.89509394572,4.36238691718859
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_1,100,200,0.517223382045929,3.58,0.11,185.165970772443,5.68945720250522
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_2,0,15,0.220076548364649,19.28,0.57,63.6461377870564,1.88165448851775
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_2,15,30,0.249130132219903,14.12,0.41,52.7657620041754,1.5321503131524
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_2,30,50,0.240953375086987,14.93,0.43,71.9486778009743,2.07219902574809
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_2,50,100,0.263048016701461,12.39,0.41,162.958246346555,5.39248434237996
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_2,100,200,0.263917884481559,8.07,0.19,212.981732776618,5.01443980514962
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_3,0,15,0.302887961029923,16.22,0.52,73.6926409185804,2.3625260960334
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_3,15,30,0.259568545581072,15.34,0.49,59.7267223382046,1.90782881002088
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_3,30,50,0.264091858037578,14.97,0.5,79.0691022964509,2.64091858037578
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_3,50,100,0.282011134307585,16.21,0.43,228.570024356298,6.06323938761308
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_3,100,200,0.192936673625609,12.5,0.31,241.170842032011,5.98103688239388
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_4,0,15,0.29714683368128,14.06,0.51,62.668267223382,2.2731732776618
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_4,15,30,0.23973556019485,15,0.5,53.9405010438413,1.79801670146138
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_4,30,50,0.267919276270007,14.68,0.38,78.661099512874,2.03618649965205
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_4,50,100,0.231732776617954,10.78,0.28,124.903966597077,3.24425887265136
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_4,100,200,0.335247042449548,13.24,0.34,443.867084203201,11.3983994432846
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_5,0,15,0.37178148921364,13.91,0.49,77.5722077244259,2.73259394572025
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_5,15,30,0.30410577592206,14.15,0.39,64.5464509394572,1.77901878914405
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_5,30,50,0.355254001391788,16.29,0.45,115.741753653445,3.1972860125261
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_5,50,100,0.17553931802366,14.34,0.35,125.861691022965,3.07193806541406
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_5,100,200,0.332811412665275,13.52,0.51,449.961029923452,16.973382045929
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_6,0,15,0.257654836464857,11.21,0.29,43.3246607515658,1.12079853862213
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_6,15,30,0.20615866388309,17.73,0.49,54.8278966597077,1.51526617954071
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_6,30,50,0.289665970772443,13.06,0.39,75.660751565762,2.25939457202505
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_6,50,100,0.232080723729993,13.75,0.3,159.55549756437,3.4812108559499
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_6,100,200,0.251913709116214,13.25,0.3,333.785664578984,7.55741127348643
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_1,0,15,0.482080723729993,3.75,0.22,27.1170407098121,1.59086638830898
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_1,15,30,0.740779401530967,3.53,0.19,39.2242693110647,2.11122129436326
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_1,30,50,0.633263743910926,3.14,0.18,39.7689631176061,2.27974947807933
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_1,50,100,0.784620737647878,1.76,0.09,69.0466249130132,3.53079331941545
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_1,100,200,0.904488517745303,0.86,0.07,77.786012526096,6.33141962421712
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_2,0,15,0.383437717466945,4.75,0.26,27.3199373695198,1.49540709812109
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_2,15,30,0.533576896311761,2.86,0.17,22.8904488517745,1.36062108559499
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_2,30,50,0.894572025052192,1.76,0.11,31.4889352818372,1.96805845511482
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_2,50,100,0.545929018789144,4.21,0.22,114.918058455115,6.00521920668058
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_2,100,200,0.984168406402227,0.85,0.05,83.6543145441893,4.92084203201113
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_3,0,15,0.495128740431454,4.66,0.23,34.6094989561587,1.70819415448852
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_3,15,30,0.849338900487126,3.51,0.17,44.7176931106472,2.16581419624217
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_3,30,50,0.669276270006959,2.42,0.15,32.3929714683368,2.00782881002088
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_3,50,100,0.676931106471816,2.23,0.13,75.4778183716075,4.40005219206681
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_3,100,200,0.942762700069589,0.87,0.07,82.0203549060543,6.59933890048713
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_4,0,15,0.407967988865692,4.54,0.24,27.7826200417537,1.46868475991649
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_4,15,30,0.558803061934586,3.15,0.18,26.4034446764092,1.50876826722338
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_4,30,50,0.507828810020877,3,0.15,30.4697286012526,1.52348643006263
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_4,50,100,0.702331245650661,1.65,0.1,57.9423277661795,3.51165622825331
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_4,100,200,0.978949199721642,0.65,0.05,63.6316979819068,4.89474599860821
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_5,0,15,0.429714683368128,8.02,0.44,51.6946764091858,2.83611691022965
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_5,15,30,0.602644398051496,4.09,0.23,36.9722338204593,2.07912317327766
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_5,30,50,0.574634655532359,3.55,0.18,40.7990605427975,2.06868475991649
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_5,50,100,0.733820459290188,1.83,0.12,67.1445720250522,4.40292275574113
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_5,100,200,1.14370215727209,1.1,0.09,125.80723729993,10.2933194154489
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_6,0,15,0.644919972164231,5.84,0.3,56.4949895615866,2.90213987473904
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_6,15,30,0.610821155184412,2.06,0.12,18.8743736951983,1.09947807933194
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_6,30,50,0.680410577592206,2.56,0.14,34.837021572721,1.90514961725818
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_6,50,100,0.639526791927627,2.29,0.13,73.2258176757133,4.15692414752958
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_6,100,200,0.940675017397356,0.82,0.04,77.1353514265832,3.76270006958942
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_1,0,15,0.538622129436326,3.66,0.21,29.5703549060543,1.69665970772443
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_1,15,30,0.786708420320111,2.13,0.12,25.1353340292276,1.4160751565762
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_1,30,50,0.739561586638831,1.88,0.12,27.80751565762,1.77494780793319
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_1,50,100,1.3295059151009,0.57,0.05,37.8909185803758,3.32376478775226
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_1,100,200,1.30201809324983,0.55,0.05,71.6109951287405,6.51009046624913
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_2,0,15,0.541057759220599,3.73,0.2,30.2721816283925,1.6231732776618
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_2,15,30,0.774356297842728,2.88,0.13,33.4521920668058,1.50999478079332
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_2,30,50,0.86499652052888,1.99,0.13,34.4268615170494,2.24899095337509
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_2,50,100,0.886917188587335,1.88,0.12,83.3702157272095,5.32150313152401
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_2,100,200,1.00365344467641,0.71,0.07,71.259394572025,7.02557411273486
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_3,0,15,0.488865692414753,6.23,0.29,45.6844989561587,2.12656576200418
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_3,15,30,0.402400835073069,4.73,0.22,28.5503392484342,1.32792275574113
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_3,30,50,0.535316631871955,5.26,0.23,56.3153096729297,2.462456506611
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_3,50,100,0.461725817675713,5.52,0.25,127.436325678497,5.77157272094642
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_3,100,200,1.24634655532359,0.28,0.03,34.8977035490606,3.73903966597077
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_4,0,15,0.356471816283925,7.31,0.33,39.0871346555324,1.76453549060543
