study_id,site_id,plot_id,transect,subtransect_id,debris_transect_length,debris_diameter,debris_class,habitat
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_2,3,c,5,3.42,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_2,3,c,5,3.37,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_2,3,c,5,3.52,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_2,3,c,5,2.86,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_2,3,c,5,3.23,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_2,3,c,5,2.77,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_2,3,c,5,2.99,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_2,3,c,5,5.76,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_2,3,c,5,3.18,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_2,3,c,5,2.65,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_2,3,d,5,3.71,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_2,3,d,5,3.84,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_1,3,a,5,3.77,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_1,3,b,5,6,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_1,3,b,5,4.73,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_1,3,c,12,14.78,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_1,3,c,5,4.13,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_1,3,c,12,11.2,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_1,3,c,5,3.84,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_1,3,c,5,2.87,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_1,3,c,12,13.94,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_1,3,c,5,4.4,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_1,3,c,5,5.74,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_1,3,c,5,3.85,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_1,3,c,12,12.63,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_1,3,c,5,6.87,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_1,3,c,5,3.5,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_1,3,c,12,7.85,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_1,3,c,5,6.58,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_1,3,c,12,7.8,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_1,3,c,5,4.19,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_1,3,c,12,11.96,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_1,3,d,5,5.34,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_6,4,a,5,3.8,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_6,4,b,5,3.33,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_6,4,b,5,3.53,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_6,4,c,5,6.32,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_6,4,c,5,6.88,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_6,4,d,12,15.31,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_5,4,a,5,2.95,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_5,4,a,5,4.57,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_5,4,b,5,4.85,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_5,4,b,5,3.19,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_5,4,b,12,9.43,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_5,4,b,5,3.65,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_5,4,b,5,4.47,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_5,4,b,5,3.37,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_5,4,b,5,3.48,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_5,4,b,12,8.73,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_5,4,c,5,6.33,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_5,4,d,5,5.5,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_4,4,a,5,6.76,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_4,4,a,12,8.19,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_4,4,b,12,7.6,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_4,4,c,5,6.79,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_4,4,c,5,3.86,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_4,4,c,5,2.62,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_4,4,c,5,4.78,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_4,4,c,5,3.66,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_4,4,d,12,8.34,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_4,4,d,12,8.28,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_4,4,d,5,4.59,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_4,4,d,5,4.96,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_4,4,d,5,6.1,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_4,4,d,12,10,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_4,4,d,12,14.41,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_4,4,d,12,8.76,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_4,4,d,12,7.79,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_3,4,d,5,3.92,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_3,4,d,5,2.91,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_3,4,d,5,2.95,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_2,4,b,5,5.63,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_1,4,a,5,2.91,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_1,4,d,12,7.68,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_1,4,d,12,8.43,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santo_Domingo,Santo_Domingo_5_6,5,a,5,4.9,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santo_Domingo,Santo_Domingo_5_6,5,b,5,4.33,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santo_Domingo,Santo_Domingo_5_6,5,c,5,4.73,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santo_Domingo,Santo_Domingo_5_5,5,a,5,6.22,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santo_Domingo,Santo_Domingo_5_5,5,a,5,5.67,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santo_Domingo,Santo_Domingo_5_5,5,a,5,4.56,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santo_Domingo,Santo_Domingo_5_5,5,a,5,6.42,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santo_Domingo,Santo_Domingo_5_5,5,b,5,4.29,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santo_Domingo,Santo_Domingo_5_5,5,b,5,2.79,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santo_Domingo,Santo_Domingo_5_5,5,b,5,2.69,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santo_Domingo,Santo_Domingo_5_5,5,b,5,2.74,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santo_Domingo,Santo_Domingo_5_5,5,b,5,2.51,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santo_Domingo,Santo_Domingo_5_5,5,b,5,2.99,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santo_Domingo,Santo_Domingo_5_5,5,b,5,3.93,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santo_Domingo,Santo_Domingo_5_5,5,c,5,7.67,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santo_Domingo,Santo_Domingo_5_5,5,d,5,3.14,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santo_Domingo,Santo_Domingo_5_5,5,d,5,6.39,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santo_Domingo,Santo_Domingo_5_4,5,a,5,4.31,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santo_Domingo,Santo_Domingo_5_4,5,a,5,4.91,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Santo_Domingo,Santo_Domingo_5_4,5,b,5,4.8,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santo_Domingo,Santo_Domingo_5_4,5,b,5,6.45,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santo_Domingo,Santo_Domingo_5_2,5,c,5,4.6,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santo_Domingo,Santo_Domingo_5_1,5,d,5,6.29,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Santo_Domingo,Santo_Domingo_5_1,5,d,5,4.95,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Espino,El_Espino_6_6,6,d,12,7.78,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Espino,El_Espino_6_3,6,a,12,8.2,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Espino,El_Espino_6_3,6,a,12,10.29,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Espino,El_Espino_6_3,6,b,5,4.24,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Espino,El_Espino_6_2,6,a,5,4.98,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Espino,El_Espino_6_2,6,c,5,4.45,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Espino,El_Espino_6_2,6,c,5,6.28,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Espino,El_Espino_6_2,6,d,5,5.46,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Espino,El_Espino_6_2,6,d,5,3.45,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Espino,El_Espino_6_1,6,a,5,4.18,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Espino,El_Espino_6_1,6,b,5,3.89,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Espino,El_Espino_6_1,6,c,5,6.74,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Herradura,La_Herradura_7_6,7,a,5,4.8,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Herradura,La_Herradura_7_6,7,a,5,3.64,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Herradura,La_Herradura_7_6,7,a,5,5.5,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Herradura,La_Herradura_7_6,7,c,5,5.67,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Herradura,La_Herradura_7_6,7,d,5,3.45,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Herradura,La_Herradura_7_6,7,d,5,4.9,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Herradura,La_Herradura_7_5,7,a,5,5.21,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Herradura,La_Herradura_7_5,7,c,5,4.8,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Herradura,La_Herradura_7_4,7,a,12,12.88,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Herradura,La_Herradura_7_4,7,a,12,7.95,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Herradura,La_Herradura_7_3,7,b,12,10.15,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Herradura,La_Herradura_7_3,7,c,5,4.32,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Herradura,La_Herradura_7_3,7,d,5,5.28,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Herradura,La_Herradura_7_2,7,a,5,2.91,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Herradura,La_Herradura_7_2,7,a,5,3.52,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Herradura,La_Herradura_7_2,7,a,5,2.44,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Herradura,La_Herradura_7_2,7,c,5,6.3,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_6,8,b,5,5.2,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_6,8,c,5,3.81,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,a,12,11.67,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,a,12,7.88,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,a,12,8.79,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,a,5,5.5,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,b,5,4.24,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,b,5,3.74,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,b,5,4.35,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,b,5,6.16,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,b,12,13.84,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,b,12,12.47,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,b,12,15.33,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,b,5,4.1,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,b,5,3.59,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,c,12,11.3,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,c,12,8.1,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,c,5,4.45,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,c,5,2.94,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,c,5,4.4,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,c,5,2.86,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,c,5,2.63,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,c,5,6.85,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,c,12,18.19,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,c,12,35.19,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,c,12,12.82,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,c,12,8.4,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,c,12,12.2,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,c,12,13.3,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,c,12,9.77,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,d,12,28.19,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,d,12,15.43,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,d,12,19.59,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,d,5,4.6,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,d,12,8.33,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,d,12,8.31,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,d,5,6.29,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,8,d,5,5.9,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_4,8,a,12,26.8,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_4,8,a,5,5.66,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_4,8,b,12,7.63,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_4,8,c,12,13.3,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_4,8,c,12,30.19,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_4,8,c,12,27.19,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_4,8,c,12,15.19,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_4,8,c,12,13.23,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_4,8,d,5,5.27,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_4,8,d,12,8.01,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_3,8,a,12,31.12,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_3,8,b,12,16.7,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_3,8,b,12,14.45,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_3,8,c,12,9.27,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_2,8,a,12,9,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_2,8,b,12,20.19,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_2,8,c,12,21.19,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_2,8,d,12,15.19,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_2,8,d,12,8.91,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_2,8,d,5,5.92,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_2,8,d,5,3.23,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_2,8,d,5,5.88,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_2,8,d,5,6.8,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_1,8,a,5,5.14,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_1,8,b,12,11.71,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_1,8,c,12,7.72,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Cocal,El_Cocal_9_6,9,a,12,18.5,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Cocal,El_Cocal_9_6,9,c,12,9.68,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Cocal,El_Cocal_9_6,9,d,5,6.58,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Cocal,El_Cocal_9_5,9,a,5,4.8,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Cocal,El_Cocal_9_5,9,a,5,4.3,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Cocal,El_Cocal_9_5,9,c,12,15.1,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Cocal,El_Cocal_9_5,9,d,5,2.93,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Cocal,El_Cocal_9_4,9,a,5,6.3,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Cocal,El_Cocal_9_3,9,a,12,10.11,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Cocal,El_Cocal_9_2,9,a,5,3.51,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Cocal,El_Cocal_9_1,9,a,5,3.11,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_6,10,a,5,4.6,rotten,mangrove
