study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_carbon
Cifuentes_et_al_2024_Nicoya,Bebedero,Bebedero_Manglar_4_6,single set of methods,15,30,0.65187891440501,0.0235
Cifuentes_et_al_2024_Nicoya,Bebedero,Bebedero_Manglar_4_6,single set of methods,30,50,0.594989561586639,0.017
Cifuentes_et_al_2024_Nicoya,Bebedero,Bebedero_Manglar_4_6,single set of methods,50,100,0.527661795407098,0.0163
Cifuentes_et_al_2024_Nicoya,Bebedero,Bebedero_Manglar_4_6,single set of methods,100,200,0.481732776617954,0.023
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_1_1,single set of methods,0,15,0.238865692414753,0.0045000000000000005
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_1_1,single set of methods,15,30,0.208420320111343,0.0032
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_1_1,single set of methods,30,50,0.232776617954071,0.0037
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_1_1,single set of methods,50,100,0.212595685455811,0.003
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_1_1,single set of methods,100,200,0.144919972164231,0.036000000000000004
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_1_2,single set of methods,0,15,0.23973556019485,0.0067
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_1_2,single set of methods,15,30,0.294711203897008,0.0049
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_1_2,single set of methods,30,50,0.200591510090466,0.0049
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_1_2,single set of methods,50,100,0.220424495476688,0.0055000000000000005
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_1_2,single set of methods,100,200,0.156054279749478,0.030899999999999997
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_1_3,single set of methods,0,15,0.169972164231037,0.0076
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_1_3,single set of methods,15,30,0.24669450243563,0.0063
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_1_3,single set of methods,30,50,0.219206680584551,0.0062
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_1_3,single set of methods,50,100,0.158315935977731,0.006999999999999999
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_1_3,single set of methods,100,200,0.101600556715379,0.0254
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_2_1,single set of methods,0,15,0.112038970076548,0.0255
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_2_1,single set of methods,15,30,0.129784272790536,0.0098
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_2_1,single set of methods,30,50,0.113256784968685,0.0183
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_2_1,single set of methods,50,100,0.109255393180237,0.0342
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_2_1,single set of methods,100,200,0.200417536534447,0.0167
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_2_2,single set of methods,0,15,0.200591510090466,0.0147
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_2_2,single set of methods,15,30,0.109777313848295,0.0689
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_2_2,single set of methods,30,50,0.101078636047321,0.1081
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_2_2,single set of methods,50,100,0.0715031315240084,0.0812
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_2_2,single set of methods,100,200,0.0725469728601253,0.0473
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_2_3,single set of methods,0,15,0.136917188587335,0.018600000000000002
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_2_3,single set of methods,15,30,0.0793319415448852,0.0373
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_2_3,single set of methods,30,50,0.116040361864997,0.0587
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_2_3,single set of methods,50,100,0.0909881697981907,0.053
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_2_3,single set of methods,100,200,0.118997912317328,0.0331
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_3_1,single set of methods,0,15,0.383611691022965,0.0039000000000000003
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_3_1,single set of methods,15,30,0.286012526096033,0.0034000000000000002
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_3_1,single set of methods,30,50,0.247738343771747,0.0038
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_3_1,single set of methods,50,100,0.206332637439109,0.0028000000000000004
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_3_2,single set of methods,0,15,0.243041057759221,0.0069
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_3_2,single set of methods,15,30,0.253827418232429,0.0079
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_3_2,single set of methods,30,50,0.226687543493389,0.0055000000000000005
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_3_2,single set of methods,50,100,0.181106471816284,0.015300000000000001
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_3_3,single set of methods,0,15,0.198329853862213,0.0089
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_3_3,single set of methods,15,30,0.187369519832985,0.0079
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_3_3,single set of methods,30,50,0.227905358385525,0.0034000000000000002
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_3_3,single set of methods,50,100,0.227557411273486,0.0029
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_4_1,single set of methods,0,15,0.18249826026444,0.0052
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_4_1,single set of methods,15,30,0.185629784272791,0.004
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_4_1,single set of methods,30,50,0.137091162143354,0.0037
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_4_1,single set of methods,50,100,0.223556019485038,0.0045000000000000005
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_4_2,single set of methods,0,15,0.191718858733473,0.0038
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_4_2,single set of methods,15,30,0.176583159359777,0.0027
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_4_2,single set of methods,30,50,0.187891440501044,0.0021
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_4_2,single set of methods,50,100,0.265135699373695,0.01
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_4_3,single set of methods,0,15,0.251913709116214,0.0051
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_4_3,single set of methods,15,30,0.187543493389005,0.0069
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_4_3,single set of methods,30,50,0.219206680584551,0.0067
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_5_1,single set of methods,0,15,0.133437717466945,0.0483
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_5_1,single set of methods,15,30,0.116562282533055,0.056299999999999996
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_5_1,single set of methods,30,50,0.133089770354906,0.0453
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_5_1,single set of methods,50,100,0.145093945720251,0.0466
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_5_2,single set of methods,0,15,0.22633959638135,0.0297
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_5_2,single set of methods,15,30,0.152400835073069,0.0379
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_5_2,single set of methods,30,50,0.129610299234516,0.048799999999999996
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_5_2,single set of methods,50,100,0.110821155184412,0.0555
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_5_3,single set of methods,0,15,0.195198329853862,0.0305
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_5_3,single set of methods,15,30,0.143180236604036,0.0512
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_5_3,single set of methods,30,50,0.116562282533055,0.0525
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Camaronera_5_3,single set of methods,50,100,0.135873347251218,0.0412
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_1,single set of methods,0,15,0.504001391788448,0.0239
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_1,single set of methods,15,30,0.86151704940849,0.021099999999999997
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_1,single set of methods,30,50,0.922581767571329,0.0070999999999999995
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_1,single set of methods,50,100,0.831419624217119,0.0046
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_1,single set of methods,100,200,0.952505219206681,0.0106
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_2,single set of methods,0,15,0.606645789839944,0.0098
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_2,single set of methods,15,30,0.624217118997912,0.0032
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_2,single set of methods,30,50,0.911795407098121,0.0016
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_2,single set of methods,50,100,0.764613778705637,0.002
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_2,single set of methods,100,200,0.930932498260264,0.0054
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_3,single set of methods,0,15,0.91910229645094,0.005600000000000001
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_3,single set of methods,15,30,0.725469728601253,0.0019
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_3,single set of methods,30,50,0.818545581071677,0.0025
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_3,single set of methods,50,100,0.606123869171886,0.021
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_3,single set of methods,100,200,0.553583855254001,0.0191
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_4,single set of methods,0,15,0.534098816979819,0.0118
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_4,single set of methods,15,30,0.542797494780793,0.0118
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_4,single set of methods,30,50,0.589770354906054,0.0322
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_4,single set of methods,50,100,0.620389700765484,0.0323
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_4,single set of methods,100,200,0.784446764091858,0.0279
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_5,single set of methods,0,15,0.366910229645094,0.0799
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_5,single set of methods,15,30,0.502609603340292,0.071
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_5,single set of methods,30,50,0.573938761308281,0.061500000000000006
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_5,single set of methods,50,100,0.401183020180932,0.0784
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_5,single set of methods,100,200,0.569589422407794,0.038599999999999995
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_6,single set of methods,0,15,0.842727905358385,0.0351
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_6,single set of methods,15,30,1.14474599860821,0.038599999999999995
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_1,single set of methods,0,15,0.47633959638135,0.1313
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_1,single set of methods,15,30,0.288970076548365,0.1335
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_1,single set of methods,30,50,0.329157967988866,0.1418
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_1,single set of methods,50,100,0.337334725121782,0.1173
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_1,single set of methods,100,200,0.360299234516354,0.0928
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_2,single set of methods,0,15,0.244084899095338,0.13390000000000002
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_2,single set of methods,15,30,0.41544885177453,0.1406
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_2,single set of methods,30,50,0.357689631176061,0.1429
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_2,single set of methods,50,100,0.400835073068894,0.10220000000000001
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_2,single set of methods,100,200,0.501565762004175,0.0674
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_3,single set of methods,0,15,0.237995824634656,0.0943
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_3,single set of methods,15,30,0.346903270702853,0.1472
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_3,single set of methods,30,50,0.316109951287404,0.1176
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_3,single set of methods,50,100,0.363952679192763,0.1247
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_3,single set of methods,100,200,0.414231036882394,0.0766
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_4,single set of methods,0,15,0.310542797494781,0.0968
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_4,single set of methods,15,30,0.249130132219903,0.23
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_4,single set of methods,30,50,0.391092553931802,0.1686
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_4,single set of methods,50,100,0.403270702853166,0.121
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_4,single set of methods,100,200,0.41214335421016,0.0716
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_5,single set of methods,0,15,0.18910925539318,0.1079
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_5,single set of methods,15,30,0.238169798190675,0.1292
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_5,single set of methods,30,50,0.25347947112039,0.1359
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_5,single set of methods,50,100,0.265309672929715,0.1151
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_5,single set of methods,100,200,0.186847599164927,0.08900000000000001
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_6,single set of methods,0,15,0.244432846207377,0.1039
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_6,single set of methods,15,30,0.201983298538622,0.11869999999999999
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_6,single set of methods,30,50,0.356819763395964,0.09820000000000001
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_6,single set of methods,50,100,0.307759220598469,0.0968
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_6,single set of methods,100,200,0.31767571329158,0.1105
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Camaronera_6_1,single set of methods,0,15,0.323938761308281,0.0040999999999999995
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Camaronera_6_1,single set of methods,15,30,0.36812804453723,0.0048
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Camaronera_6_1,single set of methods,30,50,0.260960334029228,0.0046
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Camaronera_6_1,single set of methods,50,100,0.31419624217119,0.0053
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Camaronera_6_2,single set of methods,0,15,0.221816283924843,0.0036
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Camaronera_6_2,single set of methods,15,30,0.305323590814196,0.0033
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Camaronera_6_2,single set of methods,30,50,0.26026443980515,0.0032
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Camaronera_6_2,single set of methods,50,100,0.274182324286708,0.0060999999999999995
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Camaronera_6_3,single set of methods,0,15,0.334203201113431,0.0066
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Camaronera_6_3,single set of methods,15,30,0.311064718162839,0.004
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Camaronera_6_3,single set of methods,30,50,0.258350730688935,0.0032
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Camaronera_6_3,single set of methods,50,100,0.305323590814196,0.0051
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_1,single set of methods,0,15,0.420146137787056,0.0508
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_1,single set of methods,15,30,0.346903270702853,0.049
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_1,single set of methods,30,50,0.454592901878914,0.049699999999999994
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_1,single set of methods,50,100,0.528357689631176,0.0444
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_1,single set of methods,100,200,0.623173277661795,0.0366
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_2,single set of methods,0,15,0.433368128044537,0.0623
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_2,single set of methods,15,30,0.442240779401531,0.053
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_2,single set of methods,30,50,0.600730688935282,0.0452
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_2,single set of methods,50,100,0.492519137091162,0.053399999999999996
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_2,single set of methods,100,200,0.520006958942241,0.0481
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_3,single set of methods,0,15,0.463117606123869,0.07980000000000001
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_3,single set of methods,15,30,0.464509394572025,0.055
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_3,single set of methods,30,50,0.481558803061935,0.053
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_3,single set of methods,50,100,0.519137091162143,0.0633
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_3,single set of methods,100,200,0.576722338204593,0.0613
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_4,single set of methods,0,15,0.48312456506611,0.0873
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_4,single set of methods,15,30,0.432672233820459,0.10679999999999999
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_4,single set of methods,30,50,0.344293667362561,0.0973
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_4,single set of methods,50,100,0.351948503827418,0.0922
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_4,single set of methods,100,200,0.572372999304106,0.056299999999999996
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_5,single set of methods,0,15,0.445024356297843,0.0809
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_5,single set of methods,15,30,0.509568545581072,0.08259999999999999
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_5,single set of methods,30,50,0.449895615866388,0.0705
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_5,single set of methods,50,100,0.511656228253305,0.0454
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_5,single set of methods,100,200,0.526096033402923,0.046900000000000004
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_6,single set of methods,0,15,0.386569241475296,0.0698
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_6,single set of methods,15,30,0.355949895615866,0.062400000000000004
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_6,single set of methods,30,50,0.403096729297147,0.0579
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_6,single set of methods,50,100,0.369693806541406,0.057800000000000004
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_6,single set of methods,100,200,0.498956158663883,0.054299999999999994
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_9_1,single set of methods,0,15,0.639874739039666,0.0265
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_9_1,single set of methods,15,30,0.545407098121086,0.0369
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_9_1,single set of methods,30,50,0.636221294363257,0.028399999999999998
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_9_1,single set of methods,50,100,0.666840640222686,0.029500000000000002
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_9_1,single set of methods,100,200,0.587508698677801,0.030899999999999997
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_9_2,single set of methods,0,15,0.506437021572721,0.044500000000000005
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_9_2,single set of methods,15,30,0.453549060542798,0.0424
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_9_2,single set of methods,30,50,0.450243562978427,0.0472
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_9_2,single set of methods,50,100,0.561064718162839,0.0385
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_9_2,single set of methods,100,200,0.544711203897008,0.0395
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_9_3,single set of methods,0,15,0.700069589422408,0.0318
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_9_3,single set of methods,15,30,0.575504523312456,0.0781
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_9_3,single set of methods,30,50,0.730862908837857,0.0356
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_9_3,single set of methods,50,100,0.651183020180933,0.0435
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_9_3,single set of methods,100,200,0.627870563674322,0.0361
