"study_id","site_id","plot_id","species","alive_or_dead","plot_radius","decay_class","diameter","diameter_flag","diameter_crown","height","basal_area","basal_density","plant_notes"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","Rhizophora racemosa","alive",7,NA,5.4,"DBH",NA,NA,0.00229022104446696,0.148775510229113,NA
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","Rhizophora racemosa","alive",7,NA,7.3,"DBH",NA,NA,0.004185386812745,0.271887755147786,NA
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","Avicennia germinans","alive",7,NA,6.5,"DBH",NA,NA,0.00331830724035422,0.215561224526064,NA
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","Rhizophora racemosa","alive",7,NA,5,"DBH",NA,NA,0.00196349540849362,0.127551020429624,NA
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","Rhizophora racemosa","alive",7,NA,7.4,"DBH",NA,NA,0.00430084034276443,0.279387755149048,NA
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","Laguncularia racemosa","alive",7,NA,10.3,"DBH",NA,NA,0.00833228911548353,0.541275510295151,NA
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","Laguncularia racemosa","alive",7,NA,6.7,"DBH",NA,NA,0.00352565235549115,0.229030612283432,NA
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","Rhizophora racemosa","alive",7,NA,5,"DBH",NA,NA,0.00196349540849362,0.127551020429624,NA
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","Rhizophora racemosa","alive",7,NA,5.3,"DBH",NA,NA,0.00220618344098343,0.143316326554725,NA
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","Rhizophora racemosa","alive",7,NA,7.6,"DBH",NA,NA,0.00453645979178366,0.294693877600602,NA
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","Rhizophora racemosa","alive",7,NA,5.1,"DBH",NA,NA,0.00204282062299676,0.13270408165498,NA
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","Avicennia germinans","alive",7,NA,6.8,"DBH",NA,NA,0.0036316811075498,0.235918367386632,NA
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","Rhizophora racemosa","alive",7,NA,5.5,"DBH",NA,NA,0.00237582944427728,0.154336734719844,NA
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","Avicennia germinans","alive",7,NA,6.6,"DBH",NA,NA,0.00342119439975928,0.222244897996576,NA
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","Laguncularia racemosa","alive",7,NA,7.2,"DBH",NA,NA,0.00407150407905237,0.264489795962867,NA
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","Avicennia germinans","alive",7,NA,6.1,"DBH",NA,NA,0.0029224665660019,0.189846938807452,NA
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","Laguncularia racemosa","alive",7,NA,11.1,"DBH",NA,NA,0.00967689077121996,0.628622449085357,NA
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","Laguncularia racemosa","alive",7,NA,9.3,"DBH",NA,NA,0.00679290871522453,0.441275510278326,NA
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","Laguncularia racemosa","dead",7,3,5.6,"DBH",NA,3,0.0024630086404144,0.16000000002692,NA
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","Laguncularia racemosa","dead",7,3,5,"DBH",NA,3,0.00196349540849362,0.127551020429624,NA
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","Rhizophora racemosa","alive",7,NA,5.5,"DBH",NA,NA,0.00237582944427728,0.154336734719844,NA
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","Rhizophora racemosa","alive",7,NA,5.2,"DBH",NA,NA,0.0021237166338267,0.137959183696681,NA
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","Laguncularia racemosa","alive",7,NA,5.9,"DBH",NA,NA,0.00273397100678652,0.177602040846208,NA
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","Rhizophora racemosa","alive",7,NA,7.8,"DBH",NA,NA,0.00477836242611008,0.310408163317532,NA
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","Laguncularia racemosa","alive",7,NA,7.9,"DBH",NA,NA,0.00490166993776347,0.318418367400512,NA
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","Laguncularia racemosa","alive",7,NA,8,"DBH",NA,NA,0.00502654824574367,0.326530612299836,NA
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","Rhizophora racemosa","alive",2,NA,0.8,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","Rhizophora racemosa","alive",2,NA,3,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","Rhizophora racemosa","alive",2,NA,2,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","Laguncularia racemosa","alive",7,NA,6.2,"DBH",NA,5,0.00301907054009979,0.196122449012589,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","Laguncularia racemosa","alive",7,NA,5,"DBH",NA,NA,0.00196349540849362,0.127551020429624,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","Rhizophora racemosa","alive",7,NA,5.9,"DBH",NA,NA,0.00273397100678652,0.177602040846208,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","Laguncularia racemosa","alive",7,NA,6.8,"DBH",NA,NA,0.0036316811075498,0.235918367386632,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","Laguncularia racemosa","dead",7,3,5.2,"DBH",NA,1.8,0.0021237166338267,0.137959183696681,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","Rhizophora racemosa","alive",7,NA,6.2,"DBH",NA,NA,0.00301907054009979,0.196122449012589,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","Rhizophora racemosa","alive",7,NA,5.6,"DBH",NA,NA,0.0024630086404144,0.16000000002692,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","Laguncularia racemosa","alive",7,NA,6.3,"DBH",NA,NA,0.00311724531052447,0.20250000003407,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","Laguncularia racemosa","alive",7,NA,10.9,"DBH",NA,6,0.00933131557932508,0.606173469489743,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","Laguncularia racemosa","alive",7,NA,9.4,"DBH",NA,5,0.00693977817177985,0.450816326606462,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","Rhizophora racemosa","alive",7,NA,6,"DBH",NA,NA,0.00282743338823081,0.183673469418658,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","Rhizophora mangle","alive",7,NA,5,"DBH",NA,NA,0.00196349540849362,0.127551020429624,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","Laguncularia racemosa","alive",7,NA,7.6,"DBH",NA,NA,0.00453645979178366,0.294693877600602,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","Rhizophora mangle","alive",7,NA,5,"DBH",NA,NA,0.00196349540849362,0.127551020429624,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","Rhizophora mangle","alive",7,NA,5.5,"DBH",NA,NA,0.00237582944427728,0.154336734719844,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","Rhizophora mangle","alive",2,NA,2.8,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","Rhizophora mangle","alive",2,NA,4.6,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","Rhizophora mangle","alive",2,NA,3.4,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","Rhizophora racemosa","alive",2,NA,1.9,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","Rhizophora racemosa","alive",2,NA,3.7,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","Rhizophora racemosa","alive",2,NA,2.2,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","Rhizophora racemosa","alive",2,NA,2.8,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","Rhizophora mangle","alive",2,NA,3.3,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","Rhizophora racemosa","alive",2,NA,2.3,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","Rhizophora racemosa","alive",2,NA,1.7,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","Rhizophora racemosa","alive",2,NA,4.2,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","Rhizophora racemosa","alive",2,NA,2.3,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","Rhizophora racemosa","alive",2,NA,3.3,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","Rhizophora racemosa","alive",2,NA,2.1,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","Rhizophora racemosa","alive",2,NA,2,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","Rhizophora racemosa","alive",2,NA,2.7,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","Rhizophora racemosa","alive",2,NA,3.4,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","Laguncularia racemosa","alive",7,NA,5.6,"DBH",NA,NA,0.0024630086404144,0.16000000002692,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","Laguncularia racemosa","alive",7,NA,5.5,"DBH",NA,NA,0.00237582944427728,0.154336734719844,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","Laguncularia racemosa","alive",7,NA,6.8,"DBH",NA,6,0.0036316811075498,0.235918367386632,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","Laguncularia racemosa","alive",7,NA,5.5,"DBH",NA,NA,0.00237582944427728,0.154336734719844,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","Rhizophora mangle","alive",7,NA,5.4,"DBH",NA,NA,0.00229022104446696,0.148775510229113,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","Rhizophora mangle","alive",7,NA,6.5,"DBH",NA,6,0.00331830724035422,0.215561224526064,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","Rhizophora racemosa","alive",7,NA,5.3,"DBH",NA,NA,0.00220618344098343,0.143316326554725,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","Rhizophora mangle","alive",7,NA,5,"DBH",NA,NA,0.00196349540849362,0.127551020429624,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","Rhizophora mangle","alive",7,NA,5.7,"DBH",NA,NA,0.00255175863287831,0.165765306150339,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","Rhizophora mangle","alive",7,NA,5,"DBH",NA,NA,0.00196349540849362,0.127551020429624,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","Rhizophora mangle","alive",7,NA,5.8,"DBH",NA,NA,0.00264207942166902,0.171632653090101,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","Rhizophora mangle","alive",7,NA,8,"DBH",NA,6,0.00502654824574367,0.326530612299836,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","Rhizophora mangle","alive",7,NA,6.5,"DBH",NA,NA,0.00331830724035422,0.215561224526064,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","Rhizophora mangle","alive",7,NA,5.2,"DBH",NA,NA,0.0021237166338267,0.137959183696681,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","Rhizophora mangle","alive",7,NA,5.1,"DBH",NA,NA,0.00204282062299676,0.13270408165498,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","Rhizophora mangle","alive",7,NA,5.1,"DBH",NA,NA,0.00204282062299676,0.13270408165498,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","Rhizophora mangle","alive",7,NA,5,"DBH",NA,NA,0.00196349540849362,0.127551020429624,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","Laguncularia racemosa","alive",7,NA,6.4,"DBH",NA,NA,0.00321699087727595,0.208979591871895,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","Rhizophora racemosa","alive",2,NA,3.3,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","Rhizophora mangle","alive",2,NA,2.2,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","Rhizophora mangle","alive",2,NA,2.8,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","Rhizophora mangle","alive",2,NA,3.5,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","Rhizophora racemosa","alive",2,NA,3.4,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","Rhizophora racemosa","alive",2,NA,4.2,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","Rhizophora racemosa","alive",2,NA,3,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","Rhizophora racemosa","alive",2,NA,1.8,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","Rhizophora racemosa","alive",2,NA,2.1,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","Rhizophora mangle","alive",2,NA,4.9,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","Rhizophora racemosa","alive",2,NA,1.3,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","Rhizophora racemosa","alive",2,NA,2.1,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","Rhizophora racemosa","alive",2,NA,1.8,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","Rhizophora racemosa","alive",2,NA,2.4,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Laguncularia racemosa","alive",7,NA,5.7,"DBH",NA,4.5,0.00255175863287831,0.165765306150339,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Laguncularia racemosa","alive",7,NA,6.4,"DBH",NA,NA,0.00321699087727595,0.208979591871895,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Laguncularia racemosa","dead",7,3,7.2,"DBH",NA,2,0.00407150407905237,0.264489795962867,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Laguncularia racemosa","alive",7,NA,5.2,"DBH",NA,NA,0.0021237166338267,0.137959183696681,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Laguncularia racemosa","alive",7,NA,6.3,"DBH",NA,NA,0.00311724531052447,0.20250000003407,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Laguncularia racemosa","alive",7,NA,16,"DBH",NA,5,0.0201061929829747,1.30612244919935,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Laguncularia racemosa","alive",7,NA,7.5,"DBH",NA,NA,0.00441786466911065,0.286989795966653,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Laguncularia racemosa","alive",7,NA,5.5,"DBH",NA,NA,0.00237582944427728,0.154336734719844,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Laguncularia racemosa","alive",7,NA,8,"DBH",NA,7,0.00502654824574367,0.326530612299836,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Laguncularia racemosa","alive",7,NA,7,"DBH",NA,NA,0.0038484510006475,0.250000000042062,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Laguncularia racemosa","alive",7,NA,7.1,"DBH",NA,NA,0.00395919214168654,0.257193877594293,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Rhizophora racemosa","alive",7,NA,5.2,"DBH",NA,NA,0.0021237166338267,0.137959183696681,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Rhizophora racemosa","alive",7,NA,5.7,"DBH",NA,NA,0.00255175863287831,0.165765306150339,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Rhizophora racemosa","alive",7,NA,5,"DBH",NA,NA,0.00196349540849362,0.127551020429624,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Rhizophora racemosa","alive",7,NA,5.1,"DBH",NA,NA,0.00204282062299676,0.13270408165498,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Rhizophora racemosa","alive",7,NA,5,"DBH",NA,NA,0.00196349540849362,0.127551020429624,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Rhizophora racemosa","alive",2,NA,2.3,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Rhizophora racemosa","alive",2,NA,2.1,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Rhizophora racemosa","alive",2,NA,2,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Rhizophora racemosa","alive",2,NA,1.5,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Rhizophora racemosa","alive",2,NA,1.2,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Rhizophora racemosa","alive",2,NA,1.7,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Rhizophora racemosa","alive",2,NA,1.2,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Rhizophora racemosa","alive",2,NA,1.3,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Rhizophora racemosa","alive",2,NA,1.8,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Rhizophora racemosa","alive",2,NA,2,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Rhizophora racemosa","alive",2,NA,2.1,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Rhizophora racemosa","alive",2,NA,1.3,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Rhizophora racemosa","alive",2,NA,1.4,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Rhizophora racemosa","alive",2,NA,1,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Rhizophora racemosa","alive",2,NA,1.3,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Rhizophora racemosa","alive",2,NA,2.1,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Rhizophora racemosa","alive",2,NA,1.9,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","Rhizophora racemosa","alive",2,NA,2,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_4","Rhizophora mangle","alive",7,NA,7.8,"DBH",NA,6,0.00477836242611008,0.310408163317532,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_4","Rhizophora racemosa","alive",7,NA,7.5,"DBH",NA,NA,0.00441786466911065,0.286989795966653,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_4","Rhizophora racemosa","alive",7,NA,7.6,"DBH",NA,NA,0.00453645979178366,0.294693877600602,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_4","Rhizophora racemosa","alive",7,NA,5.1,"DBH",NA,NA,0.00204282062299676,0.13270408165498,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_4","Rhizophora racemosa","alive",7,NA,5.6,"DBH",NA,NA,0.0024630086404144,0.16000000002692,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_4","Rhizophora racemosa","alive",7,NA,5,"DBH",NA,NA,0.00196349540849362,0.127551020429624,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_4","Rhizophora mangle","alive",7,NA,8,"DBH",NA,6,0.00502654824574367,0.326530612299836,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_4","Rhizophora racemosa","alive",7,NA,6.3,"DBH",NA,NA,0.00311724531052447,0.20250000003407,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_4","Rhizophora mangle","alive",7,NA,6.5,"DBH",NA,NA,0.00331830724035422,0.215561224526064,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_4","Rhizophora mangle","alive",7,NA,5.7,"DBH",NA,NA,0.00255175863287831,0.165765306150339,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_4","Rhizophora mangle","alive",7,NA,8.7,"DBH",NA,6,0.00594467869875529,0.386173469452728,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_4","Rhizophora mangle","alive",7,NA,5.4,"DBH",NA,NA,0.00229022104446696,0.148775510229113,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_4","Rhizophora mangle","dead",7,3,6.3,"DBH",NA,3,0.00311724531052447,0.20250000003407,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_4","Rhizophora mangle","alive",7,NA,5.8,"DBH",NA,NA,0.00264207942166902,0.171632653090101,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_4","Rhizophora mangle","alive",7,NA,5.6,"DBH",NA,NA,0.0024630086404144,0.16000000002692,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_4","Rhizophora mangle","alive",7,NA,5,"DBH",NA,NA,0.00196349540849362,0.127551020429624,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_4","Rhizophora mangle","alive",7,NA,5.2,"DBH",NA,NA,0.0021237166338267,0.137959183696681,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_4","Rhizophora mangle","dead",7,3,5,"DBH",NA,1.5,0.00196349540849362,0.127551020429624,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_4","Rhizophora racemosa","alive",7,NA,5,"DBH",NA,NA,0.00196349540849362,0.127551020429624,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_4","Rhizophora mangle","alive",7,NA,7.1,"DBH",NA,NA,0.00395919214168654,0.257193877594293,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_4","Rhizophora mangle","alive",2,NA,3.9,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_4","Rhizophora racemosa","alive",2,NA,1.3,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_4","Rhizophora racemosa","alive",2,NA,1.4,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_4","Rhizophora racemosa","alive",2,NA,1.6,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_4","Rhizophora racemosa","alive",2,NA,1.5,"DBH",NA,NA,NA,NA,NA
