"study_id","site_id","year","latitude","longitude","position_method","habitat","core_id"
"Cifuentes_et_al_2024_Nicoya","Bebedero",2012,10.25298477595526,-85.24869036819523,"handheld","mangrove","Bebedero_Manglar_4_1"
"Cifuentes_et_al_2024_Nicoya","Bebedero",2012,10.25315845728881,-85.24854438327802,"handheld","mangrove","Bebedero_Manglar_4_2"
"Cifuentes_et_al_2024_Nicoya","Bebedero",2012,10.25333213857375,-85.24839839820515,"handheld","mangrove","Bebedero_Manglar_4_3"
"Cifuentes_et_al_2024_Nicoya","Bebedero",2012,10.253505819810066,-85.24825241297667,"handheld","mangrove","Bebedero_Manglar_4_4"
"Cifuentes_et_al_2024_Nicoya","Bebedero",2012,10.253679500997768,-85.24810642759255,"handheld","mangrove","Bebedero_Manglar_4_5"
"Cifuentes_et_al_2024_Nicoya","Bebedero",2012,10.253853182136838,-85.24796044205277,"handheld","mangrove","Bebedero_Manglar_4_6"
"Cifuentes_et_al_2024_Nicoya","Buenaventura",2012,10.177661732303662,-85.14309627750517,"handheld","mangrove","Buenaventura_Camaronera_1_1"
"Cifuentes_et_al_2024_Nicoya","Buenaventura",2012,10.177661732303662,-85.14309627750517,"handheld","mangrove","Buenaventura_Camaronera_1_2"
"Cifuentes_et_al_2024_Nicoya","Buenaventura",2012,10.177661732303662,-85.14309627750517,"handheld","mangrove","Buenaventura_Camaronera_1_3"
"Cifuentes_et_al_2024_Nicoya","Buenaventura",2012,10.172186453095785,-85.15767652623805,"handheld","mangrove","Buenaventura_Camaronera_2_1"
"Cifuentes_et_al_2024_Nicoya","Buenaventura",2012,10.172186453095785,-85.15767652623805,"handheld","mangrove","Buenaventura_Camaronera_2_2"
"Cifuentes_et_al_2024_Nicoya","Buenaventura",2012,10.172186453095785,-85.15767652623805,"handheld","mangrove","Buenaventura_Camaronera_2_3"
"Cifuentes_et_al_2024_Nicoya","Buenaventura",2012,10.178700705461656,-85.15869463068648,"handheld","mangrove","Buenaventura_Camaronera_3_1"
"Cifuentes_et_al_2024_Nicoya","Buenaventura",2012,10.178700705461656,-85.15869463068648,"handheld","mangrove","Buenaventura_Camaronera_3_2"
"Cifuentes_et_al_2024_Nicoya","Buenaventura",2012,10.178700705461656,-85.15869463068648,"handheld","mangrove","Buenaventura_Camaronera_3_3"
"Cifuentes_et_al_2024_Nicoya","Buenaventura",2012,10.177621759893476,-85.13118797382789,"handheld","mangrove","Buenaventura_Camaronera_4_1"
"Cifuentes_et_al_2024_Nicoya","Buenaventura",2012,10.177621759893476,-85.13118797382789,"handheld","mangrove","Buenaventura_Camaronera_4_2"
"Cifuentes_et_al_2024_Nicoya","Buenaventura",2012,10.177621759893476,-85.13118797382789,"handheld","mangrove","Buenaventura_Camaronera_4_3"
"Cifuentes_et_al_2024_Nicoya","Buenaventura",2012,10.175411899471,-85.13236643766851,"handheld","mangrove","Buenaventura_Camaronera_5_1"
"Cifuentes_et_al_2024_Nicoya","Buenaventura",2012,10.175411899471,-85.13236643766851,"handheld","mangrove","Buenaventura_Camaronera_5_2"
"Cifuentes_et_al_2024_Nicoya","Buenaventura",2012,10.175411899471,-85.13236643766851,"handheld","mangrove","Buenaventura_Camaronera_5_3"
"Cifuentes_et_al_2024_Nicoya","Buenaventura",2012,10.165461146801222,-85.1463881303272,"handheld","mangrove","Buenaventura_Manglar_2_1"
"Cifuentes_et_al_2024_Nicoya","Buenaventura",2012,10.16533217316676,-85.14620080853696,"handheld","mangrove","Buenaventura_Manglar_2_2"
"Cifuentes_et_al_2024_Nicoya","Buenaventura",2012,10.165203199407722,-85.14601348689085,"handheld","mangrove","Buenaventura_Manglar_2_3"
"Cifuentes_et_al_2024_Nicoya","Buenaventura",2012,10.165074225524112,-85.14582616538885,"handheld","mangrove","Buenaventura_Manglar_2_4"
"Cifuentes_et_al_2024_Nicoya","Buenaventura",2012,10.16494525151594,-85.14563884403096,"handheld","mangrove","Buenaventura_Manglar_2_5"
"Cifuentes_et_al_2024_Nicoya","Buenaventura",2012,10.164816277383206,-85.14545152281717,"handheld","mangrove","Buenaventura_Manglar_2_6"
"Cifuentes_et_al_2024_Nicoya","Colorado",2012,10.142826427036614,-85.07769105553321,"handheld","mangrove","Colorado_Manglar_1_1"
"Cifuentes_et_al_2024_Nicoya","Colorado",2012,10.142601217440228,-85.07771018303961,"handheld","mangrove","Colorado_Manglar_1_2"
"Cifuentes_et_al_2024_Nicoya","Colorado",2012,10.142376007842453,-85.07772931053574,"handheld","mangrove","Colorado_Manglar_1_3"
"Cifuentes_et_al_2024_Nicoya","Colorado",2012,10.142150798243296,-85.07774843802156,"handheld","mangrove","Colorado_Manglar_1_4"
"Cifuentes_et_al_2024_Nicoya","Colorado",2012,10.141925588642758,-85.07776756549706,"handheld","mangrove","Colorado_Manglar_1_5"
"Cifuentes_et_al_2024_Nicoya","Colorado",2012,10.14170037904084,-85.07778669296225,"handheld","mangrove","Colorado_Manglar_1_6"
"Cifuentes_et_al_2024_Nicoya","Isla Chira",2012,10.114049557415736,-85.19073055341973,"handheld","mangrove","Isla Chira_Camaronera_6_1"
"Cifuentes_et_al_2024_Nicoya","Isla Chira",2012,10.114049557415736,-85.19073055341973,"handheld","mangrove","Isla Chira_Camaronera_6_2"
"Cifuentes_et_al_2024_Nicoya","Isla Chira",2012,10.114049557415736,-85.19073055341973,"handheld","mangrove","Isla Chira_Camaronera_6_3"
"Cifuentes_et_al_2024_Nicoya","Isla Chira",2012,10.10645927214201,-85.14926495060175,"handheld","mangrove","Isla Chira_Manglar_8_1"
"Cifuentes_et_al_2024_Nicoya","Isla Chira",2012,10.106605151259586,-85.14909075376282,"handheld","mangrove","Isla Chira_Manglar_8_2"
"Cifuentes_et_al_2024_Nicoya","Isla Chira",2012,10.10675103030112,-85.14891655676377,"handheld","mangrove","Isla Chira_Manglar_8_3"
"Cifuentes_et_al_2024_Nicoya","Isla Chira",2012,10.10689690926662,-85.1487423596046,"handheld","mangrove","Isla Chira_Manglar_8_4"
"Cifuentes_et_al_2024_Nicoya","Isla Chira",2012,10.107042788156075,-85.14856816228534,"handheld","mangrove","Isla Chira_Manglar_8_5"
"Cifuentes_et_al_2024_Nicoya","Isla Chira",2012,10.107188666969485,-85.14839396480595,"handheld","mangrove","Isla Chira_Manglar_8_6"
"Cifuentes_et_al_2024_Nicoya","Isla Chira",2012,10.101113622249434,-85.1276758818348,"handheld","mangrove","Isla Chira_Manglar_9_1"
"Cifuentes_et_al_2024_Nicoya","Isla Chira",2012,10.101326260723056,-85.12759861748444,"handheld","mangrove","Isla Chira_Manglar_9_2"
"Cifuentes_et_al_2024_Nicoya","Isla Chira",2012,10.101538899186892,-85.12752135304598,"handheld","mangrove","Isla Chira_Manglar_9_3"
"Cifuentes_et_al_2024_Nicoya","Isla Chira",2012,10.10175153764094,-85.12744408851938,"handheld","mangrove","Isla Chira_Manglar_9_4"
"Cifuentes_et_al_2024_Nicoya","Isla Chira",2012,10.101964176085204,-85.12736682390468,"handheld","mangrove","Isla Chira_Manglar_9_5"
"Cifuentes_et_al_2024_Nicoya","Isla Chira",2012,10.102176814519666,-85.12728955920186,"handheld","mangrove","Isla Chira_Manglar_9_6"
"Cifuentes_et_al_2024_Nicoya","Isla Chira",2012,10.08245360911102,-85.17595496390098,"handheld","mangrove","Isla Chira_Salinera_1_1"
"Cifuentes_et_al_2024_Nicoya","Isla Chira",2012,10.08245360911102,-85.17595496390098,"handheld","mangrove","Isla Chira_Salinera_1_2"
"Cifuentes_et_al_2024_Nicoya","Isla Chira",2012,10.08245360911102,-85.17595496390098,"handheld","mangrove","Isla Chira_Salinera_1_3"
"Cifuentes_et_al_2024_Nicoya","Isla Chira",2012,10.109181036669945,-85.12796447625328,"handheld","mangrove","Isla Chira_Salinera_2_1"
"Cifuentes_et_al_2024_Nicoya","Isla Chira",2012,10.109181036669945,-85.12796447625328,"handheld","mangrove","Isla Chira_Salinera_2_2"
"Cifuentes_et_al_2024_Nicoya","Isla Chira",2012,10.109181036669945,-85.12796447625328,"handheld","mangrove","Isla Chira_Salinera_2_3"
"Cifuentes_et_al_2024_Nicoya","Jesús",2012,10.13380450121516,-85.24459889402941,"handheld","mangrove","Jesús_Manglar_5_1"
"Cifuentes_et_al_2024_Nicoya","Jesús",2012,10.133581793447371,-85.2446376413812,"handheld","mangrove","Jesús_Manglar_5_2"
"Cifuentes_et_al_2024_Nicoya","Jesús",2012,10.133359085678466,-85.2446763886976,"handheld","mangrove","Jesús_Manglar_5_3"
"Cifuentes_et_al_2024_Nicoya","Jesús",2012,10.133136377908418,-85.24471513597861,"handheld","mangrove","Jesús_Manglar_5_4"
"Cifuentes_et_al_2024_Nicoya","Jesús",2012,10.13291367013725,-85.24475388322423,"handheld","mangrove","Jesús_Manglar_5_5"
"Cifuentes_et_al_2024_Nicoya","Jesús",2012,10.132690962364958,-85.2447926304345,"handheld","mangrove","Jesús_Manglar_5_6"
"Cifuentes_et_al_2024_Nicoya","Jicaral",2012,9.96677907531132,-85.10665234760737,"handheld","mangrove","Jicaral_Camaronera_10_1"
"Cifuentes_et_al_2024_Nicoya","Jicaral",2012,9.96677907531132,-85.10665234760737,"handheld","mangrove","Jicaral_Camaronera_10_2"
"Cifuentes_et_al_2024_Nicoya","Jicaral",2012,9.96677907531132,-85.10665234760737,"handheld","mangrove","Jicaral_Camaronera_10_3"
"Cifuentes_et_al_2024_Nicoya","Jicaral",2012,9.964893875573926,-85.11354004868552,"handheld","mangrove","Jicaral_Camaronera_9_1"
"Cifuentes_et_al_2024_Nicoya","Jicaral",2012,9.964893875573926,-85.11354004868552,"handheld","mangrove","Jicaral_Camaronera_9_2"
"Cifuentes_et_al_2024_Nicoya","Jicaral",2012,9.964893875573926,-85.11354004868552,"handheld","mangrove","Jicaral_Camaronera_9_3"
"Cifuentes_et_al_2024_Nicoya","Jicaral",2012,9.97441122528924,-85.11858458886034,"handheld","mangrove","Jicaral_Manglar_12_1"
"Cifuentes_et_al_2024_Nicoya","Jicaral",2012,9.974190842238896,-85.11863512207638,"handheld","mangrove","Jicaral_Manglar_12_2"
"Cifuentes_et_al_2024_Nicoya","Jicaral",2012,9.973970459185455,-85.11868565524009,"handheld","mangrove","Jicaral_Manglar_12_3"
"Cifuentes_et_al_2024_Nicoya","Jicaral",2012,9.973750076128928,-85.11873618835142,"handheld","mangrove","Jicaral_Manglar_12_4"
"Cifuentes_et_al_2024_Nicoya","Jicaral",2012,9.97352969306931,-85.11878672141042,"handheld","mangrove","Jicaral_Manglar_12_5"
"Cifuentes_et_al_2024_Nicoya","Jicaral",2012,9.973309310006597,-85.11883725441706,"handheld","mangrove","Jicaral_Manglar_12_6"
"Cifuentes_et_al_2024_Nicoya","Lepanto",2012,9.96894954420873,-85.05045723911242,"handheld","mangrove","Lepanto_Camaronera_7_1"
"Cifuentes_et_al_2024_Nicoya","Lepanto",2012,9.96894954420873,-85.05045723911242,"handheld","mangrove","Lepanto_Camaronera_7_2"
"Cifuentes_et_al_2024_Nicoya","Lepanto",2012,9.96894954420873,-85.05045723911242,"handheld","mangrove","Lepanto_Camaronera_7_3"
"Cifuentes_et_al_2024_Nicoya","Lepanto",2012,9.968966354089195,-85.04798593204679,"handheld","mangrove","Lepanto_Camaronera_8_1"
"Cifuentes_et_al_2024_Nicoya","Lepanto",2012,9.968966354089195,-85.04798593204679,"handheld","mangrove","Lepanto_Camaronera_8_2"
"Cifuentes_et_al_2024_Nicoya","Lepanto",2012,9.968966354089195,-85.04798593204679,"handheld","mangrove","Lepanto_Camaronera_8_3"
