"study_id","site_id","core_id","method_id","depth_min","depth_max","dry_bulk_density","fraction_organic_matter","fraction_carbon","depth_interval_notes","delta_c13"
"Gu_et_al_2020","La Pocatiere","LP2-2","single set of methods",0,2,0.299,0.16620000000000001,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP2-2","single set of methods",2,4,0.301,0.2173,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP2-2","single set of methods",4,6,0.259,0.23670000000000002,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP2-2","single set of methods",6,8,0.3,0.2214,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP2-2","single set of methods",8,10,0.299,0.23,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP2-2","single set of methods",10,12,0.411,0.1893,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP2-2","single set of methods",12,14.000000000000002,0.357,0.18489999999999998,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP2-2","single set of methods",14.000000000000002,16,0.476,0.1617,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP2-2","single set of methods",16,18,0.532,0.1818,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP2-2","single set of methods",18,20,0.636,0.1387,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP2-2","single set of methods",20,22,0.65,0.1189,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP2-2","single set of methods",22,24,0.821,0.11349999999999999,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP2-2","single set of methods",24,26,0.764,0.08900000000000001,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP2-2","single set of methods",26,28.000000000000004,0.779,0.0859,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP2-2","single set of methods",28.000000000000004,30,0.892,0.0866,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP2-3","single set of methods",0,2,0.4,0.1753,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP2-3","single set of methods",2,4,0.257,0.2541,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP2-3","single set of methods",4,6,0.256,0.2379,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP2-3","single set of methods",6,8,0.238,0.2551,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP2-3","single set of methods",8,10,0.263,0.24230000000000002,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP2-3","single set of methods",10,12,0.284,0.2408,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP2-3","single set of methods",12,14.000000000000002,0.303,0.1902,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP2-3","single set of methods",14.000000000000002,16,0.387,0.19140000000000001,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP2-3","single set of methods",16,18,0.359,0.1966,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP2-3","single set of methods",18,20,0.418,0.2096,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP2-3","single set of methods",20,22,0.542,0.16079999999999997,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP2-3","single set of methods",22,24,0.648,0.1315,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP2-3","single set of methods",24,26,0.741,0.10949999999999999,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP2-3","single set of methods",26,28.000000000000004,0.712,0.0973,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP2-3","single set of methods",28.000000000000004,30,0.747,0.0971,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-1","single set of methods",0,2,0.202,0.38789999999999997,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-1","single set of methods",2,4,0.223,0.37420000000000003,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-1","single set of methods",4,6,0.227,0.3446,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-1","single set of methods",6,8,0.254,0.313,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-1","single set of methods",8,10,0.318,0.19260000000000002,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-1","single set of methods",10,12,0.389,0.1646,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-1","single set of methods",12,14.000000000000002,0.507,0.15869999999999998,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-1","single set of methods",14.000000000000002,16,0.54,0.11539999999999999,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-1","single set of methods",16,18,0.607,0.09380000000000001,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-1","single set of methods",18,20,0.573,0.10800000000000001,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-1","single set of methods",20,22,0.668,0.0987,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-1","single set of methods",22,24,0.86,0.0738,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-2","single set of methods",0,2,0.194,0.257,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-2","single set of methods",2,4,0.158,0.2964,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-2","single set of methods",4,6,0.176,0.3586,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-2","single set of methods",6,8,0.171,0.35590000000000005,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-2","single set of methods",8,10,0.287,0.30760000000000004,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-2","single set of methods",10,12,0.32,0.2486,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-2","single set of methods",12,14.000000000000002,0.444,0.1516,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-2","single set of methods",14.000000000000002,16,0.493,0.1472,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-2","single set of methods",16,18,0.561,0.1366,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-2","single set of methods",18,20,0.657,0.1261,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-2","single set of methods",20,22,0.749,0.10039999999999999,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-2","single set of methods",22,24,0.824,0.0931,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-3","single set of methods",0,2,0.219,0.29109999999999997,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-3","single set of methods",2,4,0.214,0.3009,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-3","single set of methods",4,6,0.209,0.39630000000000004,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-3","single set of methods",6,8,0.217,0.3475,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-3","single set of methods",8,10,0.281,0.2859,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-3","single set of methods",10,12,0.416,0.2163,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-3","single set of methods",12,14.000000000000002,0.444,0.191,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-3","single set of methods",14.000000000000002,16,0.514,0.1673,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-3","single set of methods",16,18,0.589,0.1265,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-3","single set of methods",18,20,0.737,0.0955,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-3","single set of methods",20,22,0.682,0.096,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-3","single set of methods",22,24,0.781,0.08410000000000001,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-3","single set of methods",24,26,0.826,0.0814,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-3","single set of methods",26,28.000000000000004,0.699,0.08539999999999999,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","LP3-3","single set of methods",28.000000000000004,30,0.837,0.0738,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","SP1-1","single set of methods",0,5,0.531,0.0897,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","SP1-1","single set of methods",5,10,0.494,0.0917,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","SP1-1","single set of methods",10,15,0.367,0.0969,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","SP1-1","single set of methods",15,20,0.337,0.09759999999999999,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","SP1-1","single set of methods",20,25,0.475,0.2198,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","SP1-1","single set of methods",25,30,0.498,0.2288,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","SP1-2","single set of methods",0,5,0.486,0.078,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","SP1-2","single set of methods",5,10,0.698,0.0768,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","SP1-2","single set of methods",10,15,0.795,0.0825,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","SP1-2","single set of methods",15,20,0.677,0.0915,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","SP1-2","single set of methods",20,25,0.695,0.0859,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","SP1-2","single set of methods",25,30,0.737,0.0791,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","SP1-3","single set of methods",0,5,0.251,0.1442,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","SP1-3","single set of methods",5,10,0.341,0.1051,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","SP1-3","single set of methods",10,15,0.285,0.11779999999999999,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","SP1-3","single set of methods",15,20,0.364,0.11800000000000001,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","SP1-3","single set of methods",20,25,0.321,0.4581,NA,NA,NA
"Gu_et_al_2020","La Pocatiere","SP1-3","single set of methods",25,30,0.567,0.0973,NA,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 1","single set of methods",0,1,NA,0.1003,0.0138,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 1","single set of methods",1,2,NA,0.09789999999999999,0.0123,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 1","single set of methods",2,3,NA,0.0739,0.01,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 1","single set of methods",3,4,NA,0.0677,0.008199999999999999,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 1","single set of methods",4,5,NA,0.0625,0.0076,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 1","single set of methods",5,6,NA,0.0588,0.006999999999999999,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 1","single set of methods",6,7.000000000000001,NA,0.050300000000000004,0.006,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 1","single set of methods",7.000000000000001,8,NA,0.04769999999999999,0.0052,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 1","single set of methods",8,9,NA,0.0466,0.0049,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 1","single set of methods",9,10,NA,0.045700000000000005,0.0048,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 1","single set of methods",10,11,NA,0.0493,0.0062,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 1","single set of methods",11,12,NA,0.04769999999999999,0.0046,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 1","single set of methods",12,14.000000000000002,NA,0.051,0.0042,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 1","single set of methods",14.000000000000002,16,NA,0.0462,0.004,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 1","single set of methods",16,18,NA,0.049100000000000005,0.0044,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 1","single set of methods",18,20,NA,0.06509999999999999,0.0049,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 1","single set of methods",20,22,NA,0.0596,0.0044,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 1","single set of methods",22,24,NA,0.055,0.0038,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 2","single set of methods",0,1,NA,0.09699999999999999,0.011699999999999999,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 2","single set of methods",1,2,NA,0.1043,0.0116,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 2","single set of methods",2,3,NA,0.10310000000000001,0.0115,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 2","single set of methods",3,4,NA,0.10279999999999999,0.0105,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 2","single set of methods",4,5,NA,0.10279999999999999,0.0113,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 2","single set of methods",5,6,NA,0.1041,0.0131,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 2","single set of methods",6,7.000000000000001,NA,0.1032,0.0121,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 2","single set of methods",7.000000000000001,8,NA,0.0089,0.0111,"Outlier - SOC greater than SOM",NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 2","single set of methods",8,9,NA,0.09720000000000001,0.011200000000000002,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 2","single set of methods",9,10,NA,0.09519999999999999,0.0084,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 2","single set of methods",10,11,NA,0.08460000000000001,0.005600000000000001,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 2","single set of methods",11,12,NA,0.069,0.0028000000000000004,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 2","single set of methods",12,13,NA,0.06860000000000001,0.0024,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 2","single set of methods",13,14.000000000000002,NA,0.054400000000000004,0.0022,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 2","single set of methods",14.000000000000002,15,NA,0.0478,0.0023,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 2","single set of methods",15,16,NA,0.045899999999999996,0.0045000000000000005,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 2","single set of methods",16,17,NA,0.0424,0.0029,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 2","single set of methods",17,18,NA,0.0391,0.0032,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 2","single set of methods",18,19,NA,0.0332,0.0044,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 2","single set of methods",19,20,NA,0.0297,0.0059,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 3","single set of methods",0,1,NA,0.17079999999999998,0.0321,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 3","single set of methods",1,2,NA,0.1732,0.0281,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 3","single set of methods",2,3,NA,0.1793,0.032,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 3","single set of methods",3,4,NA,0.18359999999999999,0.0345,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 3","single set of methods",4,5,NA,0.1788,0.0334,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 3","single set of methods",5,6,NA,0.179,0.0322,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 3","single set of methods",6,7.000000000000001,NA,0.1748,0.0323,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 3","single set of methods",7.000000000000001,8,NA,0.1761,0.0297,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 3","single set of methods",8,9,NA,0.1837,0.0275,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 3","single set of methods",9,10,NA,0.1771,0.0282,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 3","single set of methods",10,11,NA,0.16949999999999998,0.026000000000000002,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 3","single set of methods",11,12,NA,0.1729,0.0264,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 3","single set of methods",12,13,NA,0.17489999999999997,0.0276,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 3","single set of methods",13,14.000000000000002,NA,0.1217,0.030899999999999997,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 3","single set of methods",14.000000000000002,15,NA,0.17120000000000002,0.0294,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 3","single set of methods",15,16,NA,0.17300000000000001,0.0313,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 3","single set of methods",16,17,NA,0.16899999999999998,0.0206,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 3","single set of methods",17,18,NA,0.1777,0.029900000000000003,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 3","single set of methods",18,19,NA,0.1843,0.0332,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 3","single set of methods",19,20,NA,0.1894,0.0374,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 4","single set of methods",0,1,NA,0.1923,0.029500000000000002,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 4","single set of methods",1,2,NA,0.1698,0.0265,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 4","single set of methods",2,3,NA,0.17379999999999998,0.029900000000000003,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 4","single set of methods",3,4,NA,0.1793,0.0291,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 4","single set of methods",4,5,NA,0.18489999999999998,0.03,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 4","single set of methods",5,6,NA,0.19030000000000002,0.031200000000000002,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 4","single set of methods",6,7.000000000000001,NA,0.1867,0.029900000000000003,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 4","single set of methods",7.000000000000001,8,NA,0.1858,0.028300000000000002,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 4","single set of methods",8,9,NA,0.1891,0.0275,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 4","single set of methods",9,10,NA,0.19699999999999998,0.0253,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 4","single set of methods",10,11,NA,0.1848,0.0274,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 4","single set of methods",11,12,NA,0.17600000000000002,0.027999999999999997,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 4","single set of methods",12,13,NA,0.179,0.029300000000000003,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 4","single set of methods",13,14.000000000000002,NA,0.1804,0.0311,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 4","single set of methods",14.000000000000002,15,NA,0.17739999999999997,0.031400000000000004,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 4","single set of methods",15,16,NA,0.17980000000000002,0.0335,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 4","single set of methods",16,17,NA,0.1757,0.034,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 4","single set of methods",17,18,NA,0.1813,0.0347,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 4","single set of methods",18,19,NA,0.18489999999999998,0.0394,NA,NA
"Guerra_et_al_2022","Northwestern Adriatic Sea","RG 4","single set of methods",19,20,NA,0.1826,0.0271,NA,NA
"Hansen_et_al_2016","Elbe Estuary","1a","single set of methods",0,3,NA,NA,0.054000000000000006,NA,NA
"Hansen_et_al_2016","Elbe Estuary","1a","single set of methods",3,40,NA,NA,0.0375,NA,NA
"Hansen_et_al_2016","Elbe Estuary","1a","single set of methods",40,70,NA,NA,0.03,NA,NA
"Hansen_et_al_2016","Elbe Estuary","1a","single set of methods",70,100,NA,NA,0.0326,NA,NA
"Hansen_et_al_2016","Elbe Estuary","1b","single set of methods",0,10,NA,NA,0.0409,NA,NA
"Hansen_et_al_2016","Elbe Estuary","1b","single set of methods",10,45,NA,NA,0.0421,NA,NA
"Hansen_et_al_2016","Elbe Estuary","1b","single set of methods",45,70,NA,NA,0.0458,NA,NA
"Hansen_et_al_2016","Elbe Estuary","1b","single set of methods",70,100,NA,NA,0.0538,NA,NA
"Hansen_et_al_2016","Elbe Estuary","1c","single set of methods",0,3,NA,NA,0.07730000000000001,NA,NA
"Hansen_et_al_2016","Elbe Estuary","1c","single set of methods",3,40,NA,NA,0.0732,NA,NA
"Hansen_et_al_2016","Elbe Estuary","1c","single set of methods",40,70,NA,NA,0.0567,NA,NA
"Hansen_et_al_2016","Elbe Estuary","1c","single set of methods",70,100,NA,NA,0.0713,NA,NA
