study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,cs137_activity,cs137_activity_sd,cs137_unit,depth_interval_notes
Craft_2007,Altamaha_River,Altamaha_River_Site_8_Levee,22,24,0.4484,0.08415,22.2,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_8_Levee,24,26,0.3813,0.07364,17.39,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_8_Levee,26,28,0.4029,0.06733,12.95,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_8_Levee,28,30,0.3766,0.06672,9.25,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_8_Plain,0,2,0.1609,0.15895,14.43,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_8_Plain,2,4,0.1494,0.19832,9.99,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_8_Plain,4,6,0.1964,0.19946,21.83,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_8_Plain,6,8,0.2214,0.19256,26.64,2.2,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_8_Plain,8,10,0.2205,0.19864,23.31,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_8_Plain,10,12,0.1809,0.1853,25.53,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_8_Plain,12,14,0.1755,0.16972,22.57,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_8_Plain,14,16,0.172,0.17809,22.94,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_8_Plain,16,18,0.1715,0.15211,21.09,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_8_Plain,18,20,0.2013,0.13823,16.65,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_8_Plain,20,22,0.219,0.12681,7.03,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_8_Plain,22,24,0.1959,0.13109,5.55,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_8_Plain,24,26,0.2021,0.12318,2.96,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_8_Plain,26,28,0.1633,0.13709,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Altamaha_River,Altamaha_River_Site_8_Plain,28,30,0.1539,0.14553,2.59,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Levee,0,2,0.2807,0.08324,5.92,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Levee,2,4,0.2086,0.0958,5.92,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Levee,4,6,0.2123,0.10791,3.33,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Levee,6,8,0.2251,0.10636,5.92,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Levee,8,10,0.282,0.0863,5.18,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Levee,10,12,0.2479,0.10001,3.7,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Levee,12,14,0.1843,0.09892,4.44,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Levee,14,16,0.2809,0.08527,4,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Levee,16,18,0.3291,0.07857,7.4,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Levee,18,20,0.2751,0.07518,5.18,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Levee,20,22,0.295,0.06635,4.81,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Levee,22,24,0.3676,0.05429,5.55,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Levee,24,26,0.2393,0.05406,5.55,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Levee,26,28,0.3707,0.04695,5.92,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Levee,28,30,0.2547,0.04558,5.92,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Plain,0,2,0.2326,0.06328,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Plain,2,4,0.241,0.05157,2.22,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Plain,4,6,0.3914,0.05475,4.44,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Plain,6,8,0.4769,0.03081,7.92,1,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Plain,8,10,0.2508,0.05019,4.07,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Plain,10,12,0.2917,0.05535,4.07,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Plain,12,14,0.5593,0.0364,3.33,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Plain,14,16,0.5345,0.02163,4.81,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Plain,16,18,0.5414,0.02593,4.4,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Plain,18,20,0.4578,0.03642,4.29,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Plain,20,22,0.3825,0.03272,4.07,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Plain,22,24,0.3254,0.03131,3.7,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Plain,24,26,0.4022,0.03836,3.7,NA,becquerelsPerKilogram,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Plain,26,28,0.3402,0.03809,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Plain,28,30,0.2749,0.04316,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Doboy_Sound,Doboy_Sound_Site_4_Levee,0,2,0.4571,0.03754,18.5,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_4_Levee,2,4,0.749,0.01897,30.34,1,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_4_Levee,4,6,0.8129,0.01951,24.94,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_4_Levee,6,8,0.8284,0.01789,22.94,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_4_Levee,8,10,0.9012,0.01611,16.28,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_4_Levee,10,12,1.0639,0.01748,16.28,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_4_Levee,12,14,0.9888,0.01946,11.1,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_4_Levee,14,16,1.1393,0.01337,4.81,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_4_Levee,16,18,1.3804,0.00855,3.7,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_4_Levee,18,20,1.3682,0.00966,2.96,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_4_Levee,20,22,1.4433,0.00728,1.85,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_4_Levee,22,24,1.3199,0.00809,2.22,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_4_Levee,24,26,1.2293,0.00557,1.85,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_4_Levee,26,28,1.2094,0.00404,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Doboy_Sound,Doboy_Sound_Site_4_Levee,28,30,1.5649,0.00388,1.85,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_4_Plain,0,2,0.6041,0.04487,8.14,1,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_4_Plain,2,4,0.6482,0.02678,1.11,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_4_Plain,4,6,0.6177,0.05163,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Doboy_Sound,Doboy_Sound_Site_4_Plain,6,8,0.6307,0.03598,1.11,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_4_Plain,8,10,0.8158,0.0228,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Doboy_Sound,Doboy_Sound_Site_4_Plain,10,12,0.9148,0.04836,0.37,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_4_Plain,12,14,1.1168,0.01628,1.48,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_4_Plain,14,16,1.0287,0.01113,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Doboy_Sound,Doboy_Sound_Site_4_Plain,16,18,0.9045,0.00792,0.74,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_4_Plain,18,20,1.2931,0.01262,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Doboy_Sound,Doboy_Sound_Site_4_Plain,20,22,1.3642,0.00703,0.74,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_4_Plain,22,24,1.4496,0.00706,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Doboy_Sound,Doboy_Sound_Site_4_Plain,24,26,1.3895,0.00558,1.48,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_4_Plain,26,28,1.2841,0.00658,1.85,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_4_Plain,28,30,1.408,0.00587,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Doboy_Sound,Doboy_Sound_Site_5_Levee,0,2,0.3164,0.05564,0.48,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_5_Levee,2,4,0.3102,0.05752,4.81,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_5_Levee,4,6,0.2572,0.0544,7.03,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_5_Levee,6,8,0.2893,0.05662,5.55,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_5_Levee,8,10,0.2678,0.06168,4.44,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_5_Levee,10,12,0.2724,0.05237,6.29,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_5_Levee,12,14,0.34,0.04878,6.66,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_5_Levee,14,16,0.2574,0.05657,5.92,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_5_Levee,16,18,0.3168,0.05281,7.03,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_5_Levee,18,20,0.3763,0.05594,7.03,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_5_Levee,20,22,0.3419,0.05765,5.55,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_5_Levee,22,24,0.2225,0.06183,5.18,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_5_Levee,24,26,0.3523,0.05996,2.59,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_5_Levee,26,28,0.2792,0.05085,2.96,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_5_Levee,28,30,0.2341,0.04804,2.96,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_5_Plain,0,2,0.3246,0.06937,4.44,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_5_Plain,2,4,0.3166,0.1055,8.14,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_5_Plain,4,6,0.3342,0.13459,11.84,1.9,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_5_Plain,6,8,0.3861,0.05399,3.7,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_5_Plain,8,10,0.3491,0.05695,2.59,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_5_Plain,10,12,0.4248,0.05356,3.33,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_5_Plain,12,14,0.3419,0.05132,2.22,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_5_Plain,14,16,0.4667,0.05054,2.22,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_5_Plain,16,18,0.4104,0.05198,2.59,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_5_Plain,18,20,0.3882,0.04892,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Doboy_Sound,Doboy_Sound_Site_5_Plain,20,22,0.38,0.04633,0.74,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_5_Plain,22,24,0.3366,0.05432,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Doboy_Sound,Doboy_Sound_Site_5_Plain,24,26,0.3012,0.05459,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Doboy_Sound,Doboy_Sound_Site_5_Plain,26,28,0.2944,0.06061,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Doboy_Sound,Doboy_Sound_Site_5_Plain,28,30,0.2436,0.07705,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Doboy_Sound,Doboy_Sound_Site_6_Levee,0,2,0.2793,0.09044,5.92,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_6_Levee,2,4,0.3868,0.08325,5.55,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_6_Levee,4,6,0.3811,0.07173,31.45,0.9,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_6_Levee,6,8,0.3911,0.06826,4.81,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_6_Levee,8,10,0.3227,0.05439,5.92,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_6_Levee,10,12,0.3939,0.05347,3.7,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_6_Levee,12,14,0.3837,0.05095,2.22,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_6_Levee,14,16,0.4774,0.05202,2.96,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_6_Levee,16,18,0.486,0.04356,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Doboy_Sound,Doboy_Sound_Site_6_Levee,18,20,0.4642,0.03908,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Doboy_Sound,Doboy_Sound_Site_6_Levee,20,22,0.4571,0.03861,0.74,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_6_Levee,22,24,0.4876,0.03438,0.37,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_6_Levee,24,26,0.4341,0.03493,0.37,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_6_Levee,26,28,0.4296,0.03002,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Doboy_Sound,Doboy_Sound_Site_6_Levee,28,30,0.4386,0.03138,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Doboy_Sound,Doboy_Sound_Site_6_Plain,0,2,0.3881,0.0771,14.1,1,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_6_Plain,2,4,0.3642,0.06065,12.95,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_6_Plain,4,6,0.364,0.05314,10.36,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_6_Plain,6,8,0.4194,0.04374,7.77,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_6_Plain,8,10,0.4447,0.04264,4.07,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_6_Plain,10,12,0.4046,0.04026,2.96,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_6_Plain,12,14,0.4032,0.04419,3.7,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_6_Plain,14,16,0.3825,0.04911,2.96,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_6_Plain,16,18,0.4394,0.04101,2.22,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_6_Plain,18,20,0.4097,0.0446,1.85,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_6_Plain,20,22,0.4469,0.04138,1.85,NA,becquerelsPerKilogram,NA
Craft_2007,Doboy_Sound,Doboy_Sound_Site_6_Plain,22,24,0.446,0.04395,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Doboy_Sound,Doboy_Sound_Site_6_Plain,24,26,0.4472,0.02379,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Doboy_Sound,Doboy_Sound_Site_6_Plain,26,28,0.4056,0.03851,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Doboy_Sound,Doboy_Sound_Site_6_Plain,28,30,0.4387,0.03919,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Sapelo_River,Sapelo_River_Site_1_Levee,0,2,0.2105,0.08111,18.5,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_1_Levee,2,4,0.3362,0.08923,30.34,1.7,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_1_Levee,4,6,0.286,0.07935,24.42,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_1_Levee,6,8,0.2861,0.09105,22.94,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_1_Levee,8,10,0.2655,0.10154,16.28,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_1_Levee,10,12,0.2564,0.10925,16.28,NA,becquerelsPerKilogram,NA
NA,Sapelo_River,Sapelo_River_Site_1_Levee,12,14,NA,NA,11.1,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_1_Levee,14,16,0.215,0.11726,4.81,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_1_Levee,16,18,0.2429,0.08723,3.7,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_1_Levee,18,20,0.1833,0.12628,2.96,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_1_Levee,20,22,0.2118,0.12296,1.85,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_1_Levee,22,24,0.1876,0.11206,2.22,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_1_Levee,24,26,0.1897,0.14408,1.85,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_1_Levee,26,28,0.1663,0.15857,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
Craft_2007,Sapelo_River,Sapelo_River_Site_1_Levee,28,30,0.1936,0.15903,1.85,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_1_Plain,0,2,0.6281,0.03642,8.14,0.7,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_1_Plain,2,4,1.0089,0.02245,1.11,NA,becquerelsPerKilogram,NA
Craft_2007,Sapelo_River,Sapelo_River_Site_1_Plain,4,6,0.9957,0.0241,0,NA,becquerelsPerKilogram,cs137 activity below detection limits
