study_id,site_id,core_id,species_code,code_type
Okeefe-Suttles_et_al_2021_FL,Fort de Soto,FL_FDS,Rhizophora mangle,Genus species
Okeefe-Suttles_et_al_2021_FL,Fort de Soto,FL_FDS,Laguncularia racemosa,Genus species
Okeefe-Suttles_et_al_2021_FL,Fort de Soto,FL_FDS,Avicennia germinans,Genus species
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMA,Rhizophora mangle,Genus species
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMA,Laguncularia racemosa,Genus species
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMA,Avicennia germinans,Genus species
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,Rhizophora mangle,Genus species
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,Laguncularia racemosa,Genus species
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,Avicennia germinans,Genus species
Okeefe-Suttles_et_al_2021_FL,Rocky Creek,FL_RCRA,Juncus spp.,Genus
Okeefe-Suttles_et_al_2021_FL,Rocky Creek,FL_RCRA,Spartina alterniflora,Genus species
Okeefe-Suttles_et_al_2021_FL,Rocky Creek,FL_RCRB,Juncus spp.,Genus
Okeefe-Suttles_et_al_2021_FL,Rocky Creek,FL_RCRB,Spartina alterniflora,Genus species
Okeefe-Suttles_et_al_2021_FL,Upper Tampa Bay,FL_UTR,Juncus spp.,Genus
Okeefe-Suttles_et_al_2021_FL,Upper Tampa Bay,FL_UTR,Spartina alterniflora,Genus species
Okeefe-Suttles_et_al_2021_FL,Weedon Island,FL_WI,Rhizophora mangle,Genus species
Okeefe-Suttles_et_al_2021_FL,Weedon Island,FL_WI,Laguncularia racemosa,Genus species
Okeefe-Suttles_et_al_2021_FL,Weedon Island,FL_WI,Avicennia germinans,Genus species
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,Phragmites spp.,Genus
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPB,Phragmites spp.,Genus
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCA,Typha spp.,Genus
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HROCB,Typha spp.,Genus
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYURA,Phragmites spp.,Genus
Okeefe-Suttles_et_al_2021_Wellfleet,Mayo Creek,MA_MYURB,Phragmites spp.,Genus
