study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,ra226_activity,ra226_activity_se,ra226_unit,delta_c13,be7_activity,be7_activity_se,be7_unit,age,age_se
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,5,6,0.3133,NA,NA,0,0,disintegrationsPerMinutePerGram,12.4725,0.4276,13.708,0.4167,disintegrationsPerMinutePerGram,1.2355,0.0956,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,2006.4,0.5
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,6,7,0.3626,NA,0.12279999999999999,0,0,disintegrationsPerMinutePerGram,11.8045,0.405,12.9177,0.3953,disintegrationsPerMinutePerGram,1.1133,0.0881,disintegrationsPerMinutePerGram,-16.41,0,0,disintegrationsPerMinutePerGram,2005,0.5
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,7,8,0.2707,NA,NA,0,0,disintegrationsPerMinutePerGram,13.478,0.5459,14.6469,0.5302,disintegrationsPerMinutePerGram,1.1689,0.13,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,2003.7,0.5
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,8,9,0.398,NA,NA,0,0,disintegrationsPerMinutePerGram,12.1158,0.3721,12.9423,0.3637,disintegrationsPerMinutePerGram,0.8265,0.0788,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,2002,0.5
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,9,10,0.3103,NA,0.1325,0,0,disintegrationsPerMinutePerGram,12.4136,0.4824,13.0256,0.4702,disintegrationsPerMinutePerGram,0.612,0.10780000000000001,disintegrationsPerMinutePerGram,-16.6,0,0,disintegrationsPerMinutePerGram,2000.5,0.5
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,10,11,0.3476,NA,NA,0,0,disintegrationsPerMinutePerGram,11.1395,0.4077,12.2132,0.3957,disintegrationsPerMinutePerGram,1.0736,0.0981,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1999,0.6
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,11,12,0.3083,NA,NA,0,0,disintegrationsPerMinutePerGram,10.4393,0.4206,11.3122,0.4084,disintegrationsPerMinutePerGram,0.8729,0.1007,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1997.6,0.6
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,12,13,0.6669,NA,0.1192,0.1465,0.0352,disintegrationsPerMinutePerGram,8.388,0.2779,9.4101,0.2701,disintegrationsPerMinutePerGram,1.0221,0.0655,disintegrationsPerMinutePerGram,-16.32,0,0,disintegrationsPerMinutePerGram,1995.1,0.6
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,13,14,0.3644,NA,NA,0.2094,0.0457,disintegrationsPerMinutePerGram,7.2339,0.3453,8.3969,0.3317,disintegrationsPerMinutePerGram,1.1631,0.096,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1993.9,0.7
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,14,15,0.3591,NA,NA,0,0,disintegrationsPerMinutePerGram,8.1223,0.3507,9.1659,0.341,disintegrationsPerMinutePerGram,1.0436,0.0819,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1992.4,0.7
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,15,16,0.4494,NA,0.1032,0,0,disintegrationsPerMinutePerGram,6.3007,0.2996,7.3368,0.2913,disintegrationsPerMinutePerGram,1.0361,0.07,disintegrationsPerMinutePerGram,-16.27,0,0,disintegrationsPerMinutePerGram,1991,0.7
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,16,17,0.3804,NA,NA,0,0,disintegrationsPerMinutePerGram,6.0362,0.3141,7.0662,0.3031,disintegrationsPerMinutePerGram,1.03,0.0821,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1989.7,0.7
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,17,18,0.3962,NA,NA,0.1634,0.0121,disintegrationsPerMinutePerGram,7.1497,0.3823,8.0893,0.3697,disintegrationsPerMinutePerGram,0.9397,0.0974,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1988.1,0.8
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,18,19,0.2611,NA,0.115,0.4291,0.0563,disintegrationsPerMinutePerGram,6.672,0.3946,7.7184,0.379,disintegrationsPerMinutePerGram,1.0464,0.11,disintegrationsPerMinutePerGram,-16.27,0,0,disintegrationsPerMinutePerGram,1987.1,0.8
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,19,20,0.3566,NA,NA,0,0,disintegrationsPerMinutePerGram,6.721,0.3852,7.6311,0.3709,disintegrationsPerMinutePerGram,0.9101,0.1042,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1985.7,0.8
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,20,21,0.4108,NA,NA,0.3414,0.0447,disintegrationsPerMinutePerGram,6.0564,0.3076,6.9322,0.296,disintegrationsPerMinutePerGram,0.8758,0.0838,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1984.1,0.9
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,21,22,0.3727,NA,0.11199999999999999,0.4826,0.0418,disintegrationsPerMinutePerGram,4.7783,0.2165,5.9331,0.2053,disintegrationsPerMinutePerGram,1.1548,0.0687,disintegrationsPerMinutePerGram,-16.02,0,0,disintegrationsPerMinutePerGram,1982.9,0.9
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,22,23,0.4491,NA,NA,0.3419,0.0322,disintegrationsPerMinutePerGram,5.0621,0.2032,6.0963,0.1957,disintegrationsPerMinutePerGram,1.0342,0.0548,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1981.3,0.9
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,23,24,0.3085,NA,NA,0.3499,0.0363,disintegrationsPerMinutePerGram,4.6428,0.1969,5.6538,0.1871,disintegrationsPerMinutePerGram,1.0111,0.0613,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1980.3,1
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,24,25,0.3038,NA,0.1369,0.238,0.0371,disintegrationsPerMinutePerGram,4.6033,0.2259,5.5343,0.2147,disintegrationsPerMinutePerGram,0.9311,0.0701,disintegrationsPerMinutePerGram,-15.74,0,0,disintegrationsPerMinutePerGram,1979.2,1
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,25,26,0.2569,NA,NA,0,0,disintegrationsPerMinutePerGram,5.2456,0.3585,6.2546,0.3471,disintegrationsPerMinutePerGram,1.009,0.0897,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1978.2,1
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,26,27,0.2905,NA,NA,0,0,disintegrationsPerMinutePerGram,5.0616,0.2058,6.0548,0.1986,disintegrationsPerMinutePerGram,0.9932,0.0541,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1977,1.1
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,27,28,0.2719,NA,0.13269999999999998,0,0,disintegrationsPerMinutePerGram,4.9567,0.2606,5.8516,0.2499,disintegrationsPerMinutePerGram,0.8949,0.074,disintegrationsPerMinutePerGram,-15.79,0,0,disintegrationsPerMinutePerGram,1975.9,1.1
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,28,29,0.2499,NA,NA,0,0,disintegrationsPerMinutePerGram,4.8238,0.214,5.8185,0.2031,disintegrationsPerMinutePerGram,0.9947,0.0676,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1974.8,1.1
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,29,30,0.3313,NA,NA,0,0,disintegrationsPerMinutePerGram,4.8568,0.2195,5.6838,0.2109,disintegrationsPerMinutePerGram,0.827,0.0609,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1973.4,1.2
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,30,32,0.4358,NA,0.07519999999999999,0,0,disintegrationsPerMinutePerGram,3.2672,0.155,4.437,0.1482,disintegrationsPerMinutePerGram,1.1698,0.0455,disintegrationsPerMinutePerGram,-15.82,0,0,disintegrationsPerMinutePerGram,1970.7,1.3
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,32,34,0.3846,NA,NA,0,0,disintegrationsPerMinutePerGram,3.4549,0.1564,4.7251,0.1493,disintegrationsPerMinutePerGram,1.2702,0.0465,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1968,1.4
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,34,36,0.3564,NA,NA,0,0,disintegrationsPerMinutePerGram,4.262,0.1747,5.2444,0.1683,disintegrationsPerMinutePerGram,0.9824,0.0467,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1964.5,1.6
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,36,38,0.2673,NA,0.1197,0,0,disintegrationsPerMinutePerGram,4.5299,0.2096,5.4787,0.2,disintegrationsPerMinutePerGram,0.9487,0.0627,disintegrationsPerMinutePerGram,-15.51,0,0,disintegrationsPerMinutePerGram,1961.5,1.7
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,38,40,0.3851,NA,NA,0,0,disintegrationsPerMinutePerGram,3.6999,0.1782,4.7111,0.172,disintegrationsPerMinutePerGram,1.0112,0.0468,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1957.4,1.9
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,40,42,0.2752,NA,NA,0,0,disintegrationsPerMinutePerGram,4.0923,0.2334,5.0906,0.2235,disintegrationsPerMinutePerGram,0.9983,0.0672,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1953.9,2.2
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,42,44,0.3111,NA,NA,0,0,disintegrationsPerMinutePerGram,3.828,0.2108,4.8573,0.2021,disintegrationsPerMinutePerGram,1.0294,0.0599,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1949.6,2.5
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,44,46,0.362,NA,0.0862,0,0,disintegrationsPerMinutePerGram,2.7345,0.1897,3.6726,0.1818,disintegrationsPerMinutePerGram,0.9382,0.0542,disintegrationsPerMinutePerGram,-15.61,0,0,disintegrationsPerMinutePerGram,1945.6,2.8
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,46,48,0.7164,NA,NA,0,0,disintegrationsPerMinutePerGram,1.2077,0.0752,2.0651,0.0717,disintegrationsPerMinutePerGram,0.8574,0.0227,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1941.6,3.2
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,48,50,0.7947,NA,0.0175,0,0,disintegrationsPerMinutePerGram,0.4694,0.0606,1.2531,0.0578,disintegrationsPerMinutePerGram,0.7837,0.0182,disintegrationsPerMinutePerGram,-15.01,0,0,disintegrationsPerMinutePerGram,1939.8,3.4
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,50,52,0.4277,NA,NA,0.0486,0.0192,disintegrationsPerMinutePerGram,1.6105,0.1402,2.6482,0.1321,disintegrationsPerMinutePerGram,1.0376,0.0469,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1936,3.8
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,52,54,0.3322,NA,NA,0,0,disintegrationsPerMinutePerGram,1.7865,0.1419,2.7045,0.1339,disintegrationsPerMinutePerGram,0.918,0.0471,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1932.3,4.3
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,54,56,0.6014,NA,0.055099999999999996,0.0339,0.0106,disintegrationsPerMinutePerGram,1.6599,0.0928,2.5919,0.0884,disintegrationsPerMinutePerGram,0.932,0.0281,disintegrationsPerMinutePerGram,-15.53,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,56,58,0.4613,NA,NA,0,0,disintegrationsPerMinutePerGram,2.6162,0.125,3.6923,0.1189,disintegrationsPerMinutePerGram,1.0761,0.0385,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,58,60,0.4764,NA,NA,0,0,disintegrationsPerMinutePerGram,2.3128,0.1207,3.1623,0.1157,disintegrationsPerMinutePerGram,0.8494,0.0343,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,60,62,0.4804,NA,0.0535,0,0,disintegrationsPerMinutePerGram,1.4308,0.1536,2.2086,0.1469,disintegrationsPerMinutePerGram,0.7778,0.045,disintegrationsPerMinutePerGram,-15.52,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,62,64,1.0629,NA,NA,0,0,disintegrationsPerMinutePerGram,0.4327,0.0714,1.018,0.0675,disintegrationsPerMinutePerGram,0.5852,0.0232,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHA,single set of methods,65,66,0.592,NA,0.08,0,0,disintegrationsPerMinutePerGram,0.7742,0.1544,1.8442,0.145,disintegrationsPerMinutePerGram,1.07,0.0531,disintegrationsPerMinutePerGram,-15.38,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,0,1,0.291,NA,0.1278,0.1481,0.0474,disintegrationsPerMinutePerGram,19.1873,0.5524,20.1741,0.5407,disintegrationsPerMinutePerGram,0.9868,0.1134,disintegrationsPerMinutePerGram,-16.66,4.8502,1.2126,disintegrationsPerMinutePerGram,2013.7,0.5
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,1,2,0.2865,NA,NA,0,0,disintegrationsPerMinutePerGram,16.529,0.5167,17.4501,0.5078,disintegrationsPerMinutePerGram,0.9212,0.0952,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,2012,0.5
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,2,3,0.2817,NA,NA,0,0,disintegrationsPerMinutePerGram,13.7219,0.4767,14.6839,0.4655,disintegrationsPerMinutePerGram,0.962,0.103,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,2010.6,0.5
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,3,4,0.2905,NA,0.1492,0,0,disintegrationsPerMinutePerGram,14.3996,0.4861,15.1137,0.4761,disintegrationsPerMinutePerGram,0.7141,0.0983,disintegrationsPerMinutePerGram,-16.01,0,0,disintegrationsPerMinutePerGram,2009,0.5
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,4,5,0.2559,NA,NA,0,0,disintegrationsPerMinutePerGram,15.5808,0.5543,16.4641,0.5433,disintegrationsPerMinutePerGram,0.8833,0.1097,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,2007.3,0.5
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,5,6,0.3316,NA,NA,0,0,disintegrationsPerMinutePerGram,13.2895,0.4184,14.0215,0.4108,disintegrationsPerMinutePerGram,0.732,0.0791,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,2005.4,0.6
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,6,7,0.2802,NA,0.1412,0,0,disintegrationsPerMinutePerGram,14.1932,0.452,14.9686,0.4431,disintegrationsPerMinutePerGram,0.7754,0.0896,disintegrationsPerMinutePerGram,-16.31,0,0,disintegrationsPerMinutePerGram,2003.6,0.6
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,7,8,0.3566,NA,NA,0,0,disintegrationsPerMinutePerGram,12.4521,0.409,13.2823,0.4011,disintegrationsPerMinutePerGram,0.8302,0.0797,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,2001.4,0.6
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,8,9,0.32,NA,NA,0,0,disintegrationsPerMinutePerGram,12.512,0.5058,13.3997,0.4945,disintegrationsPerMinutePerGram,0.8877,0.1066,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1999.4,0.7
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,9,10,0.2902,NA,0.1106,0,0,disintegrationsPerMinutePerGram,12.1741,0.4921,12.923400000000001,0.4795,disintegrationsPerMinutePerGram,0.7494,0.1109,disintegrationsPerMinutePerGram,-16.31,0,0,disintegrationsPerMinutePerGram,1997.4,0.7
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,10,11,0.2804,NA,NA,0,0,disintegrationsPerMinutePerGram,13.8089,0.5289,14.82,0.5202,disintegrationsPerMinutePerGram,1.0111,0.0956,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1995.1,0.8
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,11,12,0.303,NA,NA,0,0,disintegrationsPerMinutePerGram,14.398,0.5124,15.276,0.5011,disintegrationsPerMinutePerGram,0.878,0.1075,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1992.3,0.8
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,12,13,0.2987,NA,0.1329,0,0,disintegrationsPerMinutePerGram,13.0103,0.451,13.9602,0.4397,disintegrationsPerMinutePerGram,0.9499,0.0999,disintegrationsPerMinutePerGram,-16.78,0,0,disintegrationsPerMinutePerGram,1989.6,0.9
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,13,14,0.2727,NA,NA,0,0,disintegrationsPerMinutePerGram,10.4861,0.4515,11.3581,0.4396,disintegrationsPerMinutePerGram,0.8721,0.103,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1987.5,0.9
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,14,15,0.3296,NA,NA,0,0,disintegrationsPerMinutePerGram,10.4413,0.4233,11.6117,0.4134,disintegrationsPerMinutePerGram,1.1704,0.0909,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1984.7,1
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,15,16,0.3012,NA,0.1388,0,0,disintegrationsPerMinutePerGram,11.0113,0.4323,11.8472,0.4218,disintegrationsPerMinutePerGram,0.8358,0.095,disintegrationsPerMinutePerGram,-16.69,0,0,disintegrationsPerMinutePerGram,1981.7,1.1
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,16,17,0.2391,NA,NA,0,0,disintegrationsPerMinutePerGram,13.1294,0.6154,14.1011,0.5979,disintegrationsPerMinutePerGram,0.9717,0.1458,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1978.7,1.2
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,17,18,0.2301,NA,NA,0,0,disintegrationsPerMinutePerGram,10.9809,0.5452,12.0645,0.5308,disintegrationsPerMinutePerGram,1.0836,0.1245,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1976,1.3
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,18,19,0.2398,NA,0.134,0,0,disintegrationsPerMinutePerGram,5.7353,0.2882,6.6989,0.2767,disintegrationsPerMinutePerGram,0.9636,0.0806,disintegrationsPerMinutePerGram,-16.37,0,0,disintegrationsPerMinutePerGram,1974.4,1.4
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,19,20,0.2065,NA,NA,0,0,disintegrationsPerMinutePerGram,3.3524,0.2973,4.276,0.2835,disintegrationsPerMinutePerGram,0.9236,0.0895,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1973.6,1.4
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,20,21,0.2356,NA,NA,0.2269,0.0376,disintegrationsPerMinutePerGram,3.1866,0.2063,4.1945,0.1929,disintegrationsPerMinutePerGram,1.0079,0.073,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1972.7,1.5
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,21,22,0.2739,NA,0.1401,0.2146,0.0343,disintegrationsPerMinutePerGram,3.2543,0.204,4.2816,0.1901,disintegrationsPerMinutePerGram,1.0272,0.074,disintegrationsPerMinutePerGram,-15.66,0,0,disintegrationsPerMinutePerGram,1971.5,1.5
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,22,23,0.2278,NA,NA,0,0,disintegrationsPerMinutePerGram,4.283,0.327,5.5292,0.3096,disintegrationsPerMinutePerGram,1.2462,0.1053,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1970.3,1.6
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,23,24,0.2419,NA,NA,0.2265,0.0432,disintegrationsPerMinutePerGram,4.315,0.3136,5.551,0.297,disintegrationsPerMinutePerGram,1.2361,0.1007,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1968.9,1.7
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,24,25,0.2975,NA,0.1295,0.3046,0.0542,disintegrationsPerMinutePerGram,6.7825,0.3711,7.667,0.3588,disintegrationsPerMinutePerGram,0.8846,0.0947,disintegrationsPerMinutePerGram,-15.46,0,0,disintegrationsPerMinutePerGram,1965.9,1.8
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,25,26,0.2779,NA,NA,0.3348,0.0548,disintegrationsPerMinutePerGram,6.6912,0.3685,7.4344,0.3561,disintegrationsPerMinutePerGram,0.7432,0.0946,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1963,2
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,26,27,0.3038,NA,NA,0.5452,0.062,disintegrationsPerMinutePerGram,6.0204,0.3607,7.3,0.3453,disintegrationsPerMinutePerGram,1.2796,0.1044,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1959.8,2.2
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,27,28,0.2378,NA,0.15,0,0,disintegrationsPerMinutePerGram,5.0786,0.3237,6.0989,0.3074,disintegrationsPerMinutePerGram,1.0204,0.1013,disintegrationsPerMinutePerGram,-14.75,0,0,disintegrationsPerMinutePerGram,1957.5,2.4
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,28,29,0.2439,NA,NA,0.27,0.0425,disintegrationsPerMinutePerGram,3.8387,0.3137,4.8977,0.3002,disintegrationsPerMinutePerGram,1.059,0.0911,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1955.6,2.5
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,29,30,0.2692,NA,NA,0.2484,0.0414,disintegrationsPerMinutePerGram,4.1415,0.2557,4.9934,0.2432,disintegrationsPerMinutePerGram,0.8519,0.0791,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1953.1,2.7
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,30,32,0.1911,NA,0.1382,0.147,0.0266,disintegrationsPerMinutePerGram,2.849,0.1819,3.668,0.1742,disintegrationsPerMinutePerGram,0.8189,0.0523,disintegrationsPerMinutePerGram,-15.02,0,0,disintegrationsPerMinutePerGram,1950.6,2.9
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,32,34,0.2184,NA,NA,0,0,disintegrationsPerMinutePerGram,1.9882,0.1437,3.0294,0.136,disintegrationsPerMinutePerGram,1.0412,0.0462,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1948.4,3.1
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,34,36,0.3264,NA,NA,0.0756,0.0144,disintegrationsPerMinutePerGram,2.1751,0.1319,3.3097,0.1254,disintegrationsPerMinutePerGram,1.1346,0.0408,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1944.4,3.5
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,36,38,0.3103,NA,NA,0.0769,0.0233,disintegrationsPerMinutePerGram,2.1836,0.161,3.3016,0.1525,disintegrationsPerMinutePerGram,1.118,0.0514,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1940.1,4.1
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRCHB,single set of methods,38,40,0.3257,NA,0.1148,0,0,disintegrationsPerMinutePerGram,1.9252,0.1326,2.8133,0.1255,disintegrationsPerMinutePerGram,0.8881,0.043,disintegrationsPerMinutePerGram,-14.81,0,0,disintegrationsPerMinutePerGram,1935.6,4.7
