"","study_id","site_id","core_id","impact_class"
"1","Darienzo_and_Peterson_1990","Netarts","Netarts_Core5","natural"
"2","Darienzo_and_Peterson_1990","Netarts","Netarts_Core6","natural"
"3","Darienzo_and_Peterson_1990","Netarts","Netarts_Core7","natural"
"4","Darienzo_and_Peterson_1990","Netarts","Netarts_Core8","natural"
"5","Darienzo_and_Peterson_1990","Netarts","Netarts_Core9","natural"
"6","Darienzo_and_Peterson_1990","Netarts","Netarts_Core10","natural"
