study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter
Darienzo_and_Peterson_1990,Netarts,Netarts_Core5,single set of methods,0,14,0.32,0.18600000000000003
Darienzo_and_Peterson_1990,Netarts,Netarts_Core5,single set of methods,14,42,0.59,0.069
Darienzo_and_Peterson_1990,Netarts,Netarts_Core5,single set of methods,42,70,0.28,0.15
Darienzo_and_Peterson_1990,Netarts,Netarts_Core5,single set of methods,70,109,0.61,0.058
Darienzo_and_Peterson_1990,Netarts,Netarts_Core5,single set of methods,109,117,0.3,0.13699999999999998
Darienzo_and_Peterson_1990,Netarts,Netarts_Core5,single set of methods,117,135,0.6,0.055
Darienzo_and_Peterson_1990,Netarts,Netarts_Core5,single set of methods,135,172,0.94,0.08
Darienzo_and_Peterson_1990,Netarts,Netarts_Core5,single set of methods,172,200,0.73,0.046
Darienzo_and_Peterson_1990,Netarts,Netarts_Core5,single set of methods,200,230,0.18,0.521
Darienzo_and_Peterson_1990,Netarts,Netarts_Core5,single set of methods,230,307,0.75,0.051
Darienzo_and_Peterson_1990,Netarts,Netarts_Core5,single set of methods,307,338,0.32,0.27
Darienzo_and_Peterson_1990,Netarts,Netarts_Core5,single set of methods,338,348,0.5,0.15
Darienzo_and_Peterson_1990,Netarts,Netarts_Core5,single set of methods,348,354,0.4,0.29
Darienzo_and_Peterson_1990,Netarts,Netarts_Core5,single set of methods,354,376,0.72,0.073
Darienzo_and_Peterson_1990,Netarts,Netarts_Core5,single set of methods,376,432,0.43,0.173
Darienzo_and_Peterson_1990,Netarts,Netarts_Core5,single set of methods,432,467,0.77,0.062
Darienzo_and_Peterson_1990,Netarts,Netarts_Core6,single set of methods,0,16,NA,0.441
Darienzo_and_Peterson_1990,Netarts,Netarts_Core6,single set of methods,16,35,0.7,0.051
Darienzo_and_Peterson_1990,Netarts,Netarts_Core6,single set of methods,35,67,NA,0.217
Darienzo_and_Peterson_1990,Netarts,Netarts_Core6,single set of methods,67,115,NA,0.081
Darienzo_and_Peterson_1990,Netarts,Netarts_Core6,single set of methods,115,122,NA,0.08
Darienzo_and_Peterson_1990,Netarts,Netarts_Core6,single set of methods,122,153,NA,0.083
Darienzo_and_Peterson_1990,Netarts,Netarts_Core6,single set of methods,153,190,0.85,0.108
Darienzo_and_Peterson_1990,Netarts,Netarts_Core6,single set of methods,190,227,NA,0.038
Darienzo_and_Peterson_1990,Netarts,Netarts_Core6,single set of methods,227,280,0.56,0.272
Darienzo_and_Peterson_1990,Netarts,Netarts_Core6,single set of methods,280,373,NA,0.279
Darienzo_and_Peterson_1990,Netarts,Netarts_Core7,single set of methods,0,16,0.34,0.328
Darienzo_and_Peterson_1990,Netarts,Netarts_Core7,single set of methods,16,58,NA,0.097
Darienzo_and_Peterson_1990,Netarts,Netarts_Core7,single set of methods,58,80,NA,0.268
Darienzo_and_Peterson_1990,Netarts,Netarts_Core7,single set of methods,80,112,0.72,0.091
Darienzo_and_Peterson_1990,Netarts,Netarts_Core7,single set of methods,112,140,NA,0.13699999999999998
Darienzo_and_Peterson_1990,Netarts,Netarts_Core7,single set of methods,140,152,NA,0.038
Darienzo_and_Peterson_1990,Netarts,Netarts_Core7,single set of methods,152,168,NA,0.219
Darienzo_and_Peterson_1990,Netarts,Netarts_Core7,single set of methods,168,199,0.74,0.053
Darienzo_and_Peterson_1990,Netarts,Netarts_Core7,single set of methods,199,227,NA,0.219
Darienzo_and_Peterson_1990,Netarts,Netarts_Core7,single set of methods,227,255,0.57,0.053
Darienzo_and_Peterson_1990,Netarts,Netarts_Core8,single set of methods,0,16,NA,0.19
Darienzo_and_Peterson_1990,Netarts,Netarts_Core8,single set of methods,16,51,0.46,0.08
Darienzo_and_Peterson_1990,Netarts,Netarts_Core8,single set of methods,51,69,NA,0.204
Darienzo_and_Peterson_1990,Netarts,Netarts_Core8,single set of methods,69,106,0.73,0.05
Darienzo_and_Peterson_1990,Netarts,Netarts_Core8,single set of methods,106,128,NA,0.05
Darienzo_and_Peterson_1990,Netarts,Netarts_Core8,single set of methods,128,134,NA,0.05
Darienzo_and_Peterson_1990,Netarts,Netarts_Core8,single set of methods,134,159,NA,0.05
Darienzo_and_Peterson_1990,Netarts,Netarts_Core8,single set of methods,159,172,1.11,0.045
Darienzo_and_Peterson_1990,Netarts,Netarts_Core8,single set of methods,172,233,0.4,0.203
Darienzo_and_Peterson_1990,Netarts,Netarts_Core8,single set of methods,233,274,0.98,0.044
Darienzo_and_Peterson_1990,Netarts,Netarts_Core9,single set of methods,0,16,NA,0.113
Darienzo_and_Peterson_1990,Netarts,Netarts_Core9,single set of methods,16,34,0.59,0.077
Darienzo_and_Peterson_1990,Netarts,Netarts_Core9,single set of methods,34,56,NA,0.196
Darienzo_and_Peterson_1990,Netarts,Netarts_Core9,single set of methods,56,94,0.7,0.04
Darienzo_and_Peterson_1990,Netarts,Netarts_Core9,single set of methods,94,104,NA,0.04
Darienzo_and_Peterson_1990,Netarts,Netarts_Core9,single set of methods,104,138,NA,0.04
Darienzo_and_Peterson_1990,Netarts,Netarts_Core9,single set of methods,138,149,0.39,0.155
Darienzo_and_Peterson_1990,Netarts,Netarts_Core9,single set of methods,149,194,0.76,0.048
Darienzo_and_Peterson_1990,Netarts,Netarts_Core9,single set of methods,194,216,NA,0.1
Darienzo_and_Peterson_1990,Netarts,Netarts_Core9,single set of methods,216,267,0.71,0.047
Darienzo_and_Peterson_1990,Netarts,Netarts_Core10,single set of methods,0,10,0.34,0.276
Darienzo_and_Peterson_1990,Netarts,Netarts_Core10,single set of methods,10,47,NA,0.065
Darienzo_and_Peterson_1990,Netarts,Netarts_Core10,single set of methods,47,74,0.67,0.13
Darienzo_and_Peterson_1990,Netarts,Netarts_Core10,single set of methods,74,109,0.83,0.062
Darienzo_and_Peterson_1990,Netarts,Netarts_Core10,single set of methods,109,132,NA,0.115
Darienzo_and_Peterson_1990,Netarts,Netarts_Core10,single set of methods,132,150,NA,0.049
Darienzo_and_Peterson_1990,Netarts,Netarts_Core10,single set of methods,150,175,0.4,0.14
Darienzo_and_Peterson_1990,Netarts,Netarts_Core10,single set of methods,175,202,NA,0.12
Darienzo_and_Peterson_1990,Netarts,Netarts_Core10,single set of methods,202,235,0.3,0.25
Darienzo_and_Peterson_1990,Netarts,Netarts_Core10,single set of methods,235,310,NA,0.038
