study_id,site_id,core_id,year,latitude,longitude,position_method,position_notes,elevation,elevation_datum,elevation_method,elevation_notes,vegetation_class,habitat
Darienzo_and_Peterson_1990,Netarts,Netarts_Core5,1987,45.3698,-123.9661,other low resolution,Estimated from map in paper,1.2,MTL,other low resolution,Estimated from predicted tides,emergent,marsh
Darienzo_and_Peterson_1990,Netarts,Netarts_Core6,1987,45.3694,-123.966,other low resolution,Estimated from map in paper,1.4,MTL,other low resolution,Estimated from predicted tides,emergent,marsh
Darienzo_and_Peterson_1990,Netarts,Netarts_Core7,1987,45.37,-123.9596,other low resolution,Estimated from map in paper,1.4,MTL,other low resolution,Estimated from predicted tides,emergent,marsh
Darienzo_and_Peterson_1990,Netarts,Netarts_Core8,1987,45.3696,-123.9644,other low resolution,Estimated from map in paper,1.4,MTL,other low resolution,Estimated from predicted tides,emergent,marsh
Darienzo_and_Peterson_1990,Netarts,Netarts_Core9,1987,45.3747,-123.9638,other low resolution,Estimated from map in paper,1.1,MTL,other low resolution,Estimated from predicted tides,emergent,marsh
Darienzo_and_Peterson_1990,Netarts,Netarts_Core10,1987,45.367,-123.9647,other low resolution,Estimated from map in paper,1.5,MTL,other low resolution,Estimated from predicted tides,emergent,marsh
