Core_ID,Marsh_ID,Sampling_year,Local_authority,Marsh_type,Marsh_zone,Sample_depth_cm,Mid_Point_depth_cm,Lat_dec_deg,Long_dec_deg,X_easting,Y_northing,Wet_bulk_density_g_cm_3,Dry_bulk_density_g_cm_3,OC_perc,delta_13Corg_per_mil,N_perc,delta_15N_per_mil,CN,NC
SKIN2008,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid, 20_22,51,56.06359457,-3.73359595,292159,686995,1.12,0.83,0.737,NA,NA,NA,NA,NA
SKIN2009,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,0_2,1,56.06374365,-3.7330842,292191,687010,0.31,0.16,8.657,-26.29916794,0.5942806,5.233834069,18.38272512,0.054398899
SKIN2009,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid, 4_6,5,56.06374365,-3.7330842,292191,687010,0.61,0.36,5.095,NA,NA,NA,NA,NA
SKIN2009,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid, 20_22,21,56.06374365,-3.7330842,292191,687010,0.98,0.7,0.856,NA,NA,NA,NA,NA
SKIN2009,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid, 10_12,11,56.06374365,-3.7330842,292191,687010,1,0.71,1.069,NA,NA,NA,NA,NA
SKIN2009,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid, 30_32,31,56.06374365,-3.7330842,292191,687010,1.01,0.72,0.786,NA,NA,NA,NA,NA
SKIN2009,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,40-42,41,56.06374365,-3.7330842,292191,687010,1.17,0.85,0.771,NA,NA,NA,NA,NA
SKIN2010,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,0_2,1,56.06406683,-3.73253005,292226,687045,0.5,0.29,6.098,-25.49535183,0.4074503,4.562254139,17.01678704,0.0587655
SKIN2010,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid, 20_22,21,56.06406683,-3.73253005,292226,687045,0.81,0.56,1.458,NA,NA,NA,NA,NA
SKIN2010,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid, 4_6,5,56.06406683,-3.73253005,292226,687045,0.97,0.65,2.922,NA,NA,NA,NA,NA
SKIN2010,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid, 30_32,31,56.06406683,-3.73253005,292226,687045,1.01,0.74,1.09,NA,NA,NA,NA,NA
SKIN2010,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid, 10_12,11,56.06406683,-3.73253005,292226,687045,1.14,0.86,0.973,NA,NA,NA,NA,NA
SKIN2011,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,70_72,71,56.06426662,-3.73208922,292254,687067,0.72,0.35,6.121,NA,NA,NA,NA,NA
SKIN2011,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid, 4_6,5,56.06426662,-3.73208922,292254,687067,0.81,0.35,6.225,NA,NA,NA,NA,NA
SKIN2011,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,40_42,41,56.06426662,-3.73208922,292254,687067,0.8,0.38,10.372,NA,NA,NA,NA,NA
SKIN2011,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,0_2,1,56.06426662,-3.73208922,292254,687067,0.82,0.39,6.439,-25.86795409,0.6108252,5.855911916,17.91135852,0.055830494
SKIN2011,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid, 30_32,31,56.06426662,-3.73208922,292254,687067,0.86,0.39,10.569,NA,NA,NA,NA,NA
SKIN2011,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid, 20_22,21,56.06426662,-3.73208922,292254,687067,0.86,0.4,6.952,NA,NA,NA,NA,NA
SKIN2011,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid, 10_12,11,56.06426662,-3.73208922,292254,687067,0.9,0.42,6.931,NA,NA,NA,NA,NA
SKIN2011,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,60_62,61,56.06426662,-3.73208922,292254,687067,0.95,0.45,6.593,NA,NA,NA,NA,NA
SKIN2011,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,50_52,51,56.06426662,-3.73208922,292254,687067,0.97,0.47,5.926,NA,NA,NA,NA,NA
SKIN2011,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,80_82,81,56.06426662,-3.73208922,292254,687067,1.14,0.57,6.197,NA,NA,NA,NA,NA
SKIN2011,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,90_92,91,56.06426662,-3.73208922,292254,687067,1.22,0.62,5.537,NA,NA,NA,NA,NA
SKIN2012,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid, 20_22,21,56.06432269,-3.73291252,292203,687075,0.54,0.19,9.445,NA,NA,NA,NA,NA
SKIN2012,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid, 10_12,11,56.06432269,-3.73291252,292203,687075,0.6,0.2,7.035,NA,NA,NA,NA,NA
SKIN2012,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,0_2,1,56.06432269,-3.73291252,292203,687075,0.66,0.23,9.295,-25.97671367,0.4149453,4.587325026,16.37258911,0.061077695
SKIN2012,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid, 4_6,5,56.06432269,-3.73291252,292203,687075,0.97,0.28,14.988,NA,NA,NA,NA,NA
SKIN2012,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,80_82,81,56.06432269,-3.73291252,292203,687075,0.77,0.36,4.638,NA,NA,NA,NA,NA
SKIN2012,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,40_42,41,56.06432269,-3.73291252,292203,687075,0.87,0.36,10.821,NA,NA,NA,NA,NA
SKIN2012,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,60_62,61,56.06432269,-3.73291252,292203,687075,0.88,0.39,6.169,NA,NA,NA,NA,NA
SKIN2012,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid, 30_32,31,56.06432269,-3.73291252,292203,687075,0.77,0.41,11.633,NA,NA,NA,NA,NA
SKIN2012,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,70_72,71,56.06432269,-3.73291252,292203,687075,0.92,0.41,4.91,NA,NA,NA,NA,NA
SKIN2012,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,50_52,51,56.06432269,-3.73291252,292203,687075,0.94,0.41,6.585,NA,NA,NA,NA,NA
SKIN2012,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,90_92,91,56.06432269,-3.73291252,292203,687075,0.96,0.46,4.312,NA,NA,NA,NA,NA
SKIN2013,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid, 4_6,5,56.06453121,-3.73325916,292182,687098,0.67,0.32,7.131,NA,NA,NA,NA,NA
SKIN2013,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,0_2,1,56.06453121,-3.73325916,292182,687098,0.76,0.36,6.951,-25.5376932,0.4496821,5.874959651,17.34073263,0.05766769
SKIN2013,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,70_72,71,56.06453121,-3.73325916,292182,687098,0.72,0.4,4.535,NA,NA,NA,NA,NA
SKIN2013,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,40_42,41,56.06453121,-3.73325916,292182,687098,0.86,0.45,10.454,NA,NA,NA,NA,NA
SKIN2013,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid, 30_32,31,56.06453121,-3.73325916,292182,687098,0.87,0.47,7.535,NA,NA,NA,NA,NA
SKIN2013,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid, 10_12,11,56.06453121,-3.73325916,292182,687098,0.91,0.47,7.326,NA,NA,NA,NA,NA
SKIN2013,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,80_82,81,56.06453121,-3.73325916,292182,687098,0.84,0.48,3.816,NA,NA,NA,NA,NA
SKIN2013,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid, 20_22,21,56.06453121,-3.73325916,292182,687098,0.96,0.49,6.212,NA,NA,NA,NA,NA
SKIN2013,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,50_52,51,56.06453121,-3.73325916,292182,687098,0.99,0.56,8.096,NA,NA,NA,NA,NA
SKIN2013,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,60_62,61,56.06453121,-3.73325916,292182,687098,1.47,0.81,4.765,NA,NA,NA,NA,NA
SKIN2013,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,90_92,91,56.06453121,-3.73325916,292182,687098,1.74,0.98,4.07,NA,NA,NA,NA,NA
SKIN2014,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,0_2,1,56.06385641,-3.73224891,292243,687022,0.94,0.49,7.722,-25.65697385,0.5326008,5.588109681,16.7902741,0.059558289
SKIN2014,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid, 4_6,5,56.06385641,-3.73224891,292243,687022,1.05,0.64,4.442,NA,NA,NA,NA,NA
SKIN2014,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid, 4_6,5,56.06385641,-3.73224891,292243,687022,1.05,0.64,4.442,NA,NA,NA,NA,NA
SKIN2014,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid, 20_22,21,56.06385641,-3.73224891,292243,687022,1,0.72,1.642,NA,NA,NA,NA,NA
SKIN2014,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid, 20_22,21,56.06385641,-3.73224891,292243,687022,1,0.72,1.642,NA,NA,NA,NA,NA
SKIN2014,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid, 10_12,11,56.06385641,-3.73224891,292243,687022,1.02,0.73,1.525,NA,NA,NA,NA,NA
SKIN2014,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid, 10_12,11,56.06385641,-3.73224891,292243,687022,1.02,0.73,1.525,NA,NA,NA,NA,NA
SKIN2015,Skinflats,2020,Falkirk,Fringing,Low-Mid,10_12,11,56.06301972,-3.73218644,292245,686928,0.5,0.17,8.518,NA,NA,NA,NA,NA
SKIN2015,Skinflats,2020,Falkirk,Fringing,Low-Mid,60_62,61,56.06301972,-3.73218644,292245,686928,0.52,0.18,8.549,NA,NA,NA,NA,NA
SKIN2015,Skinflats,2020,Falkirk,Fringing,Low-Mid,50_52,51,56.06301972,-3.73218644,292245,686928,0.6,0.21,9.51,NA,NA,NA,NA,NA
SKIN2015,Skinflats,2020,Falkirk,Fringing,Low-Mid,70_72,71,56.06301972,-3.73218644,292245,686928,0.69,0.22,7.322,NA,NA,NA,NA,NA
SKIN2015,Skinflats,2020,Falkirk,Fringing,Low-Mid,30_32,31,56.06301972,-3.73218644,292245,686928,0.67,0.24,7.843,NA,NA,NA,NA,NA
SKIN2015,Skinflats,2020,Falkirk,Fringing,Low-Mid,40_42,41,56.06301972,-3.73218644,292245,686928,0.73,0.27,7.304,NA,NA,NA,NA,NA
SKIN2015,Skinflats,2020,Falkirk,Fringing,Low-Mid,4_6,5,56.06301972,-3.73218644,292245,686928,0.93,0.27,9.315,NA,NA,NA,NA,NA
SKIN2015,Skinflats,2020,Falkirk,Fringing,Low-Mid,20_22,21,56.06301972,-3.73218644,292245,686928,0.67,0.28,6.473,NA,NA,NA,NA,NA
SKIN2015,Skinflats,2020,Falkirk,Fringing,Low-Mid,0_2 ,1,56.06301972,-3.73218644,292245,686928,1,0.35,8.485,-26.457,0.578,4.457,18,0.056
SKIN2015,Skinflats,2020,Falkirk,Fringing,Low-Mid,90_92,91,56.06301972,-3.73218644,292245,686928,0.98,0.38,6.12,NA,NA,NA,NA,NA
SKIN2015,Skinflats,2020,Falkirk,Fringing,Low-Mid,80_82,81,56.06301972,-3.73218644,292245,686928,1.09,0.43,7.28,NA,NA,NA,NA,NA
Tay 20 Mudflat,Tay Estuary,2020,Perth & Kinross,Fringing,Mudflat,Surface,NA,NA,NA,NA,NA,NA,NA,1.955,NA,NA,NA,NA,NA
Tay 20 Mudflat (Reeds),Tay Estuary,2020,Perth & Kinross,Fringing,Mudflat,Surface,NA,NA,NA,NA,NA,NA,NA,3.131,NA,NA,NA,NA,NA
TAY2001,Tay Estuary,2020,Perth & Kinross,Fringing,High, 10_12,11,56.44770056,-3.08791175,333034,728923,0.76,0.33,5.517,NA,NA,NA,NA,NA
TAY2001,Tay Estuary,2020,Perth & Kinross,Fringing,High, 30_32,31,56.44770056,-3.08791175,333034,728923,0.8,0.45,2.439,NA,NA,NA,NA,NA
TAY2001,Tay Estuary,2020,Perth & Kinross,Fringing,High, 20_22,21,56.44770056,-3.08791175,333034,728923,0.89,0.49,3.435,NA,NA,NA,NA,NA
TAY2001,Tay Estuary,2020,Perth & Kinross,Fringing,High, 4_6,5,56.44770056,-3.08791175,333034,728923,1.18,0.61,4.051,NA,NA,NA,NA,NA
TAY2001,Tay Estuary,2020,Perth & Kinross,Fringing,High,40_42,41,56.44770056,-3.08791175,333034,728923,1.03,0.66,1.736,NA,NA,NA,NA,NA
TAY2001,Tay Estuary,2020,Perth & Kinross,Fringing,High, 0_2,1,56.44770056,-3.08791175,333034,728923,1.24,0.68,3.155,-26.2,0.316,5.758,13.009,0.077
TAY2002,Tay Estuary,2020,Perth & Kinross,Fringing,High, 4_6,5,56.44779071,-3.08799069,333029,728933,0.67,0.31,4.774,NA,NA,NA,NA,NA
TAY2002,Tay Estuary,2020,Perth & Kinross,Fringing,High, 0_2,1,56.44779071,-3.08799069,333029,728933,1,0.43,6.496,-27.156,0.577,6.065,13.809,0.072
TAY2002,Tay Estuary,2020,Perth & Kinross,Fringing,High, 20_22,21,56.44779071,-3.08799069,333029,728933,0.88,0.45,4.472,NA,NA,NA,NA,NA
TAY2002,Tay Estuary,2020,Perth & Kinross,Fringing,High, 10_12,11,56.44779071,-3.08799069,333029,728933,0.89,0.47,4.095,NA,NA,NA,NA,NA
TAY2002,Tay Estuary,2020,Perth & Kinross,Fringing,High, 30_32,31,56.44779071,-3.08799069,333029,728933,0.98,0.49,6.657,NA,NA,NA,NA,NA
TAY2002,Tay Estuary,2020,Perth & Kinross,Fringing,High,50_52,51,56.44779071,-3.08799069,333029,728933,0.99,0.54,3.416,NA,NA,NA,NA,NA
TAY2002,Tay Estuary,2020,Perth & Kinross,Fringing,High,60_62,61,56.44779071,-3.08799069,333029,728933,1.02,0.55,3.253,NA,NA,NA,NA,NA
TAY2002,Tay Estuary,2020,Perth & Kinross,Fringing,High,80_82,81,56.44779071,-3.08799069,333029,728933,1.01,0.56,5.346,NA,NA,NA,NA,NA
TAY2002,Tay Estuary,2020,Perth & Kinross,Fringing,High,40_42,41,56.44779071,-3.08799069,333029,728933,1.04,0.56,4.382,NA,NA,NA,NA,NA
TAY2002,Tay Estuary,2020,Perth & Kinross,Fringing,High,70_72,71,56.44779071,-3.08799069,333029,728933,0.97,0.57,2.269,NA,NA,NA,NA,NA
TAY2003,Tay Estuary,2020,Perth & Kinross,Fringing,High, 0_2,1,56.44790917,-3.08817577,333018,728947,0.66,0.21,4.422,-27.954,0.723,5.441,15.876,0.063
TAY2003,Tay Estuary,2020,Perth & Kinross,Fringing,High, 4_6,5,56.44790917,-3.08817577,333018,728947,0.64,0.23,10.456,NA,NA,NA,NA,NA
TAY2003,Tay Estuary,2020,Perth & Kinross,Fringing,High, 20_22,21,56.44790917,-3.08817577,333018,728947,0.66,0.27,7.628,NA,NA,NA,NA,NA
TAY2003,Tay Estuary,2020,Perth & Kinross,Fringing,High,50_52,51,56.44790917,-3.08817577,333018,728947,0.77,0.29,2.26,NA,NA,NA,NA,NA
TAY2003,Tay Estuary,2020,Perth & Kinross,Fringing,High, 30_32,31,56.44790917,-3.08817577,333018,728947,0.7,0.3,6.112,NA,NA,NA,NA,NA
TAY2003,Tay Estuary,2020,Perth & Kinross,Fringing,High,40_42,41,56.44790917,-3.08817577,333018,728947,0.65,0.31,5.166,NA,NA,NA,NA,NA
TAY2003,Tay Estuary,2020,Perth & Kinross,Fringing,High, 10_12,11,56.44790917,-3.08817577,333018,728947,0.85,0.34,8.987,NA,NA,NA,NA,NA
TAY2003,Tay Estuary,2020,Perth & Kinross,Fringing,High,60_62,61,56.44790917,-3.08817577,333018,728947,0.76,0.35,5.201,NA,NA,NA,NA,NA
TAY2003,Tay Estuary,2020,Perth & Kinross,Fringing,High,70_72,71,56.44790917,-3.08817577,333018,728947,1.17,0.58,6.03,NA,NA,NA,NA,NA
TAY2003,Tay Estuary,2020,Perth & Kinross,Fringing,High,80_82,81,56.44790917,-3.08817577,333018,728947,1.39,0.73,5.626,NA,NA,NA,NA,NA
TAY2004,Tay Estuary,2020,Perth & Kinross,Fringing,High, 0_2,1,56.44804241,-3.08846927,333000,728962,0.62,0.13,15.034,-29.135,1.319,4.87,15.271,0.065
TAY2004,Tay Estuary,2020,Perth & Kinross,Fringing,High, 10_12,11,56.44804241,-3.08846927,333000,728962,0.72,0.25,10.581,NA,NA,NA,NA,NA
TAY2004,Tay Estuary,2020,Perth & Kinross,Fringing,High, 4_6,5,56.44804241,-3.08846927,333000,728962,0.68,0.27,10.158,NA,NA,NA,NA,NA
TAY2004,Tay Estuary,2020,Perth & Kinross,Fringing,High, 20_22,21,56.44804241,-3.08846927,333000,728962,0.75,0.31,5.416,NA,NA,NA,NA,NA
TAY2004,Tay Estuary,2020,Perth & Kinross,Fringing,High, 30_32,31,56.44804241,-3.08846927,333000,728962,0.81,0.36,8.149,NA,NA,NA,NA,NA
TAY2004,Tay Estuary,2020,Perth & Kinross,Fringing,High,40_42,41,56.44804241,-3.08846927,333000,728962,0.85,0.39,6.755,NA,NA,NA,NA,NA
TAY2004,Tay Estuary,2020,Perth & Kinross,Fringing,High,50_52,51,56.44804241,-3.08846927,333000,728962,1.08,0.53,5.501,NA,NA,NA,NA,NA
TAY2004,Tay Estuary,2020,Perth & Kinross,Fringing,High,60_62,61,56.44804241,-3.08846927,333000,728962,1.22,0.67,4.38,NA,NA,NA,NA,NA
TAY2005,Tay Estuary,2020,Perth & Kinross,Fringing,High, 0_2,1,56.4482003,-3.08880886,332980,728980,0.57,0.15,14.707,-28.551,0.924,4.726,18.134,0.055
TAY2005,Tay Estuary,2020,Perth & Kinross,Fringing,High, 4_6,5,56.4482003,-3.08880886,332980,728980,0.6,0.18,17.373,NA,NA,NA,NA,NA
TAY2005,Tay Estuary,2020,Perth & Kinross,Fringing,High, 20_22,21,56.4482003,-3.08880886,332980,728980,0.7,0.28,12.6,NA,NA,NA,NA,NA
TAY2005,Tay Estuary,2020,Perth & Kinross,Fringing,High, 10_12,11,56.4482003,-3.08880886,332980,728980,0.79,0.33,12.108,NA,NA,NA,NA,NA
TAY2005,Tay Estuary,2020,Perth & Kinross,Fringing,High,50_52,51,56.4482003,-3.08880886,332980,728980,0.75,0.43,3.414,NA,NA,NA,NA,NA
TAY2005,Tay Estuary,2020,Perth & Kinross,Fringing,High,40_42,41,56.4482003,-3.08880886,332980,728980,0.8,0.47,2.799,NA,NA,NA,NA,NA
TAY2005,Tay Estuary,2020,Perth & Kinross,Fringing,High, 30_32,31,56.4482003,-3.08880886,332980,728980,0.95,0.54,4.118,NA,NA,NA,NA,NA
TAY2005,Tay Estuary,2020,Perth & Kinross,Fringing,High,60_62,61,56.4482003,-3.08880886,332980,728980,1.28,0.82,7.218,NA,NA,NA,NA,NA
TAY2006,Tay Estuary,2020,Perth & Kinross,Fringing,High, 0_2,1,56.44825931,-3.08905493,332965,728986,0.8,0.15,11.543,-30.147,1.41,5.303,17.457,0.057
TAY2006,Tay Estuary,2020,Perth & Kinross,Fringing,High, 4_6,5,56.44825931,-3.08905493,332965,728986,0.81,0.22,22.851,NA,NA,NA,NA,NA
TAY2006,Tay Estuary,2020,Perth & Kinross,Fringing,High, 20_22,21,56.44825931,-3.08905493,332965,728986,0.74,0.41,8.662,NA,NA,NA,NA,NA
TAY2006,Tay Estuary,2020,Perth & Kinross,Fringing,High, 10_12,11,56.44825931,-3.08905493,332965,728986,1,0.44,5.025,NA,NA,NA,NA,NA
TAY2007,Tay Estuary,2020,Perth & Kinross,Fringing,High, 0_2,31,56.44790214,-3.08929839,332949,728947,0.58,0.4,22.262,-30.249,1.511,5.284,18.382,0.054
TAY2007,Tay Estuary,2020,Perth & Kinross,Fringing,High, 4_6,41,56.44790214,-3.08929839,332949,728947,0.83,0.2,21.394,NA,NA,NA,NA,NA
TAY2007,Tay Estuary,2020,Perth & Kinross,Fringing,High, 10_12,51,56.44790214,-3.08929839,332949,728947,0.94,0.31,17.731,NA,NA,NA,NA,NA
TAY2007,Tay Estuary,2020,Perth & Kinross,Fringing,High, 20_22,61,56.44790214,-3.08929839,332949,728947,1.02,0.75,1.736,NA,NA,NA,NA,NA
TAY2008,Tay Estuary,2020,Perth & Kinross,Fringing,High, 4_6,5,56.44770316,-3.08911837,332960,728925,0.79,0.26,12.989,NA,NA,NA,NA,NA
TAY2008,Tay Estuary,2020,Perth & Kinross,Fringing,High, 0_2,1,56.44770316,-3.08911837,332960,728925,0.86,0.26,12.708,-27.388,0.899,5.488,14.789,0.068
TAY2008,Tay Estuary,2020,Perth & Kinross,Fringing,High, 20_22,21,56.44770316,-3.08911837,332960,728925,0.73,0.35,9.258,NA,NA,NA,NA,NA
TAY2008,Tay Estuary,2020,Perth & Kinross,Fringing,High,40_42,41,56.44770316,-3.08911837,332960,728925,0.72,0.36,2.568,NA,NA,NA,NA,NA
TAY2008,Tay Estuary,2020,Perth & Kinross,Fringing,High,50_52,51,56.44770316,-3.08911837,332960,728925,0.73,0.36,5.416,NA,NA,NA,NA,NA
TAY2008,Tay Estuary,2020,Perth & Kinross,Fringing,High, 30_32,31,56.44770316,-3.08911837,332960,728925,0.86,0.42,8.017,NA,NA,NA,NA,NA
TAY2008,Tay Estuary,2020,Perth & Kinross,Fringing,High,60_62,61,56.44770316,-3.08911837,332960,728925,1,0.42,8.009,NA,NA,NA,NA,NA
TAY2008,Tay Estuary,2020,Perth & Kinross,Fringing,High, 10_12,11,56.44770316,-3.08911837,332960,728925,1.05,0.47,1.674,NA,NA,NA,NA,NA
TAY2008,Tay Estuary,2020,Perth & Kinross,Fringing,High,80_82,81,56.44770316,-3.08911837,332960,728925,1,0.5,5.637,NA,NA,NA,NA,NA
TAY2008,Tay Estuary,2020,Perth & Kinross,Fringing,High,70_72,71,56.44770316,-3.08911837,332960,728925,1.05,0.5,5.765,NA,NA,NA,NA,NA
TAY2009,Tay Estuary,2020,Perth & Kinross,Fringing,High, 4_6,5,56.44757016,-3.08894214,332970,728910,0.59,0.23,10.379,NA,NA,NA,NA,NA
TAY2009,Tay Estuary,2020,Perth & Kinross,Fringing,High, 0_2,1,56.44757016,-3.08894214,332970,728910,0.6,0.24,7.804,-26.931,0.611,5.71,15.357,0.065
TAY2009,Tay Estuary,2020,Perth & Kinross,Fringing,High, 20_22,21,56.44757016,-3.08894214,332970,728910,0.6,0.27,3.196,NA,NA,NA,NA,NA
TAY2009,Tay Estuary,2020,Perth & Kinross,Fringing,High, 10_12,11,56.44757016,-3.08894214,332970,728910,0.71,0.3,7.873,NA,NA,NA,NA,NA
TAY2009,Tay Estuary,2020,Perth & Kinross,Fringing,High, 30_32,31,56.44757016,-3.08894214,332970,728910,0.67,0.35,4.796,NA,NA,NA,NA,NA
TAY2009,Tay Estuary,2020,Perth & Kinross,Fringing,High,70_72,71,56.44757016,-3.08894214,332970,728910,0.86,0.46,3.721,NA,NA,NA,NA,NA
TAY2009,Tay Estuary,2020,Perth & Kinross,Fringing,High,50_52,51,56.44757016,-3.08894214,332970,728910,0.93,0.47,5.184,NA,NA,NA,NA,NA
TAY2009,Tay Estuary,2020,Perth & Kinross,Fringing,High,40_42,41,56.44757016,-3.08894214,332970,728910,0.95,0.49,4.687,NA,NA,NA,NA,NA
TAY2009,Tay Estuary,2020,Perth & Kinross,Fringing,High,80_82,81,56.44757016,-3.08894214,332970,728910,0.6,0.52,4.758,NA,NA,NA,NA,NA
TAY2009,Tay Estuary,2020,Perth & Kinross,Fringing,High,60_62,61,56.44757016,-3.08894214,332970,728910,1,0.53,3.525,NA,NA,NA,NA,NA
TAY2010,Tay Estuary,2020,Perth & Kinross,Fringing,High, 4_6,5,56.4474577,-3.08877223,332981,728897,0.63,0.33,3.086,NA,NA,NA,NA,NA
TAY2010,Tay Estuary,2020,Perth & Kinross,Fringing,High, 10_12,11,56.4474577,-3.08877223,332981,728897,0.71,0.4,3.023,NA,NA,NA,NA,NA
TAY2010,Tay Estuary,2020,Perth & Kinross,Fringing,High, 30_32,31,56.4474577,-3.08877223,332981,728897,0.94,0.48,3.595,NA,NA,NA,NA,NA
TAY2010,Tay Estuary,2020,Perth & Kinross,Fringing,High,40_42,41,56.4474577,-3.08877223,332981,728897,1,0.51,2.698,NA,NA,NA,NA,NA
TAY2010,Tay Estuary,2020,Perth & Kinross,Fringing,High,90_92,91,56.4474577,-3.08877223,332981,728897,0.93,0.52,3.4,NA,NA,NA,NA,NA
TAY2010,Tay Estuary,2020,Perth & Kinross,Fringing,High, 20_22,21,56.4474577,-3.08877223,332981,728897,0.98,0.54,2.55,NA,NA,NA,NA,NA
TAY2010,Tay Estuary,2020,Perth & Kinross,Fringing,High,60_62,61,56.4474577,-3.08877223,332981,728897,0.94,0.56,3.253,NA,NA,NA,NA,NA
TAY2010,Tay Estuary,2020,Perth & Kinross,Fringing,High,70_72,71,56.4474577,-3.08877223,332981,728897,0.96,0.56,2.807,NA,NA,NA,NA,NA
TAY2010,Tay Estuary,2020,Perth & Kinross,Fringing,High,80_82,81,56.4474577,-3.08877223,332981,728897,1.03,0.61,2.159,NA,NA,NA,NA,NA
TAY2010,Tay Estuary,2020,Perth & Kinross,Fringing,High, 0_2,1,56.4474577,-3.08877223,332981,728897,1.16,0.61,4.205,-27.002,0.363,6.206,16.058,0.062
TAY2010,Tay Estuary,2020,Perth & Kinross,Fringing,High,50_52,51,56.4474577,-3.08877223,332981,728897,1.12,0.67,2.477,NA,NA,NA,NA,NA
TAY2011,Tay Estuary,2020,Perth & Kinross,Fringing,High, 0_2,1,56.44758504,-3.08871933,332984,728911,0.53,0.23,8.351,-27.317,0.652,6.37,16.359,0.061
TAY2011,Tay Estuary,2020,Perth & Kinross,Fringing,High, 20_22,21,56.44758504,-3.08871933,332984,728911,0.58,0.25,4.993,NA,NA,NA,NA,NA
TAY2011,Tay Estuary,2020,Perth & Kinross,Fringing,High,60_62,61,56.44758504,-3.08871933,332984,728911,0.61,0.31,4.035,NA,NA,NA,NA,NA
TAY2011,Tay Estuary,2020,Perth & Kinross,Fringing,High, 4_6,5,56.44758504,-3.08871933,332984,728911,0.79,0.31,1.955,NA,NA,NA,NA,NA
TAY2011,Tay Estuary,2020,Perth & Kinross,Fringing,High,70_72,71,56.44758504,-3.08871933,332984,728911,0.71,0.34,4.095,NA,NA,NA,NA,NA
TAY2011,Tay Estuary,2020,Perth & Kinross,Fringing,High, 10_12,11,56.44758504,-3.08871933,332984,728911,0.73,0.35,5.15,NA,NA,NA,NA,NA
TAY2011,Tay Estuary,2020,Perth & Kinross,Fringing,High, 30_32,31,56.44758504,-3.08871933,332984,728911,0.76,0.36,4.246,NA,NA,NA,NA,NA
TAY2011,Tay Estuary,2020,Perth & Kinross,Fringing,High,90_92,91,56.44758504,-3.08871933,332984,728911,0.83,0.47,2.842,NA,NA,NA,NA,NA
TAY2011,Tay Estuary,2020,Perth & Kinross,Fringing,High,40_42,41,56.44758504,-3.08871933,332984,728911,0.9,0.47,3.818,NA,NA,NA,NA,NA
TAY2011,Tay Estuary,2020,Perth & Kinross,Fringing,High,50_52,51,56.44758504,-3.08871933,332984,728911,0.96,0.48,4.268,NA,NA,NA,NA,NA
TAY2011,Tay Estuary,2020,Perth & Kinross,Fringing,High,80_82,81,56.44758504,-3.08871933,332984,728911,0.93,0.51,3.731,NA,NA,NA,NA,NA
