Core_ID,Marsh_ID,Sampling_year,Local_authority,Marsh_type,Marsh_zone,Sample_depth_interval_cm,Mid_point_depth_cm,Lat_dec_deg,Long_dec_deg,X_easting,Y_northing,Wet_bulk_density_g_cm_3,Dry_Bulk_Density_g_cm_3,OC_perc,delta_13Corg_per_mil,N_perc,delta_15N_per_mil,CN,NC
Skin2010A,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,5_6,5.5,56.06406683,-3.73253005,292226,687045,0.87,0.32,NA,-25.66,0.12,5.44,19.14,0.05
Skin2010A,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,6_7,6.5,56.06406683,-3.73253005,292226,687045,1.02,0.38,NA,NA,NA,NA,NA,NA
Skin2010A,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,7_8,7.5,56.06406683,-3.73253005,292226,687045,1.08,0.4,NA,-25.3,0.07,5.32,17.41,0.06
Skin2010A,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,8_9,8.5,56.06406683,-3.73253005,292226,687045,1,0.35,NA,NA,NA,NA,NA,NA
Skin2010A,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,9_10,9.5,56.06406683,-3.73253005,292226,687045,1.02,0.34,NA,-25.99,0.08,5.09,18.68,0.05
Skin2010A,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,10_11,10.5,56.06406683,-3.73253005,292226,687045,0.9,0.3,NA,NA,NA,NA,NA,NA
Skin2010A,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,11_12,11.5,56.06406683,-3.73253005,292226,687045,1.07,0.39,NA,-24.25,0.07,5.8,15.45,0.06
Skin2010A,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,12_13,12.5,56.06406683,-3.73253005,292226,687045,0.96,0.33,NA,NA,NA,NA,NA,NA
Skin2010A,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,13_14,13.5,56.06406683,-3.73253005,292226,687045,1.11,0.39,NA,-24.31,0.07,5.31,16.19,0.06
Skin2010A,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,14_15,14.5,56.06406683,-3.73253005,292226,687045,0.98,0.33,NA,NA,NA,NA,NA,NA
Skin2010A,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,15_16,15.5,56.06406683,-3.73253005,292226,687045,1.14,0.38,NA,-24.13,0.07,5.25,14.21,0.07
Skin2010A,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,16_17,16.5,56.06406683,-3.73253005,292226,687045,0.99,0.35,NA,NA,NA,NA,NA,NA
Skin2010A,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,17_18,17.5,56.06406683,-3.73253005,292226,687045,0.92,0.31,NA,-24.25,0.09,6.01,14.31,0.07
Skin2010A,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,18_19,18.5,56.06406683,-3.73253005,292226,687045,1.01,0.35,NA,NA,NA,NA,NA,NA
Skin2010A,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,19_20,19.5,56.06406683,-3.73253005,292226,687045,0.98,0.35,NA,-24.55,0.1,5.85,15.31,0.07
Skin2010A,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,20_21,20.5,56.06406683,-3.73253005,292226,687045,1.17,0.38,NA,NA,NA,NA,NA,NA
Skin2010B,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,0_2,1,56.06406683,-3.73253005,292226,687045,1.35,0.78,NA,NA,NA,NA,NA,NA
Skin2010B,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,2_3,2.5,56.06406683,-3.73253005,292226,687045,0.79,0.47,NA,NA,NA,NA,NA,NA
Skin2010B,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,3_4,3.5,56.06406683,-3.73253005,292226,687045,1.14,0.77,NA,NA,NA,NA,NA,NA
Skin2010B,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,4_5,4.5,56.06406683,-3.73253005,292226,687045,1.4,1.02,NA,NA,NA,NA,NA,NA
Skin2010B,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,5_6,5.5,56.06406683,-3.73253005,292226,687045,1.23,0.92,NA,NA,NA,NA,NA,NA
Skin2010B,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,6_7,6.5,56.06406683,-3.73253005,292226,687045,1.33,1.01,NA,NA,NA,NA,NA,NA
Skin2010B,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,7_8,7.5,56.06406683,-3.73253005,292226,687045,1.38,1.04,NA,NA,NA,NA,NA,NA
Skin2010B,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,8_9,8.5,56.06406683,-3.73253005,292226,687045,1.14,0.85,NA,NA,NA,NA,NA,NA
Skin2010B,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,9_10,9.5,56.06406683,-3.73253005,292226,687045,1.26,0.93,NA,NA,NA,NA,NA,NA
Skin2010B,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,10_11,10.5,56.06406683,-3.73253005,292226,687045,1,0.75,NA,NA,NA,NA,NA,NA
Skin2010B,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,11_12,11.5,56.06406683,-3.73253005,292226,687045,1.32,1.19,NA,NA,NA,NA,NA,NA
Skin2010B,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,12_13,12.5,56.06406683,-3.73253005,292226,687045,1.44,1.08,NA,NA,NA,NA,NA,NA
Skin2010B,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,13_14,13.5,56.06406683,-3.73253005,292226,687045,1.37,1.02,NA,NA,NA,NA,NA,NA
Skin2010B,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,14_15,14.5,56.06406683,-3.73253005,292226,687045,1.36,1.02,NA,NA,NA,NA,NA,NA
Skin2010B,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,15_16,15.5,56.06406683,-3.73253005,292226,687045,1.3,0.97,NA,NA,NA,NA,NA,NA
Skin2010B,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,16_17,16.5,56.06406683,-3.73253005,292226,687045,1.35,1.01,NA,NA,NA,NA,NA,NA
Skin2010B,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,17_18,17.5,56.06406683,-3.73253005,292226,687045,1.41,1.08,NA,NA,NA,NA,NA,NA
Skin2010B,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,18_19,18.5,56.06406683,-3.73253005,292226,687045,1.25,0.95,NA,NA,NA,NA,NA,NA
Skin2010B,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,19_20,19.5,56.06406683,-3.73253005,292226,687045,0.94,0.69,NA,NA,NA,NA,NA,NA
Skin2010B,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,20_21,20.25,56.06406683,-3.73253005,292226,687045,0.19,0.16,NA,NA,NA,NA,NA,NA
Morich C49,Morrich More,2020,Highland,Back-barrier,Low-Mid,0_2,1,57.82742517,-3.92088461,286017,883604,0.95,0.21,18.588,-26.21,1.21,1.6,17.52,0.06
Morich C49,Morrich More,2020,Highland,Back-barrier,Low-Mid,2_3,2.5,57.82742517,-3.92088461,286017,883604,1.04,0.27,16.42,-25.61,1.65,2.97,13.86,0.07
Morich C49,Morrich More,2020,Highland,Back-barrier,Low-Mid,3_4,3.5,57.82742517,-3.92088461,286017,883604,0.98,0.18,21.541,-25.86,1.45,2.98,15.8,0.06
Morich C49,Morrich More,2020,Highland,Back-barrier,Low-Mid,4_5,4.5,57.82742517,-3.92088461,286017,883604,1.01,0.18,23.19,-26.07,1.52,2.84,15.17,0.07
Morich C49,Morrich More,2020,Highland,Back-barrier,Low-Mid,5_6,5.5,57.82742517,-3.92088461,286017,883604,1.05,0.19,20.806,-25.87,1.58,3.03,15.15,0.07
Morich C49,Morrich More,2020,Highland,Back-barrier,Low-Mid,6_7,6.5,57.82742517,-3.92088461,286017,883604,1.06,0.18,18.693,-25.85,1.59,3.78,14.86,0.07
Morich C49,Morrich More,2020,Highland,Back-barrier,Low-Mid,7_8,7.5,57.82742517,-3.92088461,286017,883604,0.87,0.18,17.747,-25.74,1.51,3.36,14.04,0.07
Morich C49,Morrich More,2020,Highland,Back-barrier,Low-Mid,8_9,8.5,57.82742517,-3.92088461,286017,883604,1.02,0.21,14.824,-25.24,1.35,3.91,13.87,0.07
Morich C49,Morrich More,2020,Highland,Back-barrier,Low-Mid,9_10,9.5,57.82742517,-3.92088461,286017,883604,1.06,0.23,13.333,-25.3,1.08,3.47,14.34,0.07
Morich C49,Morrich More,2020,Highland,Back-barrier,Low-Mid,10_11,10.5,57.82742517,-3.92088461,286017,883604,0.98,0.23,14.639,-25.49,1.23,3.68,14.34,0.07
Morich C49,Morrich More,2020,Highland,Back-barrier,Low-Mid,11_12,11.5,57.82742517,-3.92088461,286017,883604,1,0.23,15.615,-24.92,1.4,3.3,13.63,0.07
Morich C49,Morrich More,2020,Highland,Back-barrier,Low-Mid,12_13,12.5,57.82742517,-3.92088461,286017,883604,0.98,0.25,15.558,-24.95,0.98,3.39,13.88,0.07
Morich C49,Morrich More,2020,Highland,Back-barrier,Low-Mid,13_14,13.5,57.82742517,-3.92088461,286017,883604,0.89,0.23,13.656,NA,NA,NA,NA,NA
Morich C49,Morrich More,2020,Highland,Back-barrier,Low-Mid,14_15,14.5,57.82742517,-3.92088461,286017,883604,0.89,0.22,13.627,-24.25,1.22,3.43,12.68,0.08
Morich C49,Morrich More,2020,Highland,Back-barrier,Low-Mid,15_16,15.5,57.82742517,-3.92088461,286017,883604,0.93,0.25,14.524,NA,NA,NA,NA,NA
Morich C49,Morrich More,2020,Highland,Back-barrier,Low-Mid,16_17,16.5,57.82742517,-3.92088461,286017,883604,0.94,0.29,11.682,-23.93,0.83,3.63,12.55,0.08
Morich C49,Morrich More,2020,Highland,Back-barrier,Low-Mid,17_18,17.5,57.82742517,-3.92088461,286017,883604,1.1,0.4,9.142,NA,NA,NA,NA,NA
Morich C49,Morrich More,2020,Highland,Back-barrier,Low-Mid,18_19,18.5,57.82742517,-3.92088461,286017,883604,0.96,0.32,6.1,-24.39,0.39,3.4,12.69,0.08
Morich C49,Morrich More,2020,Highland,Back-barrier,Low-Mid,19_20,19.5,57.82742517,-3.92088461,286017,883604,1.08,0.59,2.038,NA,NA,NA,NA,NA
Morich C49,Morrich More,2020,Highland,Back-barrier,Low-Mid,20_21,20.5,57.82742517,-3.92088461,286017,883604,1.39,0.91,1.514,-24.69,0.09,3.99,14.45,0.07
Morich C49,Morrich More,2020,Highland,Back-barrier,Low-Mid,21_22,21.5,57.82742517,-3.92088461,286017,883604,1.31,0.96,0.582,NA,NA,NA,NA,NA
Morich C49,Morrich More,2020,Highland,Back-barrier,Low-Mid,22_23,22.5,57.82742517,-3.92088461,286017,883604,1.05,0.81,0.359,-24.77,0.02,2.31,18.55,0.05
Morich C49,Morrich More,2020,Highland,Back-barrier,Low-Mid,23_24,23.5,57.82742517,-3.92088461,286017,883604,1.23,0.96,0.458,NA,NA,NA,NA,NA
Morich C49,Morrich More,2020,Highland,Back-barrier,Low-Mid,24_25,24.5,57.82742517,-3.92088461,286017,883604,1.01,0.79,0.353,-24.94,0.02,2.71,13.97,0.07
Morich C49,Morrich More,2020,Highland,Back-barrier,Low-Mid,25_26,25.5,57.82742517,-3.92088461,286017,883604,1.27,1.01,0.383,NA,NA,NA,NA,NA
Morich C49,Morrich More,2020,Highland,Back-barrier,Low-Mid,26_27,26.5,57.82742517,-3.92088461,286017,883604,0.76,0.61,0.369,-23.38,0.02,4.95,12.96,0.08
Morich C49,Morrich More,2020,Highland,Back-barrier,Low-Mid,27_28,27.5,57.82742517,-3.92088461,286017,883604,0.73,0.59,0.303,NA,NA,NA,NA,NA
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,0_2,1,57.82593078,-3.92301969,285886,883441,1.03,0.14,21.742,-28.538,2.079,-0.497,18.394,0.054
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,2_3,2.5,57.82593078,-3.92301969,285886,883441,1.01,0.14,31.724,-28.724,2.375,0.293,14.827,0.067
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,3_4,3.5,57.82593078,-3.92301969,285886,883441,1.09,0.15,32.239,-28.14,2.205,0.349,15.862,0.063
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,4_5,4.5,57.82593078,-3.92301969,285886,883441,1.12,0.16,29.511,-28.39,2.083,0.994,16.102,0.062
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,5_6,5.5,57.82593078,-3.92301969,285886,883441,0.97,0.13,29.991,-27.932,2.319,0.505,14.374,0.07
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,6_7,6.5,57.82593078,-3.92301969,285886,883441,0.97,0.14,26.961,-27.242,2.209,1.666,14.046,0.071
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,7_8,7.5,57.82593078,-3.92301969,285886,883441,1.15,0.18,21.583,-26.917,1.861,2.125,13.427,0.074
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,8_9,8.5,57.82593078,-3.92301969,285886,883441,0.95,0.16,19.824,-26.477,1.913,2.307,13.394,0.075
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,9_10,9.5,57.82593078,-3.92301969,285886,883441,1,0.19,22.959,-26.248,1.816,3.148,12.64,0.079
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,10_11,10.5,57.82593078,-3.92301969,285886,883441,1.13,0.27,18.219,-25.755,1.784,3.574,12.725,0.079
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,11_12,11.5,57.82593078,-3.92301969,285886,883441,1.27,0.59,5.578,-25.658,0.541,4.273,14.017,0.071
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,12_13,12.5,57.82593078,-3.92301969,285886,883441,1.7,1.05,1.794,-25.708,0.194,4.451,13.257,0.075
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,13_14,13.5,57.82593078,-3.92301969,285886,883441,1.47,0.97,1.065,-26.255,0.107,5.091,15.634,0.064
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,14_15,14.5,57.82593078,-3.92301969,285886,883441,1.41,0.93,0.701,NA,NA,NA,NA,NA
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,15_16,15.5,57.82593078,-3.92301969,285886,883441,1.34,0.88,0.744,-25.5,0.109,4.225,16.481,0.061
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,16_17,16.5,57.82593078,-3.92301969,285886,883441,1.59,1.12,0.446,NA,NA,NA,NA,NA
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,17_18,17.5,57.82593078,-3.92301969,285886,883441,1.54,1.09,0.495,-26.38,0.054,-11.862,36.01,0.028
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,18_19,18.5,57.82593078,-3.92301969,285886,883441,1.5,1.08,0.484,NA,NA,NA,NA,NA
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,19_20,19.5,57.82593078,-3.92301969,285886,883441,1.23,0.9,0.262,-26.659,0.011,14.09,23.378,0.043
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,20_21,20.5,57.82593078,-3.92301969,285886,883441,1.36,1,0.277,NA,NA,NA,NA,NA
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,21_22,21.5,57.82593078,-3.92301969,285886,883441,1.34,0.98,0.201,-26.721,0.01,NA,15.764,0.063
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,22_23,22.5,57.82593078,-3.92301969,285886,883441,1.14,0.84,0.248,NA,NA,NA,NA,NA
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,23_24,23.5,57.82593078,-3.92301969,285886,883441,1.32,0.99,0.377,-27.074,0.011,10.924,28.375,0.035
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,24_25,24.5,57.82593078,-3.92301969,285886,883441,1.16,0.87,0.194,NA,NA,NA,NA,NA
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,25_26,25.5,57.82593078,-3.92301969,285886,883441,1.09,0.82,0.347,-27.89,0.011,10.838,33.443,0.03
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,26_27,26.5,57.82593078,-3.92301969,285886,883441,1.3,0.98,0.242,NA,NA,NA,NA,NA
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,27_28,27.5,57.82593078,-3.92301969,285886,883441,1.18,0.88,0.241,-26.376,0.019,8.641,27.243,0.037
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,28_29,28.5,57.82593078,-3.92301969,285886,883441,1.19,0.89,0.242,NA,NA,NA,NA,NA
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,29_30,29.5,57.82593078,-3.92301969,285886,883441,1.21,0.91,0.243,-28.568,0.01,NA,24.999,0.04
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,30_31,30.5,57.82593078,-3.92301969,285886,883441,1.03,0.78,0.223,NA,NA,NA,NA,NA
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,31_32,31.5,57.82593078,-3.92301969,285886,883441,1.05,0.8,0.254,-25.817,0.02,NA,28.294,0.035
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,32_33,32.5,57.82593078,-3.92301969,285886,883441,1,0.76,0.36,NA,NA,NA,NA,NA
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,33_34,33.5,57.82593078,-3.92301969,285886,883441,0.67,0.51,9.159,-27.387,0.01,NA,15.72,0.064
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,34_35,34.5,57.82593078,-3.92301969,285886,883441,0.66,0.51,0.259,NA,NA,NA,NA,NA
Morrich C45,Morrich More,2020,Highland,Back-barrier,High,35-36,35.5,57.82593078,-3.92301969,285886,883441,0.43,0.33,0.176,-27.917,0.01,NA,15.717,0.064
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,0_2,1,56.06333087,-3.73239677,292232,686963,0.6,0.22,8.543,-26.23,0.6,5.36,16.96,0.06
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,2_3,2.5,56.06333087,-3.73239677,292232,686963,0.81,0.28,8.743,-26.05,0.66,5.43,16.23,0.06
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,3_4,3.5,56.06333087,-3.73239677,292232,686963,0.91,0.32,9.174,-26.2,0.63,5.43,18.05,0.06
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,4_5,4.5,56.06333087,-3.73239677,292232,686963,0.88,0.28,11.503,-26.47,0.78,5.22,19.45,0.05
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,5_6,5.5,56.06333087,-3.73239677,292232,686963,0.98,0.34,9.575,-26.34,0.75,5.24,20.22,0.05
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,6_7,6.5,56.06333087,-3.73239677,292232,686963,0.86,0.31,10.775,-26.34,0.56,5.45,21.62,0.05
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,7_8,7.5,56.06333087,-3.73239677,292232,686963,1,0.31,8.507,-26.11,0.62,5.58,17.26,0.06
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,8_9,8.5,56.06333087,-3.73239677,292232,686963,0.82,0.25,13.264,-26.21,0.64,5.04,25.1,0.04
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,9_10,9.5,56.06333087,-3.73239677,292232,686963,1.15,0.39,9.649,-26.32,0.62,5.48,17.72,0.06
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,10_11,10.5,56.06333087,-3.73239677,292232,686963,0.85,0.28,9.884,NA,NA,NA,NA,NA
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,11_12,11.5,56.06333087,-3.73239677,292232,686963,0.96,0.36,7.814,-26.12,0.49,6.11,19.36,0.05
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,12_13,12.5,56.06333087,-3.73239677,292232,686963,1.09,0.38,9.214,-26.08,0.54,5.77,20.89,0.05
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,13_14,13.5,56.06333087,-3.73239677,292232,686963,1.02,0.36,8.748,-26.31,0.52,5.78,19.71,0.05
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,14_15,14.5,56.06333087,-3.73239677,292232,686963,0.97,0.33,8.224,-26.15,0.52,5.89,20.47,0.05
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,15_16,15.5,56.06333087,-3.73239677,292232,686963,0.85,0.29,9.027,-25.95,0.51,6.07,20,0.05
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,16_17,16.5,56.06333087,-3.73239677,292232,686963,0.91,0.32,7.954,-26.05,0.48,5.98,20.06,0.05
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,17_18,17.5,56.06333087,-3.73239677,292232,686963,0.99,0.35,8.508,-25.97,0.48,5.65,20.43,0.05
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,18_19,18.5,56.06333087,-3.73239677,292232,686963,1.08,0.38,7.512,-26.25,0.46,5.43,20.96,0.05
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,19_20,19.5,56.06333087,-3.73239677,292232,686963,0.94,0.32,7.642,-26.44,0.47,5.93,18.69,0.05
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,20_21,20.5,56.06333087,-3.73239677,292232,686963,0.79,0.24,8.775,-26.82,0.53,5.09,20.26,0.05
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,21_22,21.5,56.06333087,-3.73239677,292232,686963,0.96,0.3,8.46,-26.48,0.52,4.5,18.66,0.05
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,22_23,22.5,56.06333087,-3.73239677,292232,686963,0.94,0.27,9.01,-26.16,0.51,4.39,21.33,0.05
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,23_24,23.5,56.06333087,-3.73239677,292232,686963,0.8,0.25,8.885,-26.68,0.46,4.4,21.21,0.05
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,24_25,24.5,56.06333087,-3.73239677,292232,686963,0.94,0.28,10.682,-26.59,0.53,4.38,21.63,0.05
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,25_26,25.5,56.06333087,-3.73239677,292232,686963,0.86,0.25,10.887,-26.51,0.49,4.31,23,0.04
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,26_27,26.5,56.06333087,-3.73239677,292232,686963,0.89,0.29,9.509,-26.27,0.55,4.5,20.94,0.05
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,27_28,27.5,56.06333087,-3.73239677,292232,686963,0.97,0.33,9.759,-26.41,0.52,4.56,20.68,0.05
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,28_29,28.5,56.06333087,-3.73239677,292232,686963,0.93,0.33,8.358,-25.77,0.43,4.5,22.02,0.05
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,29_30,29.5,56.06333087,-3.73239677,292232,686963,1.03,0.36,9.292,NA,NA,NA,NA,NA
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,30_31,30.5,56.06333087,-3.73239677,292232,686963,1.22,0.44,8.451,-25.59,0.45,5.17,21.23,0.05
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,31_32,31.5,56.06333087,-3.73239677,292232,686963,1,0.36,8.757,NA,NA,NA,NA,NA
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,32_33,32.5,56.06333087,-3.73239677,292232,686963,0.92,0.32,8.787,-25.58,0.46,4.41,22.82,0.04
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,33_34,33.5,56.06333087,-3.73239677,292232,686963,0.99,0.39,8.418,NA,NA,NA,NA,NA
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,34_35,34.5,56.06333087,-3.73239677,292232,686963,1.03,0.39,8.474,-25.3,0.43,4.39,23.69,0.04
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,35-36,35.5,56.06333087,-3.73239677,292232,686963,1.09,0.4,10.447,NA,NA,NA,NA,NA
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,36_37,36.5,56.06333087,-3.73239677,292232,686963,1.07,0.42,9.615,-25.62,0.47,4.28,23.38,0.04
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,37_38,37.5,56.06333087,-3.73239677,292232,686963,1.16,0.44,9.888,NA,NA,NA,NA,NA
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,38_39,38.5,56.06333087,-3.73239677,292232,686963,1.01,0.42,11.299,-25.03,0.49,3.45,26.86,0.04
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,39_40,39.5,56.06333087,-3.73239677,292232,686963,1.16,0.48,11.993,NA,NA,NA,NA,NA
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,40_41,40.5,56.06333087,-3.73239677,292232,686963,1.23,0.5,12.163,-24.82,0.52,4.9,27.82,0.04
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,41_42,41.5,56.06333087,-3.73239677,292232,686963,0.76,0.32,11.753,NA,NA,NA,NA,NA
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,42_43,42.5,56.06333087,-3.73239677,292232,686963,1.1,0.48,12.037,-25.65,0.52,3.54,25.54,0.04
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,43_44,43.5,56.06333087,-3.73239677,292232,686963,1.03,0.46,11.427,NA,NA,NA,NA,NA
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,44_45,44.5,56.06333087,-3.73239677,292232,686963,1.14,0.54,10.111,-24.88,0.4,5.71,24.95,0.04
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,45_46,45.5,56.06333087,-3.73239677,292232,686963,1.02,0.48,10.176,NA,NA,NA,NA,NA
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,46_47,46.5,56.06333087,-3.73239677,292232,686963,1.13,0.49,10.005,-25.01,0.44,4.94,26.11,0.04
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,47_48,47.5,56.06333087,-3.73239677,292232,686963,0.99,0.44,10.752,NA,NA,NA,NA,NA
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,48_49,48.5,56.06333087,-3.73239677,292232,686963,1.03,0.48,10.089,-24.68,0.39,4.82,27.27,0.04
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,49_50,49.5,56.06333087,-3.73239677,292232,686963,1.14,0.54,10.177,NA,NA,NA,NA,NA
Skin2004A,Skinflats,2020,Falkirk,Fringing,Low-Mid,50_51,50.5,56.06333087,-3.73239677,292232,686963,0.83,0.37,13.773,-25.18,0.41,4.36,26.54,0.04
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,0_2,1,56.06333087,-3.73239677,292232,686963,0.98,0.3,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,2_3,2.5,56.06333087,-3.73239677,292232,686963,0.86,0.27,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,3_4,3.5,56.06333087,-3.73239677,292232,686963,0.82,0.31,NA,NA,NA,NA,NA,NA
Skin2004B,Skinflats,2020,Falkirk,Fringing,Low-Mid,4_5,4.5,56.06333087,-3.73239677,292232,686963,0.94,0.31,NA,NA,NA,NA,NA,NA
