study_id,coring_method,roots_flag,sediment_sieved_flag,compaction_flag,dry_bulk_density_temperature,dry_bulk_density_time,dry_bulk_density_sample_volume,loss_on_ignition_temperature,loss_on_ignition_time,carbon_measured_or_modeled,carbonates_removed,fraction_carbon_method,fraction_carbon_type
White_and_Spera_2024,push core,roots and rhizomes included,sediment not sieved,corer limits compaction,70,72,384.85,550,4,measured,FALSE,gas chromatography,total carbon
