study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_moisture,total_phosphorus,total_inorganic_phosphorus,total_organic_phosphorus,total_carbon,total_nitrogen,Al,Ca,Fe,Mg,depth_interval_notes
White_and_Spera_2024,Davis_Pond,Davis_Pond_1,0,10,7.0000000000000007E-2,0.5204,0.9241073076278814,723.24,177.7,545.54999999999995,277.02999999999997,19.46,40.446341463414853,11.946280487804943,39.160772357723786,5.5405691056910875,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_1,10,20,0.35499053452900564,0.13821138211381753,0.686589584927352,297.134146341465,197.94086021505385,99.193286126411152,53.46,3.99,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_3,0,10,0.06,0.5805,0.93080432863824103,752.29,171.95,580.35,311.18,22.42,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_3,10,20,7.7743852118190043E-2,0.4982456140350856,0.91314475383715232,641.6666666666664,158.20588235294071,483.4607843137257,271.99,19.77,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_4,0,10,0.13,0.30820000000000003,0.87491542671044165,1113.79,847.89,265.89999999999998,145.03,10.91,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_4,10,20,0.12967776699434391,0.4190751445086692,0.87144725739720141,815.14450867052005,512.52399232245602,302.62051634806403,221.23000000000002,15.22,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_5,0,10,0.18,0.34840000000000004,0.83665980745680235,682.53,150.61000000000001,531.91999999999996,173.21,13.46,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_5,10,20,9.2154368118733676E-2,0.5367647058823458,0.9065238250893638,586.39705882353269,94.48069852941201,491.91636029412069,279.34000000000003,21.18,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_6,0,10,0.19,0.3483,0.81036885163301153,650.9,112.24,538.65,148.03,12.73,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_6,10,20,0.19725098614266706,0.32165605095541105,0.81318005695503393,532.48407643312089,97.058823529411953,435.42525290370895,145.25,12.809999999999999,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_7,0,10,0.61,0.0928,0.54539853931916127,563.17999999999995,499.86,63.32,50.81,4.03,44.366984126983951,7.9582539682539366,39.770793650793493,8.842174603174568,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_7,10,20,0.84792449034316741,0.0730158730158717,0.44770272539034078,433.19047619047439,NA,NA,18.84,1.4000000000000001,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_8,0,10,0.27,0.3064,0.74523499373381763,632.41,133.44999999999999,498.95,135.83000000000001,10.52,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_8,10,20,0.79704576586338804,0.07187500000001004,0.45178246130216021,285.99999999999972,174.42725752508392,111.5727424749158,21.93,2.04,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_9,0,10,NA,NA,NA,NA,NA,NA,NA,NA,11.549921874999988,11.068632812499988,14.770214843749988,3.4423828124999969,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_9,10,20,0.16645689245240378,0.5468750000000018,0.84713839652688139,493.49609374999955,86.695876288659903,406.80021746133963,289.57,16.97,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_10,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_10,10,20,5.5183516068726055E-2,0.8754863813229578,0.94146064324330125,571.61478599221471,36.093750000000085,535.52103599221459,441.25,34.4,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_11,0,10,0.28000000000000003,0.1401,0.76157279972099656,1018.81,813.7,205.11,54.04,5.24,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_11,10,20,0.54896732776195778,0.10714285714286112,0.59267584881334956,773.6830357142851,685.22482014388595,88.458215570399148,33.010000000000005,3.21,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_13,0,10,0.08,0.5415,0.91624305619358049,791.38,187.39,603.99,281.64999999999998,19.09,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_13,10,20,9.9331486401467523E-2,0.6112956810631297,0.90648750106016962,540.49833887043485,121.19069343065692,419.30764543977796,300.32,21.36,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_14,0,10,0.38,0.1318,0.67105821137501886,697.12,619.04,78.08,51.61,4.91,23.945338983050899,8.4059039548022785,27.424717514124353,4.3453531073446428,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_14,10,20,0.65992248370945317,0.09039548022598896,0.52522364158245027,684.85875706214847,586.30859374999932,98.550163312149152,23.2,2.21,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_15,0,10,0.09,0.5828,0.91339306072531623,1174.2,266.69,907.51,290.5,21.6,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_15,10,20,9.1767405808663632E-2,0.6642857142857114,0.90285016250339944,591.44642857142617,85.108695652174163,506.33773291925201,325.33999999999997,23.27,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_17,0,10,0.24,0.25239999999999996,0.76761199767026445,753.69,375.43,378.26,128.54,10.58,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_17,10,20,0.15458131421278584,0.35759493670886044,0.85323931247245488,506.66139240506504,143.32484725050926,363.33654515455578,162.57000000000002,12.780000000000001,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_18,0,10,0.05,0.7589,0.95203527712381186,842.92,134.05000000000001,708.87,379.2,24.88,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_18,10,20,5.176409369511191E-2,0.8819875776397503,0.94576374198611568,707.65527950310729,71.12068965517237,636.53458984793497,439.73,28.91,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_19,0,10,0.49,0.07769999999999999,0.59620403182253134,901.96,756.67,145.29,28.09,2.58,35.651619433198391,8.5109716599190328,32.155668016194348,5.5050202429149824,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_19,10,20,0.82908990527194792,0.05668016194331722,0.43134788660309753,556.90283400809744,551.74603174603226,5.1568022620651846,15.129999999999999,1.31,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_20,0,10,0.09,0.4021,0.91177326071395814,810,199.37,610.63,212.46,15.57,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_20,10,20,0.1214719700064157,0.4517241379310366,0.88546472773541351,503.91379310344973,152.04022988505741,351.87356321839229,234.38,15.57,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_21,0,10,7.0000000000000007E-2,0.7036,0.93504810146453354,971.37,104.17,867.2,359.55,23.75,21.729310344827653,11.839022988505784,21.918007662835318,4.510210727969362,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_21,10,20,8.569422773309586E-2,0.7203065134099593,0.91199807997939486,634.2911877394655,76.869287020109866,557.42190071935568,360.97,24.16,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_22,0,10,7.0000000000000007E-2,0.8256,0.93680495665199037,762.54,99.49,663.05,447.15,30.3,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_22,10,20,0.14947683233882972,0.524355300859598,0.85335359381459419,546.69054441260721,122.43693693693697,424.25360747567026,279.25,18.66,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_23,0,10,0.11,0.4868,0.88923335572117046,728.66,145.47999999999999,583.17999999999995,256.37,15.91,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_23,10,20,0.24881714784202547,0.37656903765691685,0.78194262544575166,550.92050209204842,149.48293172690728,401.43757036514114,191.98000000000002,13.53,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_24,0,10,0.1,0.5742,0.89602078081250847,578.1,122.23,455.87,320.26,20.28,27.688205980066265,10.475265780730831,19.543355481727449,5.7121760797341832,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_24,10,20,0.14183312318109498,0.55481727574751,0.86094473030319507,410.21594684385116,78.66394927536237,331.55199756848879,316.8,19.950000000000003,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_25,0,10,0.16,0.21660000000000001,0.8456690076264386,940.96,653.44000000000005,287.51,93.88,7.47,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_25,10,20,0.18243148864339109,0.19999999999999687,0.82005505729734607,884.54347826086803,647.40704500978563,237.13643325108239,90.41,7.38,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_26,0,10,0.09,0.7373999999999998,0.9064660361002328,1044.81,98.02,946.8,386.45,23.79,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_26,10,20,9.3203031700953315E-2,0.7596899224806286,0.90850117405294684,653.17829457364564,68.097381342062306,585.08091323158328,382.27,25.790000000000003,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_27,0,10,0.15,0.32530000000000003,0.85923028883651464,911.83,330.63,581.20000000000005,158.30000000000001,11.5,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_27,10,20,0.20858341972534197,0.3086419753086409,0.8126153648531288,593.23045267490068,227.90170132325147,365.3287513516492,157.38,11.479999999999999,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_28,0,10,0.2,0.1698,0.81431852708063834,1087.1600000000001,920.64,166.52,77.16,6.53,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_28,10,20,0.24818863203644795,0.1867219917012494,0.76289966677449805,1129.6680497925161,946.31428571428501,183.35376407823105,92.95,6.8500000000000005,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_29,0,10,0.08,0.6149,0.92156916471734907,1023.45,117.15,906.29,316.42,20.58,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_29,10,20,9.9526178397217835E-2,0.8189655172413718,0.88622682438507538,676.12068965517449,42.358870967741893,633.76181868743265,410.67999999999995,27.99,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_30,0,10,0.06,0.7514,0.93279336730440021,1100.1600000000001,104.39,995.77,360.08,27.38,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_30,10,20,6.9522973086000528E-2,0.7165354330708569,0.92783650101371395,797.71653543306684,52.656012176560118,745.06052325650671,360.03999999999996,26.74,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_31,0,10,0.37,0.1166,0.69333100140361226,577.29999999999995,469.89,107.41,47.63,3.87,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_31,10,20,1.1904423188956603,0.037254901960787935,0.31292276457488638,486.15686274509653,466.42431972789177,19.732543017204762,13.95,0.98,NA,NA,NA,NA,NA
White_and_Spera_2024,Davis_Pond,Davis_Pond_32,0,10,0.06,0.8908,0.93672105615540124,1338.95,378.77,960.18,453.81,30.74,NA,NA,NA,NA,NA
