site_id,core_id,dataset_code,dataset_type
Waccamaw_River_Turkey_Creek,Oligohaline_Marsh,25338,geochronology
Waccamaw_River_Turkey_Creek,Oligohaline_Marsh,25339,loss-on-ignition
Waccamaw_River_Turkey_Creek,Heavily_Salt_Impacted_Swamp,25345,geochronology
Waccamaw_River_Turkey_Creek,Heavily_Salt_Impacted_Swamp,25346,loss-on-ignition
Waccamaw_River_Butler_Island,Moderately_Salt_Impacted,25364,geochronology
Waccamaw_River_Butler_Island,Moderately_Salt_Impacted,25365,loss-on-ignition
