Core ID,Collection Date,Latitude,Longitude,"Depth from sediment surface, interval mean (cm)","Elevation relative to NAVD88, interval mean (cm)",Dry bulk density (g/cm3),210-Lead total (dpm/g),210-Lead total error (dpm/g),226-Radium (dpm/g),226-Radium error (dpm/g),210-Lead excess (dpm/g),210-Lead excess error (dpm/g),137-Cesium (dpm/g),137-Cesium error (dpm/g),7-Beryllium (dpm/g),7-Beryllim error (dpm/g),weight percent Carbon,weight percent Nitrogen,Carbon 13/12 ratio,Nitrogen 15/14 ratio,Sediment age (years),Sediment age error (years),Vertical accretion rate (mm/y),Mass accumulation rate (g/m2/y),Carbon accumulation rate (gC/m2/y)
ID,Date,Lat,Lon,Depth,Elevation,DBD,210Pb,210Pb_e,226Ra,226Ra_e,210Pbex,210Pbex_e,137Cs,137Cs_e,7Be,7Be_e,wtC,wtN,13C,15N,Age,Age_e,VAR,MAR,CAR
SLPA,41612,41.55445,-70.5069,0,14,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
SLPA,41612,41.55445,-70.5069,0.5,13.5,0.091094148,24.00960041,0.777911053,0.847834936,0.150575485,23.16176547,0.792350038,0,0,8.017719921,1.330941507,-99999,-99999,-99999,-99999,2.618521916,0.162888892,3.818948369,534.6527716,-99999
SLPA,41612,41.55445,-70.5069,1.5,12.5,0.142239186,27.93643898,0.60901437,0.321536754,0.089740908,27.61490222,0.615590719,0,0,0,0,14.46334312,1.424705774,-16.80368293,0.786153914,6.106027719,0.182700435,2.867378742,407.8536175,56.41220856
SLPA,41612,41.55445,-70.5069,2.5,11.5,0.129262087,26.77934364,0.688229131,0.341220458,0.096258291,26.43812318,0.694928051,0,0,0,0,-99999,-99999,-99999,-99999,9.48264853,0.213479662,2.961540711,382.8149316,-99999
SLPA,41612,41.55445,-70.5069,3.5,10.5,0.143765903,23.08329037,0.717890331,0.215840006,0.101056291,22.86745037,0.724968207,0,0,0,0,20.4533436,1.958616436,-16.65808857,0.573884463,13.10464859,0.259782353,2.760905529,396.9240773,79.8901462
SLPA,41612,41.55445,-70.5069,4.5,9.5,0.16692112,18.81621823,0.568249791,0.370673651,0.100081886,18.44554458,0.576995848,0,0,0,0,-99999,-99999,-99999,-99999,16.9126281,0.314354118,2.626064554,438.3456355,-99999
SLPA,41612,41.55445,-70.5069,5.5,8.5,0.136386768,13.72337333,0.436403272,0.622466434,0.098972163,13.10090689,0.447485536,0,0,0,0,27.61474631,2.417293864,-16.30933775,0.654230404,19.34897785,0.351636131,4.104501006,559.7996283,140.9341792
SLPA,41612,41.55445,-70.5069,6.5,7.5,0.136895674,10.19567369,0.383357331,0.5,0.1,9.695673688,0.383357331,0,0,0,0,-99999,-99999,-99999,-99999,21.28650609,0.388135445,5.161215089,706.5480198,-99999
SLPA,41612,41.55445,-70.5069,7.5,6.5,0.175826972,10.82123804,0.364675722,0.546393735,0.077478632,10.27484431,0.372815397,0.079299398,0.040482342,0,0,23.21798863,2.189923018,-16.04645589,1.336475909,24.12686549,0.449048182,3.520681216,619.0307177,157.593583
SLPA,41612,41.55445,-70.5069,8.5,5.5,0.158778626,10.53811063,0.441546836,0.5,0.1,10.03811063,0.441546836,0,0,0,0,-99999,-99999,-99999,-99999,26.85995939,0.508892309,3.658857092,580.9483016,-99999
SLPA,41612,41.55445,-70.5069,9.5,4.5,0.184732824,8.628505827,0.336511727,0.34094834,0.075758721,8.287557487,0.34493409,0,0,0,0,23.57560254,2.166234151,-15.57127354,1.759844062,29.72425356,0.574555521,3.491261523,644.950602,144.7628999
SLPA,41612,41.55445,-70.5069,10.5,3.5,0.144529262,11.76478926,0.5694158,0.583656105,0.126419912,11.18113316,0.583280677,0.288063921,0.108974581,0,0,-99999,-99999,-99999,-99999,33.05327898,0.663479798,3.003882134,434.1488683,-99999
SLPA,41612,41.55445,-70.5069,11.75,2.25,0.09566879,8.868191826,0.443409591,0.350568833,0.087291639,8.517622994,0.451920232,0.487129214,0.326376574,0,0,21.32022868,1.685931578,-15.24427274,0.836038137,34.87261799,0.711240398,5.496501737,525.8436694,108.8278092
SLPA,41612,41.55445,-70.5069,13.25,0.75,0.083312102,6.914293726,0.389274737,0.559718022,0.097278992,6.354575703,0.401245589,0.284749979,0.052963496,0,0,20.8777334,1.91965586,-15.04925842,1.09293403,36.1123739,0.732550521,8.066103877,672.0040682,126.6989912
SLPA,41612,41.55445,-70.5069,14.5,-0.5,0.16259542,12.0036863,0.50775593,0.215711103,0.093877472,11.78797519,0.51636137,0.438931953,0.086206236,0,0,-99999,-99999,-99999,-99999,41.04927926,0.888938911,2.025560401,329.3468438,-99999
SLPA,41612,41.55445,-70.5069,15.5,-1.5,0.097964377,10.76705934,0.707395798,0.369746833,0.130150885,10.3973125,0.719269121,1.681859918,0.135557909,0,0,-99999,-99999,-99999,-99999,44.01841352,0.970742184,3.367985118,329.9425624,-99999
SLPA,41612,41.55445,-70.5069,16.5,-2.5,0.148854962,10.8161822,0.629501804,0.764696007,0.124339571,10.05148619,0.641664126,1.340513165,0.125740135,0,0,-99999,-99999,-99999,-99999,48.94754476,1.14539421,2.02875507,301.9902586,-99999
SLPA,41612,41.55445,-70.5069,17.5,-3.5,0.153180662,10.65776262,0.504112172,0.5,0.1,10.15776262,0.504112172,0.380921556,0.079117407,0,0,22.19476249,1.746148908,-14.40512502,1.312355876,55.02903002,1.40914214,1.644335155,251.8803469,61.55740105
SLPA,41612,41.55445,-70.5069,18.5,-4.5,0.181424936,6.92757852,0.306891728,0.579954007,0.065534803,6.347624513,0.313810999,0.274464025,0.042404692,0,0,20.49422293,1.601619778,-14.71435197,1.566182214,60.41141438,1.671464926,1.857912651,337.0716846,69.08022247
SLPA,41612,41.55445,-70.5069,19.5,-5.5,0.136641221,5.27203296,0.418599417,0.893196058,0.126476562,4.378836901,0.437289141,0,0,0,0,-99999,-99999,-99999,-99999,63.61001518,1.827508062,3.126367004,427.1906058,-99999
SLPA,41612,41.55445,-70.5069,20.5,-6.5,0.165139949,3.896615803,0.301598063,0.817219216,0.087524178,3.079396588,0.314041197,0,0,0,0,28.6742126,1.613533607,-14.32144291,1.019149396,66.60388434,1.979075665,3.340159331,551.593742,158.1651623
SLPA,41612,41.55445,-70.5069,21.5,-7.5,0.138167939,2.711718774,0.286628674,0.645389914,0.097195721,2.06632886,0.302659884,0,0,0,0,-99999,-99999,-99999,-99999,68.41571416,2.016295937,5.519282164,762.587841,-99999
SLPA,41612,41.55445,-70.5069,22.5,-8.5,0.132569975,2.008772059,0.286450896,0.835786315,0.123445639,1.172985743,0.311918164,0,0,0,0,29.57949446,1.52947645,-13.44798329,0.745832867,69.44732226,2.005916832,9.693603593,1285.080782,380.1203986
SLPA,41612,41.55445,-70.5069,23.5,-9.5,0.163358779,2.38618284,0.258184983,0.965799957,0.092233896,1.420382883,0.274165237,0,0,0,0,-99999,-99999,-99999,-99999,71.05100341,2.015347483,6.235653491,1018.648738,-99999
SLPA,41612,41.55445,-70.5069,24.5,-10.5,0.178625954,5.443487058,0.407172832,0.900988534,0.10685724,4.542498525,0.420961025,0,0,0,0,26.42645451,1.441259318,-12.94298194,0.717880181,77.38737557,2.376904739,1.578190131,281.9057181,74.49768637
SLPA,41612,41.55445,-70.5069,25.5,-11.5,0.126208651,7.697758836,0.569634154,0.280810176,0.091600279,7.41694866,0.576952061,0,0,0,0,-99999,-99999,-99999,-99999,86.69614921,3.100407343,1.074255362,135.5803205,-99999
SLPA,41612,41.55445,-70.5069,26.5,-12.5,0.149109415,4.004185151,0.35597206,0.507849035,0.092733234,3.496336116,0.367852634,0,0,0,0,29.32533805,1.557445032,-12.8563792,0.591725772,93.35519154,3.524473838,1.501717439,223.9202085,65.6653581
SLPA,41612,41.55445,-70.5069,27.5,-13.5,0.15826972,3.723351859,0.447919229,0.785804858,0.127457548,2.937547001,0.465700614,0,0,0,0,-99999,-99999,-99999,-99999,100.7423381,3.987320828,1.353702663,214.2501416,-99999
SLPA,41612,41.55445,-70.5069,28.5,-14.5,0.149872774,2.105395315,0.343600515,0.59391148,0.130838699,1.511483835,0.367668437,0,0,0,0,22.6439963,1.472379445,-13.3169559,0.776026845,-99999,-99999,-99999,-99999,-99999
SLPA,41612,41.55445,-70.5069,29.5,-15.5,0.193638677,2.66584352,0.310037601,0.622553092,0.11573262,2.043290428,0.330934062,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
SLPA,41612,41.55445,-70.5069,31,-17,0.210573248,2.317445159,0.161757672,0.832184291,0.05400876,1.485260868,0.170535893,0,0,0,0,22.04686363,1.368697946,-12.5680283,1.264599762,-99999,-99999,-99999,-99999,-99999
SLPA,41612,41.55445,-70.5069,33,-19,0.248152866,1.056108432,0.104554735,0.412840761,0.035710726,0.64326767,0.11048506,0,0,0,0,24.19386638,1.541969002,-12.73440408,1.433695542,-99999,-99999,-99999,-99999,-99999
SLPA,41612,41.55445,-70.5069,35,-21,0.168025478,0.571952989,0.114619379,0.315930293,0.038638275,0.256022696,0.12095668,0,0,0,0,27.07695597,1.575266157,-12.99409391,1.127935354,-99999,-99999,-99999,-99999,-99999
SLPA,41612,41.55445,-70.5069,37,-23,0.246751592,0.470811478,0.104237661,0.474875312,0.043973454,-0.004063834,0.113133349,0,0,0,0,27.18203436,1.529346432,-12.89087512,0.659937186,-99999,-99999,-99999,-99999,-99999
SLPA,41612,41.55445,-70.5069,39,-25,0.158726115,0.516634154,0.118102568,0.468319661,0.055823704,0.048314494,0.130631169,0,0,0,0,26.30696592,1.457249227,-13.06356839,0.404961475,-99999,-99999,-99999,-99999,-99999
SLPA,41612,41.55445,-70.5069,41,-27,0.137707006,0.694695417,0.1804124,0.218281143,0.057036863,0.476414274,0.189213735,0,0,0,0,26.50209811,1.679259692,-13.60836243,0.425422617,-99999,-99999,-99999,-99999,-99999
SLPA,41612,41.55445,-70.5069,43,-29,0.13388535,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,27.16128339,1.661449606,-13.77136736,0.236443178,-99999,-99999,-99999,-99999,-99999
SLPA,41612,41.55445,-70.5069,45,-31,0.158089172,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,27.83257368,1.753447145,-14.72823884,-0.573426652,-99999,-99999,-99999,-99999,-99999
SLPA,41612,41.55445,-70.5069,47,-33,0.360509554,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,26.04295936,1.849359776,-15.37264018,-0.100050594,-99999,-99999,-99999,-99999,-99999
SLPA,41612,41.55445,-70.5069,49,-35,0.291592357,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,26.71619871,1.85507112,-14.69346447,0.728163614,-99999,-99999,-99999,-99999,-99999
SLPA,41612,41.55445,-70.5069,51,-37,0.278216561,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,29.59607162,1.898728504,-14.49340935,0.057423679,-99999,-99999,-99999,-99999,-99999
SLPA,41612,41.55445,-70.5069,53,-39,0.327261146,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,32.48401798,1.965496737,-14.07727532,0.032874806,-99999,-99999,-99999,-99999,-99999
SLPA,41612,41.55445,-70.5069,55,-41,0.299872611,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,30.81907336,1.58470549,-13.46929019,0.237717855,-99999,-99999,-99999,-99999,-99999
SLPA,41612,41.55445,-70.5069,57,-43,0.294904459,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,32.07928061,1.663286568,-13.25712098,-0.088133956,-99999,-99999,-99999,-99999,-99999
SLPA,41612,41.55445,-70.5069,59,-45,0.223312102,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,30.40977548,1.591894528,-13.31397586,0.347261538,-99999,-99999,-99999,-99999,-99999
SLPA,41612,41.55445,-70.5069,61,-47,0.128789809,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,29.32120624,1.573842647,-13.25118693,0.029000237,-99999,-99999,-99999,-99999,-99999
SLPA,41612,41.55445,-70.5069,63,-49,0.105859873,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,28.79327668,1.496614042,-13.29870078,-0.164274161,-99999,-99999,-99999,-99999,-99999
SLPA,41612,41.55445,-70.5069,65,-51,0.125477707,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,30.39639102,1.33095599,-12.98107245,-0.362851607,-99999,-99999,-99999,-99999,-99999
SLPA,41612,41.55445,-70.5069,67,-53,0.114904459,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,29.73084547,1.2545832,-12.83496889,-0.306715131,-99999,-99999,-99999,-99999,-99999
SLPA,41612,41.55445,-70.5069,69,-55,0.128152866,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,28.63260182,1.269855529,-13.49449928,-0.390537766,-99999,-99999,-99999,-99999,-99999
SLPA,41612,41.55445,-70.5069,71,-57,0.237579618,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,26.21192648,1.227265851,-15.70291845,0.748172553,-99999,-99999,-99999,-99999,-99999
SLPA,41612,41.55445,-70.5069,73,-59,0.211592357,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,28.58579076,1.36232748,-17.51210477,1.305714533,-99999,-99999,-99999,-99999,-99999
SLPA,41612,41.55445,-70.5069,75,-61,0.241910828,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,33.61030873,1.259905137,-20.46637459,1.329888612,-99999,-99999,-99999,-99999,-99999
SLPA,41612,41.55445,-70.5069,77,-63,0.487770701,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,21.76183524,0.516616327,-24.0823789,0.767168786,-99999,-99999,-99999,-99999,-99999
SLPA,41612,41.55445,-70.5069,79,-65,1.038853503,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1.35862394,0.044042505,-21.94959077,1.607144942,-99999,-99999,-99999,-99999,-99999
SLPA,41612,41.55445,-70.5069,81,-67,1.339872611,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1.506998942,0.059709437,-22.58157284,1.319443041,-99999,-99999,-99999,-99999,-99999
SLPA,41612,41.55445,-70.5069,83,-69,1.871210191,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.636399919,0.026450902,-21.01051884,2.518682506,-99999,-99999,-99999,-99999,-99999
SLPA,41612,41.55445,-70.5069,85,-71,1.803566879,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.479294472,0.018957852,-21.86313829,2.573107118,-99999,-99999,-99999,-99999,-99999
SLPA,41612,41.55445,-70.5069,87,-73,1.512738854,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.425355748,0.019355488,-23.5273975,0.827356842,-99999,-99999,-99999,-99999,-99999
SLPA,41612,41.55445,-70.5069,89,-75,1.444713376,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
SLPB,41656,41.55451,-70.50599,0,24,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
SLPB,41656,41.55451,-70.50599,0.5,23.5,0.073536896,34.39405403,1.155640215,1.103611344,0.217190713,33.29044269,1.17587249,0,0,7.020395301,1.405483139,29.92340803,2.058701528,-21.42996046,1.459287645,4.67374336,0.260854149,2.139612561,278.1496329,58.34875181
SLPB,41656,41.55451,-70.50599,1.5,22.5,0.137150127,36.94338139,0.668675203,0.647509171,0.098097639,36.29587222,0.675832579,0,0,0,0,-99999,-99999,-99999,-99999,11.054539,0.380206256,1.567202677,214.9420465,-99999
SLPB,41656,41.55451,-70.50599,2.5,21.5,0.19389313,25.49735554,0.553292615,0.43372569,0.034914918,25.06362986,0.554393154,0.120844527,0.034742802,0,0,-99999,-99999,-99999,-99999,18.81138001,0.613057654,1.289184603,249.9640376,-99999
