study_id,bibliography_id,publication_type,bibtype,doi,url,year,month,publisher,volume,number,pages,author,title,journal
Drexler_et_al_2009,Drexler_et_al_2009_article,associated source,Article,10.1007/s12237-009-9202-8,https://doi.org/10.1007/s12237-009-9202-8,2009,jul,Springer Science and Business Media {LLC},32,5,871--892,Judith Z. Drexler and Christian S. {de Fontaine} and Thomas A. Brown,"Peat Accretion Histories During the Past 6,000~Years in Marshes of the Sacramento{\textendash}San Joaquin Delta, {CA}, {USA}",Estuaries and Coasts
