study_id,core_id,species_code
Drexler_et_al_2009,BACHI,Salix lasiolepis
Drexler_et_al_2009,BACHI,Cornus sericea
Drexler_et_al_2009,BACHI,Phragmites australis
Drexler_et_al_2009,BACHI,Rosa californica
Drexler_et_al_2009,FW,Cornus sericea
Drexler_et_al_2009,FW,Salix lasiolepis
Drexler_et_al_2009,FW,Athyrium filix-femina
Drexler_et_al_2009,TT,Cornus sericea
Drexler_et_al_2009,TT,Salix lasiolepis
