study_id,coring_method,dry_bulk_density_temperature,dry_bulk_density_time,dry_bulk_density_flag,loss_on_ignition_temperature,loss_on_ignition_time,carbon_measured_or_modeled,carbonates_removed,carbonate_removal_method,fraction_carbon_type,c14_counting_method,age_depth_model_reference,method_id,carbon_profile_notes
Drexler_et_al_2009,piston corer,105,12,time approximate,550,4,modeled,FALSE,low carbonate soil,total carbon,AMS,YBP,single set of methods,fraction carbon extrapolated from subset of samples
