study_id,method_id,coring_method,roots_flag,sediment_sieved_flag,sediment_sieve_size,compaction_flag,dry_bulk_density_temperature,dry_bulk_density_time,loss_on_ignition_temperature,loss_on_ignition_time,loss_on_ignition_flag
Darienzo_and_Peterson_1990,single set of methods,gouge corer,roots and rhizomes separated,sediment sieved,0.062,compaction qualified,60,24,380,10,time approximate
