study_id,site_id,core_id,core_date,latitude,longitude,core_position_method,position_notes,elevation,elevation_datum,elevation_notes,vegetation_class,position_method,habitat,year,elevation_method
Darienzo_and_Peterson_1990,Netarts,Netarts_Core5,1985-1987,45.3698,-123.9661,Map,Estimated from map in paper,1.2,MTL,Estimated from predicted tides,emergent,other low resolution,marsh,1987,other low resolution
Darienzo_and_Peterson_1990,Netarts,Netarts_Core6,1985-1987,45.3694,-123.966,Map,Estimated from map in paper,1.4,MTL,Estimated from predicted tides,emergent,other low resolution,marsh,1987,other low resolution
Darienzo_and_Peterson_1990,Netarts,Netarts_Core7,1985-1987,45.37,-123.9596,Map,Estimated from map in paper,1.4,MTL,Estimated from predicted tides,emergent,other low resolution,marsh,1987,other low resolution
Darienzo_and_Peterson_1990,Netarts,Netarts_Core8,1985-1987,45.3696,-123.9644,Map,Estimated from map in paper,1.4,MTL,Estimated from predicted tides,emergent,other low resolution,marsh,1987,other low resolution
Darienzo_and_Peterson_1990,Netarts,Netarts_Core9,1985-1987,45.3747,-123.9638,Map,Estimated from map in paper,1.1,MTL,Estimated from predicted tides,emergent,other low resolution,marsh,1987,other low resolution
Darienzo_and_Peterson_1990,Netarts,Netarts_Core10,1985-1987,45.367,-123.9647,Map,Estimated from map in paper,1.5,MTL,Estimated from predicted tides,emergent,other low resolution,marsh,1987,other low resolution
