study_id,site_id,core_id,species_code
Craft_2007,Altamaha_River,Altamaha_River_Site_7_Levee,Zizaniopsis milaceae
Craft_2007,Altamaha_River,Altamaha_River_Site_7_Plain,Zizaniopsis milaceae
Craft_2007,Altamaha_River,Altamaha_River_Site_8_Levee,Spartina cynosuroides
Craft_2007,Altamaha_River,Altamaha_River_Site_8_Levee,Juncus roemerianus
Craft_2007,Altamaha_River,Altamaha_River_Site_8_Plain,Spartina cynosuroides
Craft_2007,Altamaha_River,Altamaha_River_Site_8_Plain,Juncus roemerianus
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Levee,Spartina alterniflora
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Levee,Juncus roemerianus
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Plain,Spartina alterniflora
Craft_2007,Altamaha_River,Altamaha_River_Site_9_Plain,Juncus roemerianus
Craft_2007,Doboy_Sound,Doboy_Sound_Site_4_Levee,Spartina alterniflora
Craft_2007,Doboy_Sound,Doboy_Sound_Site_4_Plain,Spartina alterniflora
Craft_2007,Doboy_Sound,Doboy_Sound_Site_5_Levee,Spartina alterniflora
Craft_2007,Doboy_Sound,Doboy_Sound_Site_5_Plain,Spartina alterniflora
Craft_2007,Doboy_Sound,Doboy_Sound_Site_6_Levee,Spartina alterniflora
Craft_2007,Doboy_Sound,Doboy_Sound_Site_6_Plain,Spartina alterniflora
Craft_2007,Sapelo_River,Sapelo_River_Site_1_Levee,Spartina alterniflora
Craft_2007,Sapelo_River,Sapelo_River_Site_1_Levee,Juncus roemerianus
Craft_2007,Sapelo_River,Sapelo_River_Site_1_Plain,Spartina alterniflora
Craft_2007,Sapelo_River,Sapelo_River_Site_1_Plain,Juncus roemerianus
Craft_2007,Sapelo_River,Sapelo_River_Site_2_Levee,Spartina alterniflora
Craft_2007,Sapelo_River,Sapelo_River_Site_2_Plain,Spartina alterniflora
Craft_2007,Sapelo_River,Sapelo_River_Site_3_Levee,Spartina alterniflora
Craft_2007,Sapelo_River,Sapelo_River_Site_3_Plain,Spartina alterniflora
