study_id,site_id,core_id,core_date,core_latitude,core_longitude,core_elevation,core_length_flag,core_elevation_datum
Giblin_and_Forbrich_2018,Nelson_Island_Creek,Giblin2018Core_1,2014-10-30,42.742579,-70.830535,1.36,core depth limited by length of corer,NAVD88
Giblin_and_Forbrich_2018,Nelson_Island_Creek,Giblin2018Core_2,2014-10-30,42.742317,-70.830782,1.36,core depth limited by length of corer,NAVD88
Giblin_and_Forbrich_2018,Nelson_Island_Creek,Giblin2018Core_3,2014-10-30,42.742438,-70.830618,1.38,core depth limited by length of corer,NAVD88
Giblin_and_Forbrich_2018,Nelson_Island_Creek,Giblin2018Core_4,2014-10-30,42.742393,-70.83063,1.38,core depth limited by length of corer,NAVD88
