"","site_id","study_id","site_longitude_max","site_longitude_min","site_latitude_max","site_latitude_min","site_description","vegetation_class"
"1","Plum Island LTER","Forbrich et al. 2018",-70.8305103,-70.8308067,42.7426052,42.7422908,"Plum Island Sound Estuary, Massachusetts, USA","seagrass"
