"","core_id","study_id","site_id","core_date","core_latitude","core_longitude","core_elevation","core_elevation_datum","core_length_flag"
"1","Giblin2018Core_1","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742579,-70.830535,1.36,"NAVD88","core depth limited by length of corer"
"2","Giblin2018Core_1","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742579,-70.830535,1.36,"NAVD88","core depth limited by length of corer"
"3","Giblin2018Core_1","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742579,-70.830535,1.36,"NAVD88","core depth limited by length of corer"
"4","Giblin2018Core_1","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742579,-70.830535,1.36,"NAVD88","core depth limited by length of corer"
"5","Giblin2018Core_1","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742579,-70.830535,1.36,"NAVD88","core depth limited by length of corer"
"6","Giblin2018Core_1","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742579,-70.830535,1.36,"NAVD88","core depth limited by length of corer"
"7","Giblin2018Core_1","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742579,-70.830535,1.36,"NAVD88","core depth limited by length of corer"
"8","Giblin2018Core_1","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742579,-70.830535,1.36,"NAVD88","core depth limited by length of corer"
"9","Giblin2018Core_1","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742579,-70.830535,1.36,"NAVD88","core depth limited by length of corer"
"10","Giblin2018Core_1","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742579,-70.830535,1.36,"NAVD88","core depth limited by length of corer"
"11","Giblin2018Core_1","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742579,-70.830535,1.36,"NAVD88","core depth limited by length of corer"
"12","Giblin2018Core_1","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742579,-70.830535,1.36,"NAVD88","core depth limited by length of corer"
"13","Giblin2018Core_1","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742579,-70.830535,1.36,"NAVD88","core depth limited by length of corer"
"14","Giblin2018Core_1","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742579,-70.830535,1.36,"NAVD88","core depth limited by length of corer"
"15","Giblin2018Core_1","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742579,-70.830535,1.36,"NAVD88","core depth limited by length of corer"
"16","Giblin2018Core_1","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742579,-70.830535,1.36,"NAVD88","core depth limited by length of corer"
"17","Giblin2018Core_1","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742579,-70.830535,1.36,"NAVD88","core depth limited by length of corer"
"18","Giblin2018Core_1","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742579,-70.830535,1.36,"NAVD88","core depth limited by length of corer"
"19","Giblin2018Core_1","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742579,-70.830535,1.36,"NAVD88","core depth limited by length of corer"
"20","Giblin2018Core_1","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742579,-70.830535,1.36,"NAVD88","core depth limited by length of corer"
"21","Giblin2018Core_2","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742317,-70.830782,1.36,"NAVD88","core depth limited by length of corer"
"22","Giblin2018Core_2","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742317,-70.830782,1.36,"NAVD88","core depth limited by length of corer"
"23","Giblin2018Core_2","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742317,-70.830782,1.36,"NAVD88","core depth limited by length of corer"
"24","Giblin2018Core_2","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742317,-70.830782,1.36,"NAVD88","core depth limited by length of corer"
"25","Giblin2018Core_2","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742317,-70.830782,1.36,"NAVD88","core depth limited by length of corer"
"26","Giblin2018Core_2","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742317,-70.830782,1.36,"NAVD88","core depth limited by length of corer"
"27","Giblin2018Core_2","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742317,-70.830782,1.36,"NAVD88","core depth limited by length of corer"
"28","Giblin2018Core_2","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742317,-70.830782,1.36,"NAVD88","core depth limited by length of corer"
"29","Giblin2018Core_2","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742317,-70.830782,1.36,"NAVD88","core depth limited by length of corer"
"30","Giblin2018Core_2","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742317,-70.830782,1.36,"NAVD88","core depth limited by length of corer"
"31","Giblin2018Core_2","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742317,-70.830782,1.36,"NAVD88","core depth limited by length of corer"
"32","Giblin2018Core_2","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742317,-70.830782,1.36,"NAVD88","core depth limited by length of corer"
"33","Giblin2018Core_2","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742317,-70.830782,1.36,"NAVD88","core depth limited by length of corer"
"34","Giblin2018Core_2","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742317,-70.830782,1.36,"NAVD88","core depth limited by length of corer"
"35","Giblin2018Core_2","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742317,-70.830782,1.36,"NAVD88","core depth limited by length of corer"
"36","Giblin2018Core_2","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742317,-70.830782,1.36,"NAVD88","core depth limited by length of corer"
"37","Giblin2018Core_2","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742317,-70.830782,1.36,"NAVD88","core depth limited by length of corer"
"38","Giblin2018Core_2","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742317,-70.830782,1.36,"NAVD88","core depth limited by length of corer"
"39","Giblin2018Core_2","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742317,-70.830782,1.36,"NAVD88","core depth limited by length of corer"
"40","Giblin2018Core_2","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742317,-70.830782,1.36,"NAVD88","core depth limited by length of corer"
"41","Giblin2018Core_3","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742438,-70.830618,1.38,"NAVD88","core depth limited by length of corer"
"42","Giblin2018Core_3","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742438,-70.830618,1.38,"NAVD88","core depth limited by length of corer"
"43","Giblin2018Core_3","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742438,-70.830618,1.38,"NAVD88","core depth limited by length of corer"
"44","Giblin2018Core_3","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742438,-70.830618,1.38,"NAVD88","core depth limited by length of corer"
"45","Giblin2018Core_3","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742438,-70.830618,1.38,"NAVD88","core depth limited by length of corer"
"46","Giblin2018Core_3","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742438,-70.830618,1.38,"NAVD88","core depth limited by length of corer"
"47","Giblin2018Core_3","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742438,-70.830618,1.38,"NAVD88","core depth limited by length of corer"
"48","Giblin2018Core_3","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742438,-70.830618,1.38,"NAVD88","core depth limited by length of corer"
"49","Giblin2018Core_3","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742438,-70.830618,1.38,"NAVD88","core depth limited by length of corer"
"50","Giblin2018Core_3","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742438,-70.830618,1.38,"NAVD88","core depth limited by length of corer"
"51","Giblin2018Core_3","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742438,-70.830618,1.38,"NAVD88","core depth limited by length of corer"
"52","Giblin2018Core_3","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742438,-70.830618,1.38,"NAVD88","core depth limited by length of corer"
"53","Giblin2018Core_3","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742438,-70.830618,1.38,"NAVD88","core depth limited by length of corer"
"54","Giblin2018Core_3","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742438,-70.830618,1.38,"NAVD88","core depth limited by length of corer"
"55","Giblin2018Core_3","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742438,-70.830618,1.38,"NAVD88","core depth limited by length of corer"
"56","Giblin2018Core_3","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742438,-70.830618,1.38,"NAVD88","core depth limited by length of corer"
"57","Giblin2018Core_3","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742438,-70.830618,1.38,"NAVD88","core depth limited by length of corer"
"58","Giblin2018Core_3","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742438,-70.830618,1.38,"NAVD88","core depth limited by length of corer"
"59","Giblin2018Core_3","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742438,-70.830618,1.38,"NAVD88","core depth limited by length of corer"
"60","Giblin2018Core_3","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742438,-70.830618,1.38,"NAVD88","core depth limited by length of corer"
"61","Giblin2018Core_4","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742393,-70.83063,1.38,"NAVD88","core depth limited by length of corer"
"62","Giblin2018Core_4","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742393,-70.83063,1.38,"NAVD88","core depth limited by length of corer"
"63","Giblin2018Core_4","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742393,-70.83063,1.38,"NAVD88","core depth limited by length of corer"
"64","Giblin2018Core_4","Forbrich et al. 2018","Plum Island LTER","2014-10-30",42.742393,-70.83063,1.38,"NAVD88","core depth limited by length of corer"
