study_id,site_id,core_id,species_code
Giblin_and_Forbrich_2018,Nelson_Island_Creek,Giblin2018Core_1,Spartina patens
Giblin_and_Forbrich_2018,Nelson_Island_Creek,Giblin2018Core_2,Spartina alterniflora
Giblin_and_Forbrich_2018,Nelson_Island_Creek,Giblin2018Core_3,Spartina alterniflora
Giblin_and_Forbrich_2018,Nelson_Island_Creek,Giblin2018Core_4,Spartina patens
