study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,cs137_activity,cs137_activity_se,cs137_peak_present,total_pb210_activity,total_pb210_activity_se,ra226_activity,ra226_activity_se,excess_pb210_activity,age,slice_thickness,kolker_bulk_density,kolker_pb_inventory,fraction_small_grain
Nolte_2020,HH,HH_ungrazed_landward,44,46,0.611036787,0.06250145325,9.781,0.4999,NA,28.98,4.523,16.625,1.05,12.355,NA,2.174,0.6110367873312258,0.016412307569255637,0.42107500000000003
Nolte_2020,HH,HH_ungrazed_landward,46,48,0.63165477,0.05688982604000001,7.967,0.43,NA,24.3,3.971,15.600000000000001,0.9780500000000001,8.7,NA,2.174,0.6316547696691228,0.011946991982567856,0.33094999999999997
Nolte_2020,HH,HH_ungrazed_landward,0,50,0.695837211,0.03564738713,4.884,0.3445,NA,17.51,3.711,14.370000000000001,0.90645,3.1400000000000006,NA,2.174,0.6958372112093776,0.004750035305111247,0.23244999999999996
Nolte_2020,HH,HH_ungrazed_landward,4,6,0.625675563,0.05951716995,20.86,0.8571,NA,39.6,4.828,18.54,1.6665,21.060000000000002,NA,2.174,0.6256755632002178,0.02864620528280658,0.23555
Nolte_2020,HH,HH_ungrazed_landward,6,8,0.672977665,0.042463994869999994,3.724,0.388,NA,12.63,3.333,16.515,1.5455,-3.885,NA,2.174,0.672977665294732,0,0.18505
Nolte_2020,HH,HH_ungrazed_seaward,10,10,0.69965678,0.037503573129999995,2.161,0.4137,NA,24.95,4.569,20.725,1.1525,4.224999999999998,NA,2.222,0.6996567795573874,0.006568342863645772,0.1861
Nolte_2020,HH,HH_ungrazed_seaward,12,12,0.723615599,0.03047760319,2.14,0.3805,NA,24.85,4.374,21.14,1.141,3.710000000000001,NA,2.222,0.723615599419745,0.005965212027688599,0.12645
Nolte_2020,HH,HH_ungrazed_seaward,14,14,0.723941895,0.02920272775,2.521,0.3718,NA,20.32,3.992,17.630000000000003,1.01775,2.6899999999999977,NA,2.222,0.7239418948352903,0.004327131014971596,0.1167
Nolte_2020,HH,HH_ungrazed_seaward,16,16,0.680463594,0.042531227420000005,5.927,0.5122,NA,27.23,4.779,19.285,1.1155,7.945,NA,2.222,0.6804635936850166,0.01201276138556061,0.22475
Nolte_2020,HH,HH_ungrazed_seaward,18,18,0.700413895,0.03588628243,11.63,0.6039,TRUE,22.67,0.4191,18.155,1.0385,4.515000000000001,24,2.222,0.7004138952738843,0.007026783333973048,0.18735
Nolte_2020,HH,HH_ungrazed_seaward,2,2,0.619150482,0.07449405465,2.157,0.4236,NA,49.79,5.62,22.895000000000003,1.248,26.894999999999996,NA,2.222,0.6191504816256984,0.03700085999578405,0.3113
Nolte_2020,HH,HH_ungrazed_seaward,20,20,0.724693737,0.027768255060000004,6.121,0.4823,NA,15.24,4.031,16.455000000000002,1.0060499999999999,-1.2150000000000016,NA,2.222,0.7246937366249062,0,0.1436
Nolte_2020,HH,HH_ungrazed_seaward,22,22,0.753563022,0.01820400692,3.729,0.3982,NA,14.71,3.745,13.635,0.87005,1.075000000000001,NA,2.222,0.7535630220115463,0.001799998312527882,0.10515000000000001
Nolte_2020,HH,HH_ungrazed_seaward,24,24,0.754937628,0.018662844999999997,5.34,0.4749,NA,19.63,3.908,14.955,0.91785,4.674999999999999,NA,2.222,0.7549376282715046,0.007842178841840146,0.10045
Nolte_2020,HH,HH_ungrazed_seaward,26,26,0.764470415,0.01324579401,4.06,0.4244,NA,13.92,4.059,17.130000000000003,1.01165,-3.2100000000000026,NA,2.222,0.7644704151508658,0,0.08684999999999998
Nolte_2020,HH,HH_ungrazed_seaward,28,28,0.965337075,0.02038082028,6.619,0.4769,NA,22.8,4.019,17.115000000000002,1.00265,5.684999999999999,NA,2.222,0.9653370750961662,0.012194205506210023,0.13065000000000002
Nolte_2020,HH,HH_ungrazed_seaward,30,30,0.749432601,0.02004862472,4.096,0.4841,NA,16.97,3.982,15.489999999999998,0.94435,1.4800000000000004,NA,2.222,0.7494326008131368,0.0024645540737300497,0.09620000000000001
Nolte_2020,HH,HH_ungrazed_seaward,32,32,0.710288027,0.014450109840000001,8.709,0.6213,NA,28.26,5.031,18.39,1.153,9.870000000000001,NA,2.222,0.7102880270886375,0.015577426162404703,0.22769999999999999
Nolte_2020,HH,HH_ungrazed_seaward,34,34,0.719100111,0.02878776378,6.377,0.5004,NA,23.4,4.49,18.965,1.103,4.434999999999999,NA,2.222,0.7191001107429131,0.0070864223783237874,0.18025
Nolte_2020,HH,HH_ungrazed_seaward,36,36,0.708217909,0.03280197963,6.442,0.5164,NA,26.8,4.62,18.785,1.1165,8.015,NA,2.222,0.7082179087192483,0.012612886448290972,0.20885
Nolte_2020,HH,HH_ungrazed_seaward,38,38,0.662461311,0.048869424290000005,8.254,0.6054,NA,33.29,0.5052,19.53,1.138,13.759999999999998,NA,2.222,0.6624613111700013,0.020254569099855662,0.2917
Nolte_2020,HH,HH_ungrazed_seaward,4,4,0.646353093,0.05514292145,1.56,0.3814,NA,34.05,4.921,21.380000000000003,1.1615,12.669999999999995,NA,2.222,0.6463530933061561,0.01819661058404394,0.21
Nolte_2020,HH,HH_ungrazed_seaward,40,40,0.671892003,0.04698608964,11.17,0.628,NA,28.8,4.979,20.205,1.1905000000000001,8.595000000000002,NA,2.222,0.6718920029348913,0.01283185394233082,0.37689999999999996
Nolte_2020,HH,HH_ungrazed_seaward,42,42,0.643432662,0.053041796249999995,10.99,0.6564,NA,31.47,5.098,20.36,1.2005,11.11,NA,2.222,0.6434326617050345,0.0158840489285684,0.41004999999999997
Nolte_2020,HH,HH_ungrazed_seaward,44,44,0.613643105,0.05737654637,14.69,0.7734,NA,36.92,5.541,22.425,1.2930000000000001,14.495000000000001,NA,2.222,0.6136431054197402,0.0197641496386174,0.47114999999999996
Nolte_2020,HH,HH_ungrazed_seaward,46,46,0.5978727,0.060065331879999996,16.83,0.8177,TRUE,35.9,5.618,22.97,1.339,12.93,47,2.222,0.5978727001056903,0.017177157695478527,0.46545000000000003
Nolte_2020,HH,HH_ungrazed_seaward,48,48,0.590279977,0.054650483550000004,13.79,0.7582,NA,29.55,5.398,21.41,1.267,8.14,NA,2.222,0.5902799770727479,0.010676441167712958,0.47304999999999997
Nolte_2020,HH,HH_ungrazed_seaward,50,50,0.576935509,0.05827664296,5.977,0.3701,NA,36.09,5.851,23.32,1.3495,12.770000000000003,NA,2.222,0.5769355094705381,0.016370510465095953,0.47859999999999997
Nolte_2020,HH,HH_ungrazed_seaward,6,6,0.649222744,0.04198107999,2.175,0.4083,NA,31.79,4.912,19.59,1.1400000000000001,12.2,NA,2.222,0.64922274363944,0.017599389823675395,0.2084
Nolte_2020,HH,HH_ungrazed_seaward,8,8,0.670238063,0.04687966557,1.96,0.3802,NA,25.67,4.622,18.465,1.0895000000000001,7.205000000000002,NA,2.222,0.6702380634024014,0.010730182978421383,0.17545000000000002
Nolte_2020,NFB,NFB_grazed_landward,8,10,0.495661113,0.1443624694,11.38,1.091,NA,84.89,7.587,22.155,1.718,62.735,NA,2.1,0.4956611130818992,0.06530012985130519,0.41566000000000003
Nolte_2020,NFB,NFB_grazed_landward,10,12,0.583619262,0.09639901215,12.69,1.128,NA,59.82,6.201,27.604999999999997,1.9815,32.215,NA,2.1,0.5836192620756198,0.03948271850830879,0.35208
Nolte_2020,NFB,NFB_grazed_landward,12,14,0.593734809,0.09369623787,17.83,1.348,NA,74.48,7.17,28,2.0135,46.480000000000004,NA,2.1,0.5937348086043401,0.05795326719825244,0.35472000000000004
Nolte_2020,NFB,NFB_grazed_landward,14,16,0.593207343,0.08579731083,29.59,1.776,NA,63.54,6.595,24.975,1.9145,38.565,NA,2.1,0.5932073432634417,0.04804178650520472,0.34589
Nolte_2020,NFB,NFB_grazed_landward,16,18,0.557767357,0.107230619,57.88,2.251,TRUE,75.61,6.198,24.36,1.5245,51.25,24,2.1,0.5577673567874566,0.06002971177425002,0.42595
Nolte_2020,NFB,NFB_grazed_landward,0,2,0.500119665,0.10982498530000001,4.013,0.52,NA,67.36,5.547,24.14,1.462,43.22,NA,2.1,0.5001196651614869,0.045391861049386875,0.18727
Nolte_2020,NFB,NFB_grazed_landward,18,20,0.610294924,0.09123317553,17.88,1.318,NA,61.21,6.593,29.205,2.0315,32.005,NA,2.1,0.6102949238520246,0.0410182269795565,0.38722999999999996
Nolte_2020,NFB,NFB_grazed_landward,20,22,0.632676106,0.07523573201,13.28,0.8776,NA,55.16,5.091,27.835,1.592,27.324999999999996,NA,2.1,0.6326761056052459,0.036304536629893025,0.35497
Nolte_2020,NFB,NFB_grazed_landward,22,24,0.571247048,0.10102929270000001,18.62,1.474,NA,62.8,7.022,25.945,2.0685,36.855,NA,2.1,0.5712470476742125,0.04421195087826951,0.46374000000000004
Nolte_2020,NFB,NFB_grazed_landward,24,26,0.657804542,0.06409462674000001,13.24,1.16,NA,45.65,5.376,26.595,1.8765,19.055,NA,2.1,0.6578045417258707,0.026322377639431578,0.35829
Nolte_2020,NFB,NFB_grazed_landward,26,28,0.653200047,0.05867009982,16,1.194,NA,44.94,5.271,25.1,1.8325,19.839999999999996,NA,2.1,0.6532000473049857,0.027214926770914923,0.37718
Nolte_2020,NFB,NFB_grazed_landward,28,30,0.601903852,0.08452889363,20.24,1.565,NA,45.28,6.244,25.285,2.054,19.995,NA,2.1,0.6019038515098852,0.02527364177297433,0.40521
Nolte_2020,NFB,NFB_grazed_landward,30,32,0.585621305,0.09503881201,19.1,2.202,NA,46.46,9.075,26.825,3.0069999999999997,19.635,NA,2.1,0.5856213049826557,0.02414721607900234,0.53271
Nolte_2020,NFB,NFB_grazed_landward,32,34,0.575116395,0.10203676760000001,22.67,1.766,NA,52.28,7.23,25.59,2.254,26.69,NA,2.1,0.575116395191282,0.03223469883407617,0.5122
Nolte_2020,NFB,NFB_grazed_landward,34,36,0.603415683,0.08658950770000001,35.96,2.809,TRUE,39.74,8.308,25.68,2.7435,14.060000000000002,47,2.1,0.60341568346972,0.017816451470126955,0.41898
Nolte_2020,NFB,NFB_grazed_landward,36,38,0.621033451,0.0716472852,12.79,1.476,NA,34.36,6.326,26.494999999999997,2.332,7.865000000000002,NA,2.1,0.6210334510022337,0.010257298993478397,0.41667000000000004
Nolte_2020,NFB,NFB_grazed_landward,2,4,0.467816995,0.1444383689,6.436,0.6993,NA,89.6,6.979,25.205,1.581,64.395,NA,2.1,0.4678169946590451,0.06326265827924533,0.18067
Nolte_2020,NFB,NFB_grazed_landward,38,40,0.560325177,0.09917397168000001,18.43,2.13,NA,42.15,8.17,27.23,2.7195,14.919999999999998,NA,2.1,0.5603251767554593,0.017556108438102052,0.53203
Nolte_2020,NFB,NFB_grazed_landward,40,42,0.614560037,0.07159201277,12.17,1.249,NA,29.35,5.447,24.23,2.0205,5.120000000000001,NA,2.1,0.6145600371732354,0.006607749519686629,0.46899
Nolte_2020,NFB,NFB_grazed_landward,42,44,0.597490609,0.08100176413,4.706,0.4911,NA,34.73,3.518,25.555,1.38,9.174999999999997,NA,2.1,0.5974906087095344,0.011512150303310952,0.44333
Nolte_2020,NFB,NFB_grazed_landward,44,46,0.56493655,0.09963080883,2.686,0.4892,NA,35.92,4.548,25.35,1.3495,10.57,NA,2.1,0.5649365503676215,0.012539896608510095,0.54957
Nolte_2020,NFB,NFB_grazed_landward,46,48,0.592082314,0.08511657881,0.8156,0.3863,NA,30.58,3.86,24.700000000000003,1.4895,5.8799999999999955,NA,2.1,0.5920823135026783,0.007311032407131067,0.51561
Nolte_2020,NFB,NFB_grazed_landward,48,50,0.705572247,0.0368998942,0.5114,NA,NA,19.03,2.474,18.284999999999997,1.0074,0.7450000000000045,NA,2.1,0.7055722465401879,0.0011038677797121307,0.25942
Nolte_2020,NFB,NFB_grazed_landward,50,52,0.609589516,0.07852841014,1.087,NA,NA,30.36,4.75,24.625,1.804,5.734999999999999,NA,2.1,0.6095895161906767,0.007341591338242414,0.50235
Nolte_2020,NFB,NFB_grazed_landward,52,54,0.649958339,0.05649800856,1.018,NA,NA,27.78,4.657,25.85,1.8445,1.9299999999999997,NA,2.1,0.6499583389641398,0.0026342811478216586,0.41636
Nolte_2020,NFB,NFB_grazed_landward,54,56,0.619576313,0.07182001254,0.9822,NA,NA,28.25,4.624,24.09,1.7025000000000001,4.16,NA,2.1,0.6195763129466398,0.005412618669901846,0.48875999999999997
Nolte_2020,NFB,NFB_grazed_landward,4,6,0.421306999,0.18039208980000002,9.888,0.8884,NA,115.6,8.74,23.185000000000002,1.6485,92.41499999999999,NA,2.1,0.42130699881352374,0.08176368122023876,0.29869
Nolte_2020,NFB,NFB_grazed_landward,6,8,0.471488099,0.1519097513,8.594,0.9501,NA,90.75,7.873,23.28,1.7805,67.47,NA,2.1,0.47148809907645706,0.06680373429384598,0.34908
Nolte_2020,NFB,NFB_grazed_seaward,8,10,0.572383467,0.08245941924,3.138,0.4633,NA,52.22,5.456,26.450000000000003,1.302,25.769999999999996,NA,2.06,0.5723834667792642,0.030385663194137373,0.42893000000000003
Nolte_2020,NFB,NFB_grazed_seaward,10,12,0.547025936,0.1027409404,5.3,0.85,NA,64.6,5.68,24.82,2.037,39.779999999999994,NA,2.06,0.5470259356853872,0.04482702494642328,0.44254
Nolte_2020,NFB,NFB_grazed_seaward,12,14,0.525089608,0.1132426503,5.91,0.549,NA,75.7,3.6,24.84,1.4805000000000001,50.86,NA,2.06,0.5250896082289038,0.055014478397515415,0.41234000000000004
Nolte_2020,NFB,NFB_grazed_seaward,14,16,0.51922139,0.1177414063,7.22,0.567,NA,70.8,3.42,24.189999999999998,1.4260000000000002,46.61,NA,2.06,0.519221390351943,0.049853872548866376,0.44703000000000004
Nolte_2020,NFB,NFB_grazed_seaward,16,18,0.555986175,0.07940081106,6.99,0.593,NA,71.3,3.53,24.42,1.48,46.879999999999995,NA,2.06,0.5559861752449449,0.05369314170469501,0.45987
Nolte_2020,NFB,NFB_grazed_seaward,0,2,0.322484788,0.15525191559999998,6.523,0.7207,NA,85.63,8.153,22.415,1.4465,63.214999999999996,NA,2.06,0.32248478798676306,0.041994904297521445,0.48861
Nolte_2020,NFB,NFB_grazed_seaward,18,20,0.503443106,0.09708958221,9.75,0.656,NA,86,3.81,24.63,1.481,61.370000000000005,NA,2.06,0.5034431060227569,0.06364638503823018,0.50215
Nolte_2020,NFB,NFB_grazed_seaward,20,22,0.559801896,0.07973627278999999,6.19,0.516,NA,60.5,3.14,24.605,1.404,35.894999999999996,NA,2.06,0.5598018958521177,0.041393823446320234,0.43851
Nolte_2020,NFB,NFB_grazed_seaward,22,24,0.615204173,0.06509579075000001,3.5,0.412,NA,43.2,2.66,23.96,1.3505,19.240000000000002,NA,2.06,0.6152041734838682,0.02438324829352903,0.2306
Nolte_2020,NFB,NFB_grazed_seaward,24,26,0.626130086,0.05045530871000001,3.8,0.431,NA,40.8,2.69,22.415,1.3045,18.384999999999998,NA,2.06,0.62613008576572,0.02371348735121369,0.22245
Nolte_2020,NFB,NFB_grazed_seaward,26,28,0.544154607,0.09059915612,8.88,0.596,NA,64.6,3.21,23.39,1.365,41.209999999999994,NA,2.06,0.5441546071460382,0.04619469940260576,0.45554
Nolte_2020,NFB,NFB_grazed_seaward,28,30,0.514316728,0.108341793,14,1.05,NA,76.1,5.1,23.605,1.799,52.49499999999999,NA,2.06,0.5143167282429744,0.05561805669717676,0.52656
Nolte_2020,NFB,NFB_grazed_seaward,30,32,0.555964504,0.08981132074999999,10.5,0.92,NA,62.8,4.55,24.245,1.7965,38.55499999999999,NA,2.06,0.5559645036762618,0.04415653556483084,0.41332
Nolte_2020,NFB,NFB_grazed_seaward,32,34,0.642102067,0.03879346181,7.48,0.581,NA,43.5,2.92,23.96,1.3965,19.54,NA,2.06,0.6421020665723509,0.0258461492244969,0.29362
Nolte_2020,NFB,NFB_grazed_seaward,34,36,0.651429167,0.04621173141,9.08,0.596,NA,42.7,2.96,29.085,1.5775000000000001,13.615000000000002,NA,2.06,0.6514291670051534,0.01827056870407684,0.28794000000000003
Nolte_2020,NFB,NFB_grazed_seaward,36,38,0.624498815,0.06465274338999999,14.6,0.962,NA,53.3,4.11,27.725,1.8290000000000002,25.574999999999996,NA,2.06,0.6244988151778519,0.032901407828237535,0.3458
Nolte_2020,NFB,NFB_grazed_seaward,2,4,0.381299108,0.1335763948,6.384,0.6515,NA,79.56,7.336,21.83,1.2885,57.730000000000004,NA,2.06,0.3812991083038413,0.04534553889610436,0.46451
Nolte_2020,NFB,NFB_grazed_seaward,38,40,0.61219903,0.0763489951,18.2,1.12,NA,49.7,4.38,27.745,1.9035,21.955000000000002,NA,2.06,0.6121990301568658,0.027688109196613624,0.40435000000000004
Nolte_2020,NFB,NFB_grazed_seaward,40,42,0.519219041,0.1182573618,25.38,1.019,NA,53.89,5.907,26.095,1.358,27.795,NA,2.06,0.5192190407678751,0.029729288070574764,0.40476999999999996
Nolte_2020,NFB,NFB_grazed_seaward,42,44,0.547616865,0.1027033329,30.01,1.463,NA,52.91,7.784,22.53,3.071,30.379999999999995,NA,2.06,0.5476168646330138,0.03427139671595497,0.40171999999999997
Nolte_2020,NFB,NFB_grazed_seaward,44,46,0.513701119,0.11539948000000001,42.7,1.813,TRUE,51.34,7.956,25.335,1.745,26.005000000000003,24,2.06,0.5137011187849276,0.027519123043644213,0.47225
Nolte_2020,NFB,NFB_grazed_seaward,46,48,0.503889441,0.11555326279999999,41.44,1.836,NA,58.59,8.285,24.4,1.7725,34.190000000000005,NA,2.06,0.5038894406983792,0.03548963875360383,0.52918
Nolte_2020,NFB,NFB_grazed_seaward,48,50,0.526648193,0.09019255543,38.65,1.767,NA,61.69,8.896,25.185000000000002,1.8319999999999999,36.504999999999995,NA,2.06,0.5266481934837419,0.03960410214443544,0.52524
Nolte_2020,NFB,NFB_grazed_seaward,50,52,0.537878468,0.09121105427,31.89,1.285,NA,51.68,6.662,24.6,1.47,27.08,NA,2.06,0.537878468077707,0.030005442766021267,0.51721
Nolte_2020,NFB,NFB_grazed_seaward,52,54,0.547582944,0.09335614861,24.9,1.097,NA,52.61,6.294,25.814999999999998,1.4665,26.795,NA,2.06,0.5475829440683321,0.030225319071800576,0.484
Nolte_2020,NFB,NFB_grazed_seaward,54,55,0.541186464,0.0987636004,18.32,0.8887,NA,49.09,6.061,23.655,1.3555,25.435000000000002,NA,2.06,0.5411864642532035,0.028356060099657278,0.4758
Nolte_2020,NFB,NFB_grazed_seaward,4,6,0.494003727,0.10635213909999999,4.813,0.4913,NA,64.82,6.034,22.439999999999998,1.1995,42.379999999999995,NA,2.06,0.49400372745945315,0.043127908617647134,0.42171
Nolte_2020,NFB,NFB_grazed_seaward,6,8,0.576696511,0.07599502091,3.013,0.5472,NA,42.57,5.841,23.935,1.3664999999999998,18.635,NA,2.06,0.5766965106540921,0.022138283320640356,0.32759
Nolte_2020,NFB,NFB_ungrazed_landward,8,10,0.505134695,0.1195892522,8.955,0.7656,NA,98.58,7.656,23.085,1.4795,75.495,NA,2.2,0.5051346948024338,0.08389731632504144,0.48772
Nolte_2020,NFB,NFB_ungrazed_landward,10,12,0.47427803,0.1267760473,11.58,1.1,NA,115.6,9.748,22.015,1.845,93.585,NA,2.2,0.4742780303204726,0.09764768082859115,0.53535
Nolte_2020,NFB,NFB_ungrazed_landward,12,14,0.48459629,0.1065754634,9.418,0.7866,NA,98.03,7.405,23.884999999999998,1.518,74.14500000000001,NA,2.2,0.48459628983797653,0.07904686220208092,0.5549000000000001
Nolte_2020,NFB,NFB_ungrazed_landward,14,16,0.569593365,0.06434365474999999,6.755,0.6705,NA,72.56,5.964,24.275,1.478,48.285000000000004,NA,2.2,0.5695933652448437,0.060506194409864024,0.42311
Nolte_2020,NFB,NFB_ungrazed_landward,16,18,0.477472949,0.1070469966,10.11,0.8121,NA,97.47,7.414,22.049999999999997,1.4665,75.42,NA,2.2,0.4774729486090533,0.07922422152500858,0.53474
Nolte_2020,NFB,NFB_ungrazed_landward,0,2,0.451247449,0.1370328811,6.362,0.6361,NA,101.3,7.384,24.759999999999998,1.4965000000000002,76.53999999999999,NA,2.2,0.4512474487037796,0.07598465539233203,0.39895
Nolte_2020,NFB,NFB_ungrazed_landward,18,20,0.537215444,0.08465897793,6.773,0.6258,NA,73.85,5.983,24.23,1.4595,49.61999999999999,NA,2.2,0.5372154443454491,0.05864458676652659,0.40689
Nolte_2020,NFB,NFB_ungrazed_landward,20,22,0.548704397,0.08430305567,7.661,0.6827,NA,75.9,6.084,26.215,1.538,49.685,NA,2.2,0.5487043970301516,0.05997723152617478,0.43223999999999996
Nolte_2020,NFB,NFB_ungrazed_landward,22,24,0.518825636,0.1066830269,11.18,0.8481,NA,83.86,6.597,23.88,1.501,59.980000000000004,NA,2.2,0.5188256356421911,0.06846215557680098,0.51939
Nolte_2020,NFB,NFB_ungrazed_landward,24,26,0.539532487,0.10221679,12.51,0.837,NA,73.03,6.08,23.23,1.458,49.8,NA,2.2,0.5395324872593757,0.05911117930413721,0.49698
Nolte_2020,NFB,NFB_ungrazed_landward,26,28,0.58812916,0.06901252019,11.09,8.031,NA,64.45,5.399,28.15,1.6085,36.300000000000004,NA,2.2,0.5881291598225511,0.046967994703428946,0.43475
Nolte_2020,NFB,NFB_ungrazed_landward,28,30,0.713090667,0.03009306089,3.829,0.4358,NA,29.18,3.16,23.244999999999997,1.2845,5.935000000000002,NA,2.2,0.7130906670798921,0.009310824840062156,0.14282
Nolte_2020,NFB,NFB_ungrazed_landward,30,32,0.660847209,0.04772651287,4.398,0.5294,NA,44.01,4.149,20.275,1.3765,23.735,NA,2.2,0.6608472090504339,0.03450745871498651,0.30588
Nolte_2020,NFB,NFB_ungrazed_landward,32,34,0.577194327,0.09290529267,16.14,0.9411,NA,71.4,5.969,26.02,1.5350000000000001,45.38000000000001,NA,2.2,0.5771943265692783,0.05762477278737048,0.46719
Nolte_2020,NFB,NFB_ungrazed_landward,34,36,0.56641874,0.1004471388,19.54,1.107,NA,75.98,6.254,24.33,1.5125,51.650000000000006,NA,2.2,0.5664187400993903,0.06436216143749374,0.47452
Nolte_2020,NFB,NFB_ungrazed_landward,36,38,0.565271673,0.09691133965000001,22.32,1.515,NA,74.78,7.29,24.115000000000002,1.883,50.665,NA,2.2,0.5652716733766312,0.06300687652957944,0.48705
Nolte_2020,NFB,NFB_ungrazed_landward,2,4,0.488197328,0.09869201371000001,6.302,0.6312,NA,81.42,6.561,23.465,1.4855,57.955,NA,2.2,0.48819732756734646,0.06224564746216425,0.42753
Nolte_2020,NFB,NFB_ungrazed_landward,38,40,0.56565631,0.09159093946,29.56,1.95,NA,80.66,8.225,26.71,2.1740000000000004,53.949999999999996,NA,2.2,0.5656563099858901,0.0671377474322253,0.5211399999999999
Nolte_2020,NFB,NFB_ungrazed_landward,40,42,0.558443175,0.09949157611000001,30.67,1.992,NA,78.61,11.55,25.9,2.847,52.71,NA,2.2,0.5584431748740584,0.06475818744474555,0.51928
Nolte_2020,NFB,NFB_ungrazed_landward,42,44,0.521859083,0.11262844109999999,31.13,1.939,NA,76.33,11.97,23.71,2.7795,52.62,NA,2.2,0.5218590825154413,0.06041249482831755,0.54637
Nolte_2020,NFB,NFB_ungrazed_landward,44,46,0.521889456,0.1128991405,31.2,2.035,NA,79.4,12.38,26.865,2.899,52.53500000000001,NA,2.2,0.5218894558371953,0.06031841763729554,0.52986
Nolte_2020,NFB,NFB_ungrazed_landward,46,48,0.497404277,0.1189335279,37.64,2.215,NA,72.2,12.43,26.025,2.88,46.175000000000004,NA,2.2,0.49740427670723586,0.050528813449304565,0.53656
Nolte_2020,NFB,NFB_ungrazed_landward,48,50,0.495156663,0.11967369480000001,41.13,1.936,NA,83.41,10.93,25.335,2.4225,58.074999999999996,NA,2.2,0.49515666338711006,0.06326369109765412,0.51222
Nolte_2020,NFB,NFB_ungrazed_landward,50,52,0.507333908,0.1049503624,55.16,2.287,TRUE,78.19,10.76,26.14,2.5385,52.05,24,2.2,0.5073339076928869,0.05809480576991247,0.56989
Nolte_2020,NFB,NFB_ungrazed_landward,52,54,0.494558982,0.1051334425,52.91,2.526,NA,96.55,13.09,26.165,2.9560000000000004,70.38499999999999,NA,2.2,0.4945589817500597,0.07658097464705149,0.57412
Nolte_2020,NFB,NFB_ungrazed_landward,54,56,0.495154015,0.1075520574,41.8,2.388,NA,90.34,13.33,24.355,3.012,65.985,NA,2.2,0.49515401466035014,0.07188002284619907,0.5653900000000001
Nolte_2020,NFB,NFB_ungrazed_landward,56,58,0.509635581,0.1107950765,30.02,2.063,NA,73.7,12.22,24.78,2.8535,48.92,NA,2.2,0.5096355805477178,0.054849019720867594,0.55264
Nolte_2020,NFB,NFB_ungrazed_landward,4,6,0.470175894,0.1252087656,6.722,0.6726,NA,82.78,6.424,24.075,1.4675,58.705,NA,2.2,0.4701758944835265,0.06072368694844193,0.40218000000000004
Nolte_2020,NFB,NFB_ungrazed_landward,58,60,0.516093958,0.10775234040000001,22.22,1.923,NA,70.07,12.79,26.045,2.9995000000000003,44.02499999999999,NA,2.2,0.5160939575435151,0.04998628025787715,0.5897399999999999
Nolte_2020,NFB,NFB_ungrazed_landward,60,62,0.530701699,0.10205139349999999,17.9,1.247,NA,74.26,9.187,26.355,2.106,47.905,NA,2.2,0.5307016990704175,0.055931182766730383,0.69344
Nolte_2020,NFB,NFB_ungrazed_landward,0,64,0.519532416,0.09938733833,17.85,1.407,NA,66.34,9.998,26.69,2.3215,39.650000000000006,NA,2.2,0.5195324160041225,0.045318812648039615,0.54
Nolte_2020,NFB,NFB_ungrazed_landward,6,8,0.503970001,0.11866427140000001,7.761,0.7129,NA,97.13,7.241,22.479999999999997,1.4635,74.65,NA,2.2,0.5039700014150369,0.08276699333239154,0.484
Nolte_2020,NFB,NFB_ungrazed_seaward,10,10,0.454416349,0.1136133225,4.71,0.5677,NA,63.73,6.859,21.075,1.316,42.655,NA,2.1,0.45441634887400306,0.04070457165856326,0.23068999999999998
Nolte_2020,NFB,NFB_ungrazed_seaward,12,12,0.498702917,0.101872463,3.947,0.4842,NA,60.97,6.139,20.814999999999998,1.1855,40.155,NA,2.1,0.49870291746576134,0.04205337286675906,0.29687
Nolte_2020,NFB,NFB_ungrazed_seaward,14,14,0.546712717,0.0576547068,2.968,0.4691,NA,61.12,6.247,25.955,1.3544999999999998,35.165,NA,2.1,0.5467127166577024,0.04037282063066301,0.34292
Nolte_2020,NFB,NFB_ungrazed_seaward,16,16,0.50055299,0.07201429597,4.792,0.4864,NA,67.99,6.335,25.29,1.3195000000000001,42.699999999999996,NA,2.1,0.5005529903735235,0.04488458664679386,0.17492000000000002
Nolte_2020,NFB,NFB_ungrazed_seaward,18,18,0.465424614,0.09446161557,4.92,0.5181,NA,76.85,6.898,21.35,1.2075,55.49999999999999,NA,2.1,0.46542461368057525,0.05424523872447104,0.39149999999999996
Nolte_2020,NFB,NFB_ungrazed_seaward,2,2,0.372634628,0.1549169665,6.339,0.7143,NA,98.94,8.806,20.96,1.427,77.97999999999999,NA,2.1,0.37263462789145674,0.06102190139424917,0.13852
Nolte_2020,NFB,NFB_ungrazed_seaward,20,20,0.62442631,0.04022126695,1.834,0.3842,NA,40.1,4.743,22.104999999999997,1.142,17.995000000000005,NA,2.1,0.6244263102644877,0.023596758051739865,0.41012
Nolte_2020,NFB,NFB_ungrazed_seaward,22,22,0.508000153,0.08185718817,5.237,0.5474,NA,68.14,6.555,23.08,1.276,45.06,NA,2.1,0.5080001528186721,0.048070022460619664,0.41984
Nolte_2020,NFB,NFB_ungrazed_seaward,24,24,0.523206464,0.07475189235,5.558,0.5424,NA,71.64,6.806,23.41,1.2975,48.230000000000004,NA,2.1,0.5232064644733446,0.05299192034125377,0.37091
