study_id,publication_type,coring_method,dry_bulk_density_temperature,dry_bulk_density_time,loss_on_ignition_temperature,loss_on_ignition_time,c14_counting_method
Watson_and_Byrne_2013,peer reviewed publication,russian corer,104,24,550,2,AMS
