"","study_id","site_id","core_id","method_id","depth_min","depth_max","sample_id","dry_bulk_density","fraction_organic_matter","cs137_activity","cs137_activity_se","cs137_unit","total_pb210_activity","total_pb210_activity_se","pb210_unit","ra226_activity","ra226_activity_se","ra226_unit"
"278","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",16,17,"replicate_1",0.167225477707006,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"279","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",17,18,"replicate_1",0.182216560509554,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"280","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",18,19,"replicate_1",0.228871337579618,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"281","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",19,20,"replicate_1",0.267352866242038,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"282","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",20,21,"replicate_1",0.24704203821656,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"283","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",21,22,"replicate_1",0.236127388535032,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"284","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",22,23,"replicate_1",0.471816560509554,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"285","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",23,24,"replicate_1",0.749808917197452,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"286","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",24,25,"replicate_1",0.70780127388535,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"287","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",25,26,"replicate_1",0.53772229299363,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"288","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",26,27,"replicate_1",0.496764331210191,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"289","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",27,28,"replicate_1",0.902053503184713,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"290","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",28,29,"replicate_1",0.977049681528662,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"291","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",29,30,"replicate_1",0.907230573248408,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"292","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",30,31,"replicate_1",1.08529936305732,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"293","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",31,32,"replicate_1",1.19634140127389,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"294","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",32,33,"replicate_1",1.42970700636943,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"295","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",33,34,"replicate_1",1.11224458598726,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"296","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",34,35,"replicate_1",1.25170955414013,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"297","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",35,36,"replicate_1",1.47378343949045,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"298","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",36,37,"replicate_1",1.00954904458599,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"299","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",37,38,"replicate_1",1.2455949044586,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"300","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",38,39,"replicate_1",0.921171974522293,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"301","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",39,40,"replicate_1",1.36315923566879,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"302","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",40,45,"replicate_1",1.25444687898089,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"303","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",2,3,"fraction_organic_matter_1",NA,0.526620825147345,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"304","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",2,3,"fraction_organic_matter_2",NA,0.512618873445498,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"305","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",5,6,"fraction_organic_matter_1",NA,0.569856459330148,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"306","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",5,6,"fraction_organic_matter_2",NA,0.525242351756265,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"307","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",10,11,"fraction_organic_matter_1",NA,0.40842239883073,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"308","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",10,11,"fraction_organic_matter_2",NA,0.38990058076582,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"309","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",13,14,"fraction_organic_matter_1",NA,0.67937608318891,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"310","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",13,14,"fraction_organic_matter_2",NA,0.715879828326176,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"311","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",16,17,"fraction_organic_matter_1",NA,0.467441860465116,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"312","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",16,17,"fraction_organic_matter_2",NA,0.431796400809288,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"313","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",19,20,"fraction_organic_matter_1",NA,0.234922611634946,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"314","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",19,20,"fraction_organic_matter_2",NA,0.215814562108607,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"315","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",22,23,"fraction_organic_matter_1",NA,0.110575236759033,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"316","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",22,23,"fraction_organic_matter_2",NA,0.0981236292746342,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"317","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",25,26,"fraction_organic_matter_1",NA,0.135672965676821,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"318","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",25,26,"fraction_organic_matter_2",NA,0.124262072970095,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"319","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",28,29,"fraction_organic_matter_1",NA,0.188733939204014,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"320","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",28,29,"fraction_organic_matter_2",NA,0.127340317674891,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"321","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",35,36,"fraction_organic_matter_1",NA,0.157426538108358,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"322","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",35,36,"fraction_organic_matter_2",NA,0.100739307676364,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"323","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",0,5,"fraction_organic_matter_1",NA,0.434126163391937,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"324","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",0,5,"fraction_organic_matter_2",NA,0.377442094662641,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"325","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",0,5,NA,0.131499617834395,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"326","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",5,10,"fraction_organic_matter_1",NA,0.257571696596087,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"327","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",5,10,"fraction_organic_matter_2",NA,0.236685338312437,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"328","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",5,10,NA,0.210935031847134,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"329","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",10,15,"fraction_organic_matter_1",NA,0.272834896639648,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"330","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",10,15,"fraction_organic_matter_2",NA,0.24049167186247,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"331","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",10,15,NA,0.261978089171975,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"332","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",15,20,"fraction_organic_matter_1",NA,0.163244264971216,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"333","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",15,20,"fraction_organic_matter_2",NA,0.20137628554144,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"334","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",15,20,NA,0.353288152866242,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"335","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",20,22,"fraction_organic_matter_1",NA,0.121289141927609,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"336","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",20,22,"fraction_organic_matter_2",NA,0.113200394267948,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"337","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",20,22,NA,0.465610191082803,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"338","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",22,24,"fraction_organic_matter_1",NA,0.102213928238188,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"339","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",22,24,"fraction_organic_matter_2",NA,0.107542015067472,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"340","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",22,24,NA,0.499989808917198,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"341","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",24,26,"fraction_organic_matter_1",NA,0.0852215605908277,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"342","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",24,26,"fraction_organic_matter_2",NA,0.0857997735726979,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"343","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",24,26,NA,0.757936305732484,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"344","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",26,28,"fraction_organic_matter_1",NA,0.07340289218378,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"345","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",26,28,"fraction_organic_matter_2",NA,0.0808184143222499,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"346","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",26,28,NA,0.810889171974522,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"347","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",28,30,"fraction_organic_matter_1",NA,0.0730857482790841,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"348","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",28,30,"fraction_organic_matter_2",NA,0.070918367346937,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"349","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",28,30,NA,0.874863694267516,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"350","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",30,32,"fraction_organic_matter_1",NA,0.072869617585066,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"351","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",30,32,"fraction_organic_matter_2",NA,0.0631572279234755,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"352","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",30,32,NA,0.687898089171974,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"353","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",32,34,"fraction_organic_matter_1",NA,0.0602372034956288,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"354","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",32,34,"fraction_organic_matter_2",NA,0.0549891358850098,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"355","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",32,34,NA,0.943633121019108,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"356","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",34,36,"fraction_organic_matter_1",NA,0.0550928454396505,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"357","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",34,36,"fraction_organic_matter_2",NA,0.0535498358956682,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"358","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",34,36,NA,0.875092993630573,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"359","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",36,40,"fraction_organic_matter_1",NA,0.0422089342244125,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"360","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",36,40,"fraction_organic_matter_2",NA,0.0486894239561086,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"361","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",36,40,NA,1.03324331210191,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"362","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",40,45,"fraction_organic_matter_1",NA,0.0337984496124015,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"363","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",40,45,"fraction_organic_matter_2",NA,0.03286174114829,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"364","Schieder_and_Kirwan_2019","Goodwin Island","G5","russian corer",40,45,NA,1.36107617834395,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"365","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",0,5,"fraction_organic_matter_1",NA,0.633836543466942,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"366","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",0,5,"fraction_organic_matter_2",NA,0.626353459350342,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"367","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",0,5,NA,0.0980912101910828,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"368","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",5,10,"fraction_organic_matter_1",NA,0.766146095717881,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"369","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",5,10,"fraction_organic_matter_2",NA,0.760595215671503,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"370","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",5,10,NA,0.0927979617834395,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"371","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",10,12,"fraction_organic_matter_1",NA,0.498697133694127,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"372","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",10,12,"fraction_organic_matter_2",NA,0.452661897240549,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"373","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",10,12,NA,0.148412738853503,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"374","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",12,14,"fraction_organic_matter_1",NA,0.203440860215054,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"375","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",12,14,"fraction_organic_matter_2",NA,0.191428278478418,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"376","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",12,14,NA,0.287393630573248,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"377","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",14,16,"fraction_organic_matter_1",NA,0.192274179494626,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"378","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",14,16,"fraction_organic_matter_2",NA,0.200892424095448,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"379","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",14,16,NA,0.288178343949045,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"380","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",16,18,"fraction_organic_matter_1",NA,0.155860230410364,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"381","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",16,18,"fraction_organic_matter_2",NA,0.19424161964819,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"382","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",16,18,NA,0.330853503184713,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"383","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",18,20,"fraction_organic_matter_1",NA,0.166770490344395,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"384","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",18,20,"fraction_organic_matter_2",NA,0.217619442143057,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"385","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",18,20,NA,0.359062420382166,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"386","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",20,22,"fraction_organic_matter_1",NA,0.0922096156035374,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"387","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",20,22,"fraction_organic_matter_2",NA,0.176741562470624,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"388","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",20,22,NA,0.363938853503185,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"389","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",22,24,"fraction_organic_matter_1",NA,0.138969149035323,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"390","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",22,24,"fraction_organic_matter_2",NA,0.0240419626114173,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"391","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",22,24,NA,0.467006369426752,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"392","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",24,26,"fraction_organic_matter_1",NA,0.116213241075638,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"393","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",24,26,"fraction_organic_matter_2",NA,0.115904322282838,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"394","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",24,26,NA,0.715974522292994,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"395","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",26,28,"fraction_organic_matter_1",NA,0.09593569228458,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"396","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",26,28,"fraction_organic_matter_2",NA,0.086480228001423,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"397","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",26,28,NA,0.899628025477707,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"398","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",28,30,"fraction_organic_matter_1",NA,0.0733817241722171,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"399","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",28,30,"fraction_organic_matter_2",NA,0.0674862673293262,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"400","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",28,30,NA,1.04956433121019,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"401","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",30,35,"fraction_organic_matter_1",NA,0.0580320460147904,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"402","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",30,35,"fraction_organic_matter_2",NA,0.0551995339353341,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"403","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",30,35,NA,1.13305885350318,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"404","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",35,40,"fraction_organic_matter_1",NA,0.0360701387982401,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"405","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",35,40,"fraction_organic_matter_2",NA,0.0341781613100496,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"406","Schieder_and_Kirwan_2019","Goodwin Island","G3","russian corer",35,40,NA,1.43397503184713,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"407","Schieder_and_Kirwan_2019","Goodwin Island","G1","russian corer",0,6,"fraction_organic_matter_1",NA,0.630577175001928,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"408","Schieder_and_Kirwan_2019","Goodwin Island","G1","russian corer",0,6,"fraction_organic_matter_2",NA,0.713231677324152,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"409","Schieder_and_Kirwan_2019","Goodwin Island","G1","russian corer",0,6,NA,0.0918861995753716,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"410","Schieder_and_Kirwan_2019","Goodwin Island","G1","russian corer",6,8,"fraction_organic_matter_1",NA,0.312853255181078,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"411","Schieder_and_Kirwan_2019","Goodwin Island","G1","russian corer",6,8,"fraction_organic_matter_2",NA,0.282555780933059,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"412","Schieder_and_Kirwan_2019","Goodwin Island","G1","russian corer",6,8,NA,0.297671337579618,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"413","Schieder_and_Kirwan_2019","Goodwin Island","G1","russian corer",8,10,"fraction_organic_matter_1",NA,0.210164569215878,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"414","Schieder_and_Kirwan_2019","Goodwin Island","G1","russian corer",8,10,"fraction_organic_matter_2",NA,0.191801948051948,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"415","Schieder_and_Kirwan_2019","Goodwin Island","G1","russian corer",8,10,NA,0.408524840764331,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
