study_id,bibliography_id,title,author,publication_type,doi,url,bibtype,year,month,day
Trettin_et_al_2020,Trettin_et_al_2020_data,"Carbon stock inventory of mangroves, Pongara National Park, Gabon","Trettin, Carl C.; Dai, Zhaohua; Tang, Wenwu; Lagomasino, David; Thomas, Nathan; Lee, Seung-Kuk; Ebanega, Médard Obiang; Simard, Marc; Fatoyinbo, Temilola E.",associated data,10.2737/RDS-2020-0040,https://doi.org/10.2737/RDS-2020-0040,Misc,2020,feb,24
