study_id,core_id,date,version
Gonneea_et_al_2004,M1511,2021-04-02,0.5.1
Gonneea_et_al_2004,M1512,2021-04-02,0.5.1
Gonneea_et_al_2004,M1513,2021-04-02,0.5.1
Gonneea_et_al_2004,M1514,2021-04-02,0.5.1
Gonneea_et_al_2004,M1515,2021-04-02,0.5.1
Gonneea_et_al_2004,M1516,2021-04-02,0.5.1
Gonneea_et_al_2004,M1517,2021-04-02,0.5.1
Gonneea_et_al_2004,M1518,2021-04-02,0.5.1
Gevana_and_Pampolina_2009,M1519,2021-04-02,0.5.1
Gillis_et_al_2017,M1520,2021-04-02,0.5.1
Gillis_et_al_2017,M1521,2021-04-02,0.5.1
Gillis_et_al_2017,M1522,2021-04-02,0.5.1
Gillis_et_al_2017,M1523,2021-04-02,0.5.1
Gillis_et_al_2017,M1524,2021-04-02,0.5.1
Gillis_et_al_2017,M1525,2021-04-02,0.5.1
Gillis_et_al_2017,M1526,2021-04-02,0.5.1
Gillis_et_al_2017,M1527,2021-04-02,0.5.1
Gillis_et_al_2017,M1528,2021-04-02,0.5.1
Gillis_et_al_2017,M1529,2021-04-02,0.5.1
Gillis_et_al_2017,M1530,2021-04-02,0.5.1
Gillis_et_al_2017,M1531,2021-04-02,0.5.1
Nsombo_et_al_2016,M0537,2021-04-02,0.5.1
Nsombo_et_al_2016,M0538,2021-04-02,0.5.1
Nsombo_et_al_2016,M0539,2021-04-02,0.5.1
Nsombo_et_al_2016,M0541,2021-04-02,0.5.1
Nsombo_et_al_2016,M0542,2021-04-02,0.5.1
Eid_and_Shaltout_2016_Egypt,M0638,2021-04-02,0.5.1
Eid_and_Shaltout_2016_Egypt,M0639,2021-04-02,0.5.1
Eid_and_Shaltout_2016_Egypt,M0640,2021-04-02,0.5.1
Eid_et_al_2016_Saudi_Arabia,M0641,2021-04-02,0.5.1
Eid_et_al_2016_Saudi_Arabia,M0642,2021-04-02,0.5.1
Eid_et_al_2016_Saudi_Arabia,M0643,2021-04-02,0.5.1
Eid_et_al_2016_Saudi_Arabia,M0644,2021-04-02,0.5.1
Eid_et_al_2016_Saudi_Arabia,M0645,2021-04-02,0.5.1
Eid_et_al_2016_Saudi_Arabia,M0646,2021-04-02,0.5.1
Bukoski_et_al_2017,M1532,2021-04-02,0.5.1
Bukoski_et_al_2017,M1533,2021-04-02,0.5.1
Bukoski_et_al_2017,M1534,2021-04-02,0.5.1
Bukoski_et_al_2017,M1535,2021-04-02,0.5.1
Bukoski_et_al_2017,M1536,2021-04-02,0.5.1
Bukoski_et_al_2017,M1537,2021-04-02,0.5.1
Bukoski_et_al_2017,M1538,2021-04-02,0.5.1
Bukoski_et_al_2017,M1539,2021-04-02,0.5.1
Bukoski_et_al_2017,M1540,2021-04-02,0.5.1
Bukoski_et_al_2017,M1541,2021-04-02,0.5.1
Bukoski_et_al_2017,M1542,2021-04-02,0.5.1
Bukoski_et_al_2017,M1543,2021-04-02,0.5.1
Bukoski_et_al_2017,M1544,2021-04-02,0.5.1
Bukoski_et_al_2017,M1545,2021-04-02,0.5.1
Bukoski_et_al_2017,M1546,2021-04-02,0.5.1
Bukoski_et_al_2017,M1547,2021-04-02,0.5.1
Bukoski_et_al_2017,M1548,2021-04-02,0.5.1
Bukoski_et_al_2017,M1549,2021-04-02,0.5.1
Bukoski_et_al_2017,M1550,2021-04-02,0.5.1
Bukoski_et_al_2017,M1551,2021-04-02,0.5.1
Bukoski_et_al_2017,M1552,2021-04-02,0.5.1
Bukoski_et_al_2017,M1553,2021-04-02,0.5.1
Bukoski_et_al_2017,M1554,2021-04-02,0.5.1
Bukoski_et_al_2017,M1555,2021-04-02,0.5.1
Bukoski_et_al_2017,M1556,2021-04-02,0.5.1
Bukoski_et_al_2017,M1557,2021-04-02,0.5.1
Bukoski_et_al_2017,M1558,2021-04-02,0.5.1
Bukoski_et_al_2017,M1559,2021-04-02,0.5.1
Bukoski_et_al_2017,M1560,2021-04-02,0.5.1
Bukoski_et_al_2017,M1561,2021-04-02,0.5.1
Bukoski_et_al_2017,M1562,2021-04-02,0.5.1
Bukoski_et_al_2017,M1563,2021-04-02,0.5.1
Bukoski_et_al_2017,M1564,2021-04-02,0.5.1
Bukoski_et_al_2017,M1565,2021-04-02,0.5.1
Bukoski_et_al_2017,M1566,2021-04-02,0.5.1
Bukoski_et_al_2017,M1567,2021-04-02,0.5.1
Bukoski_et_al_2017,M1568,2021-04-02,0.5.1
Bukoski_et_al_2017,M1569,2021-04-02,0.5.1
Bukoski_et_al_2017,M1570,2021-04-02,0.5.1
Bukoski_et_al_2017,M1571,2021-04-02,0.5.1
Bukoski_et_al_2017,M1572,2021-04-02,0.5.1
Bukoski_et_al_2017,M1573,2021-04-02,0.5.1
Bukoski_et_al_2017,M1574,2021-04-02,0.5.1
Bukoski_et_al_2017,M1575,2021-04-02,0.5.1
Bukoski_et_al_2017,M1576,2021-04-02,0.5.1
Bukoski_et_al_2017,M1577,2021-04-02,0.5.1
Bukoski_et_al_2017,M1578,2021-04-02,0.5.1
Bukoski_et_al_2017,M1579,2021-04-02,0.5.1
Bukoski_et_al_2017,M1580,2021-04-02,0.5.1
Bukoski_et_al_2017,M1581,2021-04-02,0.5.1
Bukoski_et_al_2017,M1582,2021-04-02,0.5.1
Bukoski_et_al_2017,M1583,2021-04-02,0.5.1
Bukoski_et_al_2017,M1584,2021-04-02,0.5.1
Bukoski_et_al_2017,M1585,2021-04-02,0.5.1
Bukoski_et_al_2017,M1586,2021-04-02,0.5.1
Bukoski_et_al_2017,M1587,2021-04-02,0.5.1
Bukoski_et_al_2017,M1588,2021-04-02,0.5.1
Bukoski_et_al_2017,M1589,2021-04-02,0.5.1
Donato_et_al_2011,M1373,2021-04-02,0.5.1
Donato_et_al_2011,M1374,2021-04-02,0.5.1
Donato_et_al_2011,M1375,2021-04-02,0.5.1
Donato_et_al_2011,M1376,2021-04-02,0.5.1
Donato_et_al_2011,M1377,2021-04-02,0.5.1
Donato_et_al_2011,M1378,2021-04-02,0.5.1
Donato_et_al_2011,M1379,2021-04-02,0.5.1
Donato_et_al_2011,M1380,2021-04-02,0.5.1
Donato_et_al_2011,M1381,2021-04-02,0.5.1
Donato_et_al_2011,M1382,2021-04-02,0.5.1
Donato_et_al_2011,M1383,2021-04-02,0.5.1
Donato_et_al_2011,M1384,2021-04-02,0.5.1
Donato_et_al_2011,M1385,2021-04-02,0.5.1
Donato_et_al_2011,M1386,2021-04-02,0.5.1
Donato_et_al_2011,M1387,2021-04-02,0.5.1
Donato_et_al_2011,M1388,2021-04-02,0.5.1
Donato_et_al_2011,M1389,2021-04-02,0.5.1
Donato_et_al_2011,M1390,2021-04-02,0.5.1
Donato_et_al_2011,M1391,2021-04-02,0.5.1
Donato_et_al_2011,M1392,2021-04-02,0.5.1
Donato_et_al_2011,M1393,2021-04-02,0.5.1
Donato_et_al_2011,M1394,2021-04-02,0.5.1
Donato_et_al_2011,M1395,2021-04-02,0.5.1
Donato_et_al_2011,M1396,2021-04-02,0.5.1
Donato_et_al_2011,M1397,2021-04-02,0.5.1
Donato_et_al_2011,M1398,2021-04-02,0.5.1
Donato_et_al_2011,M1399,2021-04-02,0.5.1
Donato_et_al_2011,M1400,2021-04-02,0.5.1
Donato_et_al_2011,M1401,2021-04-02,0.5.1
Donato_et_al_2011,M1402,2021-04-02,0.5.1
Donato_et_al_2011,M1403,2021-04-02,0.5.1
Donato_et_al_2011,M1404,2021-04-02,0.5.1
Donato_et_al_2011,M1405,2021-04-02,0.5.1
Donato_et_al_2011,M1406,2021-04-02,0.5.1
Donato_et_al_2011,M1407,2021-04-02,0.5.1
Donato_et_al_2011,M1408,2021-04-02,0.5.1
Donato_et_al_2011,M1409,2021-04-02,0.5.1
Donato_et_al_2011,M1410,2021-04-02,0.5.1
Donato_et_al_2011,M1411,2021-04-02,0.5.1
Donato_et_al_2011,M1412,2021-04-02,0.5.1
Donato_et_al_2011,M1413,2021-04-02,0.5.1
Donato_et_al_2011,M1414,2021-04-02,0.5.1
Donato_et_al_2011,M1415,2021-04-02,0.5.1
Donato_et_al_2011,M1416,2021-04-02,0.5.1
Donato_et_al_2011,M1417,2021-04-02,0.5.1
Donato_et_al_2011,M1418,2021-04-02,0.5.1
Donato_et_al_2011,M1419,2021-04-02,0.5.1
Donato_et_al_2011,M1420,2021-04-02,0.5.1
Donato_et_al_2011,M1421,2021-04-02,0.5.1
Donato_et_al_2011,M1422,2021-04-02,0.5.1
Donato_et_al_2011,M1423,2021-04-02,0.5.1
Donato_et_al_2011,M1424,2021-04-02,0.5.1
Donato_et_al_2011,M1425,2021-04-02,0.5.1
Donato_et_al_2011,M1426,2021-04-02,0.5.1
Donato_et_al_2011,M1427,2021-04-02,0.5.1
Donato_et_al_2011,M1428,2021-04-02,0.5.1
Donato_et_al_2011,M1429,2021-04-02,0.5.1
Donato_et_al_2011,M1430,2021-04-02,0.5.1
Donato_et_al_2011,M1431,2021-04-02,0.5.1
Donato_et_al_2011,M1432,2021-04-02,0.5.1
Donato_et_al_2011,M1433,2021-04-02,0.5.1
Donato_et_al_2011,M1434,2021-04-02,0.5.1
Donato_et_al_2011,M1435,2021-04-02,0.5.1
Donato_et_al_2011,M1436,2021-04-02,0.5.1
Donato_et_al_2011,M1437,2021-04-02,0.5.1
Donato_et_al_2011,M1438,2021-04-02,0.5.1
Donato_et_al_2011,M1439,2021-04-02,0.5.1
Donato_et_al_2011,M1440,2021-04-02,0.5.1
Donato_et_al_2011,M1441,2021-04-02,0.5.1
Donato_et_al_2011,M1442,2021-04-02,0.5.1
Donato_et_al_2011,M1443,2021-04-02,0.5.1
Donato_et_al_2011,M1444,2021-04-02,0.5.1
Donato_et_al_2011,M1445,2021-04-02,0.5.1
Donato_et_al_2011,M1446,2021-04-02,0.5.1
Donato_et_al_2011,M1447,2021-04-02,0.5.1
Donato_et_al_2011,M1448,2021-04-02,0.5.1
Donato_et_al_2011,M1449,2021-04-02,0.5.1
Donato_et_al_2011,M1450,2021-04-02,0.5.1
Donato_et_al_2011,M1451,2021-04-02,0.5.1
Donato_et_al_2011,M1452,2021-04-02,0.5.1
Donato_et_al_2011,M1453,2021-04-02,0.5.1
Donato_et_al_2011,M1454,2021-04-02,0.5.1
Donato_et_al_2011,M1455,2021-04-02,0.5.1
Donato_et_al_2011,M1456,2021-04-02,0.5.1
Donato_et_al_2011,M1457,2021-04-02,0.5.1
Donato_et_al_2011,M1458,2021-04-02,0.5.1
Donato_et_al_2011,M1459,2021-04-02,0.5.1
Donato_et_al_2011,M1460,2021-04-02,0.5.1
Donato_et_al_2011,M1461,2021-04-02,0.5.1
Donato_et_al_2011,M1462,2021-04-02,0.5.1
Donato_et_al_2011,M1463,2021-04-02,0.5.1
Donato_et_al_2011,M1464,2021-04-02,0.5.1
Donato_et_al_2011,M1465,2021-04-02,0.5.1
Donato_et_al_2011,M1466,2021-04-02,0.5.1
Donato_et_al_2011,M1467,2021-04-02,0.5.1
Donato_et_al_2011,M1468,2021-04-02,0.5.1
Donato_et_al_2011,M1469,2021-04-02,0.5.1
Donato_et_al_2011,M1470,2021-04-02,0.5.1
Donato_et_al_2011,M1471,2021-04-02,0.5.1
Donato_et_al_2011,M1472,2021-04-02,0.5.1
Donato_et_al_2011,M1473,2021-04-02,0.5.1
Donato_et_al_2011,M1474,2021-04-02,0.5.1
Donato_et_al_2011,M1475,2021-04-02,0.5.1
Donato_et_al_2011,M1476,2021-04-02,0.5.1
Donato_et_al_2011,M1477,2021-04-02,0.5.1
Donato_et_al_2011,M1478,2021-04-02,0.5.1
Donato_et_al_2011,M1479,2021-04-02,0.5.1
Donato_et_al_2011,M1480,2021-04-02,0.5.1
Donato_et_al_2011,M1481,2021-04-02,0.5.1
Donato_et_al_2011,M1482,2021-04-02,0.5.1
Donato_et_al_2011,M1483,2021-04-02,0.5.1
Donato_et_al_2011,M1484,2021-04-02,0.5.1
Donato_et_al_2011,M1485,2021-04-02,0.5.1
Donato_et_al_2011,M1486,2021-04-02,0.5.1
Donato_et_al_2011,M1487,2021-04-02,0.5.1
Donato_et_al_2011,M1488,2021-04-02,0.5.1
Donato_et_al_2011,M1489,2021-04-02,0.5.1
Donato_et_al_2011,M1490,2021-04-02,0.5.1
Donato_et_al_2011,M1491,2021-04-02,0.5.1
Donato_et_al_2011,M1492,2021-04-02,0.5.1
Donato_et_al_2011,M1493,2021-04-02,0.5.1
Donato_et_al_2011,M1494,2021-04-02,0.5.1
Donato_et_al_2011,M1495,2021-04-02,0.5.1
Donato_et_al_2011,M1496,2021-04-02,0.5.1
Donato_et_al_2011,M1497,2021-04-02,0.5.1
Donato_et_al_2011,M1498,2021-04-02,0.5.1
Donato_et_al_2011,M1499,2021-04-02,0.5.1
Donato_et_al_2011,M1500,2021-04-02,0.5.1
Donato_et_al_2011,M1501,2021-04-02,0.5.1
Donato_et_al_2011,M1502,2021-04-02,0.5.1
Donato_et_al_2011,M1503,2021-04-02,0.5.1
Donato_et_al_2011,M1504,2021-04-02,0.5.1
Donato_et_al_2011,M1505,2021-04-02,0.5.1
Donato_et_al_2011,M1506,2021-04-02,0.5.1
Nsombo_et_al_2016,M0540,2021-04-02,0.5.1
Nam_et_al_2016,M1590,2021-04-02,0.5.1
Nam_et_al_2016,M1591,2021-04-02,0.5.1
Nam_et_al_2016,M1592,2021-04-02,0.5.1
Nam_et_al_2016,M1593,2021-04-02,0.5.1
Nam_et_al_2016,M1594,2021-04-02,0.5.1
Nam_et_al_2016,M1595,2021-04-02,0.5.1
Nam_et_al_2016,M1596,2021-04-02,0.5.1
Nam_et_al_2016,M1597,2021-04-02,0.5.1
Nam_et_al_2016,M1598,2021-04-02,0.5.1
Nam_et_al_2016,M1599,2021-04-02,0.5.1
Nam_et_al_2016,M1600,2021-04-02,0.5.1
Nam_et_al_2016,M1601,2021-04-02,0.5.1
Nam_et_al_2016,M1602,2021-04-02,0.5.1
Nam_et_al_2016,M1603,2021-04-02,0.5.1
Nam_et_al_2016,M1604,2021-04-02,0.5.1
Nam_et_al_2016,M1605,2021-04-02,0.5.1
Nam_et_al_2016,M1606,2021-04-02,0.5.1
Nam_et_al_2016,M1607,2021-04-02,0.5.1
Nam_et_al_2016,M1608,2021-04-02,0.5.1
Nam_et_al_2016,M1609,2021-04-02,0.5.1
Nam_et_al_2016,M1610,2021-04-02,0.5.1
Nam_et_al_2016,M1611,2021-04-02,0.5.1
Nam_et_al_2016,M1612,2021-04-02,0.5.1
Nam_et_al_2016,M1613,2021-04-02,0.5.1
Nam_et_al_2016,M1614,2021-04-02,0.5.1
Nam_et_al_2016,M1615,2021-04-02,0.5.1
Nam_et_al_2016,M1616,2021-04-02,0.5.1
Nam_et_al_2016,M1617,2021-04-02,0.5.1
Nam_et_al_2016,M1618,2021-04-02,0.5.1
Nam_et_al_2016,M1619,2021-04-02,0.5.1
Nam_et_al_2016,M1620,2021-04-02,0.5.1
Nam_et_al_2016,M1621,2021-04-02,0.5.1
Nam_et_al_2016,M1622,2021-04-02,0.5.1
Nam_et_al_2016,M1623,2021-04-02,0.5.1
Nam_et_al_2016,M1624,2021-04-02,0.5.1
Nam_et_al_2016,M1625,2021-04-02,0.5.1
Nam_et_al_2016,M1626,2021-04-02,0.5.1
Nam_et_al_2016,M1627,2021-04-02,0.5.1
Nam_et_al_2016,M1628,2021-04-02,0.5.1
Nam_et_al_2016,M1629,2021-04-02,0.5.1
Nam_et_al_2016,M1630,2021-04-02,0.5.1
Nam_et_al_2016,M1631,2021-04-02,0.5.1
Nam_et_al_2016,M1632,2021-04-02,0.5.1
Nam_et_al_2016,M1633,2021-04-02,0.5.1
Nam_et_al_2016,M1634,2021-04-02,0.5.1
Nam_et_al_2016,M1635,2021-04-02,0.5.1
Nam_et_al_2016,M1636,2021-04-02,0.5.1
Nam_et_al_2016,M1637,2021-04-02,0.5.1
Nam_et_al_2016,M1638,2021-04-02,0.5.1
Nam_et_al_2016,M1639,2021-04-02,0.5.1
Nam_et_al_2016,M1640,2021-04-02,0.5.1
Nam_et_al_2016,M1641,2021-04-02,0.5.1
Nam_et_al_2016,M1642,2021-04-02,0.5.1
Nam_et_al_2016,M1643,2021-04-02,0.5.1
Nam_et_al_2016,M1644,2021-04-02,0.5.1
Nam_et_al_2016,M1645,2021-04-02,0.5.1
Nam_et_al_2016,M1646,2021-04-02,0.5.1
Nam_et_al_2016,M1647,2021-04-02,0.5.1
Nam_et_al_2016,M1648,2021-04-02,0.5.1
Nam_et_al_2016,M1649,2021-04-02,0.5.1
Nam_et_al_2016,M1650,2021-04-02,0.5.1
Nam_et_al_2016,M1651,2021-04-02,0.5.1
Nam_et_al_2016,M1652,2021-04-02,0.5.1
Nam_et_al_2016,M1653,2021-04-02,0.5.1
Nam_et_al_2016,M1654,2021-04-02,0.5.1
Nam_et_al_2016,M1655,2021-04-02,0.5.1
Nam_et_al_2016,M1656,2021-04-02,0.5.1
Nam_et_al_2016,M1657,2021-04-02,0.5.1
Nam_et_al_2016,M1658,2021-04-02,0.5.1
Nam_et_al_2016,M1659,2021-04-02,0.5.1
Nam_et_al_2016,M1660,2021-04-02,0.5.1
Nam_et_al_2016,M1661,2021-04-02,0.5.1
Nam_et_al_2016,M1662,2021-04-02,0.5.1
Nam_et_al_2016,M1663,2021-04-02,0.5.1
Nam_et_al_2016,M1664,2021-04-02,0.5.1
Nam_et_al_2016,M1665,2021-04-02,0.5.1
Nam_et_al_2016,M1666,2021-04-02,0.5.1
Nam_et_al_2016,M1667,2021-04-02,0.5.1
Nam_et_al_2016,M1668,2021-04-02,0.5.1
Nam_et_al_2016,M1669,2021-04-02,0.5.1
Nam_et_al_2016,M1670,2021-04-02,0.5.1
Nam_et_al_2016,M1671,2021-04-02,0.5.1
Nam_et_al_2016,M1672,2021-04-02,0.5.1
Nam_et_al_2016,M1673,2021-04-02,0.5.1
Nam_et_al_2016,M1674,2021-04-02,0.5.1
Nam_et_al_2016,M1675,2021-04-02,0.5.1
Nam_et_al_2016,M1676,2021-04-02,0.5.1
Nam_et_al_2016,M1677,2021-04-02,0.5.1
Nam_et_al_2016,M1678,2021-04-02,0.5.1
Nam_et_al_2016,M1679,2021-04-02,0.5.1
Duncan_et_al_2016,M1743,2021-04-02,0.5.1
Duncan_et_al_2016,M1744,2021-04-02,0.5.1
Duncan_et_al_2016,M1745,2021-04-02,0.5.1
Duncan_et_al_2016,M1746,2021-04-02,0.5.1
Duncan_et_al_2016,M1747,2021-04-02,0.5.1
Duncan_et_al_2016,M1748,2021-04-02,0.5.1
Duncan_et_al_2016,M1749,2021-04-02,0.5.1
Duncan_et_al_2016,M1750,2021-04-02,0.5.1
Duncan_et_al_2016,M1751,2021-04-02,0.5.1
Duncan_et_al_2016,M1752,2021-04-02,0.5.1
Duncan_et_al_2016,M1753,2021-04-02,0.5.1
Duncan_et_al_2016,M1754,2021-04-02,0.5.1
Duncan_et_al_2016,M1755,2021-04-02,0.5.1
Duncan_et_al_2016,M1756,2021-04-02,0.5.1
Duncan_et_al_2016,M1757,2021-04-02,0.5.1
Duncan_et_al_2016,M1758,2021-04-02,0.5.1
Sanborn_and_Coxson_2020,391,2021-04-02,0.5.1
Sanborn_and_Coxson_2020,392,2021-04-02,0.5.1
Sanborn_and_Coxson_2020,393,2021-04-02,0.5.1
Sanborn_and_Coxson_2020,394,2021-04-02,0.5.1
Sanborn_and_Coxson_2020,395,2021-04-02,0.5.1
Sanborn_and_Coxson_2020,396,2021-04-02,0.5.1
Sanborn_and_Coxson_2020,397,2021-04-02,0.5.1
Sanborn_and_Coxson_2020,398,2021-04-02,0.5.1
Sanborn_and_Coxson_2020,399,2021-04-02,0.5.1
Sanborn_and_Coxson_2020,400,2021-04-02,0.5.1
Sanborn_and_Coxson_2020,401,2021-04-02,0.5.1
Sanborn_and_Coxson_2020,402,2021-04-02,0.5.1
Sanborn_and_Coxson_2020,403,2021-04-02,0.5.1
Sanborn_and_Coxson_2020,404,2021-04-02,0.5.1
Sanborn_and_Coxson_2020,405,2021-04-02,0.5.1
Sanborn_and_Coxson_2020,406,2021-04-02,0.5.1
Sanborn_and_Coxson_2020,407,2021-04-02,0.5.1
Sanborn_and_Coxson_2020,408,2021-04-02,0.5.1
Sanborn_and_Coxson_2020,409,2021-04-02,0.5.1
Sanborn_and_Coxson_2020,410,2021-04-02,0.5.1
Sanborn_and_Coxson_2020,411,2021-04-02,0.5.1
Sanborn_and_Coxson_2020,412,2021-04-02,0.5.1
Sanborn_and_Coxson_2020,413,2021-04-02,0.5.1
Sanborn_and_Coxson_2020,414,2021-04-02,0.5.1
Sanborn_and_Coxson_2020,415,2021-04-02,0.5.1
Sanborn_and_Coxson_2020,416,2021-04-02,0.5.1
Sanborn_and_Coxson_2020,417,2021-04-02,0.5.1
Sanborn_and_Coxson_2020,418,2021-04-02,0.5.1
Sanborn_and_Coxson_2020,419,2021-04-02,0.5.1
Sanborn_and_Coxson_2020,420,2021-04-02,0.5.1
Sanborn_and_Coxson_2020,421,2021-04-02,0.5.1
Sanborn_and_Coxson_2020,422,2021-04-02,0.5.1
Sanborn_and_Coxson_2020,423,2021-04-02,0.5.1
Poppe_et_al_2019,HP_A,2021-04-02,0.5.1
Poppe_et_al_2019,HP_B,2021-04-02,0.5.1
Poppe_et_al_2019,MA_A,2021-04-02,0.5.1
Poppe_et_al_2019,MA_B,2021-04-02,0.5.1
Poppe_et_al_2019,NE_A,2021-04-02,0.5.1
Poppe_et_al_2019,NE_B,2021-04-02,0.5.1
Poppe_et_al_2019,OI_A,2021-04-02,0.5.1
Poppe_et_al_2019,OI_B,2021-04-02,0.5.1
Poppe_et_al_2019,QM_A,2021-04-02,0.5.1
Poppe_et_al_2019,QM_B,2021-04-02,0.5.1
Poppe_et_al_2019,QM_C,2021-04-02,0.5.1
Poppe_et_al_2019,QW_A,2021-04-02,0.5.1
Poppe_et_al_2019,QW_B,2021-04-02,0.5.1
Poppe_et_al_2019,SN_A,2021-04-02,0.5.1
Poppe_et_al_2019,SN_B,2021-04-02,0.5.1
Poppe_et_al_2019,SP_A,2021-04-02,0.5.1
Poppe_et_al_2019,SP_B,2021-04-02,0.5.1
Poppe_et_al_2019,SS_A,2021-04-02,0.5.1
Poppe_et_al_2019,SS_B,2021-04-02,0.5.1
Poppe_et_al_2019,US_A,2021-04-02,0.5.1
Poppe_et_al_2019,US_B,2021-04-02,0.5.1
Poppe_et_al_2019,WF_A,2021-04-02,0.5.1
Poppe_et_al_2019,WF_B,2021-04-02,0.5.1
Poppe_et_al_2019,WW_A,2021-04-02,0.5.1
Poppe_et_al_2019,WW_B,2021-04-02,0.5.1
Poppe_and_Rybczyk_2018,Mud_1G,2021-04-02,0.5.1
Poppe_and_Rybczyk_2018,1_2J,2021-04-02,0.5.1
Poppe_and_Rybczyk_2018,2_3F,2021-04-02,0.5.1
Poppe_and_Rybczyk_2018,3_4F,2021-04-02,0.5.1
Poppe_and_Rybczyk_2018,4_5B,2021-04-02,0.5.1
Poppe_and_Rybczyk_2018,5_5F,2021-04-02,0.5.1
Poppe_and_Rybczyk_2018,6_5J,2021-04-02,0.5.1
Poppe_and_Rybczyk_2019,HM5_1,2021-04-02,0.5.1
Poppe_and_Rybczyk_2019,HM5_2,2021-04-02,0.5.1
Poppe_and_Rybczyk_2019,LM5_3,2021-04-02,0.5.1
Poppe_and_Rybczyk_2019,LM5_4,2021-04-02,0.5.1
Poppe_and_Rybczyk_2019,TF_5A,2021-04-02,0.5.1
Poppe_and_Rybczyk_2019,TF_5B,2021-04-02,0.5.1
Poppe_and_Rybczyk_2019,HM1_7,2021-04-02,0.5.1
Poppe_and_Rybczyk_2019,HM1_8,2021-04-02,0.5.1
Poppe_and_Rybczyk_2019,LM1_9,2021-04-02,0.5.1
Poppe_and_Rybczyk_2019,LM1_10,2021-04-02,0.5.1
Poppe_and_Rybczyk_2019,HM3_11,2021-04-02,0.5.1
Poppe_and_Rybczyk_2019,HM3_20,2021-04-02,0.5.1
Poppe_and_Rybczyk_2019,LM3_13,2021-04-02,0.5.1
Poppe_and_Rybczyk_2019,LM3_16,2021-04-02,0.5.1
Poppe_and_Rybczyk_2019,HM4_21,2021-04-02,0.5.1
Poppe_and_Rybczyk_2019,HM4_22,2021-04-02,0.5.1
Poppe_and_Rybczyk_2019,LM4_23,2021-04-02,0.5.1
Poppe_and_Rybczyk_2019,LM4_24,2021-04-02,0.5.1
Poppe_and_Rybczyk_2019,25A,2021-04-02,0.5.1
Poppe_and_Rybczyk_2019,25B,2021-04-02,0.5.1
Poppe_and_Rybczyk_2019,26A,2021-04-02,0.5.1
Poppe_and_Rybczyk_2019,26B,2021-04-02,0.5.1
Poppe_and_Rybczyk_2019,27A,2021-04-02,0.5.1
Poppe_and_Rybczyk_2019,27B,2021-04-02,0.5.1
Poppe_and_Rybczyk_2019,28A,2021-04-02,0.5.1
Poppe_and_Rybczyk_2019,28B,2021-04-02,0.5.1
Peck_et_al_2020,NTOR1009_01PU,2021-04-02,0.5.1
Peck_et_al_2020,NTOR1009_02PU,2021-04-02,0.5.1
Peck_et_al_2020,NTOR1009_03PU,2021-04-02,0.5.1
Peck_et_al_2020,NTOR1009_04PU,2021-04-02,0.5.1
Peck_et_al_2020,WBWA1109_01PU,2021-04-02,0.5.1
Peck_et_al_2020,WBWA1109_02PU,2021-04-02,0.5.1
Peck_et_al_2020,WBWA1109_03PU,2021-04-02,0.5.1
Peck_et_al_2020,WBWA1109_04PU,2021-04-02,0.5.1
Peck_et_al_2020,NSOR1209_01PU,2021-04-02,0.5.1
Peck_et_al_2020,NSOR1209_02PU,2021-04-02,0.5.1
Peck_et_al_2020,NSOR1209_03PU,2021-04-02,0.5.1
Peck_et_al_2020,NSOR1209_04PU,2021-04-02,0.5.1
Peck_et_al_2020,ABOR1309_01PU,2021-04-02,0.5.1
Peck_et_al_2020,ABOR1309_02PU,2021-04-02,0.5.1
Peck_et_al_2020,ABOR1309_03PU,2021-04-02,0.5.1
Peck_et_al_2020,ABOR1309_04PU,2021-04-02,0.5.1
Peck_et_al_2020,NBOR1409_01PU,2021-04-02,0.5.1
Peck_et_al_2020,NBOR1409_02PU,2021-04-02,0.5.1
Peck_et_al_2020,NBOR1409_03PU,2021-04-02,0.5.1
Peck_et_al_2020,YBOR1502_01PU,2021-04-02,0.5.1
Peck_et_al_2020,YBOR1502_02PU,2021-04-02,0.5.1
Peck_et_al_2020,YBOR1502_03PU,2021-04-02,0.5.1
Peck_et_al_2020,YBOR1502_04PU,2021-04-02,0.5.1
Peck_et_al_2020,YBOR1502_05PU,2021-04-02,0.5.1
Peck_et_al_2020,WY01S,2021-04-02,0.5.1
Peck_et_al_2020,WY03S,2021-04-02,0.5.1
Peck_et_al_2020,WY04S,2021-04-02,0.5.1
Peck_et_al_2020,MID.A009,2021-04-02,0.5.1
Peck_et_al_2020,NOR.A004,2021-04-02,0.5.1
Peck_et_al_2020,NS-CR.A073,2021-04-02,0.5.1
Peck_et_al_2020,SO.CR.A028,2021-04-02,0.5.1
Peck_et_al_2020,TBOR1504_05PU,2021-04-02,0.5.1
Peck_et_al_2020,TBOR1504_06PU,2021-04-02,0.5.1
Peck_et_al_2020,TBOR1504_01PU,2021-04-02,0.5.1
Peck_et_al_2020,TBOR1504_02PU,2021-04-02,0.5.1
Peck_et_al_2020,TBOR1504_03PU,2021-04-02,0.5.1
Peck_et_al_2020,TBOR1504_04PU,2021-04-02,0.5.1
Peck_et_al_2020,SROR1509_01PU,2021-04-02,0.5.1
Peck_et_al_2020,SROR1509_02PU,2021-04-02,0.5.1
Peck_et_al_2020,SROR1509_03PU,2021-04-02,0.5.1
Peck_et_al_2020,SROR1509_04PU,2021-04-02,0.5.1
Peck_et_al_2020,NBOR1606_01PU,2021-04-02,0.5.1
