DataID,PublicationID,Author,Year,Study_venue,Country,Latitude,Longitude,Ecosystem,Temperature,Precipitation,Plant_growth_form,Source_response_plants,Consumer_Taxon,Consumer_Bone_type,Consumer_trophic_level,Consumer_Feeding_type,Consumer_Thermal_strategy,Consumer_manipulation_method,uniqueGroup,Ambient,Data_note,Carbon_measure,Soil_core_depth,Resp_subtotal,n1,mean1,SD1,n2,mean2,SD2,lnRR,Var,
D094,S020,Cargill_Jefferies,1984,Field,Canada,58.07,-94.05,Marsh,-6.29,424.19,Grass,Natural,Geese,Vertebrate,Herbivores,Above_below,Warm,Excluded,U092,Yes,Fig4,BPC,NA,Total,6,929.761,190.053,6,649.229,175.141,-0.3591,0.0191,
D095,S020,Cargill_Jefferies,1984,Field,Canada,58.07,-94.05,Marsh,-6.29,424.19,Grass,Natural,Geese,Vertebrate,Herbivores,Above_below,Warm,Excluded,U093,Yes,Fig4,BPC,NA,Total,6,619.138,130.249,6,630.412,144.713,0.0180,0.0162,
D096,S020,Cargill_Jefferies,1984,Field,Canada,58.07,-94.05,Marsh,-6.29,424.19,Grass,Natural,Geese,Vertebrate,Herbivores,Above_below,Warm,Excluded,U094,Yes,Fig5a,LC,NA,Total,6,12.634,3.362,6,15.208,8.636,0.1854,0.0655,
D097,S020,Cargill_Jefferies,1984,Field,Canada,58.07,-94.05,Marsh,-6.29,424.19,Grass,Natural,Geese,Vertebrate,Herbivores,Above_below,Warm,Excluded,U095,Yes,Fig5b,LC,NA,Total,6,41.92,13.153,6,32.139,7.048,-0.2657,0.0244,
D098,S020,Cargill_Jefferies,1984,Field,Canada,58.07,-94.05,Marsh,-6.29,424.19,Grass,Natural,Geese,Vertebrate,Herbivores,Above_below,Warm,Excluded,U096,Yes,Fig5c,LC,NA,Total,6,22.557,6.611,6,19.646,11.328,-0.1382,0.0697,
D099,S021,Chen_et_al,2016,Field,USA_MA_RI,NA,NA,Marsh,NA,NA,NA,NA,NA,NA,Predators,NA,NA,Observational,U097,Yes,Fig3c_healthy_dieoff,Soil_TCcon,0-3,Total,8,15.4161,1.996021022,8,1.7039,0.7257744,-2.2025,0.0248,
D100,S021,Chen_et_al,2016,Field,USA_MA_RI,NA,NA,Marsh,NA,NA,NA,NA,NA,NA,Predators,NA,NA,Observational,U098,Yes,Calculated,Soil_TCden,0-3,Total,8,4.693894106,0.607748478,8,1.617556747,0.688996583,-1.0653,0.0248,
D101,S022,Comor_et_al,2014,Field,The_Netherlands,53.48,6.24,Marsh,9.30,789.67,Grass,Natural,Livestock,Vertebrate,Herbivores,Above,Warm,Observational,U099,Yes,Appendix2,APC,NA,Total,3,819.493,63.509,3,131.24,56.239,-1.8317,0.0632,
D102,S022,Comor_et_al,2014,Field,The_Netherlands,53.48,6.24,Marsh,9.30,789.67,Grass,Natural,Livestock,Vertebrate,Herbivores,Above,Warm,Observational,U100,Yes,Appendix2,LC,NA,Total,3,346.0133333,284.2740715,3,17.85333333,13.49858264,-2.9643,0.4155,
D103,S023,Coverdale_et_al,2012,Field,USA_MA,41.92,-69.98,Marsh,9.76,1074.73,Grass,Transplant,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U101,No,Fig5_BelowCage,APC,NA,Total,8,1.367,2.104,8,0.462,1.137,-1.0848,1.0532,
D104,S023,Coverdale_et_al,2012,Field,USA_MA,41.92,-69.98,Marsh,9.76,1074.73,Grass,Transplant,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U102,Yes,Fig5_FullCage,APC,NA,Total,8,6.01,1.137,8,0.462,1.137,-2.5656,0.7616,
D105,S023,Coverdale_et_al,2012,Field,USA_MA,41.92,-69.98,Marsh,9.76,1074.73,Grass,Transplant,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U103,No,Fig5_AboveCage,APC,NA,Total,8,3.256,2.331,8,0.462,1.137,-1.9527,0.8212,
D106,S023,Coverdale_et_al,2012,Field,USA_MA,41.92,-69.98,Marsh,9.76,1074.73,Grass,Transplant,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U104,No,Fig5_AboveCage,BPC,NA,Total,8,2.714,2.217,8,0.663,1.023,-1.4094,0.3810,
D107,S023,Coverdale_et_al,2012,Field,USA_MA,41.92,-69.98,Marsh,9.76,1074.73,Grass,Transplant,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U105,No,Fig5_BelowCage,BPC,NA,Total,8,4.804,2.729,8,0.663,1.023,-1.9804,0.3379,
D108,S023,Coverdale_et_al,2012,Field,USA_MA,41.92,-69.98,Marsh,9.76,1074.73,Grass,Transplant,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U106,Yes,Fig5_FullCage,BPC,NA,Total,8,10.432,2.445,8,0.663,1.023,-2.7559,0.3045,
D109,S024,Crain,2008,Field,USA_RI,41.75,-71.30,Marsh,10.17,1193.65,Forb,Transplant,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U107,No,Fig4a_Brackish_No_Neighbors,APC,NA,Total,6,0.165,0.078,6,0.123,0.119,-0.2938,0.1932,
D110,S024,Crain,2008,Field,USA_RI,41.75,-71.30,Marsh,10.17,1193.65,Forb,Transplant,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U108,No,Fig4a_Oligohaline_No_Neighbors,APC,NA,Total,6,0.446,0.3,6,0.19,0.067,-0.8533,0.0961,
D111,S024,Crain,2008,Field,USA_RI,41.62,-71.32,Marsh,10.10,1199.22,Forb,Transplant,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U109,Yes,Fig4a_Salt_Neighbors,APC,NA,Total,6,0.144,0.052,6,0.144,0.052,0.0000,0.0435,
D112,S024,Crain,2008,Field,USA_RI,41.62,-71.32,Marsh,10.10,1199.22,Forb,Transplant,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U110,No,Fig4a_Salt_No_Neighbors,APC,NA,Total,6,0.087,0.052,6,0.065,0.036,-0.2915,0.1107,
D113,S024,Crain,2008,Field,USA_RI,41.62,-71.32,Marsh,10.10,1199.22,Shrub,Transplant,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U111,Yes,Fig4b_Salt_Neighbors,APC,NA,Total,6,0.055,0.054,6,0.044,0.013,-0.2231,0.1752,
D114,S024,Crain,2008,Field,USA_RI,41.75,-71.30,Marsh,10.17,1193.65,Shrub,Transplant,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U112,Yes,Fig4b_Brackish_Neighbors,APC,NA,Total,6,0.077,0.027,6,0.033,0.027,-0.8473,0.1321,
D115,S024,Crain,2008,Field,USA_RI,41.75,-71.30,Marsh,10.17,1193.65,Shrub,Transplant,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U113,Yes,Fig4b_Oligohaline_Neighbors,APC,NA,Total,6,0.263,0.04,6,0.049,0.04,-1.6803,0.1149,
D116,S024,Crain,2008,Field,USA_RI,41.75,-71.30,Marsh,10.17,1193.65,Forb,Transplant,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U114,Yes,Fig4a_Brackish_Neighbors,APC,NA,Total,6,0.089,0.083,6,0.051,0.036,-0.5568,0.2280,
D117,S024,Crain,2008,Field,USA_RI,41.75,-71.30,Marsh,10.17,1193.65,Forb,Transplant,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U115,Yes,Fig4a_Oligohaline_Neighbors,APC,NA,Total,6,0.137,0.088,6,0.123,0.031,-0.1078,0.0794,
D118,S024,Crain,2008,Field,USA_RI,41.62,-71.32,Marsh,10.10,1199.22,Shrub,Transplant,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U116,No,Fig4b_Salt_No_Neighbors,APC,NA,Total,6,0.066,0.027,6,0.055,0.04,-0.1823,0.1160,
D119,S024,Crain,2008,Field,USA_RI,41.75,-71.30,Marsh,10.17,1193.65,Shrub,Transplant,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U117,No,Fig4b_Brackish_No_Neighbors,APC,NA,Total,6,0.296,0.134,6,0.531,0.215,0.5844,0.0615,
D120,S024,Crain,2008,Field,USA_RI,41.75,-71.30,Marsh,10.17,1193.65,Shrub,Transplant,SmallMammal,Vertebrate,Herbivores,Above,Warm,Excluded,U118,No,Fig4b_Oligohaline_No_Neighbors,APC,NA,Total,6,1.122,0.617,6,0.766,0.456,-0.3817,0.1095,
D121,S025,Daleo_et_al,2009,Field,Argentina,-40.75,-64.87,Marsh,14.94,270.71,Grass,Natural,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U119,Yes,Fig2_control_vs_crabremove,APC,NA,Total,7,19.267,2.323,7,10.025,1.603,-0.6533,0.0057,
D122,S025,Daleo_et_al,2009,Field,Argentina,-40.75,-64.87,Marsh,14.94,270.71,Grass,Natural,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U120,No,Fig2_control_vs_fungicigde_crabremove,APC,NA,Total,7,24.937,1.504,7,10.025,1.603,-0.9113,0.0042,
D123,S025,Daleo_et_al,2009,Field,Argentina,-40.75,-64.87,Marsh,14.94,270.71,Grass,Natural,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U121,Yes,Fig2_control_vs_crabremove,LC,NA,Total,7,10.977,2.298,7,4.125,0.61,-0.9787,0.0094,
D124,S025,Daleo_et_al,2009,Field,Argentina,-40.75,-64.87,Marsh,14.94,270.71,Grass,Natural,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U122,No,Fig2_control_vs_fungicigde_crabremove,LC,NA,Total,7,20.409,2.215,7,4.125,0.61,-1.5989,0.0048,
D125,S026,Daleo_et_al,2011,Field,Argentina,-37.37,-57.32,Marsh,14.44,899.62,Grass,Natural,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U123,Yes,Fig1C,APC,NA,Total,5,36.765,20.029,5,1.07,1.794,-3.5369,0.6216,
D126,S027,Daleo_et_al,2014,Field,Argentina,-37.37,-57.32,Marsh,14.44,899.62,Grass,Natural,Others,Mixed,Herbivores,Above_below,NA,Excluded,U124,Yes,Fig1a,APC,NA,Sub,5,103.497,33.774,5,3.916,2.502,-3.2745,0.1029,
D127,S027,Daleo_et_al,2014,Field,Argentina,-37.37,-57.32,Marsh,14.44,899.62,Forb,Natural,Others,Mixed,Herbivores,Above_below,NA,Excluded,U124,Yes,Fig1b,APC,NA,Sub,5,69.859,30.234,5,45.07,23.935,-0.4383,0.0939,
D128,S027,Daleo_et_al,2014,Field,Argentina,-37.37,-57.32,Marsh,14.44,899.62,Grass,Natural,Others,Mixed,Herbivores,Above_below,NA,Excluded,U124,Yes,Fig1c,APC,NA,Sub,5,5.122,3.927,5,0.39,0.545,-2.5752,0.5081,
D129,S027,Daleo_et_al,2014,Field,Argentina,-37.37,-57.32,Marsh,14.44,899.62,Forb,Natural,Others,Mixed,Herbivores,Above_below,NA,Excluded,U124,Yes,Fig1d,APC,NA,Sub,5,15.385,8.6,5,33.042,10.946,0.7644,0.0844,
D130,S028,Daleo_et_al,2015,Field,Argentina,-37.37,-57.32,Marsh,14.44,899.62,Grass,Natural,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U125,No,Fig1a_Ambient_nutrients_Salt_addition,APC,NA,Total,6,13.208,6.162,6,7.547,4.622,-0.5597,0.0988,
D131,S028,Daleo_et_al,2015,Field,Argentina,-37.37,-57.32,Marsh,14.44,899.62,Grass,Natural,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U126,No,Fig1a_Enriched_nutrients_Control_salt,APC,NA,Total,6,172.956,46.217,6,149.057,40.054,-0.1487,0.0239,
D132,S028,Daleo_et_al,2015,Field,Argentina,-37.37,-57.32,Marsh,14.44,899.62,Grass,Natural,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U127,No,Fig1a_Enriched_nutrients_Salt_addition,APC,NA,Total,6,81.132,30.811,6,111.321,57,0.3163,0.0677,
D133,S028,Daleo_et_al,2015,Field,Argentina,-37.37,-57.32,Marsh,14.44,899.62,Grass,Natural,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U128,Yes,Fig1a_Ambient_nutrients_Control_salt,APC,NA,Total,6,27.044,10.784,6,13.208,4.622,-0.7166,0.0469,
D134,S028,Daleo_et_al,2015,Field,Argentina,-37.37,-57.32,Marsh,14.44,899.62,Grass,Natural,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U129,Yes,Fig1b_Ambient_nutrients_Control_salt,BPC,NA,Total,6,88.05,12.325,6,35.22,33.892,-0.9163,0.1576,
D135,S028,Daleo_et_al,2015,Field,Argentina,-37.37,-57.32,Marsh,14.44,899.62,Grass,Natural,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U130,No,Fig1b_Ambient_nutrients_Salt_addition,BPC,NA,Total,6,86.793,43.137,6,83.019,61.622,-0.0445,0.1330,
D136,S028,Daleo_et_al,2015,Field,Argentina,-37.37,-57.32,Marsh,14.44,899.62,Grass,Natural,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U131,No,Fig1b_Enriched_nutrients_Control_salt,BPC,NA,Total,6,143.396,61.622,6,159.748,70.866,0.1080,0.0636,
D137,S028,Daleo_et_al,2015,Field,Argentina,-37.37,-57.32,Marsh,14.44,899.62,Grass,Natural,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U132,No,Fig1b_Enriched_nutrients_Salt_addition,BPC,NA,Total,6,167.296,36.973,6,251.572,147.895,0.4080,0.0657,
D138,S029,Daleo_Oscar,2009,Field,Argentina,-40.75,-64.87,Marsh,14.94,270.71,Grass,Transplant,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U133,Yes,Fig3_Fine_grain_size,APC,NA,Total,7,4.553,2.868,7,8.726,3.728,0.6505,0.0828,
D139,S029,Daleo_Oscar,2009,Field,Argentina,-40.75,-64.87,Marsh,14.94,270.71,Grass,Transplant,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U134,Yes,Fig3_Large_grain_size,APC,NA,Total,7,11.653,2.151,7,6.558,1.721,-0.5749,0.0147,
D140,S029,Daleo_Oscar,2009,Field,Argentina,-40.75,-64.87,Marsh,14.94,270.71,Grass,Transplant,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U135,Yes,Fig3_Large_grain_size,LC,NA,Total,7,8.216,2.288,7,7.027,2.574,-0.1563,0.0302,
D141,S029,Daleo_Oscar,2009,Field,Argentina,-40.75,-64.87,Marsh,14.94,270.71,Grass,Transplant,Crab,Invertebrate,Herbivores,Above_below,Cold,Excluded,U136,Yes,Fig3_Fine_grain_size,LC,NA,Total,7,4.811,6.007,7,9.189,2.574,0.6471,0.2339,
D142,S030,Denno_et_al,2002,Lab,USA_NJ,39.51,-74.33,Marsh,12.40,1099.11,Grass,Transplant,NA,NA,Predators,NA,NA,Addition,U137,No,Fig1B_High_fertilization_Thatch_absent,APC,NA,Total,10,2.631,9.056,10,2.814,10.086,0.0672,2.4694,
D143,S030,Denno_et_al,2002,Lab,USA_NJ,39.51,-74.33,Marsh,12.40,1099.11,Grass,Transplant,NA,NA,Predators,NA,NA,Addition,U138,No,Fig1B_High_fertilization_Thatch_present,APC,NA,Total,10,2.183,7.965,10,3.221,11.041,0.3890,2.5063,
D144,S030,Denno_et_al,2002,Field,USA_NJ,39.51,-74.33,Marsh,12.40,1099.11,Grass,Natural,NA,NA,Predators,NA,NA,Addition,U139,No,Fig3B_Nutrient_enriched,APC,NA,Total,9,959.474,198.198,9,971.265,173.385,0.0122,0.0083,
D145,S030,Denno_et_al,2002,Lab,USA_NJ,39.51,-74.33,Marsh,12.40,1099.11,Grass,Transplant,NA,NA,Predators,NA,NA,Addition,U140,No,Fig1B_Low_fertilization_Thatch_absent,APC,NA,Total,10,0.936,3.237,10,1.08,3.854,0.1431,2.4694,
D146,S030,Denno_et_al,2002,Lab,USA_NJ,39.51,-74.33,Marsh,12.40,1099.11,Grass,Transplant,NA,NA,Predators,NA,NA,Addition,U141,No,Fig1B_Low_fertilization_Thatch_absent,APC,NA,Total,10,1.016,3.512,10,1.668,5.665,0.4958,2.3483,
D147,S030,Denno_et_al,2002,Lab,USA_NJ,39.51,-74.33,Marsh,12.40,1099.11,Grass,Transplant,NA,NA,Predators,NA,NA,Addition,U142,No,Fig3B_No_fertilization_Thatch_absent,APC,NA,Total,4,412.75,207.22,4,355.32,103.58,-0.1498,0.0843,
D148,S030,Denno_et_al,2002,Lab,USA_NJ,39.51,-74.33,Marsh,12.40,1099.11,Grass,Transplant,NA,NA,Predators,NA,NA,Addition,U143,No,Fig3B_No_fertilization_Thatch_present,APC,NA,Total,9,403.59,107.7,9,381.39,66.24,-0.0566,0.0113,
D149,S030,Denno_et_al,2002,Lab,USA_NJ,39.51,-74.33,Marsh,12.40,1099.11,Grass,Transplant,NA,NA,Predators,NA,NA,Addition,U144,No,Fig1C_High_fertilization_Thatch_absent,LC,NA,Total,10,2.769,0.515,10,2.276,0.741,-0.1961,0.0141,
D150,S030,Denno_et_al,2002,Lab,USA_NJ,39.51,-74.33,Marsh,12.40,1099.11,Grass,Transplant,NA,NA,Predators,NA,NA,Addition,U145,No,Fig1C_High_fertilization_Thatch_present,LC,NA,Total,10,12.331,2.632,10,9.892,1.57,-0.2204,0.0071,
D151,S030,Denno_et_al,2002,Lab,USA_NJ,39.51,-74.33,Marsh,12.40,1099.11,Grass,Transplant,NA,NA,Predators,NA,NA,Addition,U146,Yes,Fig1C_Low_fertilization_Thatch_absent,LC,NA,Total,10,0.801,0.377,10,0.966,0.314,0.1873,0.0327,
D152,S030,Denno_et_al,2002,Lab,USA_NJ,39.51,-74.33,Marsh,12.40,1099.11,Grass,Transplant,NA,NA,Predators,NA,NA,Addition,U147,No,Fig1C_Low_fertilization_Thatch_present,LC,NA,Total,10,8.001,1.707,10,8.471,1.345,0.0571,0.0071,
D153,S030,Denno_et_al,2002,Field,USA_NJ,39.51,-74.33,Marsh,12.40,1099.11,Grass,Natural,NA,NA,Predators,NA,NA,Addition,U148,Yes,Fig3C_No_fertilization_Thatch_absent,LC,NA,Total,4,313.816,68.43,4,265.465,103.93,-0.1673,0.0502,
D154,S030,Denno_et_al,2002,Field,USA_NJ,39.51,-74.33,Marsh,12.40,1099.11,Grass,Natural,NA,NA,Predators,NA,NA,Addition,U149,Yes,Fig3C_No_fertilization_Thatch_present,LC,NA,Total,9,674.135,88.359,9,593.762,229.89,-0.1270,0.0186,
D155,S030,Denno_et_al,2002,Field,USA_NJ,39.51,-74.33,Marsh,12.40,1099.11,Grass,Natural,NA,NA,Predators,NA,NA,Addition,U150,No,Fig3C_Nutrient_enriched,LC,NA,Total,9,312.183,108.501,9,264.594,154.188,-0.1654,0.0512,
D156,S031,Derksen_Hooijberg,2019,Field,USA_GA,31.41,-81.29,Marsh,19.59,1310.06,Grass,Natural,Snail,Invertebrate,Herbivores,Above,Cold,Excluded,U151,No,Fig5a_DM,APC,NA,Total,5,11.9934,3.291044849,6,12.3699,3.434674517,0.0309,0.0279,
D157,S031,Derksen_Hooijberg,2019,Field,USA_GA,31.41,-81.29,Marsh,19.59,1310.06,Grass,Natural,Snail,Invertebrate,Herbivores,Above,Cold,Excluded,U152,No,Fig5a_DNM,APC,NA,Total,6,6.4327,1.230378698,5,5.3582,1.466636986,-0.1828,0.0211,
D158,S031,Derksen_Hooijberg,2019,Field,USA_GA,31.41,-81.29,Marsh,19.59,1310.06,Grass,Natural,Snail,Invertebrate,Herbivores,Above,Cold,Excluded,U153,No,Fig5a_CM,APC,NA,Total,5,11.0095,0.561700276,5,12.363,3.962536063,0.1159,0.0211,
D159,S031,Derksen_Hooijberg,2019,Field,USA_GA,31.41,-81.29,Marsh,19.59,1310.06,Grass,Natural,Snail,Invertebrate,Herbivores,Above,Cold,Excluded,U154,Yes,Fig5a_CNM,APC,NA,Total,6,4.6329,1.811397665,6,4.0607,1.298964411,-0.1318,0.0425,
D160,S031,Derksen_Hooijberg,2019,Field,USA_GA,31.41,-81.29,Marsh,19.59,1310.06,Grass,Natural,Snail,Invertebrate,Herbivores,Above,Cold,Excluded,U155,No,Fig5B_DM,BPC,NA,Total,5,10.7308,1.996808704,6,8.9168,1.503741753,-0.1852,0.0117,
D161,S031,Derksen_Hooijberg,2019,Field,USA_GA,31.41,-81.29,Marsh,19.59,1310.06,Grass,Natural,Snail,Invertebrate,Herbivores,Above,Cold,Excluded,U156,No,Fig5B_DNM,BPC,NA,Total,6,6.3215,2.666024636,5,4.6331,2.152886249,-0.3107,0.0728,
D162,S031,Derksen_Hooijberg,2019,Field,USA_GA,31.41,-81.29,Marsh,19.59,1310.06,Grass,Natural,Snail,Invertebrate,Herbivores,Above,Cold,Excluded,U157,No,Fig5B_CM,BPC,NA,Total,5,14.5402,1.029709304,5,11.1634,3.900149766,-0.2643,0.0254,
D163,S031,Derksen_Hooijberg,2019,Field,USA_GA,31.41,-81.29,Marsh,19.59,1310.06,Grass,Natural,Snail,Invertebrate,Herbivores,Above,Cold,Excluded,U158,Yes,Fig5B_CNM,BPC,NA,Total,6,5.8891,2.153346433,6,6.2379,2.187639289,0.0575,0.0428,
D164,S032,Di_Bella_et_al,2015,Field,Argentina,-36.32,-56.83,Marsh,14.85,919.64,NA,NA,Livestock,Vertebrate,Herbivores,Above,Warm,Addition,U159,Yes,Fig2_a,Soil_BD,0-5,Sub,20,0.58212,0.196818703,20,0.57794,0.232193299,-0.0072,0.0138,
D165,S032,Di_Bella_et_al,2015,Field,Argentina,-36.32,-56.83,Marsh,14.85,919.64,NA,NA,Livestock,Vertebrate,Herbivores,Above,Warm,Addition,U159,Yes,Fig2_d,Soil_BD,5-10,Sub,20,0.64489,0.065740399,20,0.64541,0.09342292,0.0008,0.0016,
D166,S032,Di_Bella_et_al,2015,Field,Argentina,-36.32,-56.83,Marsh,14.85,919.64,NA,NA,Livestock,Vertebrate,Herbivores,Above,Warm,Addition,U160,Yes,Fig2_b,Soil_BD,0-5,Sub,20,0.45712,0.320249656,20,0.58314,0.149592948,0.2435,0.0278,
D167,S032,Di_Bella_et_al,2015,Field,Argentina,-36.32,-56.83,Marsh,14.85,919.64,NA,NA,Livestock,Vertebrate,Herbivores,Above,Warm,Addition,U160,Yes,Fig2_e,Soil_BD,5-10,Sub,20,0.74768,0.551011871,20,0.85835,0.289526082,0.1380,0.0328,
D168,S032,Di_Bella_et_al,2015,Field,Argentina,-36.32,-56.83,Marsh,14.85,919.64,NA,NA,Livestock,Vertebrate,Herbivores,Above,Warm,Addition,U161,Yes,Fig2_c,Soil_BD,0-5,Sub,20,0.68606,0.460406397,20,0.7119,0.457097016,0.0370,0.0431,
D169,S032,Di_Bella_et_al,2015,Field,Argentina,-36.32,-56.83,Marsh,14.85,919.64,NA,NA,Livestock,Vertebrate,Herbivores,Above,Warm,Addition,U161,Yes,Fig2_f,Soil_BD,5-10,Sub,20,0.804,0.38290428,20,0.82071,0.999209336,0.0206,0.0855,
D170,S032,Di_Bella_et_al,2015,Field,Argentina,-36.32,-56.83,Marsh,14.85,919.64,NA,NA,Livestock,Vertebrate,Herbivores,Above,Warm,Addition,U162,Yes,Table2,Soil_OCcon,0-15,Total,10,9.7,1.58113883,10,6.5,2.529822128,-0.4003,0.0178,
D171,S032,Di_Bella_et_al,2015,Field,Argentina,-36.32,-56.83,Marsh,14.85,919.64,NA,NA,Livestock,Vertebrate,Herbivores,Above,Warm,Addition,U163,Yes,Table2,Soil_OCcon,0-15,Total,10,8.1,11.06797181,10,6,3.794733192,-0.3001,0.2267,
D172,S032,Di_Bella_et_al,2015,Field,Argentina,-36.32,-56.83,Marsh,14.85,919.64,NA,NA,Livestock,Vertebrate,Herbivores,Above,Warm,Addition,U164,Yes,Table2,Soil_OCcon,0-15,Total,10,6.8,7.589466384,10,4.9,1.58113883,-0.3277,0.1350,
D173,S032,Di_Bella_et_al,2015,Field,Argentina,-36.32,-56.83,Marsh,14.85,919.64,NA,NA,Livestock,Vertebrate,Herbivores,Above,Warm,Addition,U165,Yes,Calculated,Soil_OCden,0-15,Total,10,3.45157913,0.562621215,10,2.30601475,0.897508791,-0.4033,0.0178,
D174,S032,Di_Bella_et_al,2015,Field,Argentina,-36.32,-56.83,Marsh,14.85,919.64,NA,NA,Livestock,Vertebrate,Herbivores,Above,Warm,Addition,U166,Yes,Calculated,Soil_OCden,0-15,Total,10,2.58862149,3.537134528,10,2.137677,1.351985644,-0.1914,0.2267,
D175,S032,Di_Bella_et_al,2015,Field,Argentina,-36.32,-56.83,Marsh,14.85,919.64,NA,NA,Livestock,Vertebrate,Herbivores,Above,Warm,Addition,U167,Yes,Calculated,Soil_OCden,0-15,Total,10,2.3758656,2.651698839,10,2.04835729,0.660966785,-0.1483,0.1350,
D176,S033,Dormann_et_al,2000,Field,The_Netherlands,53.48,6.30,Marsh,9.31,792.68,Forb,Transplant,Others,Vertebrate,Herbivores,Above_below,Warm,Excluded,U168,Yes,Fig1_15_Year_With_Neighbor,APC,NA,Total,8,0.179,0.08,6,0.094,0.046,-0.6441,0.0649,
D177,S033,Dormann_et_al,2000,Field,The_Netherlands,53.48,6.30,Marsh,9.31,792.68,Shrub,Transplant,Others,Vertebrate,Herbivores,Above_below,Warm,Excluded,U169,Yes,Fig1_30_Year_With_Neighbor,APC,NA,Total,4,1.254,0.801,5,0.943,0.211,-0.2850,0.1120,
D178,S033,Dormann_et_al,2000,Field,The_Netherlands,53.48,6.30,Marsh,9.31,792.68,Shrub,Transplant,Others,Vertebrate,Herbivores,Above_below,Warm,Excluded,U170,Yes,Fig1_30_Year_With_Neighbor,APC,NA,Total,8,1.484,0.314,10,0.902,0.21,-0.4979,0.0110,
D179,S033,Dormann_et_al,2000,Field,The_Netherlands,53.48,6.30,Marsh,9.31,792.68,Forb,Transplant,Others,Vertebrate,Herbivores,Above_below,Warm,Excluded,U171,Yes,Fig1_30_Year_With_Neighbor,APC,NA,Total,5,0.066,0.032,5,0.151,0.053,0.8276,0.0717,
D180,S033,Dormann_et_al,2000,Field,The_Netherlands,53.48,6.30,Marsh,9.31,792.68,Shrub,Transplant,Others,Vertebrate,Herbivores,Above_below,Warm,Excluded,U172,Yes,Fig1_40_Year_With_Neighbor,APC,NA,Total,8,0.947,1.025,6,1.058,0.184,0.1108,0.1515,
D181,S033,Dormann_et_al,2000,Field,The_Netherlands,53.48,6.30,Marsh,9.31,792.68,Shrub,Transplant,Others,Vertebrate,Herbivores,Above_below,Warm,Excluded,U173,Yes,Fig1_40_Year_With_Neighbor,APC,NA,Total,5,1.298,0.248,8,1.163,0.188,-0.1098,0.0106,
D182,S033,Dormann_et_al,2000,Field,The_Netherlands,53.48,6.30,Marsh,9.31,792.68,Forb,Transplant,Others,Vertebrate,Herbivores,Above_below,Warm,Excluded,U174,Yes,Fig1_40_Year_With_Neighbor,APC,NA,Total,2,0.188,0.067,4,0.151,0.057,-0.2192,0.0991,
D183,S033,Dormann_et_al,2000,Field,The_Netherlands,53.48,6.30,Marsh,9.31,792.68,Shrub,Transplant,Others,Vertebrate,Herbivores,Above_below,Warm,Excluded,U175,Yes,Fig1_40_Year_With_Neighbor,APC,NA,Total,8,0.202,0.426,5,0.034,0.034,-1.7819,0.7559,
D184,S033,Dormann_et_al,2000,Field,The_Netherlands,53.48,6.30,Marsh,9.31,792.68,Shrub,Transplant,Others,Vertebrate,Herbivores,Above_below,Warm,Excluded,U176,Yes,Fig1_40_Year_With_Neighbor,APC,NA,Total,2,0.052,0.02,6,0.086,0.047,0.5031,0.1237,
