"","Site.name","SiteNum","U_depth","L_depth","mid_point","BD_final","OC_final","CD_calc"
"353","DMA05 JJ1","M0084",0.063333333,0.083,0.073,0.92,1.96,0.018
"354","DMA05 JJ1","M0084",0.083,0.102,0.093,0.8,3.08,0.025
"355","DMA05 JJ1","M0084",0.102,0.122333333,0.112,0.85,2.55,0.022
"356","DMA05 JJ1","M0084",0.122333333,0.142333333,0.132,0.87,2.32,0.02
"357","DMA05 JJ1","M0084",0.142333333,0.161666667,0.152,0.86,2.45,0.021
"358","DMA05 JJ1","M0084",0.161666667,0.187,0.174,0.89,2.18,0.019
"359","DMA05 JJ1","M0084",0.187,0.214333333,0.201,0.81,2.97,0.024
"360","DMA05 JJ1","M0084",0.214333333,0.245333333,0.23,0.82,2.8,0.023
"361","DMA05 JJ1","M0084",0.245333333,0.287333333,0.266,0.84,2.65,0.022
"362","DMA05 JJ1","M0084",0.287333333,0.325666667,0.307,0.86,2.4,0.021
"363","DMA05 JJ1","M0084",0.325666667,0.366333333,0.346,0.86,2.44,0.021
"364","DMA05 JJ1","M0084",0.366333333,0.405333333,0.386,0.88,2.23,0.02
"365","DMA05 JJ1","M0084",0.405333333,0.445333333,0.425,0.95,1.75,0.017
"366","DMA05 JJ1","M0084",0.445333333,0.485,0.465,1.01,1.42,0.014
"367","DMA05 JJ1","M0084",0.485,0.525666667,0.505,1.02,1.37,0.014
"368","DMA05 JJ1","M0084",0.525666667,0.568,0.547,1.05,1.24,0.013
"369","DMA05 JJ1","M0084",0.568,0.606,0.587,1.03,1.34,0.014
"370","DMA05 JJ1","M0084",0.606,0.645333333,0.626,1.06,1.21,0.013
"371","DMA05 JJ1","M0084",0.645333333,0.686666667,0.666,1.03,1.33,0.014
"372","DMA05 JJ1","M0084",0.686666667,0.728,0.707,1.07,1.18,0.013
"373","DMA05 JJ1","M0084",0.728,0.765666667,0.747,1.1,1.05,0.012
"374","DMA05 JJ1","M0084",0.765666667,0.805333333,0.786,1.14,0.93,0.011
"375","DMA05 JJ1","M0084",0.805333333,0.846333333,0.826,1.11,1.01,0.011
"376","DMA05 JJ1","M0084",0.846333333,0.887666667,0.867,1.1,1.08,0.012
"377","DMA05 JJ1","M0084",0.887666667,0.927666667,0.908,1.15,0.89,0.01
"378","DMA05 JJ1","M0084",0.927666667,0.94,0.934,1.15,0.9,0.01
"379","DMA05 JJ1","M0084",0.94,1,0.97,1.15,0.91,0.01
"380","DMA05 JJ2","M0085",0,0.023333333,0.012,1.05,1.27,0.013
"381","DMA05 JJ2","M0085",0.023333333,0.042666667,0.033,1.05,1.26,0.013
"382","DMA05 JJ2","M0085",0.042666667,0.063333333,0.053,1.06,1.21,0.013
"383","DMA05 JJ2","M0085",0.063333333,0.083,0.073,1.06,1.23,0.013
"384","DMA05 JJ2","M0085",0.083,0.102,0.093,1.07,1.19,0.013
"385","DMA05 JJ2","M0085",0.102,0.122333333,0.112,1.09,1.1,0.012
"386","DMA05 JJ2","M0085",0.122333333,0.142333333,0.132,1.11,1.02,0.011
"387","DMA05 JJ2","M0085",0.142333333,0.161666667,0.152,1.11,1.02,0.011
"388","DMA05 JJ2","M0085",0.161666667,0.187,0.174,1.1,1.07,0.012
"389","DMA05 JJ2","M0085",0.187,0.214333333,0.201,1.05,1.25,0.013
"390","DMA05 JJ2","M0085",0.214333333,0.245333333,0.23,1.07,1.16,0.012
"391","DMA05 JJ2","M0085",0.245333333,0.287333333,0.266,1.09,1.11,0.012
"392","DMA05 JJ2","M0085",0.287333333,0.325666667,0.307,1.1,1.07,0.012
"393","DMA05 JJ2","M0085",0.325666667,0.366333333,0.346,1.1,1.05,0.012
"394","DMA05 JJ2","M0085",0.366333333,0.405333333,0.386,1.11,1.04,0.012
"395","DMA05 JJ2","M0085",0.405333333,0.445333333,0.425,1.12,0.98,0.011
"396","DMA05 JJ2","M0085",0.445333333,0.485,0.465,1.12,0.98,0.011
"397","DMA05 JJ2","M0085",0.485,0.525666667,0.505,1.13,0.98,0.011
"398","DMA05 JJ2","M0085",0.525666667,0.568,0.547,1.13,0.97,0.011
"399","DMA05 JJ2","M0085",0.568,0.606,0.587,1.13,0.96,0.011
"400","DMA05 JJ2","M0085",0.606,0.645333333,0.626,1.14,0.93,0.011
"401","DMA05 JJ2","M0085",0.645333333,0.686666667,0.666,1.18,0.82,0.01
"402","DMA05 JJ2","M0085",0.686666667,0.728,0.707,1.17,0.83,0.01
"403","DMA05 JJ2","M0085",0.728,0.765666667,0.747,1.15,0.89,0.01
"404","DMA05 JJ2","M0085",0.765666667,0.805333333,0.786,1.15,0.91,0.01
"405","DMA05 JJ2","M0085",0.805333333,0.846333333,0.826,1.14,0.92,0.01
"406","DMA05 JJ2","M0085",0.846333333,0.887666667,0.867,1.17,0.83,0.01
"407","DMA05 JJ2","M0085",0.887666667,0.927666667,0.908,1.17,0.85,0.01
"408","DMA05 JJ2","M0085",0.927666667,0.94,0.934,1.22,0.72,0.009
"409","DMA05 JJ2","M0085",0.94,1,0.97,1.15,0.9,0.01
"410","DMA05 JJ3","M0086",0,0.023333333,0.012,1.02,1.36,0.014
"411","DMA05 JJ3","M0086",0.023333333,0.042666667,0.033,1,1.46,0.015
"412","DMA05 JJ3","M0086",0.042666667,0.063333333,0.053,1,1.5,0.015
"413","DMA05 JJ3","M0086",0.063333333,0.083,0.073,1.01,1.42,0.014
"414","DMA05 JJ3","M0086",0.083,0.102,0.093,1.03,1.33,0.014
"415","DMA05 JJ3","M0086",0.102,0.122333333,0.112,1.04,1.3,0.013
"416","DMA05 JJ3","M0086",0.122333333,0.142333333,0.132,0.97,1.64,0.016
"417","DMA05 JJ3","M0086",0.142333333,0.161666667,0.152,0.98,1.6,0.016
"418","DMA05 JJ3","M0086",0.161666667,0.187,0.174,0.98,1.6,0.016
"419","DMA05 JJ3","M0086",0.187,0.214333333,0.201,1.01,1.4,0.014
"420","DMA05 JJ3","M0086",0.214333333,0.245333333,0.23,1.06,1.21,0.013
"421","DMA05 JJ3","M0086",0.245333333,0.287333333,0.266,1.02,1.37,0.014
"422","DMA05 JJ3","M0086",0.287333333,0.325666667,0.307,1.01,1.41,0.014
"423","DMA05 JJ3","M0086",0.325666667,0.366333333,0.346,1.01,1.41,0.014
"424","DMA05 JJ3","M0086",0.366333333,0.405333333,0.386,1.04,1.3,0.014
"425","DMA05 JJ3","M0086",0.405333333,0.445333333,0.425,1.01,1.43,0.014
"426","DMA05 JJ3","M0086",0.445333333,0.485,0.465,1.01,1.41,0.014
"427","DMA05 JJ3","M0086",0.485,0.525666667,0.505,1.02,1.4,0.014
"428","DMA05 JJ3","M0086",0.525666667,0.568,0.547,1.03,1.32,0.014
"429","DMA05 JJ3","M0086",0.568,0.606,0.587,1.03,1.32,0.014
"430","DMA05 JJ3","M0086",0.606,0.645333333,0.626,1.04,1.31,0.014
"431","DMA05 JJ3","M0086",0.645333333,0.686666667,0.666,1.04,1.3,0.013
"432","DMA05 JJ3","M0086",0.686666667,0.728,0.707,1.04,1.29,0.013
"433","DMA05 JJ3","M0086",0.728,0.765666667,0.747,1.04,1.28,0.013
"434","DMA05 JJ3","M0086",0.765666667,0.805333333,0.786,1.05,1.27,0.013
"435","DMA05 JJ3","M0086",0.805333333,0.846333333,0.826,1.04,1.29,0.013
"436","DMA05 JJ3","M0086",0.846333333,0.887666667,0.867,1.05,1.26,0.013
"437","DMA05 JJ3","M0086",0.887666667,0.927666667,0.908,1.05,1.26,0.013
"438","DMA05 JJ3","M0086",0.927666667,0.94,0.934,1.05,1.25,0.013
"439","DMA05 JJ3","M0086",0.94,1,0.97,1.08,1.15,0.012
"440","RRT97 M1 25m","M0087",0,0.05,0.025,0.51,6.42,0.033
"441","RRT97 M1 50m","M0088",0,0.05,0.025,0.5,5.14,0.026
"442","RRT97 M2 25m","M0089",0,0.05,0.025,0.61,6.75,0.041
"443","RRT97 M2 50m","M0090",0,0.05,0.025,0.53,8.78,0.047
"444","RRT97 M3 25m","M0091",0,0.05,0.025,0.39,9.62,0.038
"445","RRT97 M3 50m","M0092",0,0.05,0.025,0.45,8.73,0.039
"446","CM04 C1","M0093",0,0.05,0.025,0.86,2.41,0.021
"447","CM04 C1","M0093",0.05,0.4,0.225,1.04,1.28,0.013
"448","CM04 C1","M0093",0.4,1,0.7,1.2,0.77,0.009
"449","CM04 C4","M0095",0,0.05,0.025,0.95,1.73,0.016
"450","CM04 C4","M0095",0.05,0.4,0.225,0.97,1.61,0.016
"451","CM04 C4","M0095",0.4,1,0.7,1.06,1.19,0.013
"452","CM04 C11","M0097",0,0.05,0.025,1.09,1.11,0.012
"453","CM04 C11","M0097",0.05,0.4,0.225,1.2,0.77,0.009
"454","CM04 C11","M0097",0.4,1,0.7,1.2,0.76,0.009
"455","CM04 C14","M0099",0,0.05,0.025,0.35,15.7,0.054
"456","CM04 C14","M0099",0.05,0.4,0.225,0.81,2.98,0.024
"457","CM04 C14","M0099",0.4,1,0.7,1.14,0.92,0.011
"458","CM04 C15","M0100",0,0.05,0.025,0.25,21.6,0.054
"459","CM04 C15","M0100",0.05,0.4,0.225,0.7,4.7,0.033
"460","CM04 C15","M0100",0.4,1,0.7,1.14,0.92,0.011
"461","CM04 C17","M0101",0,0.05,0.025,0.96,1.68,0.016
"462","CM04 C17","M0101",0.05,0.4,0.225,1.1,1.06,0.012
"463","CM04 C17","M0101",0.4,1,0.7,1.19,0.78,0.009
"464","CM04 C18","M0102",0,0.05,0.025,1.03,1.34,0.014
"465","CM04 C18","M0102",0.05,0.4,0.225,1.18,0.81,0.01
"466","CM04 C18","M0102",0.4,1,0.7,1.19,0.78,0.009
"467","CM04 C20","M0103",0,0.05,0.025,0.56,7.9,0.044
"468","CM04 C20","M0103",0.05,0.4,0.225,0.66,5.44,0.036
"469","CM04 C20","M0103",0.4,1,0.7,1,1.49,0.015
"470","CM04 C21","M0104",0,0.05,0.025,0.49,9.93,0.049
"471","CM04 C21","M0104",0.05,0.4,0.225,0.92,1.91,0.018
"472","CM04 C21","M0104",0.4,1,0.7,1,1.48,0.015
"473","CM04 C22","M0105",0,0.05,0.025,0.97,1.65,0.016
"474","CM04 C22","M0105",0.05,0.4,0.225,1.18,0.81,0.01
"475","CM04 C22","M0105",0.4,1,0.7,1.22,0.71,0.009
"476","CM04 C23","M0106",0,0.05,0.025,1.14,0.92,0.011
"477","CM04 C23","M0106",0.05,0.4,0.225,1.2,0.77,0.009
"478","CM04 C23","M0106",0.4,1,0.7,1.23,0.69,0.008
"479","CM04 C24","M0107",0,0.05,0.025,1.11,1.01,0.011
"480","CM04 C24","M0107",0.05,0.4,0.225,1.19,0.78,0.009
"481","CM04 C24","M0107",0.4,1,0.7,1.2,0.75,0.009
"482","CM04 C25","M0108",0,0.05,0.025,0.72,4.37,0.031
"483","CM04 C25","M0108",0.05,0.4,0.225,0.84,2.65,0.022
"484","CM04 C25","M0108",0.4,1,0.7,0.98,1.56,0.015
"485","CM04 C26","M0109",0,0.05,0.025,0.93,1.88,0.017
"486","CM04 C26","M0109",0.05,0.4,0.225,1.1,1.05,0.012
"487","CM04 C26","M0109",0.4,1,0.7,1.18,0.81,0.01
"488","CM04 C27","M0110",0,0.05,0.025,0.88,2.24,0.02
"489","CM04 C27","M0110",0.05,0.4,0.225,0.93,1.88,0.017
"490","CM04 C27","M0110",0.4,1,0.7,1.03,1.35,0.014
"491","CM04 C28","M0111",0,0.05,0.025,0.79,3.16,0.025
"492","CM04 C28","M0111",0.05,0.4,0.225,0.92,1.91,0.018
"493","CM04 C28","M0111",0.4,1,0.7,0.95,1.75,0.017
"494","CM04 C2","M0094",0,0.02,0.01,0.99,1.55,0.015
"495","CM04 C2","M0094",0.02,0.04,0.03,1.11,1.03,0.011
"496","CM04 C2","M0094",0.04,0.06,0.05,1.17,0.85,0.01
"497","CM04 C2","M0094",0.06,0.08,0.07,1.2,0.75,0.009
"498","CM04 C2","M0094",0.08,0.1,0.09,1.2,0.77,0.009
"499","CM04 C2","M0094",0.1,0.15,0.125,1.3,0.53,0.007
"500","CM04 C2","M0094",0.15,0.2,0.175,1.26,0.61,0.008
"501","CM04 C2","M0094",0.2,0.3,0.25,1.16,0.87,0.01
"502","CM04 C2","M0094",0.3,0.4,0.35,1.04,1.3,0.013
"503","CM04 C2","M0094",0.4,0.5,0.45,1.03,1.31,0.014
"504","CM04 C2","M0094",0.5,0.6,0.55,1.09,1.09,0.012
"505","CM04 C2","M0094",0.6,0.8,0.7,1.25,0.64,0.008
"506","CM04 C2","M0094",0.8,1,0.9,1.31,0.49,0.006
"507","CM04 C2","M0094",1,1.4,1.2,1.26,0.62,0.008
"508","CM04 C8","M0096",0,0.02,0.01,1.12,1,0.011
"509","CM04 C8","M0096",0.02,0.04,0.03,1.06,1.21,0.013
"510","CM04 C8","M0096",0.04,0.06,0.05,0.95,1.75,0.017
"511","CM04 C8","M0096",0.06,0.08,0.07,1.16,0.86,0.01
"512","CM04 C8","M0096",0.08,0.1,0.09,1.11,1.01,0.011
"513","CM04 C8","M0096",0.1,0.15,0.125,1.15,0.89,0.01
"514","CM04 C8","M0096",0.15,0.2,0.175,1.21,0.73,0.009
"515","CM04 C8","M0096",0.2,0.3,0.25,1.16,0.88,0.01
"516","CM04 C8","M0096",0.3,0.4,0.35,1.21,0.73,0.009
"517","CM04 C8","M0096",0.4,0.5,0.45,1.17,0.83,0.01
"518","CM04 C8","M0096",0.5,0.6,0.55,1.15,0.9,0.01
"519","CM04 C8","M0096",0.6,0.8,0.7,1.18,0.8,0.009
"520","CM04 C8","M0096",0.8,1,0.9,1.16,0.88,0.01
"521","CM04 C8","M0096",1,1.4,1.2,1.22,0.71,0.009
"522","CM04 C12","M0098",0,0.02,0.01,0.34,16.06,0.054
"523","CM04 C12","M0098",0.02,0.04,0.03,0.3,18.38,0.055
"524","CM04 C12","M0098",0.04,0.06,0.05,0.56,8.06,0.045
"525","CM04 C12","M0098",0.06,0.08,0.07,0.58,7.45,0.043
"526","CM04 C12","M0098",0.08,0.1,0.09,0.72,4.32,0.031
"527","CM04 C12","M0098",0.1,0.15,0.125,0.76,3.59,0.027
"528","CM04 C12","M0098",0.15,0.2,0.175,0.77,3.52,0.027
"529","CM04 C12","M0098",0.2,0.3,0.25,0.82,2.87,0.023
"530","CM04 C12","M0098",0.3,0.4,0.35,0.94,1.82,0.017
"531","CM04 C12","M0098",0.4,0.5,0.45,1.02,1.38,0.014
"532","CM04 C12","M0098",0.5,0.6,0.55,1.05,1.25,0.013
"533","CM04 C12","M0098",0.6,0.8,0.7,1.1,1.08,0.012
"534","CM04 C12","M0098",0.8,1,0.9,1.09,1.08,0.012
"535","CM04 C12","M0098",1,1.4,1.2,1.07,1.16,0.012
"536","EL98 Rhizophora","M0112",0,0.007,0.004,0.17,30.43,0.052
"537","EL98 Rhizophora","M0112",0.007,0.01,0.009,0.14,37.17,0.051
"538","EL98 Rhizophora","M0112",0.01,0.027,0.019,0.17,30.98,0.052
"539","EL98 Rhizophora","M0112",0.027,0.036,0.032,0.16,32.95,0.052
"540","EL98 Rhizophora","M0112",0.036,0.046,0.041,0.18,29.72,0.052
"541","EL98 Rhizophora","M0112",0.046,0.055,0.051,0.16,32.1,0.052
"542","EL98 Rhizophora","M0112",0.055,0.066,0.061,0.17,30.7,0.052
"543","EL98 Rhizophora","M0112",0.066,0.074,0.07,0.16,31.41,0.052
"544","EL98 Rhizophora","M0112",0.074,0.087,0.081,0.17,30.15,0.052
"545","EL98 Rhizophora","M0112",0.087,0.095,0.091,0.16,31.71,0.052
"546","EL98 Rhizophora","M0112",0.095,0.103,0.099,0.17,30.84,0.052
"547","EL98 Rhizophora","M0112",0.103,0.142,0.123,0.15,33.23,0.051
"548","EL98 Rhizophora","M0112",0.142,0.2,0.171,0.16,32.93,0.052
"549","EL98 Rhizophora","M0112",0.2,0.302,0.251,0.16,31.76,0.052
"550","EL98 Rhizophora","M0112",0.302,0.324,0.313,0.16,31.47,0.052
"551","EL98 Rhizophora","M0112",0.324,0.401,0.363,0.17,30.94,0.052
"552","EL98 Rhizophora","M0112",0.401,0.522,0.462,0.15,34.03,0.051
"553","EL98 Rhizophora","M0112",0.522,0.601,0.562,0.16,31.63,0.052
"554","EL98 Rhizophora","M0112",0.601,0.664,0.633,0.15,33.35,0.051
"555","EL98 Rhizophora","M0112",0.664,0.785,0.725,0.16,32.24,0.052
"556","EL98 Rhizophora","M0112",0.785,0.982,0.884,0.17,30.95,0.052
"557","EL98 Rhizophora","M0112",0.982,1.183,1.083,0.18,29.18,0.052
"558","EL98 Rhizophora","M0112",1.183,1.38,1.282,0.17,30.65,0.052
"559","EL98 Rhizophora","M0112",1.38,1.584,1.482,0.19,27.56,0.053
"560","EL98 Rhizophora","M0112",1.584,1.736,1.66,0.19,27.49,0.053
"561","EL98 Laguncularia","M0113",0,0.012,0.006,0.15,34.61,0.051
"562","EL98 Laguncularia","M0113",0.012,0.02,0.016,0.15,34.85,0.051
"563","EL98 Laguncularia","M0113",0.02,0.028,0.024,0.14,35.7,0.051
"564","EL98 Laguncularia","M0113",0.028,0.038,0.033,0.14,36.62,0.051
"565","EL98 Laguncularia","M0113",0.038,0.049,0.044,0.15,35.35,0.051
"566","EL98 Laguncularia","M0113",0.049,0.054,0.052,0.14,36.47,0.051
"567","EL98 Laguncularia","M0113",0.054,0.062,0.058,0.14,36.15,0.051
"568","EL98 Laguncularia","M0113",0.062,0.07,0.066,0.15,35.03,0.051
"569","EL98 Laguncularia","M0113",0.07,0.079,0.075,0.14,36.63,0.051
"570","EL98 Laguncularia","M0113",0.079,0.162,0.121,0.15,34.64,0.051
"571","EL98 Laguncularia","M0113",0.162,0.263,0.213,0.14,37.05,0.051
"572","EL98 Laguncularia","M0113",0.263,0.365,0.314,0.16,32.66,0.052
"573","EL98 Laguncularia","M0113",0.365,0.464,0.415,0.16,32.58,0.052
"574","EL98 Laguncularia","M0113",0.464,0.586,0.525,0.17,29.83,0.052
"575","EL98 Laguncularia","M0113",0.586,0.661,0.624,0.18,28.48,0.052
"576","EL98 Laguncularia","M0113",0.661,0.76,0.711,0.25,21.53,0.054
"577","EL98 Laguncularia","M0113",0.76,0.884,0.822,0.14,36.97,0.051
"578","EL98 Laguncularia","M0113",0.884,1.111,0.998,0.15,34.63,0.051
"579","EL98 Laguncularia","M0113",1.111,1.284,1.198,0.16,32.81,0.052
"580","EL98 Laguncularia","M0113",1.284,1.385,1.335,0.14,36.55,0.051
"581","EL98 Laguncularia","M0113",1.385,1.485,1.435,0.15,34.15,0.051
"582","EL98 Laguncularia","M0113",1.485,1.634,1.56,0.15,34.64,0.051
"583","EL98 Laguncularia","M0113",1.634,1.785,1.71,0.14,37.35,0.051
"584","EL98 Laguncularia","M0113",1.785,1.885,1.835,0.14,35.45,0.051
"585","EL98 Laguncularia","M0113",1.885,1.988,1.937,0.15,35.12,0.051
"586","EL98 Acrostichum","M0114",0,0.013,0.007,0.15,35.09,0.051
"587","EL98 Acrostichum","M0114",0.013,0.019,0.016,0.14,35.98,0.051
"588","EL98 Acrostichum","M0114",0.019,0.028,0.024,0.14,35.76,0.051
"589","EL98 Acrostichum","M0114",0.028,0.038,0.033,0.14,36.79,0.051
"590","EL98 Acrostichum","M0114",0.038,0.049,0.044,0.14,35.62,0.051
"591","EL98 Acrostichum","M0114",0.049,0.057,0.053,0.14,35.41,0.051
"592","EL98 Acrostichum","M0114",0.057,0.07,0.064,0.14,35.99,0.051
"593","EL98 Acrostichum","M0114",0.07,0.079,0.075,0.15,35.26,0.051
"594","EL98 Acrostichum","M0114",0.079,0.09,0.085,0.15,33.35,0.051
"595","EL98 Acrostichum","M0114",0.09,0.098,0.094,0.19,28.2,0.052
"596","EL98 Acrostichum","M0114",0.098,0.106,0.102,0.17,31.31,0.052
"597","EL98 Acrostichum","M0114",0.106,0.142,0.124,0.17,30.87,0.052
"598","EL98 Acrostichum","M0114",0.142,0.204,0.173,0.16,31.88,0.052
"599","EL98 Acrostichum","M0114",0.204,0.306,0.255,0.17,30.83,0.052
"600","EL98 Acrostichum","M0114",0.306,0.404,0.355,0.22,23.9,0.054
"601","EL98 Acrostichum","M0114",0.404,0.506,0.455,0.29,19.08,0.055
"602","EL98 Acrostichum","M0114",0.506,0.605,0.556,0.2,26.11,0.053
"603","EL98 Acrostichum","M0114",0.605,0.687,0.646,0.18,28.7,0.052
"604","EL98 Acrostichum","M0114",0.687,0.786,0.737,0.22,24.78,0.053
"605","EL98 Acrostichum","M0114",0.786,0.888,0.837,0.22,24.48,0.053
"606","EL98 Acrostichum","M0114",0.888,1.03,0.959,0.13,38.51,0.051
"607","EL98 Acrostichum","M0114",1.03,1.111,1.071,0.13,39.93,0.051
"608","EL98 Acrostichum","M0114",1.111,1.191,1.151,0.14,36.76,0.051
"609","EL98 Acrostichum","M0114",1.191,1.312,1.252,0.15,35.2,0.051
"610","EL98 Acrostichum","M0114",1.312,1.394,1.353,0.13,38.92,0.051
"611","EL98 Acrostichum","M0114",1.394,1.486,1.44,0.14,37.79,0.051
"612","EL98 Acrostichum","M0114",1.486,1.587,1.537,0.16,32.96,0.052
"613","EL98 Acrostichum","M0114",1.587,1.687,1.637,0.14,37.21,0.051
"614","EL98 Acrostichum","M0114",1.687,1.788,1.738,0.13,38.47,0.051
"615","EL98 Cladium","M0115",0,0.01231,0.006,0.14,36.5,0.051
"616","EL98 Cladium","M0115",0.01231,0.01509,0.014,0.13,40.98,0.051
"617","EL98 Cladium","M0115",0.01509,0.02925,0.022,0.12,42.89,0.052
"618","EL98 Cladium","M0115",0.02925,0.04747,0.038,0.12,44.51,0.052
"619","EL98 Cladium","M0115",0.04747,0.05532,0.051,0.13,39.14,0.051
"620","EL98 Cladium","M0115",0.05532,0.06754,0.061,0.13,41.05,0.051
"621","EL98 Cladium","M0115",0.06754,0.07903,0.073,0.13,40.59,0.051
"622","EL98 Cladium","M0115",0.07903,0.08773,0.083,0.14,37.9,0.051
"623","EL98 Cladium","M0115",0.08773,0.0991,0.093,0.14,37.45,0.051
"624","EL98 Cladium","M0115",0.0991,0.10526,0.102,0.13,41.11,0.051
"625","EL98 Cladium","M0115",0.10526,0.14142,0.123,0.13,39.78,0.051
"626","EL98 Cladium","M0115",0.14142,0.20393,0.173,0.13,39.54,0.051
"627","EL98 Cladium","M0115",0.20393,0.30174,0.253,0.14,35.49,0.051
"628","EL98 Cladium","M0115",0.30174,0.40402,0.353,0.14,36.14,0.051
"629","EL98 Cladium","M0115",0.40402,0.50437,0.454,0.13,39.66,0.051
"630","EL98 Cladium","M0115",0.50437,0.60387,0.554,0.14,36.8,0.051
"631","EL98 Cladium","M0115",0.60387,0.68185,0.643,0.13,38.4,0.051
"632","EL98 Cladium","M0115",0.68185,0.78754,0.735,0.12,43.63,0.052
"633","EL98 Cladium","M0115",0.78754,0.88823,0.838,0.12,42.86,0.052
"634","EL98 Cladium","M0115",0.88823,0.98786,0.938,0.12,42.24,0.052
"635","EL98 Cladium","M0115",0.98786,1.0847,1.036,0.12,42.62,0.052
"636","EL98 Cladium","M0115",1.0847,1.18396,1.134,0.12,45.5,0.052
"637","EL98 Cladium","M0115",1.18396,1.28539,1.235,0.11,48.78,0.053
"638","EL98 Cladium","M0115",1.28539,1.38416,1.335,0.11,47.19,0.053
"639","EL98 Cladium","M0115",1.38416,1.48657,1.435,0.11,46.71,0.053
"640","EL98 Cladium","M0115",1.48657,1.63697,1.562,0.11,45.91,0.052
"641","EL98 Pterocarpus","M0116",0,0.012,0.006,0.13,39.48,0.051
"642","EL98 Pterocarpus","M0116",0.012,0.02,0.016,0.12,41.24,0.051
"643","EL98 Pterocarpus","M0116",0.02,0.029,0.025,0.13,39.61,0.051
"644","EL98 Pterocarpus","M0116",0.029,0.036,0.033,0.13,38.17,0.051
"645","EL98 Pterocarpus","M0116",0.036,0.046,0.041,0.14,37.7,0.051
"646","EL98 Pterocarpus","M0116",0.046,0.06,0.053,0.13,38.94,0.051
"647","EL98 Pterocarpus","M0116",0.06,0.067,0.064,0.14,35.84,0.051
"648","EL98 Pterocarpus","M0116",0.067,0.078,0.073,0.14,35.94,0.051
"649","EL98 Pterocarpus","M0116",0.078,0.088,0.083,0.16,31.43,0.052
"650","EL98 Pterocarpus","M0116",0.088,0.097,0.093,0.14,37.71,0.051
"651","EL98 Pterocarpus","M0116",0.097,0.108,0.103,0.13,38.18,0.051
"652","EL98 Pterocarpus","M0116",0.108,0.144,0.126,0.14,37.1,0.051
"653","EL98 Pterocarpus","M0116",0.144,0.202,0.173,0.13,39.42,0.051
"654","EL98 Pterocarpus","M0116",0.202,0.305,0.254,0.14,36.69,0.051
"655","EL98 Pterocarpus","M0116",0.305,0.402,0.354,0.14,37.62,0.051
"656","EL98 Pterocarpus","M0116",0.402,0.501,0.452,0.16,32.52,0.052
"657","EL98 Pterocarpus","M0116",0.501,0.603,0.552,0.16,31.84,0.052
"658","EL98 Pterocarpus","M0116",0.603,0.68,0.642,0.14,37.76,0.051
"659","EL98 Pterocarpus","M0116",0.68,0.786,0.733,0.15,35.14,0.051
"660","EL98 Pterocarpus","M0116",0.786,0.886,0.836,0.14,36.9,0.051
"661","EL98 Pterocarpus","M0116",0.886,0.984,0.935,0.14,36.4,0.051
"662","EL98 Pterocarpus","M0116",0.984,1.084,1.034,0.13,39.22,0.051
"663","EL98 Pterocarpus","M0116",1.084,1.187,1.136,0.13,38.24,0.051
"664","EL98 Pterocarpus","M0116",1.187,1.285,1.236,0.13,40.46,0.051
"665","EL98 Pterocarpus","M0116",1.285,1.383,1.334,0.12,44.32,0.052
"666","EL98 Pterocarpus","M0116",1.383,1.484,1.434,0.13,39.12,0.051
"667","EL98 Pterocarpus","M0116",1.484,1.585,1.535,0.13,39.21,0.051
"668","EL98 Pterocarpus","M0116",1.585,1.685,1.635,0.14,37.61,0.051
"669","EL98 Pterocarpus","M0116",1.685,1.782,1.734,0.13,38.27,0.051
"670","EL98 Pterocarpus","M0116",1.782,1.886,1.834,0.13,39.53,0.051
"671","SB03 Coringa 1","M0117",0,0.05,0.025,1.18,0.82,0.01
"672","SB03 Coringa 2","M0118",0,0.05,0.025,1.1,1.06,0.012
"673","SB03 Coringa 3","M0119",0,0.05,0.025,1.18,0.82,0.01
"674","SB03 Coringa 4","M0120",0,0.05,0.025,1.15,0.91,0.01
"675","SB03 Coringa 5","M0121",0,0.05,0.025,1.06,1.23,0.013
"676","SB03 Coringa 6","M0122",0,0.05,0.025,1.21,0.73,0.009
"677","SB03 Coringa 7","M0123",0,0.05,0.025,1.23,0.67,0.008
"678","SB03 Coringa 8","M0124",0,0.05,0.025,1.13,0.97,0.011
"679","SB03 Coringa 9","M0125",0,0.05,0.025,1.13,0.97,0.011
"680","SB03 Coringa 10","M0126",0,0.05,0.025,1.1,1.06,0.012
"681","SB03 Coringa 11","M0127",0,0.05,0.025,1.17,0.83,0.01
"682","SB03 Coringa 12","M0128",0,0.05,0.025,1.06,1.21,0.013
"683","SB03 Coringa 13","M0129",0,0.05,0.025,1.16,0.88,0.01
"684","SB03 Coringa 14","M0130",0,0.05,0.025,1.28,0.56,0.007
"685","SB03 Coringa 15","M0131",0,0.05,0.025,1.01,1.43,0.014
"686","SB03 Coringa 16","M0132",0,0.05,0.025,0.87,2.32,0.02
"687","SB03 Coringa 17","M0133",0,0.05,0.025,1.15,0.89,0.01
"688","SB03 Coringa 18","M0134",0,0.05,0.025,1.19,0.77,0.009
"689","SB03 Coringa 19","M0135",0,0.05,0.025,1.13,0.95,0.011
"690","SB03 Coringa 20","M0136",0,0.05,0.025,1.1,1.06,0.012
"691","SB03 Coringa 21","M0137",0,0.05,0.025,0.74,3.93,0.029
"692","SB03 Coringa 22","M0138",0,0.05,0.025,0.74,4.01,0.03
