study_id,site_id,plot_id,plot_radius,species,family,diameter,diameter_flag,alive_or_dead,decay_class,height,wood_density,carbon_conversion_factor,basal_area,basal_density,plant_aboveground_carbon,plant_belowground_carbon,plant_BGB_kg,plant_AGB_kg,plant_AGB_MgHa,plant_BGB_MgHa,plant_mass_total_MgHa,plant_total_carbon,plant_notes
Cifuentes_et_al_2023_Panama,Isla Mono,2,7,Rhizophora mangle,Rhizophoraceae,33,DBH,dead,3,NA,0.898,0.4752,0.08553,5.55612,4.73789,13.10629,424.57014,153.48107,9.97031,27.58059,37.5509,17.84419,NA
Cifuentes_et_al_2023_Panama,El R’o,4,7,Rhizophora mangle,Rhizophoraceae,40,DBH,alive,NA,23,0.898,0.4752,0.12566,8.16327,13.22006,20.08872,650.76125,428.25559,27.82,42.27423,70.09423,33.30878,NA
Cifuentes_et_al_2023_Panama,El R’o,4,7,Rhizophora mangle,Rhizophoraceae,57,DBH,alive,NA,22,0.898,0.4752,0.25518,16.57653,24.40546,44.09823,1428.53433,790.59957,51.3583,92.79931,144.1576,68.50369,NA
Cifuentes_et_al_2023_Panama,El R’o,5,7,Pelliciera rhizophorae,Theaceae,6,DBH,alive,NA,6,0.811,0.4669,0.00283,0.18367,0.50679,0.26695,8.80154,16.70885,1.08543,0.57176,1.65719,0.77374,NA
Cifuentes_et_al_2023_Panama,El Represo,4,7,Rhizophora mangle,Rhizophoraceae,35,DBH,dead,1,15,0.898,0.4752,0.09621,6.25,10.22949,14.93517,483.81526,331.37794,21.52671,31.42922,52.95593,25.16466,NA
Cifuentes_et_al_2023_Panama,El R’o,5,7,Rhizophora mangle,Rhizophoraceae,11,DBH,alive,NA,10,0.898,0.4752,0.0095,0.61735,1.41488,1.14359,37.04591,45.83402,2.97743,2.40655,5.38398,2.55847,NA
Cifuentes_et_al_2023_Panama,El R’o,5,7,Rhizophora mangle,Rhizophoraceae,11,DBH,alive,NA,7.5,0.898,0.4752,0.0095,0.61735,1.41488,1.14359,37.04591,45.83402,2.97743,2.40655,5.38398,2.55847,NA
Cifuentes_et_al_2023_Panama,El R’o,1,7,Pelliciera rhizophorae,Theaceae,36,DBH,dead,3,12,0.811,0.4669,0.10179,6.61224,20.7992,14.25385,469.95295,685.7546,44.54744,30.52871,75.07615,35.05305,NA
Cifuentes_et_al_2023_Panama,El R’o,5,7,Rhizophora mangle,Rhizophoraceae,13,DBH,alive,NA,10,0.898,0.4752,0.01327,0.86224,1.88931,1.65704,53.67879,61.20306,3.97582,3.48704,7.46286,3.54635,NA
Cifuentes_et_al_2023_Panama,El R’o,3,7,Pelliciera rhizophorae,Theaceae,36,DBH,dead,3,3,0.811,0.4669,0.10179,6.61224,20.7992,14.25385,469.95295,685.7546,44.54744,30.52871,75.07615,35.05305,NA
Cifuentes_et_al_2023_Panama,El R’o,5,7,Rhizophora mangle,Rhizophoraceae,15,DBH,alive,NA,13.5,0.898,0.4752,0.01767,1.14796,2.42037,2.27668,73.75154,78.40634,5.09337,4.79099,9.88436,4.69705,NA
Cifuentes_et_al_2023_Panama,El R’o,5,7,Rhizophora mangle,Rhizophoraceae,16,DBH,alive,NA,15,0.898,0.4752,0.02011,1.30612,2.70645,2.62739,85.1128,87.67361,5.69538,5.52903,11.22441,5.33384,NA
Cifuentes_et_al_2023_Panama,El R’o,5,7,Rhizophora mangle,Rhizophoraceae,26,DBH,alive,NA,16,0.898,0.4752,0.05309,3.44898,6.27172,7.72004,250.08597,203.16835,13.19806,16.24589,29.44395,13.99176,NA
Cifuentes_et_al_2023_Panama,El R’o,5,7,Pelliciera rhizophorae,Theaceae,36,DBH,alive,NA,20,0.811,0.4669,0.10179,6.61224,41.5984,14.25385,469.95295,1371.50921,89.09489,30.52871,119.62359,55.85226,NA
Cifuentes_et_al_2023_Panama,El R’o,6,7,Rhizophora mangle,Rhizophoraceae,10,DBH,alive,NA,8,0.898,0.4752,0.00785,0.5102,1.19969,0.92551,29.98116,38.86308,2.52459,1.94761,4.4722,2.12519,NA
Cifuentes_et_al_2023_Panama,El R’o,6,7,Rhizophora mangle,Rhizophoraceae,12,DBH,alive,NA,10,0.898,0.4752,0.01131,0.73469,1.64487,1.38727,44.93977,53.28438,3.46142,2.91934,6.38076,3.03214,NA
Cifuentes_et_al_2023_Panama,El R’o,6,7,Pelliciera rhizophorae,Theaceae,15,DBH,alive,NA,19,0.811,0.4669,0.01767,1.14796,4.82789,2.0411,67.29541,159.17654,10.3403,4.37159,14.71189,6.86898,NA
Cifuentes_et_al_2023_Panama,El R’o,6,7,Rhizophora mangle,Rhizophoraceae,21,DBH,alive,NA,10,0.898,0.4752,0.03464,2.25,4.3334,4.80514,155.65939,140.37792,9.11912,10.11182,19.23094,9.13854,NA
Cifuentes_et_al_2023_Panama,El R’o,6,7,Rhizophora mangle,Rhizophoraceae,31,DBH,alive,NA,12,0.898,0.4752,0.07548,4.90306,8.50383,11.4078,369.54852,275.47633,17.89527,24.00632,41.90159,19.91164,NA
Cifuentes_et_al_2023_Panama,El R’o,6,7,Rhizophora mangle,Rhizophoraceae,80,DBH,alive,NA,26,0.898,0.4752,0.50265,32.65306,43.88503,93.59201,3031.85393,1421.62799,92.35066,196.95287,289.30354,137.47704,NA
Cifuentes_et_al_2023_Panama,Resbaloso,1,7,Pelliciera rhizophorae,Theaceae,6,DBH,alive,NA,16,0.811,0.4669,0.00283,0.18367,0.50679,0.26695,8.80154,16.70885,1.08543,0.57176,1.65719,0.77374,NA
Cifuentes_et_al_2023_Panama,Resbaloso,1,7,Rhizophora mangle,Rhizophoraceae,6,DBH,alive,NA,8,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,1.04273,0.62661,1.66934,0.79327,NA
Cifuentes_et_al_2023_Panama,Resbaloso,1,7,Rhizophora mangle,Rhizophoraceae,7,DBH,alive,NA,1.7,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,1.36162,0.88231,2.24393,1.06631,NA
Cifuentes_et_al_2023_Panama,El Represo,5,7,Rhizophora mangle,Rhizophoraceae,37,DBH,dead,2,22,0.898,0.4752,0.10752,6.98469,9.24091,16.89611,547.33892,299.35352,19.44636,35.55579,55.00216,26.13703,NA
Cifuentes_et_al_2023_Panama,Resbaloso,2,7,Rhizophora mangle,Rhizophoraceae,6,DBH,alive,NA,5,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,1.04273,0.62661,1.66934,0.79327,NA
Cifuentes_et_al_2023_Panama,Resbaloso,2,7,Rhizophora mangle,Rhizophoraceae,6,DBH,alive,NA,7.5,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,1.04273,0.62661,1.66934,0.79327,NA
Cifuentes_et_al_2023_Panama,Resbaloso,2,7,Rhizophora mangle,Rhizophoraceae,6,DBH,alive,NA,5.5,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,1.04273,0.62661,1.66934,0.79327,NA
Cifuentes_et_al_2023_Panama,Resbaloso,2,7,Rhizophora mangle,Rhizophoraceae,7,DBH,alive,NA,8,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,1.36162,0.88231,2.24393,1.06631,NA
Cifuentes_et_al_2023_Panama,Resbaloso,2,7,Rhizophora mangle,Rhizophoraceae,7,DBH,alive,NA,55,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,1.36162,0.88231,2.24393,1.06631,NA
Cifuentes_et_al_2023_Panama,Resbaloso,2,7,Rhizophora mangle,Rhizophoraceae,7.2,DBH,alive,NA,6,0.898,0.4752,0.00407,0.26449,0.67938,0.44633,14.45861,22.00796,1.42966,0.93925,2.36891,1.12571,NA
Cifuentes_et_al_2023_Panama,Resbaloso,2,7,Rhizophora mangle,Rhizophoraceae,8,DBH,alive,NA,5,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,1.71569,1.18676,2.90245,1.37925,NA
Cifuentes_et_al_2023_Panama,Resbaloso,2,7,Pelliciera rhizophorae,Theaceae,8.5,DBH,alive,NA,19,0.811,0.4669,0.00567,0.36862,1.19383,0.57843,19.07097,39.36091,2.55693,1.23887,3.79581,1.77226,NA
Cifuentes_et_al_2023_Panama,Resbaloso,2,7,Rhizophora mangle,Rhizophoraceae,9,DBH,alive,NA,9,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,2.10371,1.54142,3.64513,1.73216,NA
Cifuentes_et_al_2023_Panama,Limones,4,7,Rhizophora racemosa,Rhizophoraceae,40,DBH,dead,2,15,0.88,0.5,0.12566,8.16327,48.67209,20.75584,639.02254,1498.49719,97.34418,41.51167,138.85585,69.42792,NA
Cifuentes_et_al_2023_Panama,Resbaloso,2,7,Rhizophora mangle,Rhizophoraceae,10,DBH,alive,NA,1.9,0.898,0.4752,0.00785,0.5102,1.19969,0.92551,29.98116,38.86308,2.52459,1.94761,4.4722,2.12519,NA
Cifuentes_et_al_2023_Panama,Resbaloso,2,7,Rhizophora mangle,Rhizophoraceae,13,DBH,alive,NA,16,0.898,0.4752,0.01327,0.86224,1.88931,1.65704,53.67879,61.20306,3.97582,3.48704,7.46286,3.54635,NA
Cifuentes_et_al_2023_Panama,Resbaloso,2,7,Rhizophora mangle,Rhizophoraceae,14,DBH,alive,NA,8,0.898,0.4752,0.01539,1,2.14791,1.95336,63.278,69.58006,4.52,4.11061,8.63062,4.10127,NA
Cifuentes_et_al_2023_Panama,Resbaloso,3,7,Rhizophora mangle,Rhizophoraceae,6,DBH,alive,NA,4,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,1.04273,0.62661,1.66934,0.79327,NA
Cifuentes_et_al_2023_Panama,Resbaloso,3,7,Rhizophora mangle,Rhizophoraceae,8,DBH,alive,NA,8,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,1.71569,1.18676,2.90245,1.37925,NA
Cifuentes_et_al_2023_Panama,Resbaloso,3,7,Rhizophora mangle,Rhizophoraceae,8,DBH,alive,NA,7,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,1.71569,1.18676,2.90245,1.37925,NA
Cifuentes_et_al_2023_Panama,El Represo,4,7,Rhizophora mangle,Rhizophoraceae,46,DBH,dead,2,15,0.898,0.4752,0.16619,10.79592,13.47074,27.3969,887.50517,436.37613,28.34752,57.6534,86.00092,40.86764,NA
Cifuentes_et_al_2023_Panama,Resbaloso,3,7,Rhizophora mangle,Rhizophoraceae,9,DBH,alive,NA,6,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,2.10371,1.54142,3.64513,1.73216,NA
Cifuentes_et_al_2023_Panama,Resbaloso,3,7,Rhizophora mangle,Rhizophoraceae,9,DBH,alive,NA,8,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,2.10371,1.54142,3.64513,1.73216,NA
Cifuentes_et_al_2023_Panama,Resbaloso,3,7,Rhizophora mangle,Rhizophoraceae,10,DBH,alive,NA,7,0.898,0.4752,0.00785,0.5102,1.19969,0.92551,29.98116,38.86308,2.52459,1.94761,4.4722,2.12519,NA
Cifuentes_et_al_2023_Panama,Resbaloso,3,7,Rhizophora mangle,Rhizophoraceae,14,DBH,alive,NA,10,0.898,0.4752,0.01539,1,2.14791,1.95336,63.278,69.58006,4.52,4.11061,8.63062,4.10127,NA
Cifuentes_et_al_2023_Panama,Resbaloso,3,7,Rhizophora mangle,Rhizophoraceae,14,DBH,alive,NA,10,0.898,0.4752,0.01539,1,2.14791,1.95336,63.278,69.58006,4.52,4.11061,8.63062,4.10127,NA
Cifuentes_et_al_2023_Panama,Boca del R’o,5,7,Rhizophora mangle,Rhizophoraceae,50,DBH,dead,3,6,0.898,0.4752,0.19635,12.7551,9.72646,32.96798,1067.97703,315.0825,20.46814,69.37707,89.84521,42.69444,NA
Cifuentes_et_al_2023_Panama,Resbaloso,3,7,Rhizophora mangle,Rhizophoraceae,51,DBH,alive,NA,25,0.898,0.4752,0.20428,13.27041,20.13129,34.44965,1115.97456,652.1405,42.36383,72.49505,114.85888,54.58094,NA
Cifuentes_et_al_2023_Panama,Resbaloso,4,7,Rhizophora mangle,Rhizophoraceae,5.6,DBH,alive,NA,6,0.898,0.4752,0.00246,0.16,0.43972,0.25548,8.2761,14.24461,0.92535,0.53763,1.46297,0.6952,NA
Cifuentes_et_al_2023_Panama,Resbaloso,4,7,Rhizophora mangle,Rhizophoraceae,7,DBH,alive,NA,6.5,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,1.36162,0.88231,2.24393,1.06631,NA
Cifuentes_et_al_2023_Panama,Resbaloso,4,7,Rhizophora mangle,Rhizophoraceae,7,DBH,alive,NA,8,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,1.36162,0.88231,2.24393,1.06631,NA
Cifuentes_et_al_2023_Panama,Resbaloso,4,7,Rhizophora mangle,Rhizophoraceae,8,DBH,alive,NA,7.5,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,1.71569,1.18676,2.90245,1.37925,NA
Cifuentes_et_al_2023_Panama,Resbaloso,4,7,Rhizophora mangle,Rhizophoraceae,8,DBH,alive,NA,8,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,1.71569,1.18676,2.90245,1.37925,NA
Cifuentes_et_al_2023_Panama,Resbaloso,4,7,Rhizophora mangle,Rhizophoraceae,8,DBH,alive,NA,6,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,1.71569,1.18676,2.90245,1.37925,NA
Cifuentes_et_al_2023_Panama,Resbaloso,4,7,Rhizophora mangle,Rhizophoraceae,9,DBH,alive,NA,8.5,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,2.10371,1.54142,3.64513,1.73216,NA
Cifuentes_et_al_2023_Panama,Resbaloso,4,7,Rhizophora mangle,Rhizophoraceae,15,DBH,alive,NA,12,0.898,0.4752,0.01767,1.14796,2.42037,2.27668,73.75154,78.40634,5.09337,4.79099,9.88436,4.69705,NA
Cifuentes_et_al_2023_Panama,Resbaloso,4,7,Rhizophora mangle,Rhizophoraceae,17,DBH,alive,NA,11,0.898,0.4752,0.0227,1.47449,3.0059,3.00591,97.37447,97.37428,6.32555,6.32556,12.65111,6.01181,NA
Cifuentes_et_al_2023_Panama,Resbaloso,4,7,Rhizophora mangle,Rhizophoraceae,32,DBH,alive,NA,18,0.898,0.4752,0.08042,5.22449,8.98426,12.24086,396.53493,291.03942,18.90627,25.75939,44.66566,21.22512,NA
Cifuentes_et_al_2023_Panama,Resbaloso,5,7,Rhizophora mangle,Rhizophoraceae,6,DBH,alive,NA,6,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,1.04273,0.62661,1.66934,0.79327,NA
Cifuentes_et_al_2023_Panama,Resbaloso,5,7,Rhizophora mangle,Rhizophoraceae,7,DBH,alive,NA,9,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,1.36162,0.88231,2.24393,1.06631,NA
Cifuentes_et_al_2023_Panama,Batipa,3,7,Rhizophora mangle,Rhizophoraceae,50.2,DBH,dead,3,6,0.898,0.4752,0.19792,12.85735,9.7939,33.26145,1077.48381,317.26732,20.61007,69.99464,90.60471,43.05536,NA
Cifuentes_et_al_2023_Panama,El Represo,4,7,Rhizophora mangle,Rhizophoraceae,55,DBH,dead,2,20,0.898,0.4752,0.23758,15.43367,18.35378,40.73654,1319.63454,594.55906,38.62327,85.72504,124.34832,59.09032,NA
Cifuentes_et_al_2023_Panama,Resbaloso,5,7,Rhizophora mangle,Rhizophoraceae,13,DBH,alive,NA,2.3,0.898,0.4752,0.01327,0.86224,1.88931,1.65704,53.67879,61.20306,3.97582,3.48704,7.46286,3.54635,NA
Cifuentes_et_al_2023_Panama,Resbaloso,5,7,Rhizophora mangle,Rhizophoraceae,15,DBH,alive,NA,10.5,0.898,0.4752,0.01767,1.14796,2.42037,2.27668,73.75154,78.40634,5.09337,4.79099,9.88436,4.69705,NA
Cifuentes_et_al_2023_Panama,Resbaloso,5,7,Rhizophora mangle,Rhizophoraceae,18,DBH,alive,NA,12.5,0.898,0.4752,0.02545,1.65306,3.31852,3.41259,110.54866,107.50135,6.98342,7.18137,14.16479,6.73111,NA
Cifuentes_et_al_2023_Panama,Resbaloso,5,7,Rhizophora mangle,Rhizophoraceae,23,DBH,alive,NA,11,0.898,0.4752,0.04155,2.69898,5.07246,5.88051,190.49531,164.31911,10.67437,12.3748,23.04917,10.95297,NA
Cifuentes_et_al_2023_Panama,Resbaloso,5,7,Rhizophora mangle,Rhizophoraceae,31,DBH,alive,NA,15,0.898,0.4752,0.07548,4.90306,8.50383,11.4078,369.54852,275.47633,17.89527,24.00632,41.90159,19.91164,NA
Cifuentes_et_al_2023_Panama,Resbaloso,6,7,Rhizophora mangle,Rhizophoraceae,5.4,DBH,alive,NA,5,0.898,0.4752,0.00229,0.14878,0.4129,0.23566,7.63418,13.37552,0.86889,0.49593,1.36482,0.64856,NA
Cifuentes_et_al_2023_Panama,Resbaloso,6,7,Rhizophora mangle,Rhizophoraceae,6,DBH,alive,NA,6,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,1.04273,0.62661,1.66934,0.79327,NA
Cifuentes_et_al_2023_Panama,Resbaloso,6,7,Rhizophora mangle,Rhizophoraceae,6,DBH,alive,NA,5,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,1.04273,0.62661,1.66934,0.79327,NA
Cifuentes_et_al_2023_Panama,Resbaloso,6,7,Rhizophora mangle,Rhizophoraceae,8,DBH,alive,NA,7,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,1.71569,1.18676,2.90245,1.37925,NA
Cifuentes_et_al_2023_Panama,El Represo,5,7,Rhizophora mangle,Rhizophoraceae,63,DBH,dead,2,32,0.898,0.4752,0.31172,20.25,23.21754,55.06999,1783.95758,752.11747,48.85845,115.88803,164.74648,78.28753,NA
Cifuentes_et_al_2023_Panama,Resbaloso,6,7,Rhizophora mangle,Rhizophoraceae,12,DBH,alive,NA,8.5,0.898,0.4752,0.01131,0.73469,1.64487,1.38727,44.93977,53.28438,3.46142,2.91934,6.38076,3.03214,NA
Cifuentes_et_al_2023_Panama,Resbaloso,6,7,Rhizophora mangle,Rhizophoraceae,13,DBH,alive,NA,12,0.898,0.4752,0.01327,0.86224,1.88931,1.65704,53.67879,61.20306,3.97582,3.48704,7.46286,3.54635,NA
Cifuentes_et_al_2023_Panama,Resbaloso,6,7,Rhizophora mangle,Rhizophoraceae,14,DBH,alive,NA,10,0.898,0.4752,0.01539,1,2.14791,1.95336,63.278,69.58006,4.52,4.11061,8.63062,4.10127,NA
Cifuentes_et_al_2023_Panama,Resbaloso,6,7,Rhizophora mangle,Rhizophoraceae,18,DBH,alive,NA,16,0.898,0.4752,0.02545,1.65306,3.31852,3.41259,110.54866,107.50135,6.98342,7.18137,14.16479,6.73111,NA
Cifuentes_et_al_2023_Panama,Resbaloso,6,7,Rhizophora mangle,Rhizophoraceae,49,DBH,alive,NA,22,0.898,0.4752,0.18857,12.25,18.78439,31.52204,1021.1365,608.50845,39.52944,66.33425,105.86369,50.30643,NA
Cifuentes_et_al_2023_Panama,Resbaloso,6,7,Rhizophora mangle,Rhizophoraceae,54,DBH,alive,NA,25,0.898,0.4752,0.22902,14.87755,22.22497,39.11048,1266.95926,719.96402,46.76973,82.3032,129.07292,61.33545,NA
Cifuentes_et_al_2023_Panama,Isla Mono,2,2,Rhizophora mangle,Rhizophoraceae,3.4,DBH,alive,NA,NA,0.898,0.4752,NA,NA,9.08352,4.13484,2.73358,6.0052,19.11515,8.70126,27.81641,13.21836,NA
Cifuentes_et_al_2023_Panama,Isla Mono,2,2,Rhizophora mangle,Rhizophoraceae,4,DBH,alive,NA,NA,0.898,0.4752,NA,NA,12.03455,5.93128,3.92122,7.95615,25.32524,12.48166,37.80689,17.96584,NA
Cifuentes_et_al_2023_Panama,Limones,2,2,Pelliciera rhizophorae,Theaceae,3.5,DBH,alive,NA,NA,0.811,0.4669,NA,NA,6.59442,4.23364,2.66008,4.43713,14.12383,8.46729,22.59112,10.82806,NA
Cifuentes_et_al_2023_Panama,Limones,2,2,Pelliciera rhizophorae,Theaceae,4,DBH,alive,NA,NA,0.811,0.4669,NA,NA,9.15876,5.69451,3.57796,6.16257,19.6161,11.38902,31.00512,14.85327,NA
Cifuentes_et_al_2023_Panama,Limones,3,2,Pelliciera rhizophorae,Theaceae,4,DBH,alive,NA,NA,0.811,0.4669,NA,NA,9.15876,5.69451,3.57796,6.16257,19.6161,11.38902,31.00512,14.85327,NA
Cifuentes_et_al_2023_Panama,Boca del R’o,1,2,Rhizophora mangle,Rhizophoraceae,3,DBH,alive,NA,NA,0.898,0.4752,NA,NA,7.3141,3.13173,2.07042,4.83542,15.39163,6.59035,21.98197,10.44583,NA
Cifuentes_et_al_2023_Panama,Boca del R’o,1,2,Rhizophora mangle,Rhizophoraceae,4,DBH,alive,NA,NA,0.898,0.4752,NA,NA,12.03455,5.93128,3.92122,7.95615,25.32524,12.48166,37.80689,17.96584,NA
Cifuentes_et_al_2023_Panama,Boca del R’o,2,2,Rhizophora mangle,Rhizophoraceae,1.4,DBH,alive,NA,NA,0.898,0.4752,NA,NA,1.95529,0.57674,0.38129,1.29266,4.11467,1.21368,5.32835,2.53203,NA
Cifuentes_et_al_2023_Panama,Boca del R’o,2,2,Rhizophora mangle,Rhizophoraceae,1.9,DBH,alive,NA,NA,0.898,0.4752,NA,NA,3.31731,1.13608,0.75107,2.19311,6.98088,2.39074,9.37162,4.45339,NA
Cifuentes_et_al_2023_Panama,Boca del R’o,3,2,Rhizophora mangle,Rhizophoraceae,5,DBH,alive,NA,NA,0.898,0.4752,NA,NA,17.70848,9.73394,6.4352,11.70723,37.26531,20.48389,57.7492,27.44242,NA
Cifuentes_et_al_2023_Panama,Las Matita,1,2,Rhizophora mangle,Rhizophoraceae,4,DBH,alive,NA,NA,0.898,0.4752,NA,NA,12.03455,5.93128,3.92122,7.95615,25.32524,12.48166,37.80689,17.96584,NA
Cifuentes_et_al_2023_Panama,Las Matita,2,2,Pelliciera rhizophorae,Theaceae,0.3,DBH,alive,NA,NA,0.811,0.4669,NA,NA,0.01565,0.01812,0.01138,0.01053,0.03352,0.03623,0.06975,0.03377,NA
Cifuentes_et_al_2023_Panama,Las Matita,3,2,Pelliciera rhizophorae,Theaceae,5,DBH,alive,NA,NA,0.811,0.4669,NA,NA,15.85752,9.34537,5.87187,10.66991,33.96341,18.69075,52.65416,25.20289,NA
Cifuentes_et_al_2023_Panama,Las Matita,4,2,Rhizophora mangle,Rhizophoraceae,5,DBH,alive,NA,NA,0.898,0.4752,NA,NA,17.70848,9.73394,6.4352,11.70723,37.26531,20.48389,57.7492,27.44242,NA
Cifuentes_et_al_2023_Panama,Las Matita,6,2,Rhizophora mangle,Rhizophoraceae,2.3,DBH,alive,NA,NA,0.898,0.4752,NA,NA,4.61759,1.73625,1.14785,3.05273,9.71714,3.65372,13.37086,6.35383,NA
Cifuentes_et_al_2023_Panama,Las Matita,6,2,Rhizophora mangle,Rhizophoraceae,3.5,DBH,alive,NA,NA,0.898,0.4752,NA,NA,9.55094,4.40967,2.91528,6.31421,20.09877,9.27962,29.37839,13.96061,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,1,2,Pelliciera rhizophorae,Theaceae,1,DBH,alive,NA,NA,0.811,0.4669,NA,NA,0.30253,0.26235,0.16484,0.20356,0.64796,0.5247,1.17266,0.56488,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,1,2,Rhizophora mangle,Rhizophoraceae,2,DBH,alive,NA,NA,0.898,0.4752,NA,NA,3.62533,1.2731,0.84166,2.39674,7.62905,2.67908,10.30813,4.89842,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,1,2,Rhizophora mangle,Rhizophoraceae,3,DBH,alive,NA,NA,0.898,0.4752,NA,NA,7.3141,3.13173,2.07042,4.83542,15.39163,6.59035,21.98197,10.44583,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,1,2,Rhizophora mangle,Rhizophoraceae,5,DBH,alive,NA,NA,0.898,0.4752,NA,NA,17.70848,9.73394,6.4352,11.70723,37.26531,20.48389,57.7492,27.44242,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,2,2,Rhizophora mangle,Rhizophoraceae,1.8,DBH,alive,NA,NA,0.898,0.4752,NA,NA,3.02093,1.00758,0.66612,1.99716,6.35718,2.12033,8.47751,4.02851,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,2,2,Rhizophora mangle,Rhizophoraceae,2.3,DBH,alive,NA,NA,0.898,0.4752,NA,NA,4.61759,1.73625,1.14785,3.05273,9.71714,3.65372,13.37086,6.35383,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,2,2,Rhizophora mangle,Rhizophoraceae,2.5,DBH,alive,NA,NA,0.898,0.4752,NA,NA,5.33456,2.08931,1.38126,3.52672,11.22592,4.39669,15.62261,7.42386,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,2,2,Rhizophora mangle,Rhizophoraceae,3,DBH,alive,NA,NA,0.898,0.4752,NA,NA,7.3141,3.13173,2.07042,4.83542,15.39163,6.59035,21.98197,10.44583,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,2,2,Rhizophora mangle,Rhizophoraceae,4,DBH,alive,NA,NA,0.898,0.4752,NA,NA,12.03455,5.93128,3.92122,7.95615,25.32524,12.48166,37.80689,17.96584,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,3,2,Rhizophora mangle,Rhizophoraceae,1,DBH,alive,NA,NA,0.898,0.4752,NA,NA,1.0921,0.27326,0.18065,0.722,2.2982,0.57504,2.87324,1.36536,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,3,2,Rhizophora mangle,Rhizophoraceae,1,DBH,alive,NA,NA,0.898,0.4752,NA,NA,1.0921,0.27326,0.18065,0.722,2.2982,0.57504,2.87324,1.36536,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,3,2,Rhizophora mangle,Rhizophoraceae,5,DBH,alive,NA,NA,0.898,0.4752,NA,NA,17.70848,9.73394,6.4352,11.70723,37.26531,20.48389,57.7492,27.44242,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,6,2,Rhizophora mangle,Rhizophoraceae,1,DBH,alive,NA,NA,0.898,0.4752,NA,NA,1.0921,0.27326,0.18065,0.722,2.2982,0.57504,2.87324,1.36536,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,6,2,Rhizophora mangle,Rhizophoraceae,1,DBH,alive,NA,NA,0.898,0.4752,NA,NA,1.0921,0.27326,0.18065,0.722,2.2982,0.57504,2.87324,1.36536,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,6,2,Rhizophora mangle,Rhizophoraceae,1,DBH,alive,NA,NA,0.898,0.4752,NA,NA,1.0921,0.27326,0.18065,0.722,2.2982,0.57504,2.87324,1.36536,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,6,2,Rhizophora mangle,Rhizophoraceae,1,DBH,alive,NA,NA,0.898,0.4752,NA,NA,1.0921,0.27326,0.18065,0.722,2.2982,0.57504,2.87324,1.36536,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,6,2,Rhizophora mangle,Rhizophoraceae,1.5,DBH,alive,NA,NA,0.898,0.4752,NA,NA,2.20332,0.6722,0.4444,1.45664,4.63662,1.41456,6.05118,2.87552,NA
