study_id,site_id,core_id,latitude,longitude,position_notes,salinity_class,vegetation_class,inundation_class,core_length_flag,year,month
Johnson_et_al_2007,Sprague_Marsh,SM02_VC1,43.743531,-69.831958,latitude and longitude were likely from a high quality source,saline,emergent,high,not specified,2002,5
