study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,total_pb210_activity,total_pb210_activity_se,bi214_activity,bi214_activity_se,excess_pb210_activity,excess_pb210_activity_se,cs137_activity,cs137_activity_se,pb210_unit,pb214_unit,bi214_unit,cs137_unit,fraction_organic_matter,pb214_activity,pb214_activity_se
Lerberg_et_al_2025,Sweet_Hall_Marsh,Sweet_Hall_Levee_1,organic_matter,0,2,0.10823697544497855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14067939022926426,1.4075480651784746,NA
Lerberg_et_al_2025,Sweet_Hall_Marsh,Sweet_Hall_Levee_1,organic_matter,4,6,0.10168896972846564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.131979046888974,1.4075480651784746,NA
Lerberg_et_al_2025,Sweet_Hall_Marsh,Sweet_Hall_Levee_1,organic_matter,9,11,0.17031310900350785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1294530475246015,1.4075480651784746,NA
Lerberg_et_al_2025,Sweet_Hall_Marsh,Sweet_Hall_Levee_1,organic_matter,14,16,0.13279199688190205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12493885138440458,1.4075480651784746,NA
Lerberg_et_al_2025,Sweet_Hall_Marsh,Sweet_Hall_Levee_1,organic_matter,24,26,0.08774847343120697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1508735564110157,1.4075480651784746,NA
Lerberg_et_al_2025,Sweet_Hall_Marsh,Sweet_Hall_Levee_1,organic_matter,34,36,0.08097960244251008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14070271137493992,1.4075480651784746,NA
Lerberg_et_al_2025,Sweet_Hall_Marsh,Sweet_Hall_Levee_1,organic_matter,44,46,0.11647395088995711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14188510875627444,1.4075480651784746,NA
Lerberg_et_al_2025,Sweet_Hall_Marsh,Sweet_Hall_Levee_1,organic_matter,54,56,0.11027673119397167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1218190386427897,1.4075480651784746,NA
Lerberg_et_al_2025,Sweet_Hall_Marsh,Sweet_Hall_Levee_1,organic_matter,64,66,0.1007145641158893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15208978328173367,1.4075480651784746,NA
Lerberg_et_al_2025,Sweet_Hall_Marsh,Sweet_Hall_Levee_1,organic_matter,74,76,0.11924126282967389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17868816735672252,1.4075480651784746,NA
Lerberg_et_al_2025,Sweet_Hall_Marsh,Sweet_Hall_Levee_1,organic_matter,84,86,0.10580745745095492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22396856581532415,1.4075480651784746,NA
Lerberg_et_al_2025,Sweet_Hall_Marsh,Sweet_Hall_Levee_1,organic_matter,94,96,0.1189034688839808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1955856643356644,1.4075480651784746,NA
Lerberg_et_al_2025,Sweet_Hall_Marsh,Sweet_Hall_Flats_1,organic_matter,0,2,0.14998051188774847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14691614691614704,1.4075480651784746,NA
Lerberg_et_al_2025,Sweet_Hall_Marsh,Sweet_Hall_Flats_1,organic_matter,4,6,0.10570352085228012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14859882005899722,1.4075480651784746,NA
Lerberg_et_al_2025,Sweet_Hall_Marsh,Sweet_Hall_Flats_1,organic_matter,9,11,0.1164219825906197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13848900792322275,1.4075480651784746,NA
Lerberg_et_al_2025,Sweet_Hall_Marsh,Sweet_Hall_Flats_1,organic_matter,14,16,0.1691827984929193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13292888957149437,1.4075480651784746,NA
Lerberg_et_al_2025,Sweet_Hall_Marsh,Sweet_Hall_Flats_1,organic_matter,24,26,0.14791477198908667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14044795783926214,1.4075480651784746,NA
Lerberg_et_al_2025,Sweet_Hall_Marsh,Sweet_Hall_Flats_1,organic_matter,34,36,0.15988047291152396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14025678530797975,1.4075480651784746,NA
Lerberg_et_al_2025,Sweet_Hall_Marsh,Sweet_Hall_Flats_1,organic_matter,44,46,0.1615694426399896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13300096494049532,1.4075480651784746,NA
Lerberg_et_al_2025,Sweet_Hall_Marsh,Sweet_Hall_Flats_1,organic_matter,54,56,0.13711835780174095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1239340534394542,1.4075480651784746,NA
Lerberg_et_al_2025,Sweet_Hall_Marsh,Sweet_Hall_Flats_1,organic_matter,64,66,0.13315577497726386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14011123036393797,1.4075480651784746,NA
