study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,cs137_activity,cs137_unit,total_pb210_activity,pb210_unit
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,27,28,0.0335993280134397,0.5622633763627239,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,28,29,0.0576935829704458,0.554433365498016,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,29,30,0.0698512345542563,0.488749116263195,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,30,31,0.0537147151793806,0.49156177815490504,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,31,32,0.0557041490749132,0.541183984495441,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,32,33,0.0612303543402816,0.380151113813018,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,33,34,0.06255664360397,0.400858180754321,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,34,35,0.0627776918145848,0.463941226448098,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,35,36,0.0665355113950353,0.38437637725870405,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,36,37,0.0678618006587237,0.35575170083151797,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,37,38,0.0506200402307743,0.407695335563865,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,38,39,0.0572514865492164,0.440936149023336,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,40,41,0.0685249452905679,0.44541304453402,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,41,42,0.047525365282168,0.3978306124685,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,42,43,0.0853246092972877,0.35361042297458506,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,43,44,0.171975507858264,0.310784099487465,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,45,46,0.126881672892858,0.210117711240269,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,46,47,0.143681336899578,0.14637602915373202,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,47,48,0.286257432746082,0.0799208214771743,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,48,49,0.263047370631535,0.0837369391518133,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,49,50,0.29178363801145,0.0663268556865243,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,50,51,0.398549923738367,0.047795012501936,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,51,52,0.532726187581512,0.0382715264084134,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,52,53,0.521010632418931,0.0325705061247745,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,53,54,0.610977254139128,0.0346359460883969,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,54,55,0.62976635204138,0.0326180468500359,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,55,56,0.591303963394416,0.028550742126221704,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,56,57,0.609429916664825,0.028246071633055602,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,57,58,0.569199142332943,0.023749249120398098,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,58,59,0.716417250602356,0.0224686050458196,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,0,1,0.0610093061296669,0.321855132881709,0.073022312,disintegrationsPerMinutePerGram,2.07848101,disintegrationsPerMinutePerGram
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,1,2,0.051725281283848,0.34205821498162003,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,2,3,0.0736090541347068,0.301553837744983,0.073022312,disintegrationsPerMinutePerGram,2.17974684,disintegrationsPerMinutePerGram
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,3,4,0.0718406684497889,0.305755395683453,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,4,5,0.0780300183470015,0.40464192720528996,0.292089249,disintegrationsPerMinutePerGram,2.60506329,disintegrationsPerMinutePerGram
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,6,7,0.0663144631844205,0.378547881321862,0.76673428,disintegrationsPerMinutePerGram,2.24050633,disintegrationsPerMinutePerGram
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,7,8,0.0607882579190521,0.34997564539697995,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,8,9,0.101019032250934,0.34167324716345904,1.095334686,disintegrationsPerMinutePerGram,1.81518987,disintegrationsPerMinutePerGram
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,9,10,0.193417184287893,0.256814719794757,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,10,11,0.18811202723314,0.15362952532701,1.935091278,disintegrationsPerMinutePerGram,1.71392405,disintegrationsPerMinutePerGram
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,11,12,0.228563849775636,0.162100365036704,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,12,13,0.367603174252304,0.115417314670814,0.438133874,disintegrationsPerMinutePerGram,1.24810127,disintegrationsPerMinutePerGram
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,13,14,0.280510179270099,0.111766578249337,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,14,15,0.27918389000641,0.0996168582375479,0.206896552,disintegrationsPerMinutePerGram,0.51898734,disintegrationsPerMinutePerGram
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,15,16,0.250889719047724,0.10722781335773099,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,16,17,0.244258272729282,0.09539018008311549,0.109533469,disintegrationsPerMinutePerGram,-0.4329114,disintegrationsPerMinutePerGram
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,17,18,0.347266738875749,0.0983911016008236,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,18,19,NA,NA,0.060851927,disintegrationsPerMinutePerGram,-0.756962,disintegrationsPerMinutePerGram
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,19,20,0.397665730895908,0.0885810919632792,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,20,21,0.57140962443909,0.0832103865447035,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,21,22,0.527642078737373,0.0747515395402719,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,22,23,0.553946815800526,0.0671981537816007,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,23,24,0.440328035544552,0.0676131286050858,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,24,25,0.670660271005106,0.0529881644431432,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,25,26,0.564115033488804,0.04305378691407449,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,26,27,0.48785340082672,0.0458268369219838,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,27,28,0.400760405844515,0.0447703745720477,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,28,29,0.423749419748447,0.039877705852379,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,29,30,0.601251132872079,0.0420476497102382,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,30,31,0.403634032582506,0.0387935272026582,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,31,32,0.574504299387696,0.0368801500495247,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,32,33,0.648776498154247,0.0352439820324798,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,33,34,0.485200822299344,0.0319028506740764,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_HM,single set of methods,34,35,0.549967948009461,0.0310479687125867,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_TZ_2,single set of methods,0,1,0.077587921925772,NA,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_TZ_2,single set of methods,1,2,0.129755299630849,0.244204441146027,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_TZ_2,single set of methods,2,3,0.0996927429872455,0.474544184264497,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_TZ_2,single set of methods,3,4,0.0548199562324543,0.586868869230306,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_TZ_2,single set of methods,4,5,0.0506200402307743,0.6237988679742,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_TZ_2,single set of methods,5,6,0.07095647560733,0.607929863359924,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_TZ_2,single set of methods,6,7,0.0568093901279869,0.650534481127613,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_TZ_2,single set of methods,7,8,0.0543778598112248,0.5997820183621819,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_TZ_2,single set of methods,8,9,0.0543778598112248,0.550897545756158,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_TZ_2,single set of methods,9,10,0.0826720307699109,0.487378106322743,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_TZ_2,single set of methods,10,11,0.0552620526536838,0.6825752076780389,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_TZ_2,single set of methods,11,12,0.0627776918145848,0.7185980803589981,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_TZ_2,single set of methods,12,13,0.0503989920201596,0.482835166974978,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_TZ_2,single set of methods,13,14,0.0674197042374942,0.375783013097674,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_TZ_2,single set of methods,14,15,0.0687459935011826,0.34112866124827496,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_TZ_2,single set of methods,15,16,0.136386745949292,0.258913837539169,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_TZ_2,single set of methods,16,17,0.145891819005725,0.218503537060638,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_TZ_2,single set of methods,17,18,0.175954375649329,0.222697937318092,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_TZ_2,single set of methods,18,19,0.205795884082318,0.18561639421734402,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_TZ_2,single set of methods,19,20,0.168217688277813,0.19381250365518402,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_TZ_2,single set of methods,20,21,0.264373659895223,0.200449575968121,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_TZ_2,single set of methods,21,22,0.262163177789076,0.14056368887561,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_TZ_2,single set of methods,22,23,0.303278144963417,0.130039439088519,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_TZ_2,single set of methods,23,24,0.280289131059484,0.107392741811472,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_TZ_2,single set of methods,24,25,0.347266738875749,0.100142286062741,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_TZ_2,single set of methods,25,26,0.594398638343023,0.08482408757624929,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_TZ_2,single set of methods,26,27,0.438559649859634,0.0691245223405846,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_TZ_2,single set of methods,27,28,0.360971727933862,0.0664698892168513,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_TZ_2,single set of methods,28,29,0.635071509096134,0.054692663582286895,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_TZ_2,single set of methods,29,30,0.648997546364862,0.0514983056010357,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_TZ_2,single set of methods,30,32,0.238179446937377,0.035587039443349996,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_TZ_2,single set of methods,32,34,0.395234200579146,0.0258153241650293,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_1_TZ_2,single set of methods,34,36,0.470832688609386,0.023274494054032903,NA,NA,NA,NA
Smith_and_Kirwan_2021,Moneystump_Swamp,MS_2_TZ,single set of methods,0,1,0.0229890139039324,NA,NA,NA,NA,NA
Smith_and_Kirwan_2021,Moneystump_Swamp,MS_2_TZ,single set of methods,1,2,0.033378279802825,NA,NA,NA,NA,NA
Smith_and_Kirwan_2021,Moneystump_Swamp,MS_2_TZ,single set of methods,2,3,0.0377992440151197,NA,NA,NA,NA,NA
Smith_and_Kirwan_2021,Moneystump_Swamp,MS_2_TZ,single set of methods,3,4,0.0831141271911404,NA,NA,NA,NA,NA
Smith_and_Kirwan_2021,Moneystump_Swamp,MS_2_TZ,single set of methods,4,5,0.021662724640244,NA,NA,NA,NA,NA
Smith_and_Kirwan_2021,Moneystump_Swamp,MS_2_TZ,single set of methods,5,6,0.0411149671743407,NA,NA,NA,NA,NA
Smith_and_Kirwan_2021,Moneystump_Swamp,MS_2_TZ,single set of methods,6,7,0.0437675457017176,NA,NA,NA,NA,NA
Smith_and_Kirwan_2021,Moneystump_Swamp,MS_2_TZ,single set of methods,7,8,0.018347001481023,NA,NA,NA,NA,NA
Smith_and_Kirwan_2021,Moneystump_Swamp,MS_2_TZ,single set of methods,8,9,0.0214416764296293,NA,NA,NA,NA,NA
Smith_and_Kirwan_2021,Moneystump_Swamp,MS_2_TZ,single set of methods,9,10,0.0389044850681934,NA,NA,NA,NA,NA
Smith_and_Kirwan_2021,Moneystump_Swamp,MS_2_TZ,single set of methods,10,11,0.0329361833815955,NA,NA,NA,NA,NA
Smith_and_Kirwan_2021,Moneystump_Swamp,MS_2_TZ,single set of methods,11,12,0.0457569795972502,NA,NA,NA,NA,NA
Smith_and_Kirwan_2021,Moneystump_Swamp,MS_2_TZ,single set of methods,12,13,0.025862640641924,NA,NA,NA,NA,NA
Smith_and_Kirwan_2021,Moneystump_Swamp,MS_2_TZ,single set of methods,13,14,0.0417781118061849,NA,NA,NA,NA,NA
Smith_and_Kirwan_2021,Moneystump_Swamp,MS_2_TZ,single set of methods,14,15,0.0364729547514313,NA,NA,NA,NA,NA
Smith_and_Kirwan_2021,Moneystump_Swamp,MS_2_TZ,single set of methods,15,16,0.0340414244346692,NA,NA,NA,NA,NA
Smith_and_Kirwan_2021,Moneystump_Swamp,MS_2_TZ,single set of methods,16,17,0.0568093901279869,NA,NA,NA,NA,NA
Smith_and_Kirwan_2021,Moneystump_Swamp,MS_2_TZ,single set of methods,17,18,0.0448727867547912,NA,NA,NA,NA,NA
Smith_and_Kirwan_2021,Moneystump_Swamp,MS_2_TZ,single set of methods,18,19,0.0793563076106899,NA,NA,NA,NA,NA
Smith_and_Kirwan_2021,Moneystump_Swamp,MS_2_TZ,single set of methods,19,20,0.0747142951877805,NA,NA,NA,NA,NA
Smith_and_Kirwan_2021,Moneystump_Swamp,MS_2_TZ,single set of methods,20,21,0.121134419416875,NA,NA,NA,NA,NA
Smith_and_Kirwan_2021,Moneystump_Swamp,MS_2_TZ,single set of methods,21,22,0.188333075443754,NA,NA,NA,NA,NA
Smith_and_Kirwan_2021,Moneystump_Swamp,MS_2_TZ,single set of methods,22,23,0.24646875483543,NA,NA,NA,NA,NA
Smith_and_Kirwan_2021,Moneystump_Swamp,MS_2_TZ,single set of methods,23,24,0.524326355578152,NA,NA,NA,NA,NA
Smith_and_Kirwan_2021,Moneystump_Swamp,MS_2_TZ,single set of methods,24,25,0.526757885894914,NA,NA,NA,NA,NA
Smith_and_Kirwan_2021,Moneystump_Swamp,MS_2_TZ,single set of methods,25,26,0.455359313866354,NA,NA,NA,NA,NA
