study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,cs137_activity,cs137_unit,total_pb210_activity,pb210_unit
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,0,1,0.0769247772939278,0.546223553571092,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,1,2,0.0853246092972877,0.523460733560965,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,2,3,0.06675655960565,0.633581925860934,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,3,4,0.07095647560733,0.68347280334728,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,4,5,0.0751563916090099,0.727169166508449,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,6,7,0.0842193682442141,0.665511618426417,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,7,8,0.06675655960565,0.542787422695775,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,9,10,0.0866508985609761,0.32617241064082597,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,10,11,0.182585821967771,0.172289363651985,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,11,12,0.235416344304693,0.127813568758451,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,12,13,0.382413404363492,0.0980369084740445,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,13,14,0.586661950971507,0.0877566794092456,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,14,15,0.405623466478039,0.0728892572257329,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,15,16,0.515705475364177,0.06629542790152419,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,16,17,0.988527597869095,0.054691023906179595,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,17,18,0.356771811932182,0.057872743041867,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,18,19,0.351687703088043,0.049209888511875695,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,19,20,0.2040274983974,0.045315712774239805,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,20,21,0.378655584783041,0.0436850717302788,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,21,22,0.489842834722253,0.0407762220584624,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,22,23,0.11295563562413,0.0446409681377735,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,23,24,0.506421450518358,0.0407691111283927,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,24,25,0.25022657441588,0.0361011518803874,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,25,26,0.249121333362806,0.0351702603485378,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,26,27,0.309246446650014,0.035319902216977,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,27,28,0.429275625013816,0.0335319855159927,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,28,29,0.484979774088729,0.030119264200525603,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,29,30,0.514158137889874,0.0298425196850394,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,30,31,0.60080903645085,0.0478942865291378,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,31,32,0.434801830279184,0.0286627952601428,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,32,33,0.427507239328898,0.034030530488319,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,33,34,0.469285351135083,0.024544447800261802,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,43,44,0.355224474457879,0.0195090749180457,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_4_HM,single set of methods,46,47,0.448727867547912,0.017319126860609,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,0,1,0.0251994960100798,0.598596117314553,0.151079137,disintegrationsPerMinutePerGram,3.061728395,disintegrationsPerMinutePerGram
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,1,2,0.07095647560733,0.558580689184579,0.071942446,disintegrationsPerMinutePerGram,2.699588477,disintegrationsPerMinutePerGram
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,2,3,0.0419991600167997,0.611115216909319,0.079136691,disintegrationsPerMinutePerGram,2.205761317,disintegrationsPerMinutePerGram
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,3,4,0.0318309423285218,0.6492155243600329,0.172661871,disintegrationsPerMinutePerGram,2.12345679,disintegrationsPerMinutePerGram
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,4,5,0.0329361833815955,0.634273473759372,0.115107914,disintegrationsPerMinutePerGram,1.925925926,disintegrationsPerMinutePerGram
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,5,6,0.0877561396140498,0.6063318528641379,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,6,7,NA,NA,0.057553957,disintegrationsPerMinutePerGram,1.975308642,disintegrationsPerMinutePerGram
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,7,8,0.0470832688609386,0.6089402873515489,0.237410072,disintegrationsPerMinutePerGram,2.847736626,disintegrationsPerMinutePerGram
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,8,9,0.0309467494860629,0.620757950018915,0.230215827,disintegrationsPerMinutePerGram,2.781893004,disintegrationsPerMinutePerGram
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,9,10,0.047304317071553303,0.20270191239253801,0.151079137,disintegrationsPerMinutePerGram,2.436213992,disintegrationsPerMinutePerGram
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,10,11,0.063440836446429,0.634996740479044,0.158273381,disintegrationsPerMinutePerGram,2.008230453,disintegrationsPerMinutePerGram
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,11,12,0.0605672097084374,0.640545021988321,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,12,13,0.0362519065408166,0.647100558130735,0.302158273,disintegrationsPerMinutePerGram,2.222222222,disintegrationsPerMinutePerGram
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,13,14,0.0424412564380291,0.6953785804764431,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,14,15,0.0455359313866354,0.66100065766176,0.381294964,disintegrationsPerMinutePerGram,1.991769547,disintegrationsPerMinutePerGram
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,15,16,0.0355887619089723,0.585442961017485,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,16,17,0.0461990760184796,0.572562879759859,0.776978417,disintegrationsPerMinutePerGram,2.041152263,disintegrationsPerMinutePerGram
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,17,18,0.0665355113950353,0.5664656099499701,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,19,20,0.0492937509670859,0.514629239085642,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,20,21,0.0685249452905679,0.525075781846859,1.496402878,disintegrationsPerMinutePerGram,1.62962963,disintegrationsPerMinutePerGram
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,21,22,0.0340414244346692,0.558850286444887,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,22,23,0.0545989080218396,0.607202512193492,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,23,24,0.0355887619089723,0.612582011074403,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,24,25,0.033378279802825,0.639905652135931,0.237410072,disintegrationsPerMinutePerGram,2.156378601,disintegrationsPerMinutePerGram
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,25,26,0.0512831848626185,0.6229388515469629,NA,NA,NA,NA
Smith_and_Kirwan_2021,Goodwin_Island,GI_8_HM,single set of methods,26,27,0.0629987400251995,0.562614524062108,0.107913669,disintegrationsPerMinutePerGram,2.106995885,disintegrationsPerMinutePerGram
