study_id,site_id,core_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,fraction_carbon,marker_date,marker_type,fraction_nitrogen
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-3,22,24,NA,0.4837394554281614,0.10876691799747122,0.013533,NA,NA,0.001336
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-3,24,26,NA,0.4609460283002036,0.09303545456713014,0.012392,NA,NA,0.001188
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-3,26,28,NA,0.5020285085451707,0.09177009224139866,0.0139,NA,NA,0.001366
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-4,0,2,NA,0.3713243000382016,0.09263668628419962,0.025724999999999998,NA,NA,0.001981
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-4,2,4,NA,0.4493101234769682,0.09997642991829044,0.023502000000000002,NA,NA,0.001756
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-4,4,6,NA,0.34987287007438894,0.10360788527503415,0.020168,NA,NA,0.0017929999999999999
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-4,6,8,NA,0.5152069206970765,0.10790039963110971,0.022250000000000002,NA,NA,0.001787
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-4,6,6,h-C3-4,NA,NA,NA,2007,dredge horizon,NA
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-4,8,10,NA,0.4156559922405931,0.10261403640176735,0.019479,NA,NA,0.0016350000000000002
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-4,10,12,NA,0.483409482007801,0.09791544905513365,0.014804,NA,NA,0.001431
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-4,12,14,NA,0.42478946705774595,0.09885363017112486,0.015398,NA,NA,0.001457
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-4,14,16,NA,0.42635407786912,0.10220491412882073,0.016225,NA,NA,0.001484
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-4,16,18,NA,0.4397582613086407,0.1046322195924138,0.016517,NA,NA,0.001573
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-4,18,20,NA,0.3549266735125405,0.10505099859524838,0.017626,NA,NA,0.0016489999999999999
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-4,20,22,NA,0.3084572587686753,0.10089913995308827,0.015975,NA,NA,0.0016669999999999999
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-4,22,24,NA,0.220889575577912,0.12298832439255282,0.027271,NA,NA,0.002576
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-5,0,2,NA,0.044559042310199644,0.4875453446191052,0.086001,NA,NA,0.007218
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-5,2,4,NA,0.11109526170851819,0.3089311859443628,0.08842599999999999,NA,NA,0.0048330000000000005
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-5,4,6,NA,0.3275073032187646,0.1336577453365774,0.079437,NA,NA,0.004687
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-5,6,8,NA,0.4590956510338764,0.09392773955907048,0.03856,NA,NA,0.002179
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-5,6,6,h-C3-5,NA,NA,NA,2007,dredge horizon,NA
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-5,8,10,NA,0.4239258524121137,0.08958208358328347,0.021776,NA,NA,0.001532
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-5,10,12,NA,0.4182942007832833,0.09226300828080594,0.025905,NA,NA,0.00172
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-5,12,14,NA,0.4692237825726898,0.09393453145057766,0.024745,NA,NA,0.001905
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-5,14,16,NA,0.5475111606683408,0.0845299841399119,0.014311,NA,NA,0.001352
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-5,16,18,NA,0.6953076765859402,0.08285714285714296,0.020472999999999998,NA,NA,0.001655
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-5,18,20,NA,0.719425733855919,0.07463344724947632,0.012292,NA,NA,0.00122
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-5,20,22,NA,0.6387574949090551,0.08575409120209598,0.016556,NA,NA,0.001378
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-5,22,24,NA,0.5634588234389651,0.08978684451418861,0.011810000000000001,NA,NA,0.001183
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-6,0,2,NA,0.049991762594697994,0.38295577130528596,0.218244,NA,NA,0.0182
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-6,2,4,NA,0.20369148721434316,0.15148136349155777,0.077393,NA,NA,0.006704
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-6,4,6,NA,0.4629100806204348,0.09655874308250122,0.023188,NA,NA,0.001842
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-6,6,8,NA,0.6551045991885366,0.08845827172921455,0.013963000000000001,NA,NA,0.00131
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-6,6,6,h-C3-6,NA,NA,NA,2007,dredge horizon,NA
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-6,8,10,NA,0.48482094726044306,0.08662237385527027,0.015059,NA,NA,0.001433
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-6,10,12,NA,0.6814566870317688,0.08296963614722154,0.014672000000000001,NA,NA,0.001382
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-6,12,14,NA,0.6876977632551404,0.08180392156862744,0.013623000000000001,NA,NA,0.001349
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-6,14,16,NA,0.6835170473837798,0.08169923977943813,0.013947000000000001,NA,NA,0.001351
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-6,16,18,NA,0.539182884149675,0.07994312857465986,0.012185999999999999,NA,NA,0.001242
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-6,18,20,NA,0.7272298420704715,0.07730784029360395,0.00959,NA,NA,9.750000000000001e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-6,20,22,NA,0.8566409968392819,0.04515475695886989,0.008675,NA,NA,6.86e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-6,22,24,NA,0.7672481975052811,0.05241475800601102,0.005974,NA,NA,6.58e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-6,24,26,NA,0.543917765908818,0.08974778905994107,0.015429,NA,NA,0.001559
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-6,26,28,NA,0.5599017415438837,0.09098630136986292,0.013836999999999999,NA,NA,0.001323
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-6,28,30,NA,0.73914361924769445,0.07026845518972125,0.010308,NA,NA,0.001052
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-1,0,2,NA,0.7341213922134054,0.07546961325966849,0.014039,NA,NA,0.001316
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-1,2,4,NA,0.9325080435788923,0.07417704336022146,0.013431,NA,NA,0.001303
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-1,4,6,NA,0.7958169488996426,0.07214892093689279,0.013793,NA,NA,0.001339
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-1,6,8,NA,0.6263400740902292,0.07609848696331857,0.013656,NA,NA,0.001361
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-1,8,10,NA,0.8308225502213216,0.07331127947924454,0.012393000000000001,NA,NA,0.0012720000000000001
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-1,10,12,NA,0.7953590910436401,0.07655312297430113,0.01291,NA,NA,0.0012979999999999999
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-2,0,2,NA,1.0347098111396107,0.07039928255508218,0.009635,NA,NA,0.001358
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-2,2,4,NA,1.0316674246274837,0.07198489072758339,0.011273,NA,NA,0.0015140000000000002
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-2,4,6,NA,0.9633660842532661,0.06938535559027821,0.011378999999999998,NA,NA,0.0015079999999999998
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-2,6,8,NA,0.8611216885473336,0.07011922288617524,0.012487999999999999,NA,NA,0.001249
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-2,8,10,NA,1.1014970629486338,0.0750021163125371,0.011535,NA,NA,0.0011899999999999999
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-2,10,12,NA,0.9337900455756992,0.07324402791218866,0.010851999999999999,NA,NA,0.001131
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-2,12,14,NA,0.8628426025578257,0.07606567254104546,0.011729,NA,NA,0.001156
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-2,14,16,NA,0.9075200563825089,0.07443064182194609,0.011649,NA,NA,0.00117
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-2,16,18,NA,0.7871871177240924,0.08459890058697483,0.013076,NA,NA,0.0012590000000000001
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-2,18,20,NA,1.0239880432081871,0.08109756097560977,0.012097,NA,NA,0.001216
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-3,0,2,NA,0.4672470996909136,0.08631459398069269,0.011583000000000001,NA,NA,0.001171
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-3,2,4,NA,0.667531492928521,0.08301828799754118,0.011397999999999998,NA,NA,0.001072
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-3,4,6,NA,0.663766006767949,0.08362725733634306,0.010736,NA,NA,0.001086
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-3,6,8,NA,0.5074138642238757,0.08525907517941328,0.010701,NA,NA,0.001087
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-3,8,10,NA,0.5000502468432013,0.08393974056316786,0.010062999999999999,NA,NA,9.98e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-3,10,12,NA,0.5352784618121091,0.08428254172935011,0.009709,NA,NA,0.001149
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-3,12,14,NA,0.6294424557696943,0.08584610632794103,0.012242,NA,NA,0.001389
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-3,14,16,NA,0.6306013097914385,0.08611448778870595,0.015441,NA,NA,0.001475
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-3,16,18,NA,0.5563288714468713,0.08384811561348814,0.014873,NA,NA,0.0012439999999999999
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-3,18,20,NA,0.601312616389018,0.08421587731932573,0.015,NA,NA,0.001262
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-3,20,22,NA,0.7061352254703022,0.08387625859948059,0.015049,NA,NA,0.001227
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-1,0,2,NA,0.6354482877842923,0.07250620996208641,0.013763000000000001,NA,NA,0.001537
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-1,2,4,NA,0.8144959706043505,0.07088421632540617,0.013895999999999999,NA,NA,0.001444
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-1,4,6,NA,0.7922898645882304,0.07016752112065854,0.012035,NA,NA,0.0014680000000000001
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-1,6,8,NA,0.7528904066691207,0.06811625173629667,0.012867,NA,NA,0.0015240000000000002
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-1,8,10,NA,0.8027953341531976,0.06741297454494495,0.012541,NA,NA,0.0014130000000000002
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-2,0,2,NA,0.827319148212806,0.08332555752542674,0.01711,NA,NA,0.001312
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-2,2,4,NA,0.6231192808962808,0.07806792658302537,0.016123000000000002,NA,NA,0.00124
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-2,4,6,NA,0.570254065550119,0.08005394140002446,0.015780000000000002,NA,NA,0.001265
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-2,6,8,NA,0.7087908010351165,0.07369553523399683,0.015392999999999999,NA,NA,0.00122
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-2,8,10,NA,0.6575707163301775,0.07508954245068855,0.015528,NA,NA,0.001203
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-2,10,12,NA,0.6184222908217726,0.07889666094760452,0.014946,NA,NA,0.001196
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-2,12,14,NA,0.8890494389432917,0.07806906366041823,0.015792999999999998,NA,NA,0.0012280000000000001
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-2,14,16,NA,0.7748202191514462,0.08000562034565126,0.015859,NA,NA,0.001348
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-2,16,18,NA,0.6675756998939282,0.07693180528764335,0.015229,NA,NA,0.001253
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-2,18,20,NA,0.6594479335397876,0.08254450409720253,0.015291999999999998,NA,NA,0.001261
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-3,0,2,NA,0.42363377067638797,0.0964992536235372,0.012549,NA,NA,0.001327
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-3,2,4,NA,0.4203450882141357,0.08761567237645211,0.018482000000000002,NA,NA,0.0017460000000000002
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-3,4,6,NA,0.5248566697173769,0.08464747409920234,0.015808,NA,NA,0.0017929999999999999
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-3,6,8,NA,0.43843520998681296,0.088785759417827,0.014418,NA,NA,0.0016300000000000002
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-3,8,10,NA,0.7264846389393227,0.07953025380887024,0.012854,NA,NA,0.001399
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-3,10,12,NA,0.6237760700966154,0.07517711886643923,0.012482,NA,NA,0.0012929999999999999
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-3,12,14,NA,0.9106903273302777,0.07405072359936953,0.011511,NA,NA,0.001219
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-1,0,2,NA,0.20088750255137627,0.27265429323742857,0.104076,NA,NA,0.0073950000000000005
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-1,2,4,NA,0.2168604264450902,0.2860896838179199,0.11079,NA,NA,0.007948
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-1,4,6,NA,0.1302116166067181,0.3978322238873592,0.184054,NA,NA,0.012051000000000001
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-1,6,8,NA,0.1360311478385289,0.4035339750035914,0.22909600000000002,NA,NA,0.01656
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-1,8,10,NA,0.17856772148135205,0.35201903562180686,0.18484899999999999,NA,NA,0.012572000000000002
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-1,10,12,NA,0.35009232608123164,0.37922529007575956,0.18096199999999998,NA,NA,0.011636
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-1,12,14,NA,0.3518479741359721,0.3867854935502523,0.172547,NA,NA,0.011022
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-1,14,16,NA,0.24790161026186508,0.39444106382217137,0.189756,NA,NA,0.012617
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-1,16,18,NA,0.23969806053845516,0.40571148425052084,0.198016,NA,NA,0.013064
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-1,18,20,NA,0.19648259421259381,0.4304272673256631,0.20361,NA,NA,0.013023
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-1,20,22,NA,0.2066770361995179,0.4648563557654468,0.207822,NA,NA,0.013191999999999999
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-1,22,24,NA,0.19807878142783006,0.4121215557319424,0.18676500000000001,NA,NA,0.011332
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-1,24,26,NA,0.3286582631395432,0.2639608749966776,0.086394,NA,NA,0.006109
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-1,26,28,NA,0.489738972161987,0.20342157842157846,0.086001,NA,NA,0.006528000000000001
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-1,28,30,NA,0.6939246300967742,0.16427757736852103,0.05099,NA,NA,0.003643
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-2,0,2,NA,0.06471110325508107,0.30047322540473215,0.139539,NA,NA,0.009462
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-2,2,4,NA,0.0506375000536808,0.41015984601221855,0.143674,NA,NA,0.009718
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-2,4,6,NA,0.32951714132459614,0.18984619795613272,0.069106,NA,NA,0.0048130000000000004
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-2,6,8,NA,0.17028365192809347,0.32145967601463143,0.146062,NA,NA,0.009537
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-2,8,10,NA,0.07243942810036424,0.5643074981596382,0.244176,NA,NA,0.016463000000000002
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-2,10,12,NA,0.13069473558581038,0.4236216264362697,0.162764,NA,NA,0.011094999999999999
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-2,12,14,NA,0.17765200576934714,0.34143066406249994,0.154774,NA,NA,0.009885
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-2,14,16,NA,0.22952414321404152,0.2772259264298997,0.117366,NA,NA,0.007697000000000001
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-2,16,18,NA,0.24179315493471476,0.2614276063949561,0.10917,NA,NA,0.006815
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-2,18,20,NA,0.3578916978352048,0.2625255203811043,0.11420999999999999,NA,NA,0.0075309999999999995
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-2,20,22,NA,0.3426150336466532,0.32155567864323376,0.131153,NA,NA,0.007854
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-2,22,24,NA,0.3042307571117145,0.4198425849212925,0.19121,NA,NA,0.01151
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-2,24,26,NA,0.3307565151761891,0.3718244103559087,0.199446,NA,NA,0.011201000000000001
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-2,26,28,NA,0.31733812235493025,0.3889102696941887,0.189163,NA,NA,0.012166999999999999
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-2,28,30,NA,0.27504626584203945,0.39304732457270464,0.18466000000000002,NA,NA,0.012025999999999998
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-3,0,2,NA,0.17875560108433242,0.21556705693181238,0.07625,NA,NA,0.005419
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-3,2,4,NA,0.1755600690134737,0.24555482798569475,0.16768899999999998,NA,NA,0.011344
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-3,4,6,NA,0.08876442889714221,0.5797995373939858,0.217982,NA,NA,0.014408
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-3,6,8,NA,0.0697901678163223,0.6948424068767906,0.323761,NA,NA,0.019699
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-3,8,10,NA,0.066021524015364,0.7210061782877316,0.31195,NA,NA,0.019811000000000002
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-3,10,12,NA,0.08264334300844701,0.6488199726935828,0.23309100000000002,NA,NA,0.015323999999999999
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-3,12,14,NA,0.16834643955114506,0.3675903835566157,0.17220400000000002,NA,NA,0.012174
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-3,14,16,NA,0.25615726105164754,0.26339307397153805,0.095656,NA,NA,0.006625
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-3,16,18,NA,0.8269575983885834,0.12036070638333421,0.056467,NA,NA,0.0033829999999999997
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-3,18,20,NA,1.0842105606542507,0.08916118748754734,0.037191999999999996,NA,NA,0.0024779999999999997
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-3,20,22,NA,1.1177083886915076,0.06526657275792881,0.016481,NA,NA,9.750000000000001e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR1-3,22,24,NA,0.884824516106524,0.06605577491370523,0.013962,NA,NA,8.34e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-1,0,2,NA,0.07047221813974669,0.40623024311742045,0.139214,NA,NA,0.0075509999999999996
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-1,2,4,NA,0.08708772185205726,0.16958824406981943,0.18696200000000002,NA,NA,0.010102
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-1,4,6,NA,0.10729977796427692,0.14997553723984774,0.17282,NA,NA,0.009618
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-1,6,8,NA,0.1279302214276713,0.21383056066373005,0.13495,NA,NA,0.008455
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-1,8,10,NA,0.11181046725599787,0.6339303286754577,0.134793,NA,NA,0.008363
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-1,10,12,NA,0.08283595907200669,0.6010413861208365,0.265625,NA,NA,0.016667
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-1,12,14,NA,0.12209174435354314,0.5610868903984588,0.210679,NA,NA,0.014905
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-1,14,16,NA,0.10696980454391652,0.37322717093804414,0.24583300000000002,NA,NA,0.016138
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-1,16,18,NA,0.21360963566747265,0.3941789435860583,0.164013,NA,NA,0.010441
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-1,18,20,NA,0.4234443122532145,0.38615598083619146,0.174085,NA,NA,0.010974999999999999
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-1,20,22,NA,0.3980805658508704,0.39041243791837615,0.19548500000000002,NA,NA,0.012303
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-1,22,24,NA,0.32392969666117283,0.4098189717595946,0.202059,NA,NA,0.01319
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-2,0,2,NA,0.16547456561987436,0.27827780763030624,0.113202,NA,NA,0.007269
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-2,2,4,NA,0.21121456543452174,0.2604961832061068,0.10486100000000001,NA,NA,0.006455
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-2,4,6,NA,0.22327675170989733,0.2822381964834128,0.087615,NA,NA,0.005977
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-2,6,8,NA,0.26593805214797633,0.3190225728687268,0.134651,NA,NA,0.007976
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-2,8,10,NA,0.22769902707080406,0.37965830752322915,0.158998,NA,NA,0.009876000000000001
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-2,10,12,NA,0.2562014680170547,0.4003623464214485,0.172819,NA,NA,0.010523
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-2,12,14,NA,0.272389111457032,0.4255596722851327,0.18699300000000002,NA,NA,0.011902
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-2,14,16,NA,0.19487851289639205,0.4941504708157636,0.17768599999999998,NA,NA,0.010903000000000001
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-2,16,18,NA,0.12324270427432178,0.6501650165016502,0.27259100000000003,NA,NA,0.019055
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-2,18,20,NA,0.1085454670966423,0.6654851306698708,0.32100700000000004,NA,NA,0.021065999999999998
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-2,20,22,NA,0.11700320687114323,0.7183259277050558,0.311983,NA,NA,0.019525999999999998
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-2,22,24,NA,0.08177025544165609,0.7264686087876167,0.352522,NA,NA,0.018075
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-2,24,26,NA,0.11944879935027365,0.7152368432212375,0.354114,NA,NA,0.016309
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-3,0,2,NA,0.09147526316871549,0.566607808514813,0.27653300000000003,NA,NA,0.019302
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-3,2,4,NA,0.23504843506974038,0.18606442577030827,0.20319500000000001,NA,NA,0.014405
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-3,4,6,NA,0.2408063923140198,0.18015733697418887,0.098695,NA,NA,0.006973
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-3,6,8,NA,0.31046078159373447,0.19012638591048048,0.064346,NA,NA,0.004576
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-3,8,10,NA,0.3135868455760962,0.22023686920700317,0.086926,NA,NA,0.0053490000000000005
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-3,10,12,NA,0.47392235146739103,0.22522413741057148,0.112111,NA,NA,0.0064529999999999995
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-3,12,14,NA,0.49681050780693553,0.23836598479698412,0.104306,NA,NA,0.0060609999999999995
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-3,14,16,NA,0.46184595581027743,0.25462802981685345,0.12371700000000001,NA,NA,0.007215
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-3,16,18,NA,0.5089468986313874,0.26262700905228153,0.11894199999999999,NA,NA,0.006964000000000001
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-3,18,20,NA,0.4042427010645866,0.29769011160134967,0.145012,NA,NA,0.00862
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-3,20,22,NA,0.31120598472488326,0.31752296699557653,0.166279,NA,NA,0.00997
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-3,22,24,NA,0.2930874441887302,0.3284941812624897,0.18800899999999998,NA,NA,0.011261
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,NR2-3,24,26,NA,0.2888372602288727,0.3817715134867385,0.194312,NA,NA,0.011979
