study_id,bibliography_id,title,author,publication_type,doi,url,bibtype,year,month,day
Marot_et_al_2020,Marot_et_al_2020_data,"Sedimentary data from Grand Bay, Alabama/Mississippi, 2014–2016 (ver. 1.1, April 2020): U.S. Geological Survey data release","Marot, M.E., Smith, C.G., McCloskey, T.A., Locker, S.D., Khan, N.S., and Smith, K.E.L.",primary dataset,10.5066/P9FO8R3Y,https://doi.org/10.5066/P9FO8R3Y,Misc,2020,apr,28
